0,0,-0.1342724
0.02,0,-0.09623918
0.04,0,-0.07999062
0.06,0,-0.1546794
0.08,0,-0.1998689
0.1,0,-0.1910214
0.12,0,-0.2370126
0.14,0,-0.2669346
0.16,0,-0.2407135
0.18,0,-0.233962
0.2,0,-0.2918437
0.22,0,-0.2726305
0.24,0,-0.2472312
0.26,0,-0.2949498
0.28,0,-0.3131351
0.3,0,-0.2779512
0.32,0,-0.2971154
0.34,0,-0.3360175
0.36,0,-0.3073526
0.38,0,-0.3029442
0.4,0,-0.3274314
0.42,0,-0.3345312
0.44,0,-0.306931
0.46,0,-0.3209725
0.48,0,-0.3480398
0.5,0,-0.3138939
0.52,0,-0.3010319
0.54,0,-0.3428741
0.56,0,-0.341206
0.58,0,-0.3312343
0.6,0,-0.3559438
0.62,0,-0.3746518
0.64,0,-0.3664926
0.66,0,-0.3542127
0.68,0,-0.3699101
0.7,0,-0.3261708
0.72,0,-0.3258863
0.74,0,-0.3413579
0.76,0,-0.36256
0.78,0,-0.3438246
0.8,0,-0.3435259
0.82,0,-0.3403006
0.84,0,-0.3423552
0.86,0,-0.3191098
0.88,0,-0.345884
0.9,0,-0.3519849
0.92,0,-0.3433223
0.94,0,-0.3516321
0.96,0,-0.3600778
0.98,0,-0.348338
1,0,-0.3544859
1.02,0,-0.3713075
1.04,0,-0.3480892
1.06,0,-0.3412812
1.08,0,-0.3566482
1.1,0,-0.3537427
1.12,0,-0.334937
1.14,0,-0.3547259
1.16,0,-0.3587922
1.18,0,-0.3176984
1.2,0,-0.3150722
1.22,0,-0.3646348
1.24,0,-0.3582923
1.26,0,-0.3468779
1.28,0,-0.3582919
1.3,0,-0.3713131
1.32,0,-0.338493
1.34,0,-0.3493095
1.36,0,-0.3644679
1.38,0,-0.3473783
1.4,0,-0.3503354
1.42,0,-0.3508598
1.44,0,-0.3409063
1.46,0,-0.3249613
1.48,0,-0.3518215
1.5,0,-0.3592606
1.52,0,-0.3488506
1.54,0,-0.3333637
1.56,0,-0.3604198
1.58,0,-0.3517577
1.6,0,-0.3498245
1.62,0,-0.3425268
1.64,0,-0.3533576
