0,0,-0.09907804,-0.259852,-0.07301072,-12.50621
0.02,0,-0.1883779,-0.322521,-0.07354365,-42.66232
0.04,0,-0.2485642,-0.9818009,-0.07167841,-98.85104
0.06,0,-0.3108891,-1.199221,-0.07354365,-194.3166
0.08,0,-0.3404182,-2.833169,-0.07221133,-351.7678
0.1,0,-0.4022712,-3.49301,-0.07354365,-606.1996
0.12,0,-0.4451079,-7.623271,-0.0724778,-1020.871
0.14,0,-0.4893858,-9.330658,-0.07301072,-1676.921
0.16,0,-0.5175646,-19.75498,-0.07274425,-2735.729
0.18,0,-0.5413832,-24.07808,-0.07327718,-4400.259
0.2,0,-0.5656074,-50.4171,-0.07354365,-7080.751
0.22,0,-0.5721651,-61.30382,-0.07381011,-11288.19
0.24,0,-0.5861251,-127.8233,-0.07301072,-18057.93
0.26,0,-0.6056806,-155.3283,-0.07274425,-28684.45
0.28,0,-0.6268755,-323.2818,-0.07221133,-45780.63
0.3,0,-0.6369506,-392.6939,-0.07274425,-72611.87
0.32,0,-0.6577485,-816.7379,-0.07407656,-115774.6
0.34,0,-0.669924,-991.929,-0.0724778,-183513.8
0.36,0,-0.683168,-2062.464,-0.07354365,-292479.4
0.38,0,-0.670041,-2504.585,-0.07274425,-463483.1
0.4,0,-0.665989,-5207.218,-0.07274425,-738556.8
0.42,0,-0.6679097,-6323.136,-0.07221133,-1170243
0.44,0,-0.6762074,-13146.09,-0.07274425,-1864651
0.46,0,-0.6651326,-15962.6,-0.0724778,-2954415
0.48,0,-0.6816787,-33187.56,-0.07327718,-4707402
0.5,0,-0.6651928,-40296.32,-0.07221133,-7458438
0.52,0,-0.6694683,-83781.66,-0.07301072,-1.188374e+07
0.54,0,-0.6639861,-101724,-0.07274425,-1.882854e+07
0.56,0,-0.6783704,-211505.1,-0.0724778,-2.999994e+07
0.58,0,-0.6883361,-256791.2,-0.07274425,-4.753163e+07
0.6,0,-0.6946114,-533939.1,-0.07327718,-7.57331e+07
0.62,0,-0.6826927,-648240.6,-0.07381011,-1.199907e+08
0.64,0,-0.6882817,-1347915,-0.07034609,-1.911834e+08
0.66,0,-0.6631058,-1636410,-0.04210107,-3.029086e+08
0.68,0,-0.6314467,-3402772,-0.07594181,-4.826303e+08
0.7,0,-0.6584826,-4130929,-0.07354365,-7.646729e+08
0.72,0,-0.6339119,-8590203,-0.07487596,-1.218369e+09
0.74,0,-0.6520431,-1.042805e+07,-0.07700766,-1.930366e+09
0.76,0,-0.6544675,-2.168572e+07,-0.06954671,-3.075692e+09
0.78,0,-0.6537986,-2.632442e+07,-0.07274425,-4.873081e+09
0.8,0,-0.6353533,-5.474498e+07,-0.07141194,-7.764383e+09
0.82,0,-0.6261774,-6.645298e+07,-0.0724778,-1.230177e+10
0.84,0,-0.6290091,-1.382022e+08,-0.07434303,-1.960068e+10
0.86,0,-0.6318098,-1.677529e+08,-0.07167841,-3.1055e+10
0.88,0,-0.634918,-3.488874e+08,-0.07381011,-4.948062e+10
0.9,0,-0.6399963,-4.234728e+08,-0.07167841,-7.839628e+10
0.92,0,-0.6449968,-8.807562e+08,-0.07221133,-1.249106e+11
0.94,0,-0.6565516,-1.069008e+09,-0.07327718,-1.979062e+11
0.96,0,-0.6543897,-2.223444e+09,-0.07301072,-3.153286e+11
0.98,0,-0.6680352,-2.698589e+09,-0.07354365,-4.996011e+11
1,0,-0.6580774,-5.613021e+09,-0.07407656,-7.960264e+11
1.02,0,-0.6674792,-6.812278e+09,-0.07274425,-1.26121e+12
1.04,0,-0.6565065,-1.416991e+10,-0.07301072,-2.009516e+12
1.06,0,-0.6520426,-1.719681e+10,-0.07221133,-3.18384e+12
1.08,0,-0.6573907,-3.577154e+10,-0.0724778,-5.072892e+12
1.1,0,-0.6611472,-4.341137e+10,-0.07301072,-8.037393e+12
1.12,0,-0.6558558,-9.030423e+10,-0.07194487,-1.280618e+13
1.14,0,-0.6490106,-1.09587e+11,-0.07274425,-2.028986e+13
1.16,0,-0.6690626,-2.279705e+11,-0.07327718,-3.232837e+13
1.18,0,-0.6534119,-2.766396e+11,-0.07301072,-5.122041e+13
1.2,0,-0.6468617,-5.755052e+11,-0.07274425,-8.161085e+13
1.22,0,-0.6398498,-6.983448e+11,-0.07301072,-1.293025e+14
1.24,0,-0.6504599,-1.452846e+12,-0.07327718,-2.060213e+14
1.26,0,-0.6446856,-1.762891e+12,-0.07167841,-3.264157e+14
1.28,0,-0.6435235,-3.66767e+12,-0.07407656,-5.200872e+14
1.3,0,-0.6633911,-4.450215e+12,-0.0724778,-8.240146e+14
1.32,0,-0.6651881,-9.258928e+12,-0.07327718,-1.312926e+15
1.34,0,-0.6667614,-1.123406e+13,-0.07327718,-2.08017e+15
1.36,0,-0.6575314,-2.33739e+13,-0.07167841,-3.314396e+15
1.38,0,-0.6642072,-2.835909e+13,-0.07594181,-5.251252e+15
1.4,0,-0.6928117,-5.900674e+13,-0.07167841,-8.366975e+15
1.42,0,-0.6854484,-7.158927e+13,-0.07514242,-1.325644e+16
1.44,0,-0.6991373,-1.489608e+14,-0.07274425,-2.112188e+16
1.46,0,-0.6877905,-1.807189e+14,-0.07194487,-3.3465e+16
1.48,0,-0.6855235,-3.760474e+14,-0.07514242,-5.332081e+16
1.5,0,-0.6853687,-4.56204e+14,-0.0724778,-8.448016e+16
1.52,0,-0.6895515,-9.493209e+14,-0.07381011,-1.346049e+17
1.54,0,-0.6858998,-1.151635e+15,-0.0724778,-2.132645e+17
1.56,0,-0.6925199,-2.396534e+15,-0.07327718,-3.398012e+17
1.58,0,-0.6965175,-2.907169e+15,-0.07301072,-5.383722e+17
1.6,0,-0.6845202,-6.049981e+15,-0.0724778,-8.578058e+17
1.62,0,-0.68498,-7.338813e+15,-0.07301072,-1.359085e+18
1.64,0,-0.6788719,-1.5273e+16,-0.0724778,-2.165475e+18
1.66,0,-0.6830151,-1.852598e+16,-0.07301072,-3.430919e+18
1.68,0,-0.6675863,-3.855627e+16,-0.07194487,-5.466599e+18
1.7,0,-0.6831006,-4.676672e+16,-0.0724778,-8.661129e+18
1.72,0,-0.6873236,-9.733421e+16,-0.07354365,-1.380007e+19
1.74,0,-0.6765357,-1.180572e+17,-0.07407656,-2.186444e+19
1.76,0,-0.6736621,-2.457174e+17,-0.07167841,-3.483737e+19
1.78,0,-0.6796803,-2.980218e+17,-0.07274425,-5.519533e+19
1.8,0,-0.681592,-6.203067e+17,-0.07381011,-8.794466e+19
1.82,0,-0.668662,-7.523215e+17,-0.07274425,-1.393369e+20
1.84,0,-0.6687452,-1.565947e+18,-0.07221133,-2.220105e+20
1.86,0,-0.6826226,-1.899149e+18,-0.0724778,-3.517469e+20
1.88,0,-0.6773321,-3.953189e+18,-0.07301072,-5.604511e+20
1.9,0,-0.690156,-4.794182e+18,-0.0724778,-8.879616e+20
1.92,0,-0.7003512,-9.979713e+18,-0.07434303,-1.414822e+21
1.94,0,-0.6996174,-1.210236e+19,-0.07221133,-2.2416e+21
1.96,0,-0.6890191,-2.51935e+19,-0.07274425,-3.571625e+21
1.98,0,-0.7041771,-3.0551e+19,-0.07167841,-5.658771e+21
2,0,-0.6864959,-6.36003e+19,-0.07221133,-9.016334e+21
2.02,30,-0.6743091,-7.712249e+19,-0.07407656,-1.428519e+22
2.04,30,-0.67097,-1.605572e+20,-0.0724778,-2.276115e+22
2.06,30,-0.6571841,-1.946868e+20,0.04076876,-3.606201e+22
2.08,30,0.004733801,-4.053219e+20,0.9504716,-5.745902e+22
2.1,30,1.790422,-4.914645e+20,1.216668,-9.103615e+22
2.12,30,3.240338,-1.023224e+21,1.303002,-1.450515e+23
2.14,30,4.890403,-1.240645e+21,1.460214,-2.298147e+23
2.16,30,6.365249,-2.5831e+21,1.206276,-3.661731e+23
2.18,30,7.679221,-3.131866e+21,1.140459,-5.80152e+23
2.2,30,8.705749,-6.520962e+21,0.7700766,-9.2438e+23
2.22,30,8.825446,-7.906033e+21,0.08846554,-1.464555e+24
2.24,30,8.610315,-1.646198e+22,-0.0844686,-2.333536e+24
2.26,30,8.830725,-1.995787e+22,0.06048698,-3.697172e+24
2.28,30,9.00803,-4.155781e+22,-0.04743032,-5.89086e+24
2.3,30,8.862404,-5.038133e+22,-0.02398162,-9.333266e+24
2.32,30,8.941294,-1.049115e+23,-0.02717917,-1.487109e+25
2.34,30,8.914263,-1.271819e+23,-0.06501684,-2.356121e+25
2.36,30,8.893425,-2.648461e+23,-0.04609801,-3.754109e+25
2.38,30,8.879366,-3.21056e+23,-0.05915467,-5.94787e+25
2.4,30,8.87877,-6.685965e+23,-0.06315161,-9.477002e+25
2.42,30,8.840279,-8.104687e+23,-0.08127105,-1.5015e+26
2.44,30,8.794773,-1.687853e+24,-0.07833997,-2.392407e+26
2.46,30,8.750656,-2.045934e+24,-0.07407656,-3.790438e+26
