Tiempo,Control,Plataforma
18.88,-30,-11.20503
18.9,-30,-11.19416
18.92,-30,-11.19419
18.94,-30,-11.19757
18.96,-30,-11.2
18.98,-30,-11.20157
19,-30,-11.1977
19.02,-30,-11.19756
19.04,-30,-11.19881
19.06,-30,-11.19812
19.08,-30,-11.2012
19.1,-30,-11.19568
19.12,-30,-11.19071
19.14,-30,-11.18517
19.16,-30,-11.1789
19.18,-30,-11.17813
19.2,-30,-11.18224
19.22,-30,-11.17489
19.24,-30,-11.18246
19.26,-30,-11.18829
19.28,-30,-11.20211
19.3,-30,-11.21002
19.32,-30,-11.19907
19.34,-30,-11.19813
19.36,-30,-11.19285
19.38,-30,-11.19535
19.4,-30,-11.18985
19.42,-30,-11.17489
19.44,-30,-11.17359
19.46,-30,-11.1753
19.48,-30,-11.1754
19.5,-30,-11.17285
19.52,-30,-11.17505
19.54,-30,-11.17886
19.56,-30,-11.17728
19.58,-30,-11.17221
19.6,-30,-11.17851
19.62,-30,-11.17781
19.64,-30,-11.17842
19.66,-30,-11.17794
19.68,-30,-11.16602
19.7,-30,-11.16912
19.72,-30,-11.16989
19.74,-30,-11.17406
19.76,-30,-11.16637
19.78,-30,-11.16948
19.8,-30,-11.16883
19.82,-30,-11.16215
19.84,-30,-11.15531
19.86,-30,-11.15395
19.88,-30,-11.15448
19.9,-30,-11.15607
19.92,-30,-11.16164
19.94,-30,-11.16137
19.96,-30,-11.1546
19.98,-30,-11.15701
20,-30,-11.1598
20.02,-20,-11.16345
20.04,-20,-11.16189
20.06,-20,-11.15348
20.08,-20,-10.54037
20.1,-20,-9.547256
20.12,-20,-8.670276
20.14,-20,-7.958735
20.16,-20,-7.66537
20.18,-20,-7.994251
20.2,-20,-8.331116
20.22,-20,-8.471784
20.24,-20,-8.477362
20.26,-20,-8.356608
20.28,-20,-8.11876
20.3,-20,-7.883821
20.32,-20,-7.744505
20.34,-20,-7.646049
20.36,-20,-7.602839
20.38,-20,-7.552068
20.4,-20,-7.483486
20.42,-20,-7.493132
20.44,-20,-7.523196
20.46,-20,-7.530791
20.48,-20,-7.544515
20.5,-20,-7.547689
20.52,-20,-7.566775
20.54,-20,-7.576975
20.56,-20,-7.590798
20.58,-20,-7.597287
20.6,-20,-7.592047
20.62,-20,-7.594419
20.64,-20,-7.615272
20.66,-20,-7.628964
20.68,-20,-7.635884
20.7,-20,-7.640842
20.72,-20,-7.640283
20.74,-20,-7.63988
20.76,-20,-7.636179
20.78,-20,-7.636866
20.8,-20,-7.638325
20.82,-20,-7.644085
20.84,-20,-7.641594
20.86,-20,-7.649281
20.88,-20,-7.660665
20.9,-20,-7.660641
20.92,-20,-7.662225
20.94,-20,-7.666436
20.96,-20,-7.667368
20.98,-20,-7.675565
21,-20,-7.6723
21.02,-20,-7.678007
21.04,-20,-7.684368
21.06,-20,-7.686577
21.08,-20,-7.677044
21.1,-20,-7.675255
21.12,-20,-7.679867
21.14,-20,-7.678823
21.16,-20,-7.685357
21.18,-20,-7.685596
21.2,-20,-7.679487
21.22,-20,-7.684508
21.24,-20,-7.684402
21.26,-20,-7.680377
21.28,-20,-7.677619
21.3,-20,-7.689322
21.32,-20,-7.692498
21.34,-20,-7.692455
21.36,-20,-7.701332
21.38,-20,-7.704489
21.4,-20,-7.704277
21.42,-20,-7.705683
21.44,-20,-7.706523
21.46,-20,-7.707075
21.48,-20,-7.70947
21.5,-20,-7.709131
21.52,-20,-7.713706
21.54,-20,-7.708228
21.56,-20,-7.709778
21.58,-20,-7.711513
21.6,-20,-7.714687
21.62,-20,-7.713761
21.64,-20,-7.7088
21.66,-20,-7.70855
21.68,-20,-7.712661
21.7,-20,-7.714161
21.72,-20,-7.71232
21.74,-20,-7.705939
21.76,-20,-7.701889
21.78,-20,-7.697507
21.8,-20,-7.692444
21.82,-20,-7.698118
21.84,-20,-7.698514
21.86,-20,-7.693484
21.88,-20,-7.695383
21.9,-20,-7.697875
21.92,-20,-7.694936
21.94,-20,-7.697666
21.96,-20,-7.694688
21.98,-20,-7.701196
22,-20,-7.699291
22.02,-10,-7.695862
22.04,-10,-7.697125
22.06,-10,-7.73991
22.08,-10,-7.240315
22.1,-10,-6.265853
22.12,-10,-5.477219
22.14,-10,-4.914371
22.16,-10,-4.681308
22.18,-10,-4.886019
22.2,-10,-5.103177
22.22,-10,-5.238365
22.24,-10,-5.193506
22.26,-10,-4.998723
22.28,-10,-4.590401
22.3,-10,-4.267197
22.32,-10,-4.078808
22.34,-10,-4.065349
22.36,-10,-4.133403
22.38,-10,-4.202082
22.4,-10,-4.261979
22.42,-10,-4.296984
22.44,-10,-4.28777
22.46,-10,-4.28959
22.48,-10,-4.302106
22.5,-10,-4.307547
22.52,-10,-4.316106
22.54,-10,-4.330625
22.56,-10,-4.350367
22.58,-10,-4.361578
22.6,-10,-4.365047
22.62,-10,-4.370399
22.64,-10,-4.380975
22.66,-10,-4.381358
22.68,-10,-4.393429
22.7,-10,-4.401552
22.72,-10,-4.38986
22.74,-10,-4.398245
22.76,-10,-4.40501
22.78,-10,-4.419729
22.8,-10,-4.418753
22.82,-10,-4.423688
22.84,-10,-4.4174
22.86,-10,-4.413036
22.88,-10,-4.411015
22.9,-10,-4.402817
22.92,-10,-4.401298
22.94,-10,-4.402977
22.96,-10,-4.411474
22.98,-10,-4.412621
23,-10,-4.418875
23.02,-10,-4.426544
23.04,-10,-4.42599
23.06,-10,-4.429904
23.08,-10,-4.439113
23.1,-10,-4.443281
23.12,-10,-4.437495
23.14,-10,-4.442376
23.16,-10,-4.44682
23.18,-10,-4.440981
23.2,-10,-4.44522
23.22,-10,-4.45334
23.24,-10,-4.460805
23.26,-10,-4.450891
23.28,-10,-4.450586
