Tiempo,Control,Plataforma
22.14,-10,-4.044479
22.16,-10,-4.556179
22.18,-10,-5.396785
22.2,-10,-5.723978
22.22,-10,-5.398123
22.24,-10,-4.892522
22.26,-10,-4.182076
22.28,-10,-3.604551
22.3,-10,-3.725486
22.32,-10,-3.920362
22.34,-10,-3.884818
22.36,-10,-4.059884
22.38,-10,-4.296765
22.4,-10,-4.429546
22.42,-10,-4.59246
22.44,-10,-4.726058
22.46,-10,-4.796654
22.48,-10,-4.778617
22.5,-10,-4.802819
22.52,-10,-4.788477
22.54,-10,-4.786014
22.56,-10,-4.803576
22.58,-10,-4.787816
22.6,-10,-4.805003
22.62,-10,-4.800631
22.64,-10,-4.796912
22.66,-10,-4.804437
22.68,-10,-4.802607
22.7,-10,-4.817027
22.72,-10,-4.811281
22.74,-10,-4.820383
22.76,-10,-4.819239
22.78,-10,-4.826255
22.8,-10,-4.835245
22.82,-10,-4.83311
22.84,-10,-4.837817
22.86,-10,-4.835457
22.88,-10,-4.831933
22.9,-10,-4.826261
22.92,-10,-4.82506
22.94,-10,-4.830127
22.96,-10,-4.822284
22.98,-10,-4.824033
23,-10,-4.831289
23.02,-10,-4.834368
23.04,-10,-4.826632
23.06,-10,-4.82645
23.08,-10,-4.824137
23.1,-10,-4.821139
23.12,-10,-4.811275
23.14,-10,-4.806425
23.16,-10,-4.807604
23.18,-10,-4.813997
23.2,-10,-4.802267
23.22,-10,-4.798114
23.24,-10,-4.799703
23.26,-10,-4.797717
23.28,-10,-4.800861
23.3,-10,-4.79068
23.32,-10,-4.799229
23.34,-10,-4.796904
23.36,-10,-4.791707
