Tiempo,Control,Plataforma
22.36,-10,-4.531451
22.38,-10,-4.551876
22.4,-10,-4.560457
22.42,-10,-4.577477
22.44,-10,-4.576878
22.46,-10,-4.587375
22.48,-10,-4.597098
22.5,-10,-4.608053
22.52,-10,-4.615576
22.54,-10,-4.626442
22.56,-10,-4.633756
22.58,-10,-4.643129
22.6,-10,-4.652443
22.62,-10,-4.660754
22.64,-10,-4.673804
22.66,-10,-4.671804
22.68,-10,-4.672856
22.7,-10,-4.661583
22.72,-10,-4.671216
22.74,-10,-4.672375
22.76,-10,-4.679177
22.78,-10,-4.676622
22.8,-10,-4.692894
22.82,-10,-4.681984
22.84,-10,-4.684072
22.86,-10,-4.681204
22.88,-10,-4.67881
22.9,-10,-4.68607
22.92,-10,-4.685713
22.94,-10,-4.687315
22.96,-10,-4.681435
22.98,-10,-4.672653
23,-10,-4.677059
23.02,-10,-4.677643
23.04,-10,-4.686025
23.06,-10,-4.689249
23.08,-10,-4.677013
23.1,-10,-4.673547
23.12,-10,-4.682475
23.14,-10,-4.693344
23.16,-10,-4.693989
23.18,-10,-4.698126
23.2,-10,-4.699337
23.22,-10,-4.703274
23.24,-10,-4.694905
23.26,-10,-4.696172
23.28,-10,-4.696804
23.3,-10,-4.687454
