Tiempo,TiempoMedido,DistanciaMedida
38.46,207,12.21791
38.48,211,12.15043
38.5,207,12.21791
38.52,211,12.15043
38.54,203,12.28539
38.56,207,12.21791
38.58,199,12.35287
38.6,207,12.21791
38.62,207,12.21791
38.64,203,12.28539
38.66,203,12.28539
38.68,207,12.21791
38.7,207,12.21791
38.72,207,12.21791
38.74,207,12.21791
38.76,207,12.21791
38.78,203,12.28539
38.8,211,12.15043
38.82,203,12.28539
38.84,207,12.21791
38.86,207,12.21791
38.88,207,12.21791
38.9,211,12.15043
38.92,207,12.21791
38.94,203,12.28539
38.96,207,12.21791
38.98,207,12.21791
39,207,12.21791
39.02,207,12.21791
39.04,211,12.15043
39.06,203,12.28539
39.08,207,12.21791
39.1,207,12.21791
39.12,207,12.21791
39.14,211,12.15043
39.16,207,12.21791
39.18,207,12.21791
39.2,207,12.21791
39.22,207,12.21791
39.24,211,12.15043
39.26,211,12.15043
39.28,207,12.21791
39.3,203,12.28539
39.32,207,12.21791
39.34,207,12.21791
39.36,207,12.21791
39.38,207,12.21791
39.4,207,12.21791
39.42,207,12.21791
39.44,207,12.21791
39.46,207,12.21791
39.48,207,12.21791
39.5,207,12.21791
39.52,207,12.21791
39.54,211,12.15043
39.56,207,12.21791
39.58,207,12.21791
39.6,211,12.15043
39.62,207,12.21791
39.64,207,12.21791
39.66,207,12.21791
39.68,207,12.21791
39.7,203,12.28539
39.72,207,12.21791
39.74,207,12.21791
39.76,207,12.21791
39.78,207,12.21791
39.8,207,12.21791
39.82,203,12.28539
39.84,203,12.28539
39.86,207,12.21791
39.88,207,12.21791
39.9,211,12.15043
39.92,203,12.28539
39.94,207,12.21791
39.96,211,12.15043
39.98,207,12.21791
40,207,12.21791
40.02,211,12.15043
40.04,203,12.28539
40.06,203,12.28539
40.08,207,12.21791
40.1,203,12.28539
40.12,207,12.21791
40.14,207,12.21791
40.16,207,12.21791
40.18,203,12.28539
40.2,207,12.21791
40.22,207,12.21791
40.24,211,12.15043
40.26,207,12.21791
40.28,207,12.21791
40.3,211,12.15043
40.32,207,12.21791
40.34,207,12.21791
40.36,207,12.21791
40.38,207,12.21791
40.4,207,12.21791
40.42,207,12.21791
40.44,207,12.21791
40.46,203,12.28539
40.48,211,12.15043
40.5,203,12.28539
40.52,211,12.15043
40.54,203,12.28539
40.56,203,12.28539
40.58,207,12.21791
40.6,211,12.15043
40.62,203,12.28539
40.64,207,12.21791
40.66,211,12.15043
40.68,207,12.21791
40.7,203,12.28539
40.72,207,12.21791
40.74,207,12.21791
40.76,211,12.15043
40.78,207,12.21791
40.8,207,12.21791
40.82,211,12.15043
40.84,207,12.21791
40.86,207,12.21791
40.88,211,12.15043
40.9,207,12.21791
40.92,207,12.21791
40.94,211,12.15043
40.96,207,12.21791
40.98,207,12.21791
41,207,12.21791
41.02,207,12.21791
41.04,211,12.15043
41.06,207,12.21791
41.08,211,12.15043
41.1,207,12.21791
41.12,207,12.21791
41.14,207,12.21791
41.16,203,12.28539
41.18,207,12.21791
41.2,207,12.21791
41.22,211,12.15043
41.24,207,12.21791
41.26,207,12.21791
41.28,207,12.21791
41.3,203,12.28539
41.32,203,12.28539
41.34,203,12.28539
41.36,207,12.21791
41.38,207,12.21791
41.4,211,12.15043
41.42,207,12.21791
41.44,207,12.21791
41.46,223,11.94799
41.48,171,12.82523
41.5,115,13.76995
41.52,135,13.43255
41.54,131,13.50003
41.56,147,13.23011
41.58,99,14.03987
41.6,115,13.76995
41.62,135,13.43255
41.64,127,13.56751
41.66,127,13.56751
41.68,127,13.56751
41.7,135,13.43255
41.72,127,13.56751
41.74,135,13.43255
41.76,131,13.50003
41.78,135,13.43255
41.8,131,13.50003
41.82,131,13.50003
41.84,135,13.43255
41.86,131,13.50003
41.88,131,13.50003
41.9,127,13.56751
41.92,135,13.43255
41.94,135,13.43255
41.96,131,13.50003
41.98,127,13.56751
42,131,13.50003
42.02,131,13.50003
42.04,131,13.50003
42.06,131,13.50003
42.08,131,13.50003
42.1,135,13.43255
42.12,135,13.43255
42.14,135,13.43255
42.16,135,13.43255
42.18,131,13.50003
42.2,135,13.43255
42.22,131,13.50003
42.24,127,13.56751
42.26,131,13.50003
42.28,135,13.43255
42.3,135,13.43255
42.32,131,13.50003
42.34,131,13.50003
42.36,131,13.50003
42.38,127,13.56751
42.4,131,13.50003
42.42,131,13.50003
42.44,131,13.50003
42.46,135,13.43255
42.48,135,13.43255
42.5,131,13.50003
42.52,135,13.43255
42.54,127,13.56751
42.56,131,13.50003
42.58,131,13.50003
42.6,131,13.50003
42.62,135,13.43255
42.64,131,13.50003
42.66,135,13.43255
42.68,131,13.50003
42.7,131,13.50003
42.72,127,13.56751
42.74,131,13.50003
42.76,131,13.50003
42.78,135,13.43255
42.8,131,13.50003
42.82,127,13.56751
42.84,135,13.43255
42.86,127,13.56751
42.88,127,13.56751
42.9,127,13.56751
42.92,135,13.43255
42.94,131,13.50003
42.96,131,13.50003
42.98,135,13.43255
43,131,13.50003
43.02,135,13.43255
43.04,127,13.56751
43.06,131,13.50003
43.08,131,13.50003
43.1,127,13.56751
43.12,131,13.50003
43.14,131,13.50003
43.16,131,13.50003
43.18,131,13.50003
43.2,131,13.50003
43.22,127,13.56751
43.24,127,13.56751
43.26,131,13.50003
43.28,135,13.43255
43.3,135,13.43255
43.32,135,13.43255
43.34,135,13.43255
43.36,131,13.50003
43.38,135,13.43255
43.4,131,13.50003
43.42,131,13.50003
43.44,131,13.50003
43.46,131,13.50003
43.48,135,13.43255
43.5,131,13.50003
43.52,135,13.43255
43.54,131,13.50003
43.56,131,13.50003
43.58,135,13.43255
43.6,135,13.43255
43.62,131,13.50003
43.64,131,13.50003
43.66,131,13.50003
43.68,135,13.43255
43.7,135,13.43255
43.72,135,13.43255
43.74,135,13.43255
43.76,131,13.50003
43.78,131,13.50003
43.8,131,13.50003
43.82,135,13.43255
43.84,135,13.43255
43.86,131,13.50003
43.88,135,13.43255
43.9,131,13.50003
43.92,131,13.50003
43.94,131,13.50003
43.96,131,13.50003
43.98,135,13.43255
44,131,13.50003
44.02,135,13.43255
44.04,127,13.56751
44.06,131,13.50003
44.08,131,13.50003
44.1,131,13.50003
44.12,135,13.43255
44.14,127,13.56751
44.16,135,13.43255
44.18,131,13.50003
44.2,131,13.50003
44.22,127,13.56751
44.24,131,13.50003
44.26,127,13.56751
44.28,131,13.50003
44.3,131,13.50003
44.32,131,13.50003
44.34,131,13.50003
44.36,135,13.43255
44.38,135,13.43255
44.4,131,13.50003
44.42,131,13.50003
44.44,127,13.56751
44.46,131,13.50003
44.48,131,13.50003
44.5,135,13.43255
44.52,127,13.56751
44.54,131,13.50003
44.56,135,13.43255
44.58,131,13.50003
44.6,131,13.50003
44.62,135,13.43255
44.64,131,13.50003
44.66,131,13.50003
44.68,131,13.50003
44.7,131,13.50003
44.72,131,13.50003
44.74,127,13.56751
44.76,155,13.09515
44.78,91,14.17483
44.8,95,14.10735
44.82,267,11.20571
44.84,267,11.20571
44.86,263,11.27319
44.88,263,11.27319
44.9,259,11.34067
44.92,263,11.27319
44.94,263,11.27319
44.96,263,11.27319
44.98,263,11.27319
45,263,11.27319
45.02,263,11.27319
45.04,263,11.27319
45.06,263,11.27319
45.08,259,11.34067
45.1,259,11.34067
45.12,267,11.20571
45.14,0,15.71
45.16,0,15.71
45.18,0,15.71
45.2,0,15.71
45.22,0,15.71
45.24,0,15.71
45.26,0,15.71
45.28,0,15.71
45.3,0,15.71
45.32,0,15.71
45.34,0,15.71
45.36,0,15.71
45.38,0,15.71
45.4,0,15.71
45.42,0,15.71
45.44,0,15.71
45.46,0,15.71
45.48,0,15.71
45.5,0,15.71
45.52,0,15.71
45.54,0,15.71
45.56,0,15.71
45.58,0,15.71
45.6,0,15.71
45.62,0,15.71
45.64,0,15.71
45.66,0,15.71
45.68,0,15.71
45.7,0,15.71
45.72,0,15.71
45.74,0,15.71
45.76,0,15.71
45.78,0,15.71
45.8,0,15.71
45.82,0,15.71
45.84,0,15.71
45.86,0,15.71
45.88,0,15.71
45.9,0,15.71
45.92,0,15.71
45.94,0,15.71
45.96,0,15.71
45.98,0,15.71
46,0,15.71
46.02,0,15.71
46.04,0,15.71
46.06,0,15.71
46.08,0,15.71
46.1,0,15.71
46.12,0,15.71
46.14,0,15.71
46.16,0,15.71
46.18,0,15.71
46.2,0,15.71
46.22,0,15.71
46.24,0,15.71
46.26,0,15.71
46.28,0,15.71
46.3,0,15.71
46.32,0,15.71
46.34,0,15.71
46.36,0,15.71
46.38,0,15.71
46.4,0,15.71
46.42,0,15.71
46.44,0,15.71
46.46,0,15.71
46.48,0,15.71
46.5,0,15.71
46.52,0,15.71
46.54,0,15.71
46.56,0,15.71
46.58,0,15.71
46.6,0,15.71
46.62,0,15.71
46.64,0,15.71
46.66,0,15.71
46.68,0,15.71
46.7,0,15.71
46.72,0,15.71
46.74,0,15.71
46.76,0,15.71
46.78,0,15.71
46.8,0,15.71
46.82,0,15.71
46.84,0,15.71
46.86,0,15.71
46.88,0,15.71
46.9,0,15.71
46.92,0,15.71
46.94,0,15.71
46.96,0,15.71
46.98,0,15.71
47,0,15.71
47.02,0,15.71
47.04,0,15.71
47.06,0,15.71
47.08,0,15.71
47.1,0,15.71
47.12,0,15.71
47.14,0,15.71
47.16,0,15.71
47.18,0,15.71
47.2,0,15.71
47.22,0,15.71
47.24,0,15.71
47.26,0,15.71
47.28,0,15.71
47.3,0,15.71
47.32,0,15.71
47.34,0,15.71
47.36,0,15.71
47.38,0,15.71
47.4,0,15.71
47.42,0,15.71
47.44,0,15.71
47.46,0,15.71
47.48,0,15.71
47.5,0,15.71
47.52,0,15.71
47.54,263,11.27319
47.56,171,12.82523
47.58,267,11.20571
47.6,187,12.55531
47.62,0,15.71
47.64,0,15.71
47.66,0,15.71
47.68,0,15.71
47.7,0,15.71
47.72,0,15.71
47.74,147,13.23011
47.76,127,13.56751
47.78,111,13.83743
47.8,111,13.83743
47.82,111,13.83743
47.84,99,14.03987
47.86,91,14.17483
47.88,99,14.03987
47.9,91,14.17483
47.92,99,14.03987
47.94,91,14.17483
47.96,167,12.89271
47.98,111,13.83743
48,127,13.56751
48.02,131,13.50003
48.04,127,13.56751
48.06,131,13.50003
48.08,131,13.50003
48.1,135,13.43255
48.12,151,13.16263
48.14,151,13.16263
48.16,151,13.16263
48.18,155,13.09515
48.2,95,14.10735
48.22,95,14.10735
48.24,91,14.17483
48.26,167,12.89271
48.28,171,12.82523
48.3,167,12.89271
48.32,95,14.10735
48.34,95,14.10735
48.36,95,14.10735
48.38,147,13.23011
48.4,131,13.50003
48.42,115,13.76995
48.44,91,14.17483
48.46,99,14.03987
48.48,151,13.16263
48.5,151,13.16263
48.52,147,13.23011
48.54,151,13.16263
48.56,151,13.16263
48.58,151,13.16263
48.6,151,13.16263
48.62,95,14.10735
48.64,95,14.10735
48.66,111,13.83743
48.68,127,13.56751
48.7,143,13.29759
48.72,95,14.10735
48.74,95,14.10735
48.76,95,14.10735
48.78,99,14.03987
48.8,91,14.17483
48.82,99,14.03987
48.84,167,12.89271
48.86,95,14.10735
48.88,91,14.17483
48.9,95,14.10735
48.92,91,14.17483
48.94,95,14.10735
48.96,95,14.10735
48.98,95,14.10735
49,99,14.03987
49.02,95,14.10735
49.04,99,14.03987
49.06,91,14.17483
49.08,99,14.03987
49.1,95,14.10735
49.12,99,14.03987
49.14,91,14.17483
49.16,99,14.03987
49.18,91,14.17483
49.2,95,14.10735
49.22,91,14.17483
49.24,95,14.10735
49.26,91,14.17483
49.28,99,14.03987
49.3,91,14.17483
49.32,95,14.10735
49.34,91,14.17483
49.36,95,14.10735
49.38,95,14.10735
49.4,91,14.17483
49.42,91,14.17483
49.44,95,14.10735
49.46,99,14.03987
49.48,91,14.17483
49.5,99,14.03987
49.52,95,14.10735
49.54,99,14.03987
49.56,167,12.89271
49.58,95,14.10735
49.6,91,14.17483
49.62,91,14.17483
49.64,91,14.17483
49.66,95,14.10735
49.68,91,14.17483
49.7,95,14.10735
49.72,95,14.10735
49.74,147,13.23011
49.76,131,13.50003
49.78,111,13.83743
49.8,115,13.76995
49.82,111,13.83743
49.84,111,13.83743
49.86,111,13.83743
49.88,111,13.83743
49.9,111,13.83743
49.92,111,13.83743
49.94,111,13.83743
49.96,111,13.83743
49.98,115,13.76995
50,167,12.89271
50.02,91,14.17483
50.04,91,14.17483
50.06,95,14.10735
50.08,151,13.16263
50.1,151,13.16263
50.12,147,13.23011
50.14,151,13.16263
50.16,135,13.43255
50.18,131,13.50003
50.2,131,13.50003
50.22,131,13.50003
50.24,151,13.16263
50.26,91,14.17483
50.28,95,14.10735
50.3,191,12.48783
50.32,151,13.16263
50.34,151,13.16263
50.36,95,14.10735
50.38,171,12.82523
50.4,171,12.82523
50.42,171,12.82523
50.44,175,12.75775
50.46,167,12.89271
50.48,95,14.10735
50.5,91,14.17483
50.52,91,14.17483
50.54,175,12.75775
50.56,171,12.82523
50.58,167,12.89271
50.6,91,14.17483
50.62,167,12.89271
50.64,175,12.75775
50.66,171,12.82523
50.68,99,14.03987
50.7,91,14.17483
50.72,167,12.89271
50.74,171,12.82523
50.76,167,12.89271
50.78,171,12.82523
50.8,167,12.89271
50.82,171,12.82523
50.84,163,12.96019
50.86,171,12.82523
50.88,167,12.89271
50.9,91,14.17483
50.92,171,12.82523
50.94,163,12.96019
50.96,171,12.82523
50.98,167,12.89271
51,171,12.82523
51.02,171,12.82523
51.04,175,12.75775
51.06,171,12.82523
51.08,167,12.89271
51.1,171,12.82523
51.12,171,12.82523
51.14,175,12.75775
51.16,171,12.82523
51.18,91,14.17483
51.2,95,14.10735
51.22,99,14.03987
51.24,175,12.75775
51.26,167,12.89271
51.28,167,12.89271
51.3,171,12.82523
51.32,171,12.82523
51.34,167,12.89271
51.36,167,12.89271
51.38,167,12.89271
51.4,171,12.82523
51.42,171,12.82523
51.44,175,12.75775
51.46,167,12.89271
51.48,167,12.89271
51.5,171,12.82523
51.52,167,12.89271
51.54,171,12.82523
51.56,95,14.10735
51.58,167,12.89271
51.6,167,12.89271
51.62,167,12.89271
51.64,167,12.89271
51.66,171,12.82523
51.68,171,12.82523
51.7,175,12.75775
51.72,171,12.82523
51.74,91,14.17483
51.76,171,12.82523
51.78,99,14.03987
51.8,167,12.89271
51.82,95,14.10735
51.84,171,12.82523
51.86,167,12.89271
51.88,167,12.89271
51.9,171,12.82523
51.92,171,12.82523
51.94,167,12.89271
51.96,171,12.82523
51.98,171,12.82523
52,99,14.03987
52.02,167,12.89271
52.04,171,12.82523
52.06,171,12.82523
52.08,167,12.89271
52.1,171,12.82523
52.12,95,14.10735
52.14,99,14.03987
52.16,99,14.03987
52.18,91,14.17483
52.2,167,12.89271
52.22,167,12.89271
52.24,91,14.17483
52.26,171,12.82523
52.28,95,14.10735
52.3,91,14.17483
52.32,91,14.17483
52.34,91,14.17483
52.36,171,12.82523
52.38,171,12.82523
52.4,171,12.82523
52.42,91,14.17483
52.44,91,14.17483
52.46,95,14.10735
52.48,167,12.89271
52.5,95,14.10735
52.52,91,14.17483
52.54,171,12.82523
52.56,171,12.82523
52.58,91,14.17483
52.6,99,14.03987
52.62,167,12.89271
52.64,95,14.10735
52.66,95,14.10735
52.68,95,14.10735
52.7,95,14.10735
52.72,167,12.89271
52.74,171,12.82523
52.76,167,12.89271
52.78,175,12.75775
52.8,171,12.82523
52.82,167,12.89271
52.84,175,12.75775
52.86,171,12.82523
52.88,167,12.89271
52.9,167,12.89271
52.92,171,12.82523
52.94,171,12.82523
52.96,99,14.03987
52.98,171,12.82523
53,171,12.82523
53.02,171,12.82523
53.04,171,12.82523
53.06,167,12.89271
53.08,171,12.82523
53.1,171,12.82523
53.12,171,12.82523
53.14,171,12.82523
53.16,167,12.89271
53.18,99,14.03987
53.2,171,12.82523
53.22,171,12.82523
53.24,175,12.75775
53.26,167,12.89271
53.28,167,12.89271
53.3,175,12.75775
53.32,99,14.03987
53.34,95,14.10735
53.36,91,14.17483
53.38,91,14.17483
53.4,167,12.89271
53.42,167,12.89271
53.44,171,12.82523
53.46,95,14.10735
53.48,99,14.03987
53.5,167,12.89271
53.52,171,12.82523
53.54,171,12.82523
53.56,95,14.10735
53.58,91,14.17483
53.6,171,12.82523
53.62,167,12.89271
53.64,167,12.89271
53.66,91,14.17483
53.68,99,14.03987
53.7,167,12.89271
53.72,175,12.75775
53.74,175,12.75775
53.76,167,12.89271
53.78,171,12.82523
53.8,99,14.03987
53.82,99,14.03987
53.84,95,14.10735
53.86,99,14.03987
53.88,91,14.17483
53.9,99,14.03987
53.92,91,14.17483
53.94,95,14.10735
53.96,91,14.17483
53.98,151,13.16263
54,155,13.09515
54.02,135,13.43255
54.04,111,13.83743
54.06,91,14.17483
54.08,95,14.10735
54.1,151,13.16263
54.12,151,13.16263
54.14,127,13.56751
54.16,127,13.56751
54.18,131,13.50003
54.2,131,13.50003
54.22,131,13.50003
54.24,127,13.56751
54.26,135,13.43255
54.28,127,13.56751
54.3,115,13.76995
54.32,115,13.76995
54.34,111,13.83743
54.36,111,13.83743
54.38,111,13.83743
54.4,115,13.76995
54.42,115,13.76995
54.44,119,13.70247
54.46,111,13.83743
54.48,115,13.76995
54.5,111,13.83743
54.52,115,13.76995
54.54,107,13.90491
54.56,175,12.75775
54.58,283,10.93579
54.6,171,12.82523
54.62,95,14.10735
54.64,151,13.16263
54.66,131,13.50003
54.68,131,13.50003
54.7,131,13.50003
54.72,131,13.50003
54.74,131,13.50003
54.76,131,13.50003
54.78,135,13.43255
54.8,135,13.43255
54.82,127,13.56751
54.84,131,13.50003
54.86,135,13.43255
54.88,135,13.43255
54.9,135,13.43255
54.92,131,13.50003
54.94,135,13.43255
54.96,135,13.43255
54.98,135,13.43255
55,131,13.50003
55.02,135,13.43255
55.04,131,13.50003
55.06,131,13.50003
55.08,131,13.50003
55.1,131,13.50003
55.12,135,13.43255
55.14,127,13.56751
55.16,131,13.50003
55.18,151,13.16263
55.2,151,13.16263
55.22,147,13.23011
55.24,155,13.09515
55.26,151,13.16263
55.28,151,13.16263
55.3,151,13.16263
55.32,147,13.23011
55.34,151,13.16263
55.36,147,13.23011
55.38,151,13.16263
55.4,151,13.16263
55.42,147,13.23011
55.44,147,13.23011
55.46,147,13.23011
55.48,155,13.09515
55.5,151,13.16263
55.52,151,13.16263
55.54,147,13.23011
55.56,143,13.29759
55.58,151,13.16263
55.6,151,13.16263
55.62,151,13.16263
55.64,151,13.16263
55.66,147,13.23011
55.68,147,13.23011
55.7,151,13.16263
55.72,151,13.16263
55.74,151,13.16263
55.76,151,13.16263
55.78,151,13.16263
55.8,151,13.16263
55.82,151,13.16263
55.84,151,13.16263
55.86,155,13.09515
55.88,147,13.23011
55.9,147,13.23011
55.92,151,13.16263
55.94,155,13.09515
55.96,147,13.23011
55.98,151,13.16263
56,155,13.09515
56.02,151,13.16263
56.04,151,13.16263
56.06,151,13.16263
56.08,151,13.16263
56.1,147,13.23011
56.12,151,13.16263
56.14,151,13.16263
56.16,147,13.23011
56.18,151,13.16263
56.2,151,13.16263
56.22,151,13.16263
56.24,151,13.16263
56.26,155,13.09515
56.28,151,13.16263
56.3,147,13.23011
56.32,151,13.16263
56.34,151,13.16263
56.36,151,13.16263
56.38,151,13.16263
56.4,151,13.16263
56.42,147,13.23011
56.44,155,13.09515
56.46,151,13.16263
56.48,151,13.16263
56.5,151,13.16263
56.52,155,13.09515
56.54,151,13.16263
56.56,151,13.16263
56.58,151,13.16263
56.6,151,13.16263
56.62,151,13.16263
56.64,147,13.23011
56.66,147,13.23011
56.68,147,13.23011
56.7,151,13.16263
56.72,151,13.16263
56.74,155,13.09515
56.76,155,13.09515
56.78,151,13.16263
56.8,151,13.16263
56.82,151,13.16263
56.84,155,13.09515
56.86,155,13.09515
56.88,143,13.29759
56.9,151,13.16263
56.92,155,13.09515
56.94,151,13.16263
56.96,151,13.16263
56.98,147,13.23011
57,147,13.23011
57.02,151,13.16263
57.04,151,13.16263
57.06,151,13.16263
57.08,155,13.09515
57.1,151,13.16263
57.12,151,13.16263
57.14,151,13.16263
57.16,151,13.16263
57.18,151,13.16263
57.2,151,13.16263
57.22,147,13.23011
57.24,147,13.23011
57.26,151,13.16263
57.28,151,13.16263
57.3,155,13.09515
57.32,147,13.23011
57.34,155,13.09515
57.36,151,13.16263
57.38,151,13.16263
57.4,151,13.16263
57.42,147,13.23011
57.44,151,13.16263
57.46,151,13.16263
57.48,151,13.16263
57.5,151,13.16263
57.52,147,13.23011
57.54,155,13.09515
57.56,151,13.16263
57.58,151,13.16263
57.6,151,13.16263
57.62,151,13.16263
57.64,155,13.09515
57.66,151,13.16263
57.68,151,13.16263
57.7,155,13.09515
57.72,155,13.09515
57.74,151,13.16263
57.76,147,13.23011
57.78,147,13.23011
57.8,147,13.23011
57.82,151,13.16263
57.84,151,13.16263
57.86,147,13.23011
57.88,151,13.16263
57.9,151,13.16263
57.92,151,13.16263
57.94,151,13.16263
57.96,155,13.09515
57.98,155,13.09515
58,147,13.23011
58.02,155,13.09515
58.04,151,13.16263
58.06,147,13.23011
58.08,151,13.16263
58.1,147,13.23011
58.12,147,13.23011
58.14,151,13.16263
58.16,151,13.16263
58.18,155,13.09515
58.2,147,13.23011
58.22,151,13.16263
58.24,151,13.16263
