Tiempo,TiempoMedido,DistanciaMedida
0,951,-0.3333693
0.02,951,-0.3333693
0.04,951,-0.3333693
0.06,951,-0.3333693
0.08,951,-0.3333693
0.1,951,-0.3333693
0.12,951,-0.3333693
0.14,951,-0.3333693
0.16,1007,-1.278089
0.18,1011,-1.345569
0.2,1007,-1.278089
0.22,1011,-1.345569
0.24,1011,-1.345569
0.26,1011,-1.345569
0.28,1007,-1.278089
0.3,1011,-1.345569
0.32,1007,-1.278089
0.34,1011,-1.345569
0.36,1003,-1.210608
0.38,951,-0.3333693
0.4,1007,-1.278089
0.42,1011,-1.345569
0.44,951,-0.3333693
0.46,1007,-1.278089
0.48,1011,-1.345569
0.5,1007,-1.278089
0.52,1003,-1.210608
0.54,1003,-1.210608
0.56,1007,-1.278089
0.58,1011,-1.345569
0.6,1007,-1.278089
0.62,1003,-1.210608
0.64,1007,-1.278089
0.66,1007,-1.278089
0.68,951,-0.3333693
0.7,1007,-1.278089
0.72,1011,-1.345569
0.74,1003,-1.210608
0.76,1003,-1.210608
0.78,1007,-1.278089
0.8,1003,-1.210608
0.82,1007,-1.278089
0.84,1007,-1.278089
0.86,1007,-1.278089
0.88,1007,-1.278089
0.9,1003,-1.210608
0.92,1007,-1.278089
0.94,1007,-1.278089
0.96,1007,-1.278089
0.98,1007,-1.278089
1,1007,-1.278089
1.02,1003,-1.210608
1.04,1011,-1.345569
1.06,1011,-1.345569
1.08,1007,-1.278089
1.1,1011,-1.345569
1.12,1011,-1.345569
1.14,1007,-1.278089
1.16,1007,-1.278089
1.18,1011,-1.345569
1.2,1007,-1.278089
1.22,1003,-1.210608
1.24,1011,-1.345569
1.26,1007,-1.278089
1.28,1007,-1.278089
1.3,1011,-1.345569
1.32,1011,-1.345569
1.34,1007,-1.278089
1.36,1011,-1.345569
1.38,1003,-1.210608
1.4,1011,-1.345569
1.42,1011,-1.345569
1.44,1007,-1.278089
1.46,1003,-1.210608
1.48,1007,-1.278089
1.5,1011,-1.345569
1.52,1011,-1.345569
1.54,1007,-1.278089
1.56,1003,-1.210608
1.58,1007,-1.278089
1.6,1011,-1.345569
1.62,1007,-1.278089
1.64,1011,-1.345569
1.66,1003,-1.210608
1.68,1011,-1.345569
1.7,1003,-1.210608
1.72,1011,-1.345569
1.74,1007,-1.278089
1.76,1011,-1.345569
1.78,1003,-1.210608
1.8,1011,-1.345569
1.82,1011,-1.345569
1.84,1007,-1.278089
1.86,1003,-1.210608
1.88,1007,-1.278089
1.9,1007,-1.278089
1.92,1003,-1.210608
1.94,1007,-1.278089
1.96,1007,-1.278089
1.98,1011,-1.345569
2,1007,-1.278089
2.02,1007,-1.278089
2.04,1007,-1.278089
2.06,1007,-1.278089
2.08,1007,-1.278089
2.1,1011,-1.345569
2.12,1007,-1.278089
2.14,1011,-1.345569
2.16,1011,-1.345569
2.18,1011,-1.345569
2.2,1007,-1.278089
2.22,1007,-1.278089
2.24,1007,-1.278089
2.26,1003,-1.210608
2.28,1007,-1.278089
2.3,1011,-1.345569
2.32,1011,-1.345569
2.34,1011,-1.345569
2.36,1011,-1.345569
2.38,1007,-1.278089
2.4,1003,-1.210608
2.42,1007,-1.278089
2.44,1007,-1.278089
2.46,1007,-1.278089
2.48,1011,-1.345569
2.5,1007,-1.278089
2.52,1007,-1.278089
2.54,1011,-1.345569
2.56,1011,-1.345569
2.58,951,-0.3333693
2.6,1011,-1.345569
2.62,1011,-1.345569
2.64,1003,-1.210608
2.66,1007,-1.278089
2.68,1007,-1.278089
2.7,1007,-1.278089
2.72,1007,-1.278089
2.74,1007,-1.278089
2.76,1003,-1.210608
2.78,1011,-1.345569
2.8,1007,-1.278089
2.82,1011,-1.345569
2.84,1007,-1.278089
2.86,1007,-1.278089
2.88,1007,-1.278089
2.9,1007,-1.278089
2.92,1007,-1.278089
2.94,1003,-1.210608
2.96,1011,-1.345569
2.98,1011,-1.345569
3,1007,-1.278089
3.02,1003,-1.210608
3.04,1007,-1.278089
3.06,1007,-1.278089
3.08,1003,-1.210608
3.1,1007,-1.278089
3.12,951,-0.3333693
3.14,1007,-1.278089
3.16,1007,-1.278089
3.18,1007,-1.278089
3.2,1011,-1.345569
3.22,1011,-1.345569
3.24,1003,-1.210608
3.26,1007,-1.278089
3.28,1003,-1.210608
3.3,1011,-1.345569
3.32,1011,-1.345569
3.34,1011,-1.345569
3.36,1007,-1.278089
3.38,1007,-1.278089
3.4,1007,-1.278089
3.42,1007,-1.278089
3.44,1007,-1.278089
3.46,1003,-1.210608
3.48,1003,-1.210608
3.5,1011,-1.345569
3.52,1011,-1.345569
3.54,1003,-1.210608
3.56,1007,-1.278089
3.58,1007,-1.278089
3.6,999,-1.14313
3.62,951,-0.3333693
3.64,951,-0.3333693
3.66,959,-0.4683294
3.68,1007,-1.278089
3.7,1007,-1.278089
3.72,1007,-1.278089
3.74,1007,-1.278089
3.76,1007,-1.278089
3.78,1007,-1.278089
3.8,1007,-1.278089
3.82,1007,-1.278089
3.84,951,-0.3333693
3.86,951,-0.3333693
3.88,1007,-1.278089
3.9,1011,-1.345569
3.92,955,-0.4008493
3.94,1007,-1.278089
3.96,1003,-1.210608
3.98,1011,-1.345569
4,1007,-1.278089
4.02,943,-0.1984091
4.04,1007,-1.278089
4.06,1003,-1.210608
4.08,1011,-1.345569
4.1,951,-0.3333693
4.12,1011,-1.345569
4.14,951,-0.3333693
4.16,951,-0.3333693
4.18,1011,-1.345569
4.2,1007,-1.278089
4.22,1007,-1.278089
4.24,1007,-1.278089
4.26,947,-0.2658892
4.28,1007,-1.278089
4.3,1003,-1.210608
4.32,1007,-1.278089
4.34,1011,-1.345569
4.36,1011,-1.345569
4.38,1011,-1.345569
4.4,1007,-1.278089
4.42,951,-0.3333693
4.44,1011,-1.345569
4.46,1003,-1.210608
4.48,1003,-1.210608
4.5,1007,-1.278089
4.52,1007,-1.278089
4.54,1011,-1.345569
4.56,1003,-1.210608
4.58,1007,-1.278089
4.6,951,-0.3333693
4.62,1011,-1.345569
4.64,1007,-1.278089
4.66,1007,-1.278089
4.68,1011,-1.345569
4.7,1007,-1.278089
4.72,1007,-1.278089
4.74,951,-0.3333693
4.76,951,-0.3333693
4.78,1007,-1.278089
4.8,1007,-1.278089
4.82,951,-0.3333693
4.84,1007,-1.278089
4.86,1007,-1.278089
4.88,951,-0.3333693
4.9,1007,-1.278089
4.92,951,-0.3333693
4.94,951,-0.3333693
4.96,951,-0.3333693
4.98,951,-0.3333693
5,1003,-1.210608
5.02,951,-0.3333693
5.04,1011,-1.345569
5.06,1011,-1.345569
5.08,1011,-1.345569
5.1,1011,-1.345569
5.12,1011,-1.345569
5.14,951,-0.3333693
5.16,947,-0.2658892
5.18,951,-0.3333693
5.2,1003,-1.210608
5.22,951,-0.3333693
5.24,1011,-1.345569
5.26,951,-0.3333693
5.28,1011,-1.345569
5.3,951,-0.3333693
5.32,951,-0.3333693
5.34,1011,-1.345569
5.36,1011,-1.345569
5.38,951,-0.3333693
5.4,951,-0.3333693
5.42,951,-0.3333693
5.44,1007,-1.278089
5.46,1003,-1.210608
5.48,1003,-1.210608
5.5,1003,-1.210608
5.52,1007,-1.278089
5.54,1003,-1.210608
5.56,1007,-1.278089
5.58,1011,-1.345569
5.6,1011,-1.345569
5.62,1011,-1.345569
5.64,1007,-1.278089
5.66,1007,-1.278089
5.68,951,-0.3333693
5.7,1007,-1.278089
5.72,1011,-1.345569
5.74,1007,-1.278089
5.76,1007,-1.278089
5.78,1007,-1.278089
5.8,1003,-1.210608
5.82,1007,-1.278089
5.84,1007,-1.278089
5.86,1003,-1.210608
5.88,1003,-1.210608
5.9,1011,-1.345569
5.92,1007,-1.278089
5.94,1007,-1.278089
5.96,1007,-1.278089
5.98,1003,-1.210608
6,951,-0.3333693
6.02,1007,-1.278089
6.04,1007,-1.278089
6.06,1003,-1.210608
6.08,1007,-1.278089
6.1,1007,-1.278089
6.12,1007,-1.278089
6.14,1007,-1.278089
6.16,1011,-1.345569
6.18,1011,-1.345569
6.2,1011,-1.345569
6.22,1011,-1.345569
6.24,1007,-1.278089
6.26,1007,-1.278089
6.28,1007,-1.278089
6.3,1007,-1.278089
6.32,1011,-1.345569
6.34,1007,-1.278089
6.36,1007,-1.278089
6.38,1007,-1.278089
6.4,1007,-1.278089
6.42,951,-0.3333693
6.44,1011,-1.345569
6.46,951,-0.3333693
6.48,1011,-1.345569
6.5,1007,-1.278089
6.52,951,-0.3333693
6.54,951,-0.3333693
6.56,951,-0.3333693
6.58,951,-0.3333693
6.6,951,-0.3333693
6.62,951,-0.3333693
6.64,1007,-1.278089
6.66,1007,-1.278089
6.68,1007,-1.278089
6.7,951,-0.3333693
6.72,1011,-1.345569
6.74,951,-0.3333693
6.76,955,-0.4008493
6.78,951,-0.3333693
6.8,951,-0.3333693
6.82,963,-0.5358095
6.84,951,-0.3333693
6.86,967,-0.6032896
6.88,935,-0.06344986
6.9,947,-0.2658892
6.92,907,0.4089108
6.94,955,-0.4008493
6.96,911,0.3414307
6.98,863,1.151191
7,831,1.691031
7.02,811,2.028431
7.04,791,2.36583
7.06,751,3.04063
7.08,731,3.378031
7.1,791,2.36583
7.12,771,2.703231
7.14,755,2.97315
7.16,651,4.727631
7.18,627,5.13251
7.2,675,4.32275
7.22,651,4.727631
7.24,627,5.13251
7.26,611,5.402431
7.28,591,5.73983
7.3,575,6.00975
7.32,551,6.41463
7.34,531,6.75203
7.36,571,6.07723
7.38,555,6.347151
7.4,531,6.75203
7.42,455,8.03415
7.44,435,8.37155
7.46,415,8.70895
7.48,319,10.32847
7.5,359,9.65367
7.52,339,9.99107
7.54,299,10.66587
7.56,335,10.05855
7.58,247,11.54311
7.6,279,11.00327
7.62,243,11.61059
7.64,283,10.93579
7.66,247,11.54311
7.68,283,10.93579
7.7,243,11.61059
7.72,207,12.21791
7.74,171,12.82523
7.76,187,12.55531
7.78,207,12.21791
7.8,223,11.94799
7.82,167,12.89271
7.84,131,13.50003
7.86,151,13.16263
7.88,95,14.10735
7.9,107,13.90491
7.92,131,13.50003
7.94,147,13.23011
7.96,95,14.10735
7.98,111,13.83743
8,111,13.83743
8.02,135,13.43255
8.04,151,13.16263
8.06,91,14.17483
8.08,91,14.17483
8.1,107,13.90491
8.12,135,13.43255
8.14,131,13.50003
8.16,155,13.09515
8.18,151,13.16263
8.2,155,13.09515
8.22,95,14.10735
8.24,95,14.10735
8.26,91,14.17483
8.28,111,13.83743
8.3,115,13.76995
8.32,107,13.90491
8.34,111,13.83743
8.36,111,13.83743
8.38,115,13.76995
8.4,111,13.83743
8.42,115,13.76995
8.44,107,13.90491
8.46,115,13.76995
8.48,107,13.90491
8.5,115,13.76995
8.52,111,13.83743
8.54,111,13.83743
8.56,111,13.83743
8.58,111,13.83743
8.6,111,13.83743
8.62,115,13.76995
8.64,115,13.76995
8.66,115,13.76995
8.68,115,13.76995
8.7,115,13.76995
8.72,115,13.76995
8.74,111,13.83743
8.76,115,13.76995
8.78,111,13.83743
8.8,111,13.83743
8.82,131,13.50003
8.84,131,13.50003
8.86,131,13.50003
8.88,151,13.16263
8.9,91,14.17483
8.92,95,14.10735
8.94,95,14.10735
8.96,95,14.10735
8.98,99,14.03987
9,91,14.17483
9.02,99,14.03987
9.04,91,14.17483
9.06,95,14.10735
9.08,91,14.17483
9.1,95,14.10735
9.12,91,14.17483
9.14,95,14.10735
9.16,91,14.17483
9.18,95,14.10735
9.2,95,14.10735
9.22,91,14.17483
9.24,95,14.10735
9.26,91,14.17483
9.28,99,14.03987
9.3,91,14.17483
9.32,99,14.03987
9.34,91,14.17483
9.36,99,14.03987
9.38,95,14.10735
9.4,99,14.03987
9.42,91,14.17483
9.44,99,14.03987
9.46,91,14.17483
9.48,95,14.10735
9.5,95,14.10735
9.52,91,14.17483
9.54,91,14.17483
9.56,95,14.10735
9.58,91,14.17483
9.6,95,14.10735
9.62,91,14.17483
9.64,99,14.03987
9.66,87,14.24231
9.68,91,14.17483
9.7,95,14.10735
9.72,91,14.17483
9.74,99,14.03987
9.76,91,14.17483
9.78,99,14.03987
9.8,91,14.17483
9.82,99,14.03987
9.84,91,14.17483
9.86,99,14.03987
9.88,91,14.17483
9.9,95,14.10735
9.92,91,14.17483
9.94,95,14.10735
9.96,95,14.10735
9.98,99,14.03987
10,91,14.17483
10.02,91,14.17483
10.04,99,14.03987
10.06,91,14.17483
10.08,95,14.10735
10.1,91,14.17483
10.12,91,14.17483
10.14,95,14.10735
10.16,99,14.03987
10.18,91,14.17483
10.2,99,14.03987
10.22,91,14.17483
10.24,99,14.03987
10.26,99,14.03987
10.28,99,14.03987
10.3,91,14.17483
10.32,99,14.03987
10.34,91,14.17483
10.36,95,14.10735
10.38,91,14.17483
10.4,95,14.10735
10.42,91,14.17483
10.44,99,14.03987
10.46,91,14.17483
10.48,91,14.17483
10.5,91,14.17483
10.52,95,14.10735
10.54,95,14.10735
10.56,91,14.17483
10.58,99,14.03987
10.6,91,14.17483
10.62,99,14.03987
10.64,95,14.10735
10.66,95,14.10735
10.68,91,14.17483
10.7,99,14.03987
10.72,91,14.17483
10.74,95,14.10735
10.76,91,14.17483
10.78,95,14.10735
10.8,91,14.17483
10.82,95,14.10735
10.84,91,14.17483
10.86,95,14.10735
10.88,91,14.17483
10.9,91,14.17483
10.92,95,14.10735
10.94,91,14.17483
10.96,95,14.10735
10.98,91,14.17483
11,99,14.03987
11.02,95,14.10735
11.04,99,14.03987
11.06,91,14.17483
11.08,99,14.03987
11.1,91,14.17483
11.12,99,14.03987
11.14,91,14.17483
11.16,99,14.03987
11.18,91,14.17483
11.2,95,14.10735
11.22,95,14.10735
11.24,91,14.17483
11.26,91,14.17483
11.28,95,14.10735
11.3,91,14.17483
11.32,95,14.10735
11.34,95,14.10735
11.36,91,14.17483
11.38,95,14.10735
11.4,91,14.17483
11.42,99,14.03987
11.44,95,14.10735
11.46,99,14.03987
11.48,91,14.17483
11.5,95,14.10735
11.52,99,14.03987
11.54,99,14.03987
11.56,95,14.10735
11.58,99,14.03987
11.6,91,14.17483
11.62,95,14.10735
11.64,91,14.17483
11.66,95,14.10735
11.68,91,14.17483
11.7,95,14.10735
11.72,91,14.17483
11.74,91,14.17483
11.76,95,14.10735
11.78,91,14.17483
11.8,95,14.10735
11.82,99,14.03987
11.84,99,14.03987
11.86,91,14.17483
11.88,91,14.17483
11.9,95,14.10735
11.92,91,14.17483
11.94,91,14.17483
11.96,99,14.03987
11.98,91,14.17483
12,99,14.03987
12.02,91,14.17483
12.04,95,14.10735
12.06,91,14.17483
12.08,95,14.10735
12.1,91,14.17483
12.12,91,14.17483
12.14,91,14.17483
12.16,95,14.10735
12.18,95,14.10735
12.2,91,14.17483
12.22,95,14.10735
12.24,95,14.10735
12.26,99,14.03987
12.28,91,14.17483
12.3,99,14.03987
12.32,95,14.10735
12.34,99,14.03987
12.36,95,14.10735
12.38,99,14.03987
12.4,91,14.17483
12.42,95,14.10735
12.44,91,14.17483
12.46,95,14.10735
12.48,91,14.17483
12.5,95,14.10735
12.52,91,14.17483
12.54,95,14.10735
12.56,91,14.17483
12.58,91,14.17483
12.6,91,14.17483
12.62,95,14.10735
12.64,91,14.17483
12.66,91,14.17483
12.68,95,14.10735
12.7,91,14.17483
12.72,99,14.03987
12.74,91,14.17483
12.76,99,14.03987
12.78,91,14.17483
12.8,91,14.17483
12.82,91,14.17483
12.84,99,14.03987
12.86,91,14.17483
12.88,91,14.17483
12.9,91,14.17483
12.92,95,14.10735
12.94,91,14.17483
12.96,91,14.17483
12.98,91,14.17483
13,95,14.10735
13.02,95,14.10735
13.04,91,14.17483
13.06,95,14.10735
13.08,95,14.10735
13.1,99,14.03987
13.12,91,14.17483
13.14,99,14.03987
13.16,95,14.10735
13.18,99,14.03987
13.2,91,14.17483
13.22,95,14.10735
13.24,95,14.10735
13.26,99,14.03987
13.28,91,14.17483
13.3,95,14.10735
13.32,91,14.17483
13.34,95,14.10735
13.36,91,14.17483
13.38,95,14.10735
13.4,91,14.17483
13.42,95,14.10735
13.44,95,14.10735
13.46,91,14.17483
13.48,95,14.10735
13.5,91,14.17483
13.52,99,14.03987
13.54,91,14.17483
13.56,95,14.10735
13.58,95,14.10735
13.6,99,14.03987
13.62,91,14.17483
13.64,91,14.17483
13.66,95,14.10735
13.68,95,14.10735
13.7,95,14.10735
13.72,95,14.10735
13.74,91,14.17483
13.76,95,14.10735
13.78,95,14.10735
13.8,91,14.17483
13.82,91,14.17483
13.84,95,14.10735
13.86,95,14.10735
13.88,91,14.17483
13.9,95,14.10735
13.92,91,14.17483
13.94,99,14.03987
13.96,91,14.17483
13.98,95,14.10735
14,95,14.10735
14.02,95,14.10735
14.04,91,14.17483
14.06,99,14.03987
14.08,91,14.17483
14.1,99,14.03987
14.12,91,14.17483
14.14,95,14.10735
14.16,91,14.17483
14.18,95,14.10735
14.2,91,14.17483
14.22,151,13.16263
14.24,131,13.50003
14.26,135,13.43255
14.28,211,12.15043
14.3,107,13.90491
14.32,91,14.17483
14.34,91,14.17483
14.36,151,13.16263
14.38,127,13.56751
14.4,111,13.83743
14.42,95,14.10735
14.44,127,13.56751
14.46,115,13.76995
14.48,151,13.16263
14.5,115,13.76995
14.52,207,12.21791
14.54,167,12.89271
14.56,191,12.48783
14.58,207,12.21791
14.6,227,11.88051
14.62,247,11.54311
14.64,279,11.00327
14.66,299,10.66587
14.68,247,11.54311
14.7,323,10.26099
14.72,395,9.04635
14.74,335,10.05855
14.76,399,8.97887
14.78,395,9.04635
14.8,527,6.81951
14.82,535,6.68455
14.84,511,7.08943
14.86,591,5.73983
14.88,591,5.73983
14.9,571,6.07723
14.92,571,6.07723
14.94,651,4.727631
14.96,711,3.71543
14.98,715,3.64795
15,767,2.77071
15.02,771,2.703231
15.04,851,1.35363
15.06,851,1.35363
15.08,847,1.42111
15.1,851,1.35363
15.12,927,0.07151031
15.14,935,-0.06344986
15.16,987,-0.94069
15.18,987,-0.94069
15.2,991,-1.00817
15.22,1003,-1.210608
15.24,1007,-1.278089
15.26,1083,-2.56021
15.28,1103,-2.897609
15.3,1123,-3.235009
15.32,1003,-1.210608
15.34,1215,-4.787049
15.36,1235,-5.12445
15.38,1259,-5.529328
15.4,1083,-2.56021
15.42,1295,-6.136649
15.44,1315,-6.47405
15.46,1239,-5.19193
15.48,1255,-5.46185
15.5,1275,-5.799249
15.52,1239,-5.19193
15.54,1331,-6.74397
15.56,1291,-6.069169
15.58,1387,-7.688689
15.6,1399,-7.891129
15.62,1523,-9.983008
15.64,1475,-9.173249
15.66,1491,-9.44317
15.68,1455,-8.835849
15.7,1471,-9.105769
15.72,1487,-9.37569
15.74,1563,-10.65781
15.76,1631,-11.80497
15.78,1699,-12.95213
15.8,1719,-13.28953
15.82,1679,-12.61473
15.84,1695,-12.88465
15.86,1663,-12.34481
15.88,1631,-11.80497
15.9,1747,-13.76189
15.92,1627,-11.73749
15.94,1699,-12.95213
15.96,1719,-13.28953
