Tiempo,ControlPWM,Plataforma,Posicion,Error
0,1466,-1.036833,-0.2532902,0.2532902
0.02,1466,-2.006861,-0.2532902,0.2532902
0.04,1463,-2.915795,-0.3882504,0.3882504
0.06,1463,-3.760326,-0.3882504,0.3882504
0.08,1490,-3.752672,0.7589102,-0.7589102
0.1,1478,-3.257493,0.2865496,-0.2865496
0.12,1472,-2.513791,0.01663017,-0.01663017
0.14,1489,-1.415219,0.6914301,-0.6914301
0.16,1482,-0.3117196,0.4215097,-0.4215097
0.18,1497,0.9681848,1.02883,-1.02883
0.2,1489,2.245193,0.6914301,-0.6914301
0.22,1507,3.534238,1.36623,-1.36623
0.24,1497,4.669428,0.9613495,-0.9613495
0.26,1497,5.289174,0.9613495,-0.9613495
0.28,1499,5.502749,1.02883,-1.02883
0.3,1501,5.099675,1.09631,-1.09631
0.32,1502,4.813518,1.09631,-1.09631
0.34,1509,4.465885,1.36623,-1.36623
0.36,1511,4.242386,1.43371,-1.43371
0.38,1517,3.996717,1.63615,-1.63615
0.4,1518,3.852587,1.63615,-1.63615
0.42,1496,3.689649,0.7589102,-0.7589102
0.44,1503,3.50248,1.02883,-1.02883
0.46,1479,3.330431,0.01663017,-0.01663017
0.48,1485,3.042153,0.2865496,-0.2865496
0.5,1496,2.8737,0.6914301,-0.6914301
0.52,1498,2.499596,0.7589102,-0.7589102
0.54,1505,2.217772,1.02883,-1.02883
0.56,1480,1.987311,0.01663017,-0.01663017
0.58,1480,1.814913,0.01663017,-0.01663017
0.6,1487,1.63966,0.2865496,-0.2865496
0.62,1487,1.403866,0.2865496,-0.2865496
0.64,1488,1.225226,0.3540297,-0.3540297
0.66,1489,1.137785,0.3540297,-0.3540297
0.68,1489,1.025805,0.3540297,-0.3540297
0.7,1489,0.9247177,0.3540297,-0.3540297
0.72,1489,0.8375034,0.3540297,-0.3540297
0.74,1487,0.7464498,0.2865496,-0.2865496
0.76,1489,0.6629361,0.3540297,-0.3540297
0.78,1488,0.5986521,0.2865496,-0.2865496
0.8,1490,0.5336298,0.3540297,-0.3540297
0.82,1488,0.4703695,0.2865496,-0.2865496
0.84,1490,0.4100563,0.3540297,-0.3540297
0.86,1488,0.3617975,0.2865496,-0.2865496
0.88,1490,0.3053607,0.3540297,-0.3540297
0.9,1488,0.2672947,0.2865496,-0.2865496
0.92,1490,0.2094769,0.3540297,-0.3540297
0.94,1489,0.1789158,0.2865496,-0.2865496
0.96,1489,0.1465797,0.2865496,-0.2865496
0.98,1489,0.1265803,0.2865496,-0.2865496
1,1489,0.08975597,0.2865496,-0.2865496
1.02,1489,0.0703405,0.2865496,-0.2865496
1.04,1491,0.04960603,0.3540297,-0.3540297
1.06,1491,0.009744791,0.3540297,-0.3540297
1.08,1493,-0.02617239,0.4215097,-0.4215097
1.1,1490,-0.05523781,0.2865496,-0.2865496
1.12,1490,-0.07762052,0.2865496,-0.2865496
1.14,1493,-0.1045313,0.4215097,-0.4215097
1.16,1492,-0.1194751,0.3540297,-0.3540297
1.18,1492,-0.1395173,0.3540297,-0.3540297
1.2,1494,-0.1503457,0.4215097,-0.4215097
1.22,1492,-0.1631719,0.3540297,-0.3540297
1.24,1492,-0.1831323,0.3540297,-0.3540297
1.26,1493,-0.1959039,0.3540297,-0.3540297
1.28,1493,-0.2176326,0.3540297,-0.3540297
1.3,1491,-0.2255296,0.2865496,-0.2865496
1.32,1493,-0.232509,0.3540297,-0.3540297
1.34,1491,-0.2477212,0.2865496,-0.2865496
1.36,1492,-0.2506784,0.2865496,-0.2865496
1.38,1495,-0.2685376,0.4215097,-0.4215097
1.4,1495,-0.2779022,0.4215097,-0.4215097
1.42,1494,-0.2813742,0.3540297,-0.3540297
1.44,1494,-0.2861747,0.3540297,-0.3540297
1.46,1494,-0.2911657,0.3540297,-0.3540297
1.48,1492,-0.2976685,0.2865496,-0.2865496
1.5,1494,-0.2981361,0.3540297,-0.3540297
1.52,1493,-0.301007,0.2865496,-0.2865496
1.54,1494,-0.3142739,0.3540297,-0.3540297
1.56,1493,-0.3230932,0.2865496,-0.2865496
1.58,1496,-0.3321336,0.4215097,-0.4215097
1.6,1493,-0.3307557,0.2865496,-0.2865496
1.62,1493,-0.3410878,0.2865496,-0.2865496
1.64,1495,-0.3457619,0.3540297,-0.3540297
1.66,1495,-0.3516165,0.3540297,-0.3540297
1.68,1494,-0.3519765,0.2865496,-0.2865496
1.7,1496,-0.3549237,0.3540297,-0.3540297
1.72,1496,-0.3437479,0.3540297,-0.3540297
1.74,1494,-0.3445714,0.2865496,-0.2865496
1.76,1498,-0.3432781,0.4215097,-0.4215097
1.78,1496,-0.3393121,0.3540297,-0.3540297
1.8,1496,-0.3567251,0.3540297,-0.3540297
1.82,1498,-0.3701888,0.4215097,-0.4215097
1.84,1495,-0.374594,0.2865496,-0.2865496
1.86,1498,-0.371616,0.4215097,-0.4215097
1.88,1497,-0.3726863,0.3540297,-0.3540297
1.9,1499,-0.367941,0.4215097,-0.4215097
1.92,1497,-0.3720046,0.3540297,-0.3540297
1.94,1496,-0.3733204,0.2865496,-0.2865496
1.96,1496,-0.3295897,0.2865496,-0.2865496
1.98,1498,-0.3216015,0.3540297,-0.3540297
2,1498,-0.3290785,0.3540297,-0.3540297
2.02,1496,-0.3335646,0.2865496,-0.2865496
2.04,1496,-0.3429088,0.2865496,-0.2865496
2.06,1498,-0.3388844,0.3540297,-0.3540297
2.08,1498,-0.335509,0.3540297,-0.3540297
2.1,1498,-0.3354405,0.3540297,-0.3540297
2.12,1497,-0.3415789,0.2865496,-0.2865496
2.14,1497,-0.3487414,0.2865496,-0.2865496
2.16,1499,-0.3462368,0.3540297,-0.3540297
2.18,1501,-0.3456461,0.4215097,-0.4215097
2.2,1499,-0.3469741,0.3540297,-0.3540297
2.22,1499,-0.3483306,0.3540297,-0.3540297
2.24,1501,-0.3465256,0.4215097,-0.4215097
2.26,1499,-0.350111,0.3540297,-0.3540297
2.28,1501,-0.3487656,0.4215097,-0.4215097
2.3,1500,-0.3525403,0.3540297,-0.3540297
2.32,1498,-0.3652932,0.2865496,-0.2865496
2.34,1500,-0.3634296,0.3540297,-0.3540297
2.36,1500,-0.3590569,0.3540297,-0.3540297
2.38,1500,-0.347476,0.3540297,-0.3540297
2.4,1499,-0.3502775,0.2865496,-0.2865496
2.42,1502,-0.3476922,0.4215097,-0.4215097
2.44,1501,-0.3488291,0.3540297,-0.3540297
2.46,1501,-0.3527899,0.3540297,-0.3540297
2.48,1503,-0.3521014,0.4215097,-0.4215097
2.5,1501,-0.3455921,0.3540297,-0.3540297
2.52,1503,-0.3449896,0.4215097,-0.4215097
2.54,1496,-0.3277763,0.1515903,-0.1515903
2.56,1500,-0.342117,0.2865496,-0.2865496
2.58,1502,-0.328734,0.3540297,-0.3540297
2.6,1500,-0.3349846,0.2865496,-0.2865496
2.62,1504,-0.3422764,0.4215097,-0.4215097
2.64,1504,-0.339491,0.4215097,-0.4215097
2.66,1504,-0.3389474,0.4215097,-0.4215097
2.68,1506,-0.3199036,0.4889898,-0.4889898
2.7,1504,-0.3089089,0.4215097,-0.4215097
2.72,1501,-0.2181744,0.2865496,-0.2865496
2.74,1501,-0.2111184,0.2865496,-0.2865496
2.76,1503,-0.1641034,0.3540297,-0.3540297
2.78,1501,-0.1519593,0.2865496,-0.2865496
2.8,1503,-0.1393556,0.3540297,-0.3540297
2.82,1502,-0.1401121,0.2865496,-0.2865496
2.84,1505,-0.1378897,0.4215097,-0.4215097
2.86,1504,-0.1548487,0.3540297,-0.3540297
2.88,1504,-0.1595617,0.3540297,-0.3540297
2.9,1504,-0.1568601,0.3540297,-0.3540297
2.92,1504,-0.1513057,0.3540297,-0.3540297
2.94,1506,-0.156087,0.4215097,-0.4215097
2.96,1504,-0.1537344,0.3540297,-0.3540297
2.98,1505,-0.1528659,0.3540297,-0.3540297
3,1506,-0.1545436,0.4215097,-0.4215097
3.02,1505,-0.1484295,0.3540297,-0.3540297
3.04,1505,-0.1495679,0.3540297,-0.3540297
3.06,1507,-0.1459886,0.4215097,-0.4215097
3.08,1504,-0.1518511,0.2865496,-0.2865496
3.1,1504,-0.1570193,0.2865496,-0.2865496
3.12,1504,-0.1574331,0.2865496,-0.2865496
3.14,1506,-0.1678357,0.3540297,-0.3540297
3.16,1506,-0.1736791,0.3540297,-0.3540297
3.18,1506,-0.1734947,0.3540297,-0.3540297
3.2,1506,-0.1766795,0.3540297,-0.3540297
3.22,1506,-0.1799515,0.3540297,-0.3540297
3.24,1506,-0.1673712,0.3540297,-0.3540297
3.26,1507,-0.1608898,0.3540297,-0.3540297
3.28,1508,-0.1664957,0.4215097,-0.4215097
3.3,1505,-0.1459638,0.2865496,-0.2865496
3.32,1507,-0.1536529,0.3540297,-0.3540297
