Tiempo,ControlPWM,Plataforma,Posicion,Error
0,1433.546,-0.06352252,0.9613495,-0.9613495
0.02,1433.546,-0.1360317,0.9613495,-0.9613495
0.04,1433.546,-0.197947,0.9613495,-0.9613495
0.06,1430.847,-0.1323304,1.02883,-1.02883
0.08,1444.343,0.2440836,0.6914301,-0.6914301
0.1,1444.343,0.5247675,0.6914301,-0.6914301
0.12,1444.343,0.7436461,0.6914301,-0.6914301
0.14,1444.343,0.7614995,0.6914301,-0.6914301
0.16,1428.148,0.7643109,1.09631,-1.09631
0.18,1430.847,0.7632778,1.02883,-1.02883
0.2,1428.148,0.7882593,1.09631,-1.09631
0.22,1433.546,0.8878703,0.9613495,-0.9613495
0.24,1430.847,0.9590028,1.02883,-1.02883
0.26,1428.148,1.006983,1.09631,-1.09631
0.28,1433.546,0.9980463,0.9613495,-0.9613495
0.3,1430.847,1.018871,1.02883,-1.02883
0.32,1428.148,1.022943,1.09631,-1.09631
0.34,1430.847,0.9943692,1.02883,-1.02883
0.36,1430.847,0.9813716,1.02883,-1.02883
0.38,1428.148,0.9514732,1.09631,-1.09631
0.4,1430.847,0.9313941,1.02883,-1.02883
0.42,1433.546,0.9095178,0.9613495,-0.9613495
0.44,1430.847,0.9022323,1.02883,-1.02883
0.46,1433.546,0.881958,0.9613495,-0.9613495
0.48,1433.546,0.8555362,0.9613495,-0.9613495
0.5,1430.847,0.8387641,1.02883,-1.02883
0.52,1428.148,0.8232166,1.09631,-1.09631
0.54,1430.847,0.8125731,1.02883,-1.02883
0.56,1430.847,0.7974759,1.02883,-1.02883
0.58,1430.847,0.7972024,1.02883,-1.02883
0.6,1430.847,0.7808209,1.02883,-1.02883
0.62,1433.546,0.7844059,0.9613495,-0.9613495
0.64,1430.847,0.7713466,1.02883,-1.02883
0.66,1428.148,0.7625656,1.09631,-1.09631
0.68,1428.148,0.7442334,1.09631,-1.09631
0.7,1430.847,0.7436032,1.02883,-1.02883
0.72,1430.847,0.7415016,1.02883,-1.02883
0.74,1433.546,0.7400374,0.9613495,-0.9613495
0.76,1433.546,0.7312319,0.9613495,-0.9613495
0.78,1430.847,0.727551,1.02883,-1.02883
0.8,1430.847,0.7325695,1.02883,-1.02883
0.82,1433.546,0.7101798,0.9613495,-0.9613495
0.84,1430.847,0.6742265,1.02883,-1.02883
0.86,1433.546,0.6494213,0.9613495,-0.9613495
0.88,1430.847,0.6960401,1.02883,-1.02883
0.9,1433.546,0.7374923,0.9613495,-0.9613495
0.92,1430.847,0.6909747,1.02883,-1.02883
0.94,1428.148,0.6984074,1.09631,-1.09631
0.96,1428.148,0.6653928,1.09631,-1.09631
0.98,1428.148,0.6808096,1.09631,-1.09631
1,1433.546,0.7080497,0.9613495,-0.9613495
1.02,1433.546,0.7270795,0.9613495,-0.9613495
1.04,1433.546,0.7078749,0.9613495,-0.9613495
1.06,1428.148,0.7066969,1.09631,-1.09631
1.08,1430.847,0.71129,1.02883,-1.02883
1.1,1433.546,0.7266746,0.9613495,-0.9613495
1.12,1430.847,0.7075861,1.02883,-1.02883
1.14,1433.546,0.6880556,0.9613495,-0.9613495
1.16,1428.148,0.6912752,1.09631,-1.09631
1.18,1433.546,0.8231831,0.9613495,-0.9613495
1.2,1430.847,0.7671633,1.02883,-1.02883
1.22,1430.847,0.7853647,1.02883,-1.02883
1.24,1430.847,0.7594568,1.02883,-1.02883
1.26,1433.546,0.7767091,0.9613495,-0.9613495
1.28,1433.546,0.7864179,0.9613495,-0.9613495
1.3,1430.847,0.7838303,1.02883,-1.02883
1.32,1428.148,0.7719558,1.09631,-1.09631
1.34,1430.847,0.7700467,1.02883,-1.02883
1.36,1433.546,0.7701675,0.9613495,-0.9613495
1.38,1430.847,0.7670218,1.02883,-1.02883
1.4,1430.847,0.7768245,1.02883,-1.02883
1.42,1428.148,0.7684656,1.09631,-1.09631
1.44,1430.847,0.7698359,1.02883,-1.02883
1.46,1433.546,0.7667044,0.9613495,-0.9613495
1.48,1428.148,0.7613555,1.09631,-1.09631
1.5,1430.847,0.7688214,1.02883,-1.02883
1.52,1428.148,0.7628369,1.09631,-1.09631
1.54,1430.847,0.7526371,1.02883,-1.02883
1.56,1428.148,0.7683163,1.09631,-1.09631
1.58,1430.847,0.7630239,1.02883,-1.02883
1.6,1428.148,0.7618746,1.09631,-1.09631
1.62,1428.148,0.765781,1.09631,-1.09631
1.64,1428.148,0.763793,1.09631,-1.09631
1.66,1428.148,0.7580386,1.09631,-1.09631
1.68,1428.148,0.7590508,1.09631,-1.09631
1.7,1428.148,0.7498713,1.09631,-1.09631
1.72,1428.148,0.7525142,1.09631,-1.09631
1.74,1428.148,0.7628039,1.09631,-1.09631
1.76,1430.847,0.7737651,1.02883,-1.02883
1.78,1430.847,0.769502,1.02883,-1.02883
1.8,1428.148,0.7571484,1.09631,-1.09631
1.82,1430.847,0.7638026,1.02883,-1.02883
1.84,1430.847,0.7598651,1.02883,-1.02883
1.86,1430.847,0.7734342,1.02883,-1.02883
1.88,1428.148,0.7713107,1.09631,-1.09631
1.9,1430.847,0.7676897,1.02883,-1.02883
1.92,1428.148,0.7722843,1.09631,-1.09631
1.94,1430.847,0.7744586,1.02883,-1.02883
1.96,1428.148,0.7716939,1.09631,-1.09631
1.98,1428.148,0.7670028,1.09631,-1.09631
2,1428.148,0.7668804,1.09631,-1.09631
2.02,1673.546,0.7649548,0.9613495,5.038651
2.04,1668.148,0.7550077,1.09631,4.90369
2.06,1670.847,0.7265146,1.02883,4.97117
2.08,1668.148,0.2622795,1.09631,4.90369
2.1,1657.351,-0.880485,1.36623,4.63377
2.12,1697.839,-2.421211,0.3540297,5.64597
2.14,1697.839,-3.878883,0.3540297,5.64597
2.16,1700.538,-4.829055,0.2865496,5.71345
2.18,1700.538,-6.008539,0.2865496,5.71345
2.2,1657.351,-6.904444,1.36623,4.63377
2.22,1673.546,-7.292358,0.9613495,5.038651
2.24,1684.343,-7.730698,0.6914301,5.30857
2.26,1657.351,-7.632011,1.36623,4.63377
2.28,1630.359,-7.598283,2.04103,3.95897
2.3,1657.351,-7.586771,1.36623,4.63377
2.32,1630.359,-7.176822,2.04103,3.95897
2.34,1616.863,-6.839464,2.37843,3.62157
2.36,1589.871,-6.723287,3.05323,2.94677
2.38,1576.375,-6.35363,3.39063,2.60937
2.4,1560.18,-6.045379,3.79551,2.20449
2.42,1549.383,-5.514956,4.06543,1.93457
2.44,1535.887,-5.00632,4.40283,1.59717
2.46,1522.391,-4.5798,4.74023,1.25977
2.48,1506.196,-4.208434,5.14511,0.8548899
2.5,1511.594,-3.590693,5.01015,0.98985
2.52,1495.399,-3.209459,5.41503,0.5849705
2.54,1484.602,-2.829026,5.68495,0.3150501
2.56,1457.61,-2.417784,6.35975,-0.3597498
2.58,1441.415,-1.875313,6.764629,-0.7646294
2.6,1425.22,-1.433339,7.16951,-1.16951
2.62,1457.61,-0.8548925,6.35975,-0.3597498
2.64,1427.919,-0.5104563,7.10203,-1.10203
2.66,1441.415,-0.1581377,6.764629,-0.7646294
2.68,1430.618,-0.1695712,7.03455,-1.03455
2.7,1390.13,0.1688058,8.04675,-2.04675
2.72,1403.626,0.2498769,7.70935,-1.70935
2.74,1414.423,0.5172389,7.439429,-1.439429
2.76,1373.935,0.8395301,8.45163,-2.45163
2.78,1384.732,1.092416,8.181709,-2.181709
2.8,1387.431,1.264535,8.114229,-2.114229
2.82,1384.732,1.60426,8.181709,-2.181709
2.84,1387.431,1.771298,8.114229,-2.114229
2.86,1387.431,1.95886,8.114229,-2.114229
2.88,1384.732,1.986386,8.181709,-2.181709
2.9,1427.919,2.058844,7.10203,-1.10203
2.92,1376.634,2.112522,8.38415,-2.38415
2.94,1414.423,2.119293,7.439429,-1.439429
2.96,1414.423,1.982616,7.439429,-1.439429
2.98,1398.228,2.089652,7.84431,-1.84431
3,1398.228,1.97508,7.84431,-1.84431
3.02,1457.61,1.917115,6.35975,-0.3597498
3.04,1387.431,1.919745,8.114229,-2.114229
3.06,1387.431,1.881307,8.114229,-2.114229
3.08,1430.618,1.563285,7.03455,-1.03455
3.1,1430.618,1.417023,7.03455,-1.03455
3.12,1425.22,1.583437,7.16951,-1.16951
3.14,1414.423,1.451466,7.439429,-1.439429
3.16,1414.423,1.394256,7.439429,-1.439429
3.18,1414.423,1.237124,7.439429,-1.439429
3.2,1403.626,1.287424,7.70935,-1.70935
3.22,1400.927,1.277047,7.77683,-1.77683
3.24,1441.415,1.313957,6.764629,-0.7646294
3.26,1438.716,1.362434,6.832109,-0.8321095
3.28,1390.13,1.247553,8.04675,-2.04675
3.3,1387.431,1.076353,8.114229,-2.114229
3.32,1390.13,1.175264,8.04675,-2.04675
3.34,1387.431,1.328187,8.114229,-2.114229
3.36,1390.13,1.501461,8.04675,-2.04675
3.38,1387.431,1.608149,8.114229,-2.114229
3.4,1441.415,1.701372,6.764629,-0.7646294
3.42,1438.716,1.748102,6.832109,-0.8321095
3.44,1441.415,1.680582,6.764629,-0.7646294
3.46,1441.415,1.332914,6.764629,-0.7646294
3.48,1441.415,1.161981,6.764629,-0.7646294
3.5,1444.114,0.8721441,6.69715,-0.6971502
3.52,1438.716,0.8899015,6.832109,-0.8321095
3.54,1430.618,0.7363586,7.03455,-1.03455
3.56,1427.919,0.7697871,7.10203,-1.10203
3.58,1427.919,0.7522637,7.10203,-1.10203
3.6,1427.919,0.7865021,7.10203,-1.10203
3.62,1425.22,0.7614239,7.16951,-1.16951
3.64,1425.22,0.7421893,7.16951,-1.16951
3.66,1427.919,0.7582774,7.10203,-1.10203
3.68,1427.919,0.7510332,7.10203,-1.10203
3.7,1427.919,0.7520335,7.10203,-1.10203
3.72,1427.919,0.7269737,7.10203,-1.10203
3.74,1425.22,0.7299919,7.16951,-1.16951
3.76,1427.919,0.7477683,7.10203,-1.10203
3.78,1425.22,0.7607483,7.16951,-1.16951
3.8,1425.22,0.7671843,7.16951,-1.16951
3.82,1427.919,0.7660967,7.10203,-1.10203
3.84,1430.618,0.762109,7.03455,-1.03455
3.86,1425.22,0.7640371,7.16951,-1.16951
3.88,1427.919,0.7664746,7.10203,-1.10203
3.9,1425.22,0.7698113,7.16951,-1.16951
3.92,1425.22,0.7697427,7.16951,-1.16951
3.94,1427.919,0.7849911,7.10203,-1.10203
3.96,1427.919,0.7860598,7.10203,-1.10203
3.98,1427.919,0.7804424,7.10203,-1.10203
4,1425.22,0.7771652,7.16951,-1.16951
4.02,1425.22,0.7705584,7.16951,-1.16951
4.04,1425.22,0.7802084,7.16951,-1.16951
4.06,1425.22,0.7816864,7.16951,-1.16951
4.08,1425.22,0.7837821,7.16951,-1.16951
4.1,1430.618,0.7839212,7.03455,-1.03455
4.12,1425.22,0.7782056,7.16951,-1.16951
4.14,1427.919,0.7850693,7.10203,-1.10203
4.16,1427.919,0.7913345,7.10203,-1.10203
4.18,1427.919,0.7871734,7.10203,-1.10203
