Tiempo,ControlPWM,Plataforma,Posicion,Error
0,1477.336,-0.066472,-0.1185694,0.1185694
0.02,1477.336,-0.1490603,-0.1185694,0.1185694
0.04,1474.299,-0.2197226,-0.05108929,0.05108929
0.06,1477.336,-0.2682015,-0.1185694,0.1185694
0.08,1477.336,-0.3085637,-0.1185694,0.1185694
0.1,1477.336,-0.3531388,-0.1185694,0.1185694
0.12,1477.336,-0.3940352,-0.1185694,0.1185694
0.14,1477.336,-0.4478615,-0.1185694,0.1185694
0.16,1477.336,-0.492047,-0.1185694,0.1185694
0.18,1477.336,-0.5293468,-0.1185694,0.1185694
0.2,1477.336,-0.5628513,-0.1185694,0.1185694
0.22,1477.336,-0.5966514,-0.1185694,0.1185694
0.24,1477.336,-0.630186,-0.1185694,0.1185694
0.26,1477.336,-0.6537575,-0.1185694,0.1185694
0.28,1477.336,-0.6708995,-0.1185694,0.1185694
0.3,1477.336,-0.6968238,-0.1185694,0.1185694
0.32,1474.299,-0.7299973,-0.05108929,0.05108929
0.34,1477.336,-0.7512262,-0.1185694,0.1185694
0.36,1474.299,-0.7621869,-0.05108929,0.05108929
0.38,1477.336,-0.7832338,-0.1185694,0.1185694
0.4,1477.336,-0.7956448,-0.1185694,0.1185694
0.42,1480.372,-0.8007292,-0.1860495,0.1860495
0.44,1477.336,-0.8146804,-0.1185694,0.1185694
0.46,1477.336,-0.8233911,-0.1185694,0.1185694
0.48,1477.336,-0.8375458,-0.1185694,0.1185694
0.5,1477.336,-0.851871,-0.1185694,0.1185694
0.52,1477.336,-0.8590012,-0.1185694,0.1185694
0.54,1477.336,-0.8750411,-0.1185694,0.1185694
0.56,1474.299,-0.8709125,-0.05108929,0.05108929
0.58,1477.336,-0.8893075,-0.1185694,0.1185694
0.6,1474.299,-0.8992395,-0.05108929,0.05108929
0.62,1477.336,-0.9129398,-0.1185694,0.1185694
0.64,1477.336,-0.9080533,-0.1185694,0.1185694
0.66,1477.336,-0.9073778,-0.1185694,0.1185694
0.68,1474.299,-0.9193282,-0.05108929,0.05108929
0.7,1477.336,-0.9352055,-0.1185694,0.1185694
0.72,1477.336,-0.9434159,-0.1185694,0.1185694
0.74,1474.299,-0.9412449,-0.05108929,0.05108929
0.76,1477.336,-0.9508364,-0.1185694,0.1185694
0.78,1474.299,-0.9584538,-0.05108929,0.05108929
0.8,1477.336,-0.9773875,-0.1185694,0.1185694
0.82,1474.299,-0.9816423,-0.05108929,0.05108929
0.84,1477.336,-0.9740789,-0.1185694,0.1185694
0.86,1474.299,-0.9729766,-0.05108929,0.05108929
0.88,1477.336,-0.9597467,-0.1185694,0.1185694
0.9,1477.336,-0.9731036,-0.1185694,0.1185694
0.92,1477.336,-0.9659003,-0.1185694,0.1185694
0.94,1477.336,-0.9618828,-0.1185694,0.1185694
0.96,1474.299,-0.9677289,-0.05108929,0.05108929
0.98,1477.336,-0.9638432,-0.1185694,0.1185694
1,1474.299,-0.9555904,-0.05108929,0.05108929
