Tiempo,ControlPWM,Plataforma,Posicion,Error
0,0,-0.07817005,-0.4559698,0.4559698
0.02,0,-0.1462463,-0.4559698,0.4559698
0.04,0,-0.2034406,-0.4559698,0.4559698
0.06,0,-0.2425346,-0.5234499,0.5234499
0.08,0,-0.2199654,-0.3884897,0.3884897
0.1,0,-0.2032226,-0.4559698,0.4559698
0.12,0,-0.2459567,-0.3884897,0.3884897
0.14,0,-0.24576,-0.3884897,0.3884897
0.16,0,-0.2803713,-0.5234499,0.5234499
0.18,0,-0.3354955,-0.5234499,0.5234499
0.2,0,-0.3593164,-0.5234499,0.5234499
0.22,0,-0.4121777,-0.3884897,0.3884897
0.24,0,-0.4291534,-0.5234499,0.5234499
0.26,0,-0.4561999,-0.4559698,0.4559698
0.28,0,-0.4828176,-0.4559698,0.4559698
0.3,0,-0.510695,-0.5234499,0.5234499
0.32,0,-0.545608,-0.4559698,0.4559698
0.34,0,-0.5663348,-0.5234499,0.5234499
0.36,0,-0.593835,-0.4559698,0.4559698
0.38,0,-0.6150053,-0.3884897,0.3884897
0.4,0,-0.629167,-0.4559698,0.4559698
0.42,0,-0.6409317,-0.4559698,0.4559698
0.44,0,-0.6593813,-0.4559698,0.4559698
0.46,0,-0.6702033,-0.5234499,0.5234499
0.48,0,-0.6857837,-0.4559698,0.4559698
0.5,0,-0.6973464,-0.5234499,0.5234499
0.52,0,-0.7096148,-0.5234499,0.5234499
0.54,0,-0.7198132,-0.4559698,0.4559698
0.56,0,-0.7377282,-0.4559698,0.4559698
0.58,0,-0.7438491,-0.4559698,0.4559698
0.6,0,-0.7580154,-0.4559698,0.4559698
0.62,0,-0.7641868,-0.4559698,0.4559698
0.64,0,-0.7670158,-0.4559698,0.4559698
0.66,0,-0.7743691,-0.4559698,0.4559698
0.68,0,-0.7866525,-0.3884897,0.3884897
0.7,0,-0.7938102,-0.4559698,0.4559698
0.72,0,-0.8004398,-0.5234499,0.5234499
0.74,0,-0.7967185,-0.5234499,0.5234499
0.76,0,-0.8077646,-0.4559698,0.4559698
0.78,0,-0.8003193,-0.5234499,0.5234499
0.8,0,-0.8032552,-0.5234499,0.5234499
0.82,0,-0.7982151,-0.4559698,0.4559698
0.84,0,-0.8088963,-0.4559698,0.4559698
0.86,0,-0.8170781,-0.4559698,0.4559698
0.88,0,-0.8334307,-0.3884897,0.3884897
0.9,0,-0.8422714,-0.5234499,0.5234499
0.92,0,-0.8454981,-0.5234499,0.5234499
0.94,0,-0.8427151,-0.5234499,0.5234499
0.96,0,-0.8415544,-0.4559698,0.4559698
0.98,0,-0.8326135,-0.5234499,0.5234499
1,-100,-0.8338851,-0.3884897,0.3884897
1.02,-100,-0.8342681,-0.5234499,0.5234499
1.04,-100,-0.7096925,-0.4559698,0.4559698
1.06,-100,0.1187607,-0.5234499,0.5234499
1.08,-100,0.794871,-0.4559698,0.4559698
1.1,-100,1.468687,-0.3884897,0.3884897
1.12,-100,1.884363,-0.5234499,0.5234499
1.14,-100,2.173258,-0.1185694,0.1185694
1.16,-100,2.232881,-0.05108929,0.05108929
1.18,-100,2.379168,-1.13077,1.13077
1.2,-100,2.36995,0.2188301,-0.2188301
1.22,-100,2.410965,-0.7933693,0.7933693
1.24,-100,2.364965,-0.3884897,0.3884897
1.26,-100,2.354368,-0.3210096,0.3210096
1.28,-100,2.388013,-0.1185694,0.1185694
1.3,-100,2.390365,-1.13077,1.13077
1.32,-100,2.408703,-0.7933693,0.7933693
1.34,-100,2.42227,-0.7933693,0.7933693
1.36,-100,2.449914,-0.4559698,0.4559698
1.38,-100,2.42312,-1.46817,1.46817
1.4,-100,2.419991,-1.06329,1.06329
1.42,-100,2.389841,-0.7933693,0.7933693
1.44,-100,2.356833,-1.805569,1.805569
1.46,-100,2.312082,-1.46817,1.46817
