Tiempo,ControlPWM,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado
0.46,0,0.8728052,0.5676569,0.07558119,-8.026906,3.93023,3.897284,-1.756592
0.48,0,0.8777039,0.5698549,-0.0007547362,-8.120987,3.93023,3.901098,-1.84816
0.5,0,0.8846243,0.5726415,0.02977964,-8.205641,3.93023,3.901656,-1.925251
0.52,200,0.8893574,0.7945151,0.02977964,12.12675,3.99771,3.939318,-1.3553
0.54,200,0.9024338,1.239887,0.1213828,25.67973,3.93023,3.919819,-0.5301802
0.56,200,0.9211495,1.684767,0.3351234,34.68899,3.93023,3.886796,-0.311167
0.58,200,1.320381,2.24264,26.83895,39.46075,3.93023,3.88641,0.7877285
0.6,200,2.255943,3.035855,46.59468,39.71175,3.525351,3.743564,2.741815
0.62,200,3.354042,3.961755,59.06797,36.43271,3.525351,3.731113,4.351063
0.64,200,4.491696,4.909423,53.77026,30.67291,3.592831,3.799442,5.23332
0.66,200,5.40328,5.720002,47.69392,23.96859,3.93023,4.003978,4.774079
0.68,200,6.33823,6.447737,46.41148,16.55718,3.93023,4.10108,3.822287
0.7,200,7.027327,7.014218,34.09086,9.446157,4.20015,4.251519,1.814699
0.72,200,7.398839,7.314948,21.02215,3.537299,3.25543,3.7637,-2.12431
0.74,200,7.491631,7.427203,7.602301,-0.6993017,3.525351,3.567546,-6.118323
0.76,200,7.503619,7.40366,3.205353,-3.564945,2.918031,3.076103,-10.05124
0.78,200,7.498529,7.377028,0.8084057,-5.467428,3.592831,3.120664,-12.58573
0.8,200,7.59188,7.357765,2.090849,-7.032397,2.918031,2.760622,-14.81779
0.82,200,7.586789,7.308875,0.3961921,-8.061788,2.175751,2.154235,-17.44634
0.84,200,7.591261,7.308874,0.4267263,-8.768097,2.850551,2.170325,-18.70551
0.86,200,7.58367,7.284932,0.1061156,-9.215503,2.58063,2.015771,-19.90505
0.88,200,7.575089,7.256551,0.5793981,-9.487567,2.243231,1.744482,-21.09464
0.9,200,7.575127,7.236702,0.3961921,-9.670025,1.90583,1.418868,-22.14643
0.92,200,7.513679,7.193567,-0.183961,-9.598505,1.568431,1.061301,-23.2696
0.94,200,7.489737,7.163149,0.4877952,-9.476219,1.23103,0.6971822,-24.06262
0.96,200,7.51476,7.16199,-0.06182348,-9.474076,0.8261509,0.3035828,-24.5969
0.98,200,7.509536,7.162556,-0.1381594,-9.456482,0.5562305,-0.03789612,-25.08256
1,200,7.508151,7.132577,0.3351234,-9.437924,-0.7933693,-0.9131362,-26.24907
1.02,-100,7.439181,6.784082,-0.0007547362,-39.81669,-0.7933693,-1.368108,-27.80514
1.04,-100,7.430846,6.124989,-0.3671672,-60.10273,-0.7933693,-1.587319,-29.04418
1.06,-100,7.204248,5.363798,-7.359537,-72.9609,-1.06329,-1.822482,-30.07257
1.08,-100,6.649022,4.493592,-31.87862,-79.81843,-2.075489,-2.474478,-31.96929
1.1,-100,5.712853,3.533376,-58.16871,-81.47009,-1.805569,-2.698691,-33.54448
1.12,-100,4.431088,2.39747,-76.91681,-78.55014,-2.75029,-3.356738,-35.73751
1.14,-100,2.86205,1.135232,-83.23742,-71.67432,-3.357609,-4.066116,-37.75689
1.16,-100,1.534599,-0.009993225,-68.41299,-62.91933,-4.30233,-4.917753,-37.92012
1.18,-100,0.2001373,-1.032102,-64.87101,-52.88679,-4.03241,-5.197144,-36.49979
1.2,-100,-0.8309505,-1.847801,-55.28321,-42.95299,-3.96493,-5.247177,-33.1879
1.22,-100,-1.484969,-2.431973,-29.86336,-34.26609,-5.38201,-5.914176,-29.58811
1.24,-100,-1.921312,-2.757656,-13.83282,-27.099,-5.314529,-6.113919,-25.06082
1.26,-100,-1.969841,-2.85653,-10.3061,-22.16032,-6.86657,-6.894481,-20.68138
1.28,-100,-2.161476,-2.874953,-5.558008,-18.26059,-6.259249,-6.891366,-16.52442
1.3,-100,-2.171449,-2.841965,2.365658,-15.62178,-6.86657,-7.116725,-12.64541
1.32,-100,-2.081351,-2.7134,2.655735,-14.14372,-6.259249,-6.829989,-8.449179
1.34,-100,-2.026191,-2.637383,-0.6114421,-13.32396,-7.20397,-7.113708,-5.909437
1.36,-100,-1.998233,-2.545692,0.1366499,-12.86482,-6.529169,-6.859013,-3.266271
1.38,-100,-1.924071,-2.467658,1.006879,-12.78906,-6.596649,-6.72012,-1.021215
1.4,-100,-1.879864,-2.437796,0.7931387,-12.87364,-7.473888,-7.073843,-0.04970813
1.42,-100,-1.851709,-2.422685,0.4114593,-13.01738,-8.216169,-7.615103,0.3056264
1.44,-100,-1.843546,-2.37589,-0.5045714,-13.14193,-7.473888,-7.48369,1.475233
1.46,-100,-1.827597,-2.351873,0.4572606,-13.27407,-7.473888,-7.397984,2.534031
1.48,-100,-1.814137,-2.340608,0.3503905,-13.40393,-7.541368,-7.373399,3.301374
1.5,-100,-1.826557,-2.316339,-0.7335792,-13.45347,-6.596649,-6.858579,4.562679
1.52,0,-1.823836,-2.212784,-0.0007547362,-3.291192,-6.664129,-6.620294,5.654182
1.54,0,-1.831976,-2.004409,0.3198562,3.529102,-6.596649,-6.459624,6.562819
1.56,0,-1.809554,-1.798571,8.838943,8.022827,-7.00153,-6.59288,6.75205
1.58,0,-1.263862,-1.363021,30.74735,9.309478,-7.33893,-6.781917,8.259232
1.6,0,-0.5876465,-0.7640772,34.38094,8.042762,-6.259249,-6.26553,10.52663
1.62,0,-0.01649892,-0.2351972,28.91529,5.409235,-6.259249,-5.986296,11.40205
1.64,0,0.5552965,0.2332921,28.57941,1.858934,-6.664129,-6.047977,11.21931
1.66,0,1.119725,0.6785088,27.93818,-2.284203,-6.596649,-6.043326,10.7426
1.68,0,1.523655,1.021561,18.96108,-6.31747,-6.529169,-6.027951,9.55803
1.7,0,1.652057,1.179625,6.533598,-9.410077,-6.529169,-6.072298,7.411263
1.72,0,1.540313,1.146975,-6.748848,-11.12055,-6.596649,-6.19828,4.697849
1.74,0,1.383943,1.039572,-8.504574,-11.77216,-6.259249,-6.141432,2.658617
1.76,0,1.25865,0.9124182,-3.71068,-11.8145,-6.326729,-6.183792,1.075031
1.78,0,1.247476,0.8514233,0.2587874,-11.81097,-6.191769,-6.148334,0.3097643
1.8,0,1.204614,0.7684706,-1.588542,-11.67212,-7.27145,-6.708241,-1.271642
1.82,0,1.221767,0.7586833,2.151918,-11.63691,-7.20397,-6.962828,-2.0348
1.84,0,1.260272,0.7792326,2.075582,-11.73557,-7.27145,-7.128902,-2.421556
1.86,0,1.251135,0.7876937,-0.1992282,-11.77258,-7.27145,-7.220273,-2.791814
1.88,0,1.238995,0.787775,-0.01602192,-11.75903,-7.27145,-7.27201,-3.032897
1.9,0,1.230203,0.78722,-0.2602969,-11.72251,-7.20397,-7.266241,-3.124143
1.92,0,1.219066,0.7818848,-0.2297625,-11.66296,-7.20397,-7.265713,-3.199575
1.94,0,1.223445,0.7805064,0.1824515,-11.63694,-7.27145,-7.300449,-3.260203
1.96,0,1.22725,0.7851965,0.1213828,-11.63184,-7.20397,-7.282971,-3.245739
1.98,0,1.225138,0.7859325,0.2435202,-11.62161,-7.20397,-7.274954,-3.25922
2,0,1.224388,0.7838429,0.1671843,-11.61221,-7.27145,-7.306546,-3.325554
2.02,-200,1.221769,0.5670113,-0.03128911,-32.00195,-7.20397,-7.291743,-3.915581
2.04,-200,1.234111,0.1300889,-0.09235785,-45.67289,-7.27145,-7.31477,-4.807132
2.06,-200,1.161723,-0.3360482,-3.832817,-54.5917,-7.20397,-7.277267,-5.296114
2.08,-200,0.7770634,-0.8973764,-26.71832,-59.34932,-7.27145,-7.308032,-6.414159
2.1,-200,-0.4554615,-1.847933,-70.01604,-58.65311,-7.20397,-7.393358,-9.679658
2.12,-200,-1.802034,-2.940527,-71.29848,-53.96185,-6.93405,-7.375787,-11.75026
2.14,-200,-3.204086,-4.07237,-70.65726,-46.42796,-6.93405,-7.420339,-12.8537
2.16,-200,-4.450377,-5.106695,-62.30612,-37.48605,-7.27145,-7.630376,-12.69936
2.18,-200,-5.218697,-5.80036,-21.34427,-29.11193,-6.596649,-7.329225,-9.641017
2.2,-200,-5.087089,-5.904701,-0.2450293,-23.94847,-5.65193,-6.529792,-3.026295
2.22,-200,-5.178967,-5.985368,-2.51984,-20.2043,-7.27145,-6.883947,0.001126051
2.24,-200,-5.2853,-5.983452,-9.054193,-17.37079,-6.596649,-6.655341,3.074681
2.26,-200,-5.410468,-5.984236,-9.084726,-15.08312,-5.92185,-6.145894,6.096577
2.28,-200,-5.519355,-5.995613,-4.794649,-13.21101,-5.247049,-5.499969,8.941487
2.3,-200,-5.6574,-6.069319,-7.573277,-11.52195,-5.65193,-5.358434,10.52557
2.32,-200,-5.654439,-6.070824,-10.59618,-10.4045,-5.38201,-5.109601,12.40283
2.34,-200,-5.819091,-6.121817,-9.970223,-9.139153,-4.707209,-4.624885,13.7758
2.36,-200,-5.927508,-6.180882,5.38856,-7.952375,-4.30233,-4.155364,15.19692
2.38,-200,-5.781721,-6.122878,-0.6725109,-7.620179,-4.03241,-3.735641,17.15957
2.4,-200,-5.857316,-6.167783,-4.550375,-7.154973,-4.977129,-4.013432,16.95458
2.42,-200,-5.665243,-6.030079,0.8084057,-7.455776,-3.357609,-3.278425,19.02321
2.44,-200,-5.626835,-5.964849,-2.199229,-7.773647,-3.08769,-2.760318,20.01766
2.46,-200,-5.551579,-5.913459,1.159551,-8.221111,-2.95273,-2.421355,20.63053
2.48,-200,-5.529108,-5.887557,-0.4435031,-8.589695,-2.68281,-2.112843,20.85197
2.5,-200,-5.586215,-5.880858,0.7931387,-8.657544,-1.40069,-1.303042,21.50677
2.52,0,-5.508431,-5.646692,-0.5809073,11.45775,-1.40069,-0.884312,22.63064
2.54,0,-5.627519,-5.273773,-1.802282,25.28374,-1.40069,-0.6990325,22.88255
2.56,0,-5.687363,-4.90348,-0.962587,34.72215,-1.40069,-0.6415173,22.67139
2.58,0,-5.333434,-4.368806,20.64047,39.91971,-0.3884897,-0.07559927,24.24357
2.6,0,-4.39423,-3.586453,49.28171,40.44394,-0.5234499,0.2086269,26.65908
2.62,0,-3.222221,-2.605266,58.8695,37.11246,0.5562305,0.9804208,29.36829
2.64,0,-1.998559,-1.625047,69.26644,31.05037,0.2188301,1.237409,30.35066
2.66,0,-0.7895156,-0.642603,57.8924,23.20495,1.23103,1.912149,30.89385
2.68,0,0.1207863,0.1212081,48.1672,15.11388,1.23103,2.221134,29.256
2.7,0,0.9063085,0.7588381,33.69392,7.243758,2.31071,2.892945,27.48683
2.72,0,1.313918,1.146916,11.5565,0.7114149,3.525351,3.779257,24.82413
2.74,0,1.538222,1.308415,15.80078,-4.351039,3.592831,4.171584,21.19291
2.76,0,1.650096,1.356364,2.655735,-8.083678,3.99771,4.49406,17.5735
2.78,0,1.619563,1.29842,3.358025,-10.48054,4.20015,4.675597,13.9012
2.8,0,1.570771,1.215789,-0.6419765,-11.93054,4.67251,4.941865,10.96518
2.82,0,1.451227,1.093716,-0.4282355,-12.52434,4.94243,5.151096,8.30485
2.84,0,1.383186,0.9963895,-1.099992,-12.70967,5.27983,5.385546,6.381638
2.86,0,1.360076,0.9489872,-0.8557167,-12.76396,5.95463,5.821849,5.284777
2.88,0,1.301653,0.8639144,-0.5656406,-12.61434,5.27983,5.657299,3.437107
2.9,0,1.238079,0.8196547,-0.550373,-12.31775,5.95463,5.894845,2.395077
2.92,0,1.273009,0.8019364,0.4572606,-12.22926,5.54975,5.791026,1.45378
2.94,0,1.277995,0.7925886,0.6557342,-12.18587,5.27983,5.581242,0.3295674
2.96,0,1.268653,0.8184637,0.5641309,-12.13038,6.22455,5.950569,0.1733886
2.98,0,1.261712,0.807236,0.3809245,-12.06909,5.887151,5.949147,-0.3798996
3,0,1.244027,0.788254,0.1977187,-11.9721,5.684711,5.830373,-1.118391
3.02,100,1.228689,0.881658,0.4114593,-1.657289,5.54975,5.691306,-1.475278
3.04,100,1.186612,1.110139,-0.519839,5.368633,6.561951,6.13485,-0.7954373
3.06,100,1.197848,1.326957,6.609934,10.03526,6.561951,6.345699,-0.4914269
3.08,100,1.834036,1.807126,35.03743,11.15283,6.29203,6.370026,1.255397
3.1,100,2.424651,2.343696,27.64811,10.04738,6.29203,6.411014,2.06666
3.12,100,2.99653,2.860251,31.81605,7.516709,6.29203,6.442582,2.253229
3.14,100,3.478808,3.269704,22.99162,4.318204,5.27983,5.923669,0.9451351
3.16,100,3.910116,3.680557,20.85421,0.8245373,6.69691,6.383746,0.7449168
3.18,100,4.08827,3.857041,8.04505,-2.059021,5.54975,5.976285,-1.545977
3.2,100,4.208341,3.975949,8.106118,-4.362869,5.95463,5.940269,-3.333767
3.22,100,4.202611,3.992087,1.342757,-5.881799,5.95463,5.87693,-5.224351
3.24,100,4.25406,4.009821,4.228254,-7.059714,6.22455,5.95902,-6.372313
3.26,100,4.233144,3.989873,0.6251997,-7.780656,6.35951,6.041778,-7.531961
3.28,100,4.243389,3.937142,1.953444,-8.292336,5.21235,5.467006,-9.334141
3.3,100,4.232879,3.927577,0.02977964,-8.604731,5.61723,5.36841,-10.31819
3.32,100,4.216094,3.912499,0.4114593,-8.761009,5.61723,5.304187,-10.99785
3.34,100,4.198856,3.906157,0.06031401,-8.812378,5.95463,5.436794,-11.25297
3.36,100,4.178276,3.856233,0.09084838,-8.779012,4.87495,4.933093,-12.361
3.38,100,4.168809,3.855446,0.1213828,-8.730196,5.27983,4.883071,-12.69025
3.4,100,4.140536,3.851376,-0.2297625,-8.609135,5.54975,4.992433,-12.69511
3.42,100,4.123176,3.841636,0.2893218,-8.47344,5.61723,5.080438,-12.6496
3.44,100,4.115428,3.842844,-0.01602192,-8.359131,5.95463,5.299836,-12.38323
3.46,100,4.140931,3.819453,-0.01602192,-8.360071,4.87495,4.851513,-13.01024
3.48,100,4.135623,3.831038,0.4267263,-8.346546,5.27983,4.832567,-13.14412
3.5,100,4.084974,3.820234,0.2282531,-8.178097,5.54975,4.95659,-13.10361
3.52,0,4.051967,3.661136,-0.01602192,-18.16105,4.60503,4.523362,-14.07291
3.54,0,4.111205,3.472553,0.2435202,-25.0255,4.94243,4.491013,-14.28802
3.56,0,3.948194,3.190002,-12.47404,-29.10334,4.94243,4.467076,-14.89538
3.58,0,3.243019,2.618946,-36.88626,-29.60838,4.20015,4.004194,-17.51327
3.6,0,2.655967,2.076376,-26.73359,-28.10897,4.60503,3.955786,-18.27017
3.62,0,2.132496,1.557713,-30.29084,-25.4655,3.592831,3.401737,-18.95158
3.64,0,1.581771,1.110772,-24.39771,-21.9753,3.93023,3.296137,-18.71255
3.66,0,1.382483,0.8622754,-13.05419,-19.02462,3.93023,3.289734,-16.84507
3.68,0,1.188972,0.6984154,-8.031293,-16.44783,3.93023,3.324611,-15.09769
3.7,0,1.152519,0.6447577,-3.191595,-14.61444,3.93023,3.390586,-13.00965
3.72,0,1.113314,0.6285011,-0.6725109,-13.26652,3.93023,3.460475,-11.27902
3.74,0,1.10641,0.6377042,-0.9167854,-12.34409,3.93023,3.527716,-9.744578
3.76,0,1.119973,0.6620672,0.8236728,-11.77003,3.93023,3.589118,-8.429545
3.78,0,1.100984,0.6718799,-0.4435031,-11.32572,3.93023,3.63763,-7.48298
3.8,0,1.106314,0.6850815,-0.3519,-11.04525,3.93023,3.679321,-6.630868
3.82,0,1.103937,0.6935553,0.01451245,-10.84989,3.93023,3.713354,-5.969383
3.84,0,1.102868,0.6992592,-0.3060985,-10.71567,3.93023,3.741231,-5.429001
3.86,0,1.110109,0.7069337,0.1366499,-10.64861,3.93023,3.765074,-4.962546
3.88,0,1.115365,0.7135621,0.1519171,-10.62015,3.93023,3.784746,-4.593719
3.9,0,1.11528,0.7165381,0.1213828,-10.60065,3.93023,3.80019,-4.314912
3.92,0,1.125911,0.7230672,0.3656577,-10.62106,3.93023,3.813848,-4.052577
3.94,0,1.134694,0.7297498,0.2587874,-10.66223,3.93023,3.82521,-3.849952
3.96,0,1.146495,0.7377213,0.1213828,-10.7268,3.93023,3.834865,-3.679471
3.98,0,1.147963,0.7408528,0.2282531,-10.77437,3.93023,3.841581,-3.581322
4,0,1.15006,0.7423797,0.02977964,-10.81269,3.93023,3.846611,-3.500716
4.02,200,1.149067,0.9574664,0.01451245,9.569039,3.86275,3.818722,-2.902882
4.04,200,1.148753,1.399769,-0.0007547362,23.1966,3.93023,3.837505,-1.936759
4.06,200,1.154221,1.840748,0.7015356,32.29722,4.06519,3.895536,-1.494657
4.08,200,1.559557,2.424595,30.18246,37.1088,4.94243,4.401828,0.4806827
4.1,200,2.448289,3.164588,46.53362,37.53826,3.592831,4.019711,1.974468
4.12,200,3.582343,4.123172,60.57942,34.26079,4.60503,4.419289,4.303967
4.14,200,4.59569,5.010612,50.9611,28.89622,4.60503,4.645974,5.008526
4.16,200,5.500237,5.781158,48.24354,22.47801,4.60503,4.75747,4.425424
4.18,200,6.371066,6.435811,42.99163,15.46142,3.592831,4.274493,2.426314
4.2,200,6.945019,6.936574,29.00689,8.974342,3.93023,4.155437,-0.2187511
4.22,200,7.287533,7.25024,17.98398,3.568556,4.335111,4.238587,-3.053961
4.24,200,7.351853,7.303992,6.136652,-0.2369083,3.18795,3.598769,-7.446986
4.26,200,7.35528,7.308857,2.884742,-2.793073,3.93023,3.590725,-10.47228
4.28,200,7.348221,7.245514,0.6710012,-4.477448,3.25543,3.1825,-13.42882
4.3,200,7.349863,7.208568,0.6251997,-5.611466,3.525351,3.07734,-15.44227
4.32,200,7.323653,7.142485,-0.3213652,-6.286164,2.850551,2.639262,-17.60486
4.34,200,7.329873,7.098166,-1.054191,-6.757868,2.243231,2.078983,-19.50839
4.36,200,7.310278,7.06633,-0.7488468,-7.012866,1.90583,1.599399,-21.06829
4.38,200,7.305517,7.080903,0.6251997,-7.171945,2.64811,1.730533,-21.38447
4.4,200,7.269084,7.047253,0.2740546,-7.161343,2.108271,1.503682,-22.14889
4.42,200,7.241211,7.006493,0.5946653,-7.066182,1.500951,1.064361,-23.11711
4.44,200,7.266118,7.006168,0.5946653,-7.082547,1.23103,0.7019315,-23.66591
4.46,200,7.227705,6.985488,0.7778715,-6.972175,0.8261509,0.3011353,-24.38037
4.48,200,7.244027,6.991505,1.022146,-6.95088,0.6237106,-0.00394487,-24.64687
4.5,200,7.162742,6.921565,0.9916119,-6.677338,-0.7933693,-0.9042197,-26.04751
4.52,0,7.224669,6.762714,-0.2297625,-27.10017,0.2188301,-0.8230255,-25.97349
4.54,0,7.142161,6.295739,2.808407,-40.49175,-0.1185694,-0.9586529,-26.93981
4.56,0,7.005841,5.761792,-8.58091,-49.02065,-1.06329,-1.50404,-28.06828
4.58,0,6.372229,5.067058,-34.42825,-52.73494,-1.19825,-1.884959,-30.02042
4.6,0,5.320063,4.180407,-60.39772,-51.91537,-0.7933693,-1.930549,-31.85503
4.62,0,4.164463,3.17533,-75.13055,-47.73962,-1.805569,-2.526805,-33.6975
4.64,0,3.272918,2.318938,-43.29848,-42.15837,-2.75029,-3.311453,-34.02654
4.66,0,2.273908,1.536443,-48.871,-35.29786,-2.75029,-3.706642,-33.56841
4.68,0,1.562141,0.912609,-33.23741,-28.48388,-3.695009,-4.353975,-32.01532
4.7,0,1.401192,0.6707619,-4.016023,-23.43828,-3.695009,-4.574337,-28.03222
4.72,0,1.370321,0.6215772,-9.848086,-19.97416,-4.03241,-4.762335,-24.14911
4.74,0,1.341567,0.6112049,-2.94732,-17.56695,-5.247049,-5.414342,-21.64109
4.76,0,1.313442,0.6396499,-0.3824344,-15.87022,-5.65193,-5.895812,-19.43332
4.78,0,1.326291,0.6918445,-1.512206,-14.77647,-5.989328,-6.260489,-17.28823
4.8,0,1.344194,0.744287,2.564131,-14.10081,-6.326729,-6.573669,-15.42805
4.82,0,1.39742,0.8078545,2.594666,-13.81607,-6.596649,-6.82823,-13.70428
4.84,0,1.372893,0.8579723,0.6557342,-13.5491,-5.92185,-6.577404,-11.80695
4.86,0,1.447714,0.8956519,0.8542075,-13.60339,-6.596649,-6.764195,-10.45223
4.88,0,1.485684,0.9268558,2.289322,-13.75823,-6.93405,-7.008659,-9.659232
4.9,0,1.542088,0.9581653,0.02977964,-14.03826,-7.473888,-7.39,-9.176299
4.92,0,1.540892,0.9949848,0.07558119,-14.22311,-6.93405,-7.2888,-8.304796
4.94,0,1.56061,0.9980686,1.342757,-14.40631,-7.541368,-7.53834,-7.931799
4.96,0,1.615455,1.013016,0.3961921,-14.70088,-8.148689,-7.963258,-7.843925
4.98,0,1.652453,1.036074,-0.0007547362,-15.01436,-8.48609,-8.34151,-7.820905
5,0,1.679255,1.076207,1.587032,-15.30962,-8.148689,-8.346848,-7.2938
5.02,0,1.704032,1.110657,1.129017,-15.58484,-7.878769,-8.198724,-6.574674
5.04,0,1.733672,1.116638,-0.1228922,-15.85985,-8.41861,-8.394987,-6.448198
5.06,0,1.749993,1.126785,0.5946653,-16.09532,-8.48609,-8.523245,-6.36503
5.08,0,1.746765,1.139862,1.190086,-16.24339,-8.148689,-8.409114,-5.99282
5.1,0,1.742868,1.122284,-0.6114421,-16.32817,-8.68853,-8.628743,-6.123431
5.12,0,1.725407,1.136427,0.3656577,-16.33277,-7.811289,-8.281408,-5.500014
5.14,0,1.730959,1.10751,0.6251997,-16.34994,-8.75601,-8.592396,-5.753979
5.16,0,1.737242,1.091905,0.3503905,-16.38153,-9.228369,-8.992333,-6.223693
5.18,0,1.741074,1.121733,0.07558119,-16.41801,-8.41861,-8.770223,-5.726286
5.2,0,1.733619,1.124943,0.2282531,-16.41762,-8.41861,-8.655294,-5.386556
5.22,0,1.733649,1.123075,0.1213828,-16.41711,-8.41861,-8.593993,-5.175432
5.24,0,1.742417,1.124724,-0.01602192,-16.44433,-8.41861,-8.559713,-5.021543
5.26,0,1.73712,1.121415,0.2129859,-16.44569,-8.41861,-8.541855,-4.972051
5.28,0,1.735621,1.092583,0.1213828,-16.4398,-9.295849,-8.988956,-5.602794
5.3,0,1.729948,1.115484,0.1213828,-16.42182,-8.41861,-8.75849,-5.232622
5.32,0,1.728213,1.118909,0.1213828,-16.40323,-8.41861,-8.639987,-4.941442
5.34,0,1.728515,1.117474,0.1213828,-16.3914,-8.41861,-8.578277,-4.797513
5.36,0,1.730857,1.118322,0.1824515,-16.39093,-8.35113,-8.510755,-4.673962
5.38,0,1.732082,1.115338,0.04504682,-16.39414,-8.41861,-8.511296,-4.674933
5.4,0,1.715652,1.105766,0.09084838,-16.34451,-8.41861,-8.513724,-4.748435
5.42,0,1.716785,1.102704,0.1671843,-16.31514,-8.41861,-8.514446,-4.741915
5.44,0,1.71436,1.07459,0.07558119,-16.28584,-9.295849,-8.971771,-5.420287
5.46,0,1.712356,1.074358,0.1824515,-16.26169,-9.295849,-9.203513,-5.739264
5.48,0,1.706688,1.07671,0.07558119,-16.22806,-9.363329,-9.355365,-5.854098
5.5,0,1.709872,1.08445,0.06031401,-16.21595,-9.363329,-9.429363,-5.78909
5.52,-100,1.708114,0.9828038,-0.01602192,-26.40446,-9.295849,-9.430948,-5.926586
5.54,-100,1.706028,0.7888044,0.06031401,-33.2115,-8.48609,-9.005742,-5.600802
5.56,-100,1.6941,0.5658237,0.09084838,-37.72678,-8.48609,-8.777382,-5.34283
5.58,-100,1.68834,0.3760613,-2.03129,-40.73101,-8.48609,-8.645719,-5.117868
5.6,-100,1.373204,0.07889253,-22.1687,-41.74871,-8.41861,-8.567139,-5.890839
5.62,-100,0.15175,-0.6846996,-66.48933,-38.58127,-8.41861,-8.65209,-9.403828
5.64,-100,-1.031707,-1.575381,-59.8481,-32.74809,-8.41861,-8.77471,-11.53585
5.66,-100,-2.100705,-2.426098,-51.92443,-25.49742,-8.48609,-8.907388,-12.26542
5.68,-100,-2.643604,-2.995919,-20.44351,-18.95686,-9.295849,-9.352779,-11.06761
5.7,-100,-2.165669,-2.862839,22.76261,-16.11185,-7.811289,-8.646651,-4.932126
5.72,-100,-1.816632,-2.611101,15.54123,-15.30623,-8.148689,-8.366849,-0.987855
5.74,-100,-1.618657,-2.397279,7.098485,-15.38528,-8.41861,-8.317968,1.12343
5.76,-100,-1.444844,-2.213148,8.548865,-15.98143,-8.41861,-8.261881,2.616711
5.78,-100,-1.536125,-2.166949,-4.458772,-16.08862,-7.878769,-7.960111,3.262233
5.8,-100,-1.671197,-2.220664,-8.260299,-15.73238,-7.811289,-7.780556,3.576666
5.82,-100,-1.737123,-2.288023,-2.886252,-15.28628,-8.148689,-7.860626,3.732431
5.84,-100,-1.791489,-2.334935,-2.504572,-14.81853,-8.081209,-7.86021,4.005878
5.86,-100,-1.916114,-2.394983,-5.649612,-14.11504,-7.541368,-7.582457,4.463453
5.88,-100,-1.937904,-2.428659,-3.664878,-13.57704,-7.473888,-7.395741,5.159419
5.9,-100,-2.037668,-2.502491,-3.634344,-12.90204,-7.878769,-7.513619,5.03198
5.92,-100,-2.119076,-2.560916,-4.214497,-12.19621,-7.811289,-7.537558,5.114552
5.94,-100,-2.041982,-2.539943,-0.6572433,-11.96904,-7.878769,-7.564307,5.742258
5.96,-100,-1.988456,-2.479027,2.609933,-11.9873,-7.20397,-7.21426,6.691827
5.98,-100,-1.933671,-2.44384,1.602299,-12.1693,-7.541368,-7.204038,7.021368
6,-100,-1.953378,-2.412323,-2.061824,-12.23016,-6.596649,-6.710405,7.669217
6.02,0,-1.936307,-2.295812,-0.4893047,-2.120777,-6.596649,-6.45674,8.372183
