Tiempo,ControlPWM,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado
0.48,0,0.8509578,0.4834473,0.1519171,-8.909305,3.525351,3.428942,-3.575803
0.5,0,0.8588808,0.486189,-0.06182348,-9.007528,3.525351,3.409802,-3.642336
0.52,200,0.8639009,0.7054906,-0.0007547362,11.30801,3.592831,3.437454,-3.19801
0.54,200,0.8784713,1.163473,0.1061156,25.03647,3.592831,3.461087,-2.27456
0.56,200,0.8846072,1.632881,0.3961921,34.62422,3.592831,3.480402,-1.805547
0.58,200,1.334858,2.237213,27.99925,39.64117,3.592831,3.516198,-0.2962398
0.6,200,2.294899,3.064515,47.46491,39.66963,3.25543,3.407351,2.384862
0.62,200,3.497229,4.031104,61.2359,35.55947,3.25543,3.406472,4.495855
0.64,200,4.632858,4.972452,54.19774,29.09465,3.25543,3.433328,5.27404
0.66,200,5.536233,5.756866,47.58705,21.96316,3.592831,3.616388,4.226566
0.68,200,6.445277,6.453029,46.1214,14.24152,3.592831,3.684256,3.009809
0.7,200,7.027157,6.945811,31.09849,7.352022,3.93023,3.847952,0.1910062
0.72,200,7.354068,7.237622,19.17482,1.929386,3.25543,3.516571,-2.435268
0.74,200,7.490119,7.357809,7.06795,-2.00664,3.525351,3.435319,-6.047371
0.76,200,7.544232,7.381541,2.02978,-4.71382,2.918031,3.015851,-8.847629
0.78,200,7.570089,7.360164,0.9763447,-6.610784,2.58063,2.585668,-11.46106
0.8,200,7.547507,7.30855,1.632834,-7.792794,1.90583,1.980015,-13.59635
0.82,200,7.568479,7.265553,-0.5045714,-8.794263,2.64811,2.029147,-16.60807
0.84,200,7.528188,7.216353,0.8236728,-9.237391,0.89363,1.095983,-17.50929
0.86,200,7.502236,7.165158,1.648101,-9.562021,1.500951,0.9348481,-19.88114
0.88,200,7.538891,7.149858,0.2740546,-9.97129,1.23103,0.6798924,-21.47152
0.9,200,7.579375,7.153465,1.587032,-10.42007,0.89363,0.3526273,-22.79411
0.92,200,7.523635,7.123134,1.129017,-10.48831,0.5562305,-0.009796252,-24.24348
0.94,200,7.453035,7.074363,1.083215,-10.27969,0.2863102,-0.3517846,-25.58509
0.96,200,7.510485,7.076488,1.052681,-10.44085,0.2863102,-0.5359579,-26.64598
0.98,200,7.574919,7.104553,0.8542075,-10.79717,-0.1185694,-0.8530094,-27.34505
1,200,7.502456,7.083728,-0.6419765,-10.67689,-1.06329,-1.513126,-27.80733
1.02,-100,7.4357,6.717591,-0.6267089,-40.96418,-1.46817,-2.056271,-29.33384
1.04,-100,7.346706,5.981104,-1.313733,-61.23763,-1.19825,-2.212628,-32.15398
1.06,-100,7.228357,5.207077,-9.573277,-75.01794,-1.13077,-2.292907,-34.28324
1.08,-100,6.674688,4.332113,-33.49694,-82.65443,-2.075489,-2.870127,-36.15095
1.1,-100,5.624716,3.287747,-55.92443,-84.22441,-4.03241,-4.207906,-37.35854
1.12,-100,4.341458,2.138682,-72.12292,-81.12219,-3.695009,-4.712095,-39.97744
1.14,-100,2.661783,0.8440305,-82.48933,-73.27293,-4.36981,-5.360291,-42.12329
1.16,-100,1.281014,-0.3156626,-77.34429,-63.62274,-4.977129,-6.001654,-42.01011
1.18,-100,0.06582021,-1.299629,-59.03894,-53.29327,-5.989328,-6.817339,-40.21043
1.2,-100,-0.9331442,-2.089555,-51.23741,-43.29312,-5.989328,-7.167159,-38.14434
1.22,-100,-1.626743,-2.640596,-30.99313,-34.47996,-7.20397,-7.903752,-34.00312
1.24,-100,-1.795982,-2.864328,-11.49694,-28.51916,-6.259249,-7.675706,-30.28302
1.26,-100,-1.828368,-2.894098,-8.061826,-24.58409,-6.596649,-7.662864,-25.98169
1.28,-100,-1.97678,-2.908892,-4.855718,-21.35639,-6.93405,-7.759756,-22.38866
1.3,-100,-1.88805,-2.821371,3.800773,-19.54672,-7.541368,-8.040692,-18.07828
1.32,-100,-1.761902,-2.689899,2.884742,-18.77362,-7.743809,-8.202405,-14.4787
1.34,-100,-1.6906,-2.578345,2.350391,-18.44364,-7.541368,-8.114588,-11.98388
1.36,-100,-1.604056,-2.473181,0.04504682,-18.4308,-8.148689,-8.336214,-9.125664
1.38,-100,-1.657248,-2.44392,-0.2755641,-18.13271,-7.878769,-8.261285,-7.665936
1.4,-100,-1.636136,-2.410507,0.02977964,-17.94153,-8.68853,-8.607667,-5.232068
1.42,-100,-1.599008,-2.37604,1.11375,-17.96864,-8.41861,-8.593385,-3.781286
1.44,-100,-1.584453,-2.351976,0.9152762,-18.01256,-8.41861,-8.559792,-2.543303
1.46,-100,-1.608526,-2.350725,-1.115259,-17.91875,-8.41861,-8.522375,-1.560036
1.48,-100,-1.615128,-2.350132,-0.3824344,-17.81041,-8.68853,-8.623197,-0.341897
1.5,-100,-1.589257,-2.340723,1.037414,-17.89874,-7.811289,-8.198235,-0.1685398
1.52,0,-1.585636,-2.225309,0.1366499,-7.741265,-7.743809,-7.951359,0.6385444
1.54,0,-1.617666,-2.009523,-0.6419765,-0.6940562,-7.811289,-7.852561,1.741894
1.56,0,-1.603096,-1.772013,1.800773,4.182838,-8.081209,-7.924672,3.026501
1.58,0,-1.110812,-1.348446,30.18246,5.653558,-8.081209,-7.914834,5.307164
1.6,0,-0.3306096,-0.7581775,39.49544,3.822979,-7.541368,-7.581878,7.177046
1.62,0,0.3607009,-0.1701356,37.3275,0.376225,-7.878769,-7.568488,8.652404
1.64,0,0.9248428,0.3302107,27.00689,-3.674544,-7.811289,-7.511379,8.977146
1.66,0,1.334586,0.7065607,18.70154,-7.575544,-7.811289,-7.487187,8.52784
1.68,0,1.553163,0.9317237,10.68627,-10.76548,-6.93405,-7.043831,6.527985
1.7,0,1.57197,1.010286,0.7473372,-12.68462,-7.811289,-7.32319,5.497065
1.72,0,1.444685,0.9618511,-5.756482,-13.38452,-7.878769,-7.520757,3.888551
1.74,0,1.294702,0.8570834,-6.504574,-13.30087,-7.811289,-7.610679,2.322178
1.76,0,1.252237,0.7848377,1.632834,-13.17259,-7.878769,-7.710699,1.403988
1.78,0,1.374527,0.8032907,6.411461,-13.6609,-7.878769,-7.768021,1.018352
1.8,0,1.456155,0.8411896,4.732071,-14.30251,-7.946249,-7.841111,0.4886777
1.82,0,1.534574,0.8843182,4.961079,-15.02737,-7.811289,-7.81799,-0.2363262
1.84,0,1.586818,0.9204634,2.02978,-15.65211,-8.35113,-8.098593,-0.420455
1.86,0,1.559914,0.9160559,-0.8251827,-15.93743,-8.41861,-8.27831,-1.099199
1.88,0,1.538416,0.8949023,-0.3060985,-16.10461,-7.541368,-7.926928,-2.645554
1.9,0,1.510766,0.8700135,-0.7183124,-16.10741,-7.473888,-7.748174,-3.601606
1.92,0,1.482037,0.8449705,-0.2144953,-16.00548,-7.473888,-7.679254,-4.265508
1.94,0,1.493616,0.8393434,0.9916119,-16.00075,-7.541368,-7.690772,-4.588839
1.96,0,1.499404,0.8390138,0.1061156,-16.02725,-7.541368,-7.703183,-4.922201
1.98,0,1.494809,0.8357223,0.04504682,-16.03489,-7.40641,-7.646765,-5.388181
2,0,1.486718,0.831102,0.02977964,-15.99919,-7.541368,-7.697109,-5.597869
2.02,-200,1.45996,0.5995182,-0.1992282,-36.27731,-7.541368,-7.730428,-6.49086
2.04,-200,1.456288,0.1405778,0.2740546,-50.03731,-7.541368,-7.763043,-7.683048
2.06,-200,1.39352,-0.3553888,-3.405336,-59.42006,-7.473888,-7.760704,-8.664105
2.08,-200,1.065731,-0.9152792,-25.89389,-64.82045,-7.541368,-7.820307,-9.959902
2.1,-200,-0.2763728,-1.892145,-75.46643,-63.45371,-8.081209,-8.196517,-13.1978
2.12,-200,-1.662342,-2.997123,-71.45115,-57.82722,-8.148689,-8.464193,-15.41213
2.14,-200,-2.987059,-4.070804,-69.39009,-49.72372,-8.148689,-8.622597,-16.40415
2.16,-200,-4.201887,-5.037692,-61.17635,-40.37762,-8.148689,-8.70564,-16.21438
2.18,-200,-5.006676,-5.748056,-35.22214,-31.80443,-7.541368,-8.405298,-14.77727
2.2,-200,-5.161973,-6.046729,-0.6572433,-26.13458,-6.93405,-7.886084,-11.46063
2.22,-200,-5.081814,-6.06557,-0.3519,-22.86246,-8.081209,-8.152535,-6.304204
2.24,-200,-4.984617,-5.983942,-0.8862511,-21.17097,-6.93405,-7.60394,-3.490576
2.26,-200,-5.107054,-5.963993,-3.970222,-19.41222,-7.27145,-7.46886,-0.815866
2.28,-200,-5.285288,-6.005781,-9.588544,-17.51662,-6.664129,-7.045352,0.8613104
2.3,-200,-5.325615,-6.009634,-7.710682,-16.06619,-7.27145,-7.110772,3.871363
2.32,-200,-5.282327,-5.975574,-4.733581,-15.37314,-5.65193,-6.253564,4.9831
2.34,-200,-5.50081,-6.037253,-7.420605,-13.90178,-6.259249,-6.13871,6.721182
2.36,-200,-5.611679,-6.095607,-6.809917,-12.54081,-5.85437,-5.837848,8.266639
2.38,-200,-5.512642,-6.064769,0.9458106,-12.16252,-4.30233,-4.854669,9.08778
2.4,-200,-5.461072,-6.006793,-0.3213652,-11.92377,-6.259249,-5.367019,12.54417
2.42,-200,-5.433457,-5.970072,-0.9473198,-11.95068,-4.50477,-4.658625,12.93118
2.44,-200,-5.335353,-5.905523,-2.168694,-12.30563,-4.30233,-4.195261,14.16692
2.46,-200,-5.53582,-5.970214,-1.619076,-11.70523,-3.08769,-3.340237,13.51946
2.48,-200,-5.634098,-6.034341,-0.4129688,-10.91938,-3.02021,-2.892614,14.25352
2.5,-200,-5.765066,-6.111112,-2.718313,-9.894848,-3.02021,-2.663621,15.21347
2.52,0,-5.779476,-5.9231,-5.038925,11.17727,-2.75029,-2.38622,16.97761
2.54,0,-5.911416,-5.533311,-3.512206,25.9904,-2.68281,-2.188941,18.8418
2.56,0,-5.781311,-5.029325,-0.1992282,35.6917,-1.805569,-1.602945,20.30668
2.58,0,-5.409073,-4.437358,22.02979,41.16836,-1.805569,-1.283694,22.60046
2.6,0,-4.70161,-3.725605,50.0756,42.4672,-0.8608494,-0.5910683,24.48519
2.62,0,-3.500312,-2.794332,58.56415,39.1573,-1.06329,-0.3037518,27.8935
2.64,0,-2.258669,-1.812023,69.17485,32.74632,-0.5234499,0.1673647,29.73923
2.66,0,-0.9944235,-0.846016,57.35804,24.19884,0.5562305,0.9794566,29.99887
2.68,0,-0.07740119,-0.07121968,48.1672,15.72239,0.2863102,1.218542,29.52258
2.7,0,0.6143027,0.495888,31.81605,7.914593,1.500951,1.934345,26.88903
2.72,0,0.9105889,0.7964845,13.96871,2.059482,1.63591,2.284404,23.76939
2.74,0,1.20699,0.989839,17.49544,-2.754252,1.568431,2.363694,21.34068
2.76,0,1.321854,1.05647,3.022147,-6.328629,2.918031,3.040542,17.31786
2.78,0,1.309354,1.027821,3.464895,-8.583652,3.25543,3.465747,13.91654
2.8,0,1.352851,0.9955012,-1.283198,-10.28689,3.525351,3.752145,11.31769
2.82,0,1.231522,0.8958783,-1.115259,-10.96715,3.93023,4.042778,8.457872
2.84,0,1.141028,0.7924513,-3.11526,-11.14588,4.20015,4.273113,6.216818
2.86,0,1.120178,0.730169,-0.5656406,-11.22722,3.525351,4.001549,5.428373
2.88,0,1.154487,0.7028829,0.01451245,-11.59628,5.27983,4.756211,2.860824
2.9,0,1.205296,0.7113042,1.190086,-11.99518,4.60503,4.733351,2.246431
2.92,0,1.208751,0.707611,1.174818,-12.30755,5.27983,5.051728,0.7222721
2.94,0,1.226194,0.7113827,1.174818,-12.54994,4.87495,4.972644,0.2174104
2.96,0,1.24229,0.7129544,0.2587874,-12.82081,5.61723,5.304295,-1.102324
2.98,0,1.165461,0.6779664,-0.01602192,-12.64847,5.27983,5.264675,-1.792647
3,0,1.102511,0.6358431,-1.237397,-12.29255,4.94243,5.05976,-2.066353
3.02,100,1.046228,0.6985964,-0.7641136,-1.728292,5.887151,5.441803,-3.089962
3.04,100,1.040776,0.9069541,-0.3824344,5.45125,5.61723,5.47567,-2.808081
3.06,100,1.155623,1.187721,8.64047,10.00389,5.21235,5.289932,-2.015556
3.08,100,1.8633,1.719197,37.3275,10.35143,6.29203,5.794072,-1.071041
3.1,100,2.455081,2.267695,29.05269,8.701465,6.29203,6.045442,-0.5638433
3.12,100,3.078493,2.806378,33.17483,5.608326,5.95463,6.000708,0.06105471
3.14,100,3.48965,3.218796,22.22826,2.372294,5.95463,5.975294,-0.5340906
3.16,100,3.82508,3.527923,18.47253,-0.7882912,6.29203,6.120461,-1.853994
3.18,100,3.913902,3.677148,5.251155,-2.956819,6.22455,6.119619,-3.653219
3.2,100,4.033446,3.77627,7.754973,-4.698572,5.27983,5.603681,-4.230478
3.22,100,4.032621,3.795315,2.02978,-5.809525,5.54975,5.472847,-5.985853
3.24,100,4.139724,3.833633,4.533598,-6.982625,5.61723,5.419117,-7.275239
3.26,100,4.134618,3.830198,1.129017,-7.731522,5.95463,5.536278,-9.140093
3.28,100,4.134415,3.821048,1.083215,-8.166411,4.87495,5.006125,-9.516979
3.3,100,4.142706,3.809016,0.6862684,-8.548982,5.21235,4.912835,-10.76908
3.32,100,4.130557,3.788841,0.3809245,-8.794836,5.61723,5.052454,-12.31085
3.34,100,4.142635,3.78458,0.07558119,-8.9622,4.60503,4.574603,-12.39361
3.36,100,4.125192,3.768305,-0.06182348,-9.053226,4.94243,4.509984,-13.46406
3.38,100,4.139938,3.764884,0.02977964,-9.18964,4.87495,4.427259,-14.19895
3.4,100,4.076473,3.730487,0.2740546,-9.05256,5.27983,4.576934,-15.54717
3.42,100,4.087836,3.719073,0.2435202,-9.050805,5.61723,4.803163,-16.58257
3.44,100,4.107011,3.72702,0.1519171,-9.068405,4.60503,4.374985,-16.24766
3.46,100,4.100907,3.725148,0.4419934,-9.087361,4.87495,4.307605,-16.84777
3.48,100,4.067456,3.711585,0.2740546,-8.930633,4.20015,3.91724,-16.78286
3.5,100,4.079482,3.709038,-0.1534266,-8.933157,4.60503,3.937775,-17.4021
3.52,0,4.052841,3.59144,0.02977964,-18.97172,3.592831,3.414132,-17.27826
3.54,0,4.089332,3.376116,0.304589,-25.99085,3.93023,3.335702,-18.14567
3.56,0,3.803323,3.018003,-18.48931,-29.74631,4.335111,3.478172,-20.08948
3.58,0,3.07923,2.452212,-37.66489,-29.56632,3.18795,2.906388,-21.42933
3.6,0,2.598853,1.942121,-25.83282,-28.07841,3.592831,2.828531,-22.37224
3.62,0,2.030998,1.446255,-30.91679,-25.27406,3.93023,2.946168,-23.41503
3.64,0,1.56381,1.031109,-20.32137,-21.89966,2.918031,2.473483,-22.50779
3.66,0,1.276563,0.7392494,-14.15343,-18.9127,3.25543,2.442167,-21.81394
3.68,0,1.103512,0.5594382,-6.321367,-16.48941,3.25543,2.446925,-20.68692
3.7,0,1.040605,0.477889,-4.886253,-14.78393,3.25543,2.47522,-19.3132
3.72,0,1.013448,0.4516886,-1.756481,-13.60926,3.25543,2.515285,-17.99137
3.74,0,0.9969925,0.4503601,-1.710679,-12.77966,3.25543,2.559106,-16.78932
3.76,0,1.015869,0.4720204,1.312223,-12.30109,3.25543,2.60409,-15.61395
3.78,0,1.008803,0.4883035,-0.2450293,-11.92919,3.25543,2.645919,-14.65867
3.8,0,1.020267,0.5079567,0.1519171,-11.71342,3.32291,2.719493,-13.80767
3.82,0,1.023322,0.5237523,0.02977964,-11.55494,3.25543,2.735927,-12.96857
3.84,0,1.021024,0.5336668,-0.1534266,-11.42366,3.25543,2.758976,-12.25974
3.86,0,1.01984,0.5405872,-0.2450293,-11.32032,3.25543,2.783435,-11.6214
3.88,0,1.034148,0.5523841,0.01451245,-11.30172,3.25543,2.807971,-11.00228
3.9,0,1.041057,0.5623161,-0.09235785,-11.30104,3.18795,2.796241,-10.4122
3.92,0,1.04101,0.5674356,-0.06182348,-11.2916,3.18795,2.800972,-9.946484
3.94,0,1.056868,0.5773406,0.3198562,-11.34491,3.18795,2.81282,-9.490337
3.96,0,1.056718,0.5813154,0.1366499,-11.37366,3.25543,2.860755,-9.207697
3.98,0,1.063652,0.5862037,0.1824515,-11.41468,3.25543,2.889876,-8.888639
4,0,1.062108,0.5875107,0.2282531,-11.42948,3.25543,2.909441,-8.617708
4.02,200,1.057821,0.8037629,0.07558119,8.984502,3.25543,2.927556,-7.777685
4.04,200,1.06406,1.258039,0.1977187,22.80935,3.25543,2.953829,-6.522647
4.06,200,1.064961,1.724794,3.373292,32.47951,3.25543,2.980807,-5.749119
4.08,200,1.726898,2.423364,39.95346,36.68476,3.25543,3.037064,-3.336145
4.1,200,2.659039,3.273724,48.83895,36.37183,2.985511,2.975341,-0.7743455
4.12,200,3.889295,4.259308,61.81606,31.94408,2.985511,2.999047,1.482894
4.14,200,4.850238,5.127646,48.53361,26.00003,2.985511,3.030153,1.804413
4.16,200,5.777339,5.889133,49.83133,18.99664,4.267631,3.703562,0.1584973
4.18,200,6.56805,6.529269,41.00689,11.90757,3.25543,3.473242,-0.4647419
4.2,200,7.064593,6.965512,24.10612,5.738268,3.25543,3.329704,-2.699979
4.22,200,7.352543,7.221411,15.02215,0.8886054,2.51315,2.827642,-4.870879
4.24,200,7.408242,7.295584,6.274056,-2.384027,2.850551,2.704588,-8.400432
4.26,200,7.50967,7.327498,4.594666,-4.883488,2.175751,2.238997,-10.65993
4.28,200,7.570074,7.325813,3.00688,-6.819784,2.58063,2.175771,-13.65782
4.3,200,7.532281,7.278626,1.129017,-7.92632,1.90583,1.740038,-15.86495
4.32,200,7.486091,7.210319,1.174818,-8.585286,2.58063,1.832847,-18.88311
4.34,200,7.541396,7.190526,0.1366499,-9.288374,2.175751,1.621945,-20.55974
4.36,200,7.568491,7.182599,0.2129859,-9.861416,1.500951,1.138963,-21.72797
4.38,200,7.557007,7.16293,-0.596175,-10.21716,1.23103,0.7407544,-23.11669
4.4,200,7.504531,7.123443,-0.07709067,-10.25892,0.8261509,0.3118738,-24.39471
4.42,200,7.503628,7.101072,-1.237397,-10.32981,0.5562305,-0.05602192,-25.46355
4.44,200,7.424511,7.052592,-0.9931214,-10.08089,0.2863102,-0.3973631,-26.69682
4.46,200,7.354962,7.000756,-1.390068,-9.673027,-0.1185694,-0.7929196,-27.60724
4.48,200,7.317493,6.961819,-1.451137,-9.323106,-0.05108929,-0.9658929,-28.71299
4.5,200,7.319184,6.94936,0.1213828,-9.116216,-0.5234499,-1.310301,-29.20124
4.52,0,7.408094,6.770816,1.312223,-29.72285,-1.46817,-1.971959,-29.42154
4.54,0,7.433611,6.34437,0.5488637,-43.80684,-1.46817,-2.304694,-31.04723
4.56,0,7.171198,5.77389,-13.89389,-52.52301,-2.345409,-2.951888,-32.39508
4.58,0,6.413476,4.990875,-39.9397,-55.84505,-2.142969,-3.206715,-35.47895
4.6,0,5.28145,4.026248,-62.93207,-54.15186,-3.02021,-3.846582,-37.86792
4.62,0,3.95032,2.958957,-76.21452,-48.5,-3.695009,-4.550311,-39.67637
4.64,0,2.622834,1.905146,-49.28321,-40.31877,-4.36981,-5.263949,-40.33422
4.66,0,1.954828,1.194688,-40.99313,-33.11706,-5.247049,-6.033503,-37.96607
4.68,0,1.278738,0.6397078,-23.89389,-26.2591,-5.314529,-6.400169,-36.3092
4.7,0,1.191164,0.4223367,-6.779382,-21.88293,-5.044609,-6.377238,-33.35177
4.72,0,1.098004,0.3457325,-5.649612,-18.71055,-6.326729,-6.972277,-29.54108
4.74,0,0.9865038,0.3059281,-1.603809,-16.24556,-6.259249,-7.161438,-27.07658
4.76,0,0.9727247,0.3246372,1.861841,-14.51762,-7.541368,-7.860097,-23.49979
4.78,0,0.9985861,0.3715599,2.823674,-13.49033,-7.541368,-8.134604,-21.10246
4.8,0,1.057808,0.4356323,1.877109,-13.05111,-6.93405,-7.909941,-19.76053
4.82,0,1.053305,0.4805277,2.579399,-12.59628,-8.148689,-8.401499,-17.35497
4.84,0,1.142886,0.5506936,1.983979,-12.62421,-8.48609,-8.766811,-15.29079
4.86,0,1.213487,0.6178349,1.235887,-12.86984,-8.75601,-9.046317,-13.7063
4.88,0,1.3577,0.7155373,0.4877952,-13.5251,-9.633249,-9.599563,-11.57841
4.9,0,1.407193,0.7775898,0.6404669,-14.07289,-10.17309,-10.11321,-10.18309
4.92,0,1.566191,0.8670944,1.907643,-15.08924,-9.633249,-10.05445,-9.7001
4.94,0,1.672906,0.9458245,1.648101,-16.10043,-9.90317,-10.15723,-9.11621
4.96,0,1.765481,1.012032,2.838941,-17.06987,-10.17309,-10.33646,-8.581768
4.98,0,1.828003,1.060149,4.19772,-17.88574,-10.78041,-10.72742,-7.856717
5,0,1.861207,1.085965,2.671002,-18.52768,-11.05033,-11.04493,-7.502356
5.02,0,1.905268,1.10208,0.3961921,-19.19539,-9.90317,-10.60318,-8.583891
5.04,0,1.897528,1.100191,-0.107625,-19.53885,-10.44301,-10.68542,-8.59359
5.06,0,1.826642,1.064219,-2.62671,-19.45078,-11.05033,-11.04183,-8.356281
5.08,0,1.759838,1.017977,-2.153427,-19.14289,-11.59017,-11.48785,-7.95463
5.1,0,1.728961,0.9818512,-2.397702,-18.89959,-11.25277,-11.52234,-8.23398
5.12,0,1.69001,0.9489809,-4.107626,-18.62194,-11.11781,-11.47409,-8.569453
5.14,0,1.637344,0.9117584,-4.016023,-18.26902,-10.78041,-11.28396,-9.140142
5.16,0,1.498008,0.8407815,-4.870985,-17.43877,-11.65765,-11.65588,-8.787401
5.18,0,1.396915,0.7697791,-5.267932,-16.57507,-11.38773,-11.69073,-9.003333
5.2,0,1.296789,0.7023641,-3.191595,-15.65847,-11.38773,-11.71018,-9.097659
5.22,0,1.198059,0.6444887,-5.542741,-14.62734,-12.80481,-12.44819,-7.755999
5.24,0,1.118557,0.5890683,-4.168695,-13.76046,-11.92757,-12.33344,-8.189137
5.26,0,1.101151,0.5670042,-0.2602969,-13.16012,-11.86009,-12.24491,-8.136234
5.28,0,1.146933,0.5865067,2.060315,-12.95804,-11.92757,-12.23273,-7.762753
5.3,0,1.152817,0.60241,0.1824515,-12.83158,-11.86009,-12.18831,-7.669298
5.32,0,1.165449,0.6191962,0.09084838,-12.77332,-11.99505,-12.23386,-7.396086
5.34,0,1.172631,0.6319174,0.2740546,-12.75031,-11.99505,-12.25167,-7.248003
5.36,0,1.166928,0.6363178,-0.107625,-12.70053,-11.99505,-12.25819,-7.175433
5.38,0,1.165045,0.638572,0.02977964,-12.65575,-11.99505,-12.2597,-7.101472
5.4,0,1.180417,0.6473262,0.3809245,-12.68655,-11.99505,-12.25816,-6.987148
5.42,0,1.187278,0.6541503,0.02977964,-12.73057,-11.92757,-12.22124,-6.988772
5.44,0,1.172316,0.650478,-0.07709067,-12.69027,-11.92757,-12.20432,-7.015468
5.46,0,1.176335,0.6513841,0.3198562,-12.67845,-11.99505,-12.23011,-6.892939
5.48,0,1.175509,0.6512831,0.1213828,-12.67162,-11.92757,-12.20622,-6.903567
5.5,0,1.172776,0.6505212,-0.03128911,-12.6508,-11.99505,-12.22935,-6.819828
5.52,-100,1.17916,0.5441002,0.2587874,-22.87083,-11.92757,-12.20593,-7.113451
5.54,-100,1.181316,0.3207048,0.1977187,-29.80238,-12.06253,-12.27002,-7.461081
5.56,-100,1.148225,0.07392317,-3.283198,-34.52008,-11.99505,-12.27073,-7.850833
5.58,-100,0.610007,-0.3728877,-32.85572,-35.7136,-11.92757,-12.26643,-9.583636
5.6,-100,-0.4140792,-1.07888,-53.00841,-32.71906,-12.53489,-12.62644,-11.42894
5.62,-100,-1.194372,-1.748556,-38.13817,-28.25424,-11.99505,-12.53876,-12.48639
5.64,-100,-1.785579,-2.287069,-28.47404,-23.49605,-11.86009,-12.43148,-12.30038
5.66,-100,-2.124299,-2.638975,-16.76412,-19.43554,-11.92757,-12.39605,-10.88756
5.68,-100,-2.249529,-2.80694,-6.825184,-16.49361,-12.80481,-12.79284,-8.019324
5.7,-100,-2.308614,-2.880131,-3.43587,-14.55309,-11.32025,-12.17077,-7.246494
5.72,-100,-2.251414,-2.856516,1.739704,-13.505,-11.65765,-12.01882,-5.129831
5.74,-100,-2.22229,-2.816974,1.281688,-12.94224,-10.78041,-11.46002,-4.254132
5.76,-100,-2.209963,-2.774474,-0.9015187,-12.48563,-11.86009,-11.72605,-1.918308
5.78,-100,-2.212016,-2.746505,-0.03128911,-12.14288,-11.92757,-11.85054,-0.3084234
5.8,-100,-2.140389,-2.701283,0.3351234,-12.27125,-10.44301,-11.11521,-0.2458655
5.82,-100,-2.15489,-2.677885,-0.8099151,-12.14383,-11.65765,-11.38173,1.555263
5.84,-100,-2.168926,-2.674743,0.4877952,-12.04409,-10.78041,-11.03079,1.827019
5.86,-100,-2.170929,-2.669086,0.3656577,-11.92328,-11.18529,-11.05988,2.955417
5.88,-100,-2.170339,-2.660507,0.06031401,-11.79516,-11.99505,-11.4698,4.624177
5.9,-100,-2.16306,-2.658828,0.2893218,-11.83883,-10.51049,-10.87746,4.169847
5.92,-100,-2.12656,-2.64017,-0.03128911,-11.98565,-10.44301,-10.5582,4.552933
5.94,-100,-2.131379,-2.632192,-0.3060985,-12.00898,-10.78041,-10.57216,5.324057
5.96,-100,-2.13377,-2.633612,-0.3060985,-12.06172,-9.83569,-10.08062,5.009267
5.98,-100,-2.115046,-2.620706,0.2587874,-12.09313,-10.78041,-10.3292,6.291084
6,-100,-2.112122,-2.613395,-0.03128911,-12.11639,-10.98285,-10.53371,7.154834
