Tiempo,ControlPWM,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado
0.9,200,6.580526,6.556056,-0.1381594,-0.8894016,1.97331,1.514295,-22.68227
0.92,200,6.531048,6.528316,0.7778715,-0.6491713,1.568431,1.094404,-23.20619
0.94,200,6.480802,6.499429,-0.3824344,-0.3251424,1.298511,0.7844946,-23.1196
0.96,200,6.477398,6.486972,1.449628,-0.09798479,0.89363,0.4043537,-23.18462
0.98,200,6.490097,6.512027,0.4572606,0.0635443,0.9611101,0.388893,-21.56719
1,200,6.505882,6.519868,0.3809245,0.08945671,0.6237106,0.1416876,-21.33135
1.02,-100,6.555312,6.176993,1.373291,-30.74085,-0.7258892,-0.9948404,-25.82651
1.04,-100,6.50009,5.584127,0.01451245,-50.8848,0.2188301,-0.5081713,-22.99391
1.06,-100,6.400627,4.889852,-5.145795,-63.99998,-0.7258892,-1.069608,-24.6651
1.08,-100,5.779388,4.069017,-36.39771,-70.73723,-0.6584091,-1.163689,-24.91774
1.1,-100,4.573841,2.90709,-66.45879,-71.68467,-1.738089,-2.118337,-30.17589
1.12,-100,3.072101,1.631909,-84.01604,-67.61745,-1.46817,-2.21433,-30.6543
1.14,-100,1.904469,0.4929679,-68.87101,-61.27725,-2.345409,-2.913988,-31.67225
1.16,-100,0.3964784,-0.6634739,-76.56567,-52.34696,-2.008009,-2.83972,-29.52242
1.18,-100,-0.9935288,-1.824641,-69.6191,-42.2345,-3.357609,-3.888252,-31.71125
1.2,-100,-1.829809,-2.593878,-39.02367,-32.73727,-4.30233,-4.828941,-30.39048
1.22,-100,-2.266248,-2.910271,-25.71069,-24.73161,-3.290129,-4.10986,-20.28237
1.24,-100,-2.568687,-3.106553,-14.22977,-18.49503,-3.290129,-3.779438,-13.53822
1.26,-100,-2.627035,-3.203091,-3.130527,-14.28211,-4.977129,-4.935145,-13.94528
1.28,-100,-2.623253,-3.106211,-3.725947,-11.30771,-4.639729,-4.878601,-8.724133
1.3,-100,-2.681055,-3.08092,-2.122893,-9.258117,-5.314529,-5.337632,-7.251008
1.32,-100,-2.67866,-2.986284,-0.1228922,-7.799796,-4.639729,-4.849884,-1.775447
1.34,-100,-2.596782,-2.939549,-1.008389,-7.217022,-5.58445,-5.419187,-1.966897
1.36,-100,-2.595594,-2.870935,0.7320697,-6.7637,-5.247049,-5.266968,0.7378061
1.38,-100,-2.537953,-2.812685,1.159551,-6.665088,-5.314529,-5.240577,2.439455
1.4,-100,-2.504548,-2.769719,0.7626044,-6.714637,-5.314529,-5.208074,3.672555
1.42,-100,-2.505286,-2.754748,-0.5809073,-6.763216,-5.314529,-5.185069,4.449044
1.44,-100,-2.513687,-2.752177,-0.7946484,-6.773218,-5.247049,-5.114023,5.233542
1.46,-100,-2.496776,-2.762414,0.2893218,-6.871569,-5.65193,-5.411353,4.310576
1.48,-100,-2.475015,-2.699604,0.8236728,-6.874766,-4.639729,-4.661198,8.232204
1.5,-100,-2.456522,-2.698911,-0.0007547362,-7.024664,-4.707209,-4.505127,8.63196
1.52,0,-2.449071,-2.591969,-0.5809073,3.047999,-4.639729,-4.411653,8.923367
1.54,0,-2.472031,-2.412432,-0.4129688,9.76834,-4.977129,-4.675479,7.626123
1.56,0,-2.361897,-2.16923,13.40383,13.88457,-5.314529,-5.027278,6.400171
1.58,0,-1.536555,-1.541105,40.1672,14.24908,-5.65193,-5.301463,7.98442
1.6,0,-0.9110941,-0.9146563,30.36567,12.56412,-5.58445,-5.288452,9.327682
1.62,0,-0.4576319,-0.393196,21.25116,10.04445,-4.639729,-4.524556,12.66548
1.64,0,0.07909612,0.04166153,27.55651,6.608525,-4.707209,-4.36807,12.55998
1.66,0,0.501027,0.3910402,19.95345,2.972007,-4.707209,-4.349926,11.22072
1.68,0,0.7000157,0.5838981,9.922913,-0.1342167,-4.707209,-4.398332,8.922893
1.7,0,0.7966416,0.6702024,4.808407,-2.53482,-4.639729,-4.409197,6.854422
1.72,0,0.7626451,0.6065087,-2.107625,-4.158952,-5.58445,-5.232729,1.183582
1.74,0,0.6881067,0.5475063,-2.153427,-4.939256,-5.58445,-5.495938,-0.8531064
1.76,0,0.6811371,0.514951,-0.2297625,-5.40339,-5.65193,-5.62854,-1.580076
1.78,0,0.643393,0.4931805,-0.5045714,-5.554112,-5.314529,-5.395435,-0.6093332
1.8,0,0.6601616,0.4810348,1.129017,-5.715645,-5.314529,-5.326158,-0.3618388
1.82,0,0.6406415,0.4595191,0.04504682,-5.771303,-5.314529,-5.311187,-0.519962
1.84,0,0.6433827,0.4506592,0.3198562,-5.810241,-5.314529,-5.307632,-0.6003575
1.86,0,0.6355549,0.4418707,0.1061156,-5.811723,-5.314529,-5.308963,-0.7140558
1.88,0,0.6458288,0.4469352,0.4725278,-5.832138,-5.247049,-5.253813,-0.4850521
1.9,0,0.6510514,0.4462871,0.2893218,-5.873309,-5.314529,-5.294157,-0.7472243
1.92,0,0.6324999,0.4396627,0.02977964,-5.838916,-5.247049,-5.254961,-0.6831605
1.94,0,0.6202696,0.4261045,0.06031401,-5.789288,-5.314529,-5.301055,-0.9829874
1.96,0,0.6141284,0.4170294,0.06031401,-5.73633,-5.38201,-5.368995,-1.284459
1.98,0,0.6092311,0.417307,0.1519171,-5.671789,-5.314529,-5.332317,-1.049747
2,0,0.6010736,0.4123663,0.09084838,-5.60932,-5.314529,-5.321953,-0.9944609
2.02,-200,0.5964075,0.1906926,0.1519171,-25.95781,-5.314529,-5.322401,-1.563152
2.04,-200,0.5962979,-0.2377478,0.1061156,-39.48189,-5.314529,-5.312808,-2.249461
2.06,-200,0.5205709,-0.6802447,-6.275566,-48.16468,-5.314529,-5.284894,-2.354745
2.08,-200,0.1169292,-1.231566,-22.67252,-52.69283,-5.314529,-5.288838,-3.193636
2.1,-200,-0.7626618,-2.062974,-51.13054,-53.16154,-6.259249,-6.120452,-8.640283
2.12,-200,-2.336213,-3.196383,-83.40536,-48.60434,-4.977129,-5.438297,-8.010753
2.14,-200,-3.951569,-4.51412,-85.71071,-40.725,-4.977129,-5.333033,-9.459099
2.16,-200,-5.359071,-5.723296,-68.36719,-31.11545,-5.247049,-5.54753,-10.47308
2.18,-200,-5.660141,-6.191548,11.63284,-23.36735,-4.639729,-4.965576,-3.233792
2.2,-200,-5.675092,-6.247562,-1.008389,-17.95551,-3.695009,-3.90158,5.746377
2.22,-200,-5.983967,-6.465634,-15.89389,-13.69628,-5.247049,-4.835138,2.889452
2.24,-200,-6.070087,-6.465786,-18.84046,-10.39427,-4.639729,-4.549162,6.863361
2.26,-200,-6.272047,-6.55043,-18.35191,-7.680303,-4.977129,-4.721292,7.489998
2.28,-200,-6.540452,-6.65299,0.4267263,-5.010557,-4.30233,-4.216005,10.74264
2.3,-200,-6.37858,-6.559105,-1.466404,-3.640545,-3.762489,-3.57356,15.40759
2.32,-200,-6.470466,-6.559322,-9.619079,-2.521804,-3.357609,-3.070594,17.47678
2.34,-200,-6.381764,-6.486959,1.480162,-2.012259,-2.75029,-2.426286,20.32302
2.36,-200,-6.232137,-6.41956,3.541231,-2.228729,-3.357609,-2.734384,18.50292
2.38,-200,-6.269276,-6.391264,-2.183961,-2.23959,-3.08769,-2.62908,18.20531
2.4,-200,-6.123949,-6.288912,3.312223,-2.641131,-2.75029,-2.319852,19.48091
2.42,-200,-6.057731,-6.212632,-1.206862,-3.120375,-2.345409,-1.918015,20.54987
2.44,-200,-6.074739,-6.1608,-0.6725109,-3.338428,-1.06329,-0.7959457,24.23008
2.46,-200,-5.985201,-6.130103,2.533597,-3.829809,-0.7933693,-0.2862464,24.75244
2.48,-200,-5.963608,-6.13565,1.464895,-4.275578,-0.7933693,-0.1851055,23.11357
2.5,-200,-6.003218,-6.171739,1.144284,-4.470235,-0.7933693,-0.2028947,21.10445
2.52,0,-6.066379,-6.047293,-1.985488,15.90749,-1.738089,-1.009156,16.57893
2.54,0,-6.189386,-5.633694,-3.130527,30.02529,-0.3884897,-0.1772631,20.41656
2.56,0,-6.128609,-5.234985,1.129017,39.06846,-0.4559698,-0.03502683,20.40725
2.58,0,-5.535937,-4.551119,42.10613,43.40754,0.6237106,0.9066824,25.27242
2.6,0,-4.183078,-3.442576,53.1443,42.30336,1.63591,2.090955,32.18758
2.62,0,-3.096486,-2.470198,62.48782,38.00932,1.23103,2.087572,30.6534
2.64,0,-1.868509,-1.415387,63.23591,31.47298,2.243231,2.904023,32.91912
2.66,0,-0.7628771,-0.4704151,52.56415,23.67066,3.18795,3.85904,34.24063
2.68,0,-0.1434837,0.1376479,35.29697,16.41733,4.267631,4.879604,33.34852
2.7,0,0.4051958,0.5279562,25.84658,9.737731,4.267631,5.047613,28.34719
2.72,0,0.7499512,0.7647132,10.96108,4.169151,4.335111,5.026042,22.73557
2.74,0,0.7889006,0.8473102,7.556499,0.3778312,5.61723,5.923215,21.2698
2.76,0,0.693881,0.7411944,-0.6877776,-1.969811,5.95463,6.318604,17.46422
2.78,0,0.6491795,0.5760345,1.159551,-3.500653,5.009911,5.567939,9.72861
2.8,0,0.6457703,0.5425864,0.9458106,-4.327837,5.684711,5.847265,8.500069
2.82,0,0.6816436,0.537639,0.1977187,-4.964231,6.02211,6.159993,7.862607
2.84,0,0.5980312,0.4737382,1.190086,-5.164415,6.22455,6.357743,6.459547
2.86,0,0.5437751,0.4375242,-0.9473198,-5.075171,6.96683,6.974239,7.358377
2.88,0,0.5136093,0.3487222,-1.084725,-5.043356,6.22455,6.508294,3.399061
2.9,0,0.4715348,0.3386688,-1.054191,-4.770086,6.89935,6.897059,4.085349
2.92,0,0.424856,0.2671867,0.304589,-4.550999,6.22455,6.433001,0.848729
2.94,0,0.4145967,0.3286585,0.2740546,-4.154839,7.91155,7.660231,5.941768
2.96,0,0.4337536,0.3006436,0.1519171,-4.113778,7.50667,7.656939,4.559899
2.98,0,0.4560132,0.3373312,1.22062,-4.064613,8.31643,8.291482,6.318779
3,0,0.4332208,0.2956271,0.1671843,-4.075644,7.91155,8.10801,3.907306
3.02,100,0.4172091,0.3716155,-0.04655629,6.163746,7.57415,7.75954,1.631063
3.04,100,0.4207238,0.6362126,0.2282531,13.10219,8.65383,8.521068,4.982053
3.06,100,0.5236049,0.8666831,8.655736,17.25561,8.24895,8.384711,3.64786
3.08,100,1.215184,1.406427,37.60231,18.00322,7.91155,8.131201,3.858869
3.1,100,1.781931,1.96943,28.2588,16.76634,7.97903,8.130352,4.289102
3.12,100,2.34162,2.529159,32.44201,14.26599,8.85627,8.844725,7.361902
3.14,100,2.804816,2.947038,21.89238,11.05231,8.92375,9.074993,6.941554
3.16,100,3.216858,3.284455,22.60994,7.590935,8.92375,9.105984,5.313782
3.18,100,3.374328,3.451644,6.716805,4.720617,8.92375,9.050108,2.596055
3.2,100,3.432998,3.463931,5.403827,2.494262,7.91155,8.153995,-3.646693
3.22,100,3.472203,3.507103,2.396193,1.005543,8.24895,8.144214,-4.664858
3.24,100,3.494164,3.51566,2.671002,-0.05830867,8.31643,8.176156,-5.338619
3.26,100,3.471985,3.49944,-0.4282355,-0.6884757,8.58635,8.383904,-5.227703
3.28,100,3.457675,3.468318,0.5946653,-1.077009,8.65383,8.481374,-5.573838
3.3,100,3.422465,3.378707,-0.7946484,-1.335519,7.57415,7.616995,-10.12774
3.32,100,3.409894,3.368006,0.2893218,-1.363714,7.57415,7.377197,-10.79658
3.34,100,3.392667,3.378473,0.2282531,-1.277984,7.91155,7.592143,-9.323282
3.36,100,3.37632,3.365805,0.1519171,-1.198246,7.91155,7.658031,-8.830889
3.38,100,3.370846,3.31527,0.2893218,-1.217866,6.96683,6.915161,-11.96574
3.4,100,3.349486,3.36683,0.1213828,-0.9750405,8.181471,7.702532,-7.694562
3.42,100,3.338717,3.357832,0.1061156,-0.8598444,8.31643,8.035633,-6.352781
3.44,100,3.335397,3.336918,0.2282531,-0.8071994,8.24895,8.069932,-6.587532
3.46,100,3.319146,3.277917,0.1519171,-0.8091379,7.30423,7.305837,-10.32314
3.48,100,3.313359,3.283464,0.1061156,-0.7043527,7.30423,7.097054,-10.72586
3.5,100,3.32216,3.356725,0.1519171,-0.5243353,8.58635,8.090507,-5.6958
3.52,0,3.320199,3.236941,0.1824515,-10.71628,8.58635,8.362924,-5.312919
3.54,0,3.339078,3.017537,0.1671843,-17.56496,8.58635,8.435344,-5.965515
3.56,0,3.150715,2.66232,-12.55038,-21.64094,7.57415,7.612903,-10.82837
3.58,0,2.491946,2.117832,-34.87099,-22.32932,7.57415,7.317451,-13.59533
3.6,0,1.991352,1.620221,-24.41298,-21.17344,7.64163,7.284077,-13.6432
3.62,0,1.436765,1.084438,-30.62672,-18.77285,6.62943,6.451518,-17.04433
3.64,0,0.832987,0.6044525,-22.09237,-15.22425,6.62943,6.224381,-16.8666
3.66,0,0.5781708,0.3316385,-14.41297,-11.96366,6.561951,6.172496,-14.46581
3.68,0,0.4003442,0.220846,-5.252665,-9.098001,7.57415,7.040362,-8.125616
3.7,0,0.409225,0.1904709,-1.54274,-7.249502,7.57415,7.343385,-4.975048
3.72,0,0.3716487,0.174687,0.07558119,-5.926579,7.57415,7.454467,-3.527627
3.74,0,0.3796163,0.2334946,-0.3977011,-4.976867,8.58635,8.326963,1.105743
3.76,0,0.3868805,0.2397345,0.4419934,-4.462208,8.58635,8.572961,1.91213
3.78,0,0.3648997,0.2279725,-0.9778546,-4.081474,8.58635,8.629836,1.593513
3.8,0,0.3797834,0.2353013,-0.3519,-3.869815,8.58635,8.639034,1.26099
3.82,0,0.3888493,0.2435542,-0.07709067,-3.76318,8.51887,8.579381,0.6662807
3.84,0,0.3969223,0.2557748,-0.3519,-3.711799,8.51887,8.556755,0.3508603
3.86,0,0.4216478,0.2763789,0.1671843,-3.748594,8.51887,8.548556,0.2143607
3.88,0,0.438944,0.2971088,0.04504682,-3.82155,8.58635,8.598256,0.3223701
3.9,0,0.4582919,0.3130212,0.1671843,-3.935924,8.58635,8.609584,0.231118
3.92,0,0.4684068,0.3257,0.3198562,-4.040867,8.65383,8.66361,0.3064893
3.94,0,0.4707917,0.3223259,0.1824515,-4.139256,8.51887,8.564469,-0.3437538
3.96,0,0.4854614,0.3346707,0.2893218,-4.229598,8.58635,8.590672,-0.2541502
3.98,0,0.4968465,0.3405266,0.2587874,-4.334533,8.51887,8.542274,-0.531343
4,0,0.5029762,0.3496,0.2587874,-4.413164,8.58635,8.582359,-0.37896
4.02,200,0.5141293,0.5741337,0.2129859,15.90039,8.58635,8.596964,0.2193798
4.04,200,0.5005209,0.994917,0.1977187,29.43717,8.58635,8.587928,0.7977353
4.06,200,0.7947276,1.500777,18.27406,37.40337,7.30423,7.552444,-2.818737
4.08,200,1.77858,2.429818,50.62522,39.89648,7.236751,7.307352,-0.335192
4.1,200,2.882181,3.476954,57.0069,38.18778,7.236751,7.318979,2.41458
4.12,200,4.042747,4.523416,55.86186,33.44827,7.236751,7.377616,4.232008
4.14,200,4.95854,5.442166,46.70155,27.49251,8.65383,8.539471,8.998523
4.16,200,5.853996,6.165391,46.30461,20.58713,8.58635,8.787403,8.082028
4.18,200,6.468737,6.59433,30.19773,13.80816,6.62943,7.203034,-2.078073
4.2,200,6.764505,6.90819,18.74734,8.488173,7.03431,7.012077,-5.183675
4.22,200,6.862821,7.020273,6.854209,4.587745,7.236751,7.053502,-7.397303
4.24,200,6.825637,6.952793,0.1519171,1.987499,6.62943,6.509107,-12.1847
4.26,200,6.856446,6.954694,1.571765,0.3042311,7.37171,6.933864,-11.32507
4.28,200,6.820835,6.85735,-0.1686933,-0.8287265,6.62943,6.422569,-14.97204
4.3,200,6.854755,6.810497,-0.07709067,-1.662661,5.95463,5.727787,-18.30569
4.32,200,6.792535,6.740768,-0.3671672,-2.03468,5.21235,4.925873,-21.67365
4.34,200,6.812991,6.78115,1.785506,-2.181686,5.887151,5.272027,-18.90787
4.36,200,6.6869,6.69846,0.2435202,-1.997785,5.61723,5.146913,-19.34893
4.38,200,6.762441,6.685963,1.052681,-2.108188,4.94243,4.59468,-20.82376
4.4,200,6.628655,6.657476,0.5946653,-1.691738,5.61723,4.986211,-18.53115
4.42,200,6.638406,6.62668,0.2587874,-1.497712,5.27983,4.842046,-18.58615
4.44,200,6.604972,6.57576,-0.6419765,-1.312781,4.60503,4.263711,-20.6741
4.46,200,6.601614,6.566492,0.304589,-1.14051,4.267631,3.847896,-21.45838
4.48,200,6.553815,6.54232,-0.596175,-0.8815428,3.93023,3.474905,-22.03549
4.5,200,6.613163,6.585855,0.4419934,-0.8319197,3.93023,3.407378,-20.75824
4.52,0,6.548847,6.339418,0.5183294,-21.06255,3.592831,3.123859,-21.74822
4.54,0,6.422683,5.789478,0.7931387,-34.23879,2.31071,2.020144,-26.64088
4.56,0,5.964905,5.138285,-27.40535,-41.47888,2.31071,1.721625,-27.37989
4.58,0,4.697271,4.055474,-63.40535,-42.53507,2.243231,1.505076,-29.75744
4.6,0,3.408061,2.842052,-55.98551,-39.34587,1.23103,0.5915313,-33.94221
4.62,0,2.311612,1.826637,-55.22215,-33.65713,1.23103,0.3707702,-32.66668
4.64,0,1.223182,0.8530536,-53.92444,-26.56807,-0.05108929,-0.6879654,-34.69851
4.66,0,0.6566278,0.2990191,-33.40534,-19.82722,-0.1185694,-0.9110501,-30.23048
4.68,0,0.3607833,0.01414777,-15.25267,-14.31853,-0.4559698,-1.105657,-25.39401
4.7,0,0.06617451,-0.1639323,-11.3748,-9.693503,-0.3884897,-1.000632,-20.18089
4.72,0,-0.07684452,-0.2589113,-2.092359,-6.183141,-0.7258892,-1.146662,-16.64132
4.74,0,0.03168089,-0.1903426,-1.191595,-4.131725,-1.13077,-1.405641,-13.49701
4.76,0,0.07138447,-0.1065785,-1.878618,-2.895832,-1.40069,-1.624168,-11.18504
4.78,0,0.1273245,0.0179535,0.5641309,-2.172716,-0.7258892,-1.078391,-6.034296
4.8,0,0.1447942,0.05258843,-1.16106,-1.861244,-1.06329,-1.165496,-5.024827
4.82,0,0.3237815,0.1433321,1.235887,-2.224736,-1.805569,-1.743127,-5.869941
4.84,0,0.3524171,0.2066253,1.190086,-2.544054,-2.008009,-2.047834,-5.90941
4.86,0,0.3876731,0.2309217,1.663368,-2.911253,-2.68281,-2.655417,-7.294129
4.88,0,0.4503272,0.3104593,1.190086,-3.253417,-2.345409,-2.517709,-5.009214
4.9,0,0.4663076,0.3112053,0.6251997,-3.628036,-3.02021,-3.004722,-6.184163
4.92,0,0.4677024,0.3387432,-0.3977011,-3.813278,-2.75029,-2.900609,-4.542505
4.94,0,0.4369932,0.2991493,-0.6877776,-3.925739,-3.357609,-3.349551,-5.82058
4.96,0,0.4514659,0.3055817,-0.8099151,-3.993004,-3.425089,-3.505264,-5.342253
4.98,0,0.5338632,0.3771771,0.5183294,-4.218992,-3.02021,-3.186955,-2.644503
5,0,0.5544184,0.3596983,0.6404669,-4.567287,-3.96493,-3.850934,-5.12157
5.02,0,0.5748283,0.3984304,1.174818,-4.765683,-3.695009,-3.800499,-3.895437
5.04,0,0.5885098,0.4164521,0.1671843,-4.954227,-3.695009,-3.77073,-3.072011
5.06,0,0.6044775,0.4428779,0.09084838,-5.102788,-3.357609,-3.476231,-1.259754
5.08,0,0.6132152,0.4463091,-0.2908313,-5.25621,-3.290129,-3.334004,-0.550497
5.1,0,0.61892,0.4392953,-0.1534266,-5.395038,-3.357609,-3.348481,-0.6947736
5.12,0,0.634531,0.4434354,0.4572606,-5.527726,-3.357609,-3.351248,-0.7139327
5.14,0,0.6543769,0.4541006,0.4114593,-5.67299,-3.357609,-3.350503,-0.6990445
5.16,0,0.6732076,0.4694266,0.5335966,-5.820178,-3.290129,-3.294758,-0.4531553
5.18,0,0.6852294,0.4746406,0.1519171,-5.968597,-3.357609,-3.335053,-0.7155406
5.2,0,0.7002286,0.4873184,0.1213828,-6.10159,-3.290129,-3.291799,-0.5434151
5.22,0,0.6957691,0.4830449,-0.1228922,-6.192445,-3.357609,-3.337778,-0.8757197
5.24,0,0.7043247,0.4865348,0.04504682,-6.27141,-3.357609,-3.350661,-0.9404224
5.26,0,0.712855,0.4919607,0.07558119,-6.348014,-3.357609,-3.353863,-0.9493947
5.28,0,0.71364,0.4934886,0.2587874,-6.402949,-3.357609,-3.355507,-0.9787597
5.3,0,0.7126068,0.4926991,0.07558119,-6.437144,-3.357609,-3.356659,-1.005893
5.32,0,0.7119601,0.497323,0.09084838,-6.445467,-3.222649,-3.2479,-0.539793
5.34,0,0.7155511,0.49056,0.07558119,-6.484932,-3.357609,-3.327866,-0.9948584
5.36,0,0.7303604,0.4959188,0.02977964,-6.549241,-3.425089,-3.403613,-1.288695
5.38,0,0.7391117,0.5081026,0.1824515,-6.605372,-3.357609,-3.368846,-1.055479
5.4,0,0.7454975,0.5142192,0.1824515,-6.668032,-3.357609,-3.358601,-0.9966638
5.42,0,0.7513708,0.5185143,0.1824515,-6.729326,-3.357609,-3.355618,-0.9875088
5.44,0,0.7532253,0.5201615,0.09084838,-6.777197,-3.357609,-3.355331,-1.007989
5.46,0,0.7555627,0.5213314,0.1213828,-6.816305,-3.357609,-3.355545,-1.024791
5.48,0,0.7569536,0.5219458,0.1671843,-6.846704,-3.357609,-3.355919,-1.041976
5.5,0,0.7748959,0.5316998,0.2129859,-6.917312,-3.357609,-3.353792,-0.9869591
5.52,-100,0.7796302,0.4311624,0.1824515,-17.17705,-3.290129,-3.300808,-1.060305
5.54,-100,0.7842755,0.2171525,0.1519171,-24.02389,-3.357609,-3.337337,-1.668846
5.56,-100,0.6889273,-0.03272837,-8.046558,-28.2515,-3.290129,-3.29016,-1.814501
5.58,-100,0.2883716,-0.4332384,-24.13817,-29.88392,-3.357609,-3.365235,-3.245792
5.6,-100,-0.4247451,-1.01827,-40.47405,-28.84044,-3.357609,-3.44719,-5.147336
5.62,-100,-1.369922,-1.763441,-50.27558,-25.29724,-3.357609,-3.538373,-7.069666
5.64,-100,-2.332488,-2.542049,-42.99314,-19.97975,-3.357609,-3.606654,-8.058167
5.66,-100,-2.330145,-2.783207,2.289322,-16.19337,-3.695009,-3.78215,-5.501917
5.68,-100,-2.403721,-2.864259,-6.19923,-13.38426,-3.96493,-3.979195,-3.753581
5.7,-100,-2.694254,-2.966277,-11.98549,-10.56952,-3.08769,-3.305833,0.7031367
5.72,-100,-2.615602,-2.955394,2.930544,-8.953653,-3.290129,-3.221844,2.892907
5.74,-100,-2.649578,-2.949584,-4.718313,-7.796364,-3.357609,-3.232415,3.762362
5.76,-100,-2.619064,-2.925122,3.235888,-7.140026,-3.695009,-3.48653,3.563154
5.78,-100,-2.49792,-2.84035,2.701536,-7.055677,-4.03241,-3.798838,3.431305
5.8,-100,-2.54985,-2.775961,-3.11526,-6.761736,-3.02021,-3.063198,7.285362
5.82,-100,-2.575633,-2.750031,0.09084838,-6.495942,-2.075489,-2.092586,11.38183
5.84,-100,-2.594958,-2.787649,-2.03129,-6.361938,-2.075489,-1.836147,11.44482
5.86,-100,-2.601301,-2.830004,-0.1686933,-6.296269,-2.412889,-2.056352,9.462115
5.88,-100,-2.601534,-2.85146,-0.6877776,-6.248108,-2.75029,-2.404406,7.393421
5.9,-100,-2.576809,-2.830663,0.2740546,-6.245863,-2.75029,-2.503328,6.969856
5.92,-100,-2.537482,-2.752248,0.1671843,-6.259568,-1.738089,-1.707097,10.62018
5.94,-100,-2.576068,-2.790757,1.22062,-6.291255,-2.075489,-1.777129,9.337089
5.96,-100,-2.522513,-2.771307,0.9763447,-6.436402,-2.008009,-1.74569,9.125459
5.98,-100,-2.526849,-2.784079,0.304589,-6.561639,-2.345409,-2.023012,7.386404
