Tiempo,ControlPWM,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado
5.92,-100,-2.903164,-3.169126,6.243523,-3.463131,-5.314529,-5.457486,30.25244
5.94,-100,-2.637213,-3.00821,10.6252,-4.263363,-4.30233,-4.860284,71.02406
5.96,-100,-2.384834,-2.828008,11.81604,-5.590613,-5.044609,-4.424294,2.319824
5.98,-100,-2.254022,-2.696435,7.724439,-6.887036,-5.247049,-4.392651,-32.25177
6,-100,-2.167437,-2.609404,3.6023,-8.023547,-4.30233,-4.265282,14.85222
6.02,0,-2.027859,-2.413522,2.854208,0.9805779,-4.977129,-4.18351,-27.42835
6.04,0,-1.95103,-2.124257,1.892376,6.759807,-3.96493,-4.020453,21.4883
6.06,0,-1.768146,-1.793092,16.10612,10.05043,-4.639729,-3.904172,-21.99463
6.08,0,-0.7985594,-1.152924,39.90766,9.203978,-4.977129,-4.006065,-46.42735
6.1,0,-0.1649968,-0.5508733,28.80842,6.654465,-4.30233,-4.002734,-6.216315
6.12,0,0.2002764,-0.1097358,23.96872,3.80951,-4.707209,-3.993466,-28.29699
6.14,0,0.7298888,0.3063201,27.3733,0.2485952,-3.96493,-3.880227,9.337502
6.16,0,1.093452,0.6275588,18.16719,-3.269338,-4.03241,-3.697907,-0.6790136
6.18,0,1.393433,0.8709283,14.28933,-6.559274,-3.02021,-3.348573,42.4901
6.2,0,1.463436,0.97939,3.190086,-8.975639,-3.96493,-3.207789,-26.55313
6.22,0,1.449789,0.993343,1.129017,-10.54628,-4.03241,-3.40726,-40.57193
6.24,0,1.484827,0.9895535,1.129017,-11.70594,-4.09989,-3.666667,-36.40281
6.26,0,1.44959,0.9536253,-0.9015187,-12.36982,-3.695009,-3.779398,-3.197645
6.28,0,1.478798,0.9349771,0.5335966,-12.90585,-3.762489,-3.7782,-1.451263
6.3,0,1.464176,0.9096621,1.098482,-13.21887,-4.707209,-4.031295,-52.59547
6.32,0,1.505174,0.9077011,0.8542075,-13.5565,-3.357609,-4.064648,30.7487
6.34,0,1.46923,0.8859971,-0.7183124,-13.66965,-4.36981,-4.064141,-20.35268
6.36,0,1.492895,0.8820043,0.7931387,-13.82004,-4.43729,-4.264098,-25.00932
6.38,0,1.480988,0.8723841,0.3351234,-13.88297,-4.30233,-4.407543,-8.023157
6.4,0,1.497227,0.872802,0.6251997,-13.9762,-4.36981,-4.475093,-4.065609
6.42,0,1.488452,0.8678413,0.1366499,-14.01086,-4.36981,-4.512146,-0.4383687
6.44,0,1.488886,0.8647228,0.04504682,-14.0354,-4.30233,-4.506721,5.292906
6.46,0,1.485986,0.8613867,-0.2297625,-14.04276,-4.36981,-4.496,1.720901
6.48,0,1.479489,0.8567194,-0.0007547362,-14.02733,-4.43729,-4.515721,-2.334592
6.5,0,1.486584,0.8573678,0.2282531,-14.03932,-4.30233,-4.507458,5.907969
6.52,0,1.486584,0.8573678,0.2282531,-14.03932,-4.30233,-4.507458,5.907969
