Tiempo,ControlPWM,ReferenciaPosicion,ReferenciaTheta,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado,TiempoTranscurrido
1.5,102.1941,0,0,0.1738122,0.2366903,6.014514,11.99615,1.568431,1.60487,3.636886,7828
1.52,77.92273,0,0,0.2940388,0.5722662,9.358027,17.54457,1.63591,1.710064,4.123561,7828
1.54,10.78604,0,0,1.036553,1.166833,40.60995,16.54217,1.23103,1.475499,4.651167,7808
1.56,-11.93623,0,0,1.685156,1.694973,30.04506,7.037468,1.298511,1.486052,5.096216,7836
1.58,-33.59954,0,0,2.209687,2.01769,25.2817,-3.28413,1.23103,1.43038,4.164955,7856
1.6,-33.3773,0,0,2.111828,1.905961,-9.710681,-12.21714,1.298511,1.385609,1.146365,7852
1.62,6.043724,0,0,1.491602,1.383376,-31.48168,-16.35936,1.63591,1.525477,-2.0367,7836
1.64,-68.98878,0,0,1.167044,0.9129713,-16.79465,-14.12786,0.6237106,0.71662,-7.099921,7824
1.66,-47.91802,0,0,0.6147556,0.4058813,-30.0771,-18.50905,0.6911907,0.5063838,-8.955082,7880
1.68,-22.11164,0,0,0.3892035,0.02890726,-0.7946484,-18.47265,0.6237106,0.4238016,-8.524251,7876
1.7,26.912,0,0,0.1334241,-0.2240889,-19.17633,-14.94114,0.89363,0.6483984,-6.484021,7868
1.72,51.8986,0,0,-0.4923537,-0.5710505,-28.1229,-5.760239,0.9611101,0.731306,-6.417662,7868
1.74,27.02046,0,0,-0.3214876,-0.4567371,5.403827,2.526533,0.6237106,0.5692497,-4.336584,7832
1.76,21.72132,0,0,-0.1928667,-0.2208849,11.44963,5.143601,0.6237106,0.5692901,-2.356574,7880
1.78,99.55347,0,0,0.3293165,0.2449408,25.84658,4.90001,1.568431,1.414677,3.924038,7872
1.8,85.58593,0,0,0.573835,0.6161454,11.83131,11.75949,1.568431,1.652581,5.072816,7812
1.82,24.45715,0,0,0.8499432,0.9957591,15.4191,13.96928,1.23103,1.437241,3.969995,7824
1.84,3.441504,0,0,1.312225,1.391065,27.11376,7.815807,1.298511,1.442074,4.148208,7836
1.86,-22.81159,0,0,1.662746,1.617244,18.77788,0.433448,1.16355,1.321998,2.851586,7840
1.88,12.55445,0,0,1.779611,1.649535,2.701536,-7.527572,1.63591,1.635759,2.758901,7848
1.9,14.45536,0,0,1.559645,1.433166,-11.02366,-8.665337,1.63591,1.655668,0.3570311,7820
1.92,-75.1405,0,0,1.208669,1.087722,-19.03893,-8.272603,0.6237106,0.7805429,-5.576171,7856
1.94,-42.5136,0,0,1.011183,0.7946426,-9.313735,-16.37726,0.89363,0.7464527,-5.993453,7896
1.96,-15.61337,0,0,0.8610032,0.4934503,-8.260299,-17.94337,0.89363,0.7492833,-5.910811,7880
1.98,11.25424,0,0,0.4072589,0.1234615,-25.74122,-14.87031,0.9611101,0.7809311,-6.284345,7880
2,22.00552,0,0,-0.02582634,-0.1933609,-16.27557,-8.749479,0.89363,0.7249619,-6.484161,7880
2.02,38.65059,0,0,-0.2262194,-0.3162029,-10.22977,-2.883534,0.9611101,0.7902426,-5.044402,7868
2.04,42.5938,0,0,-0.1430384,-0.2076194,7.510698,2.538265,0.9611101,0.8621581,-2.842523,7872
2.06,1.970123,0,0,0.03958893,0.01221898,7.968714,5.973557,0.5562305,0.5970446,-2.368669,7868
2.08,0.6543255,0,0,0.3015872,0.275324,12.33513,3.349178,0.6237106,0.6137417,-0.8185024,7904
2.1,83.11771,0,0,0.5685796,0.52689,13.22062,0.7110198,1.568431,1.408691,3.519724,7880
2.12,76.28226,0,0,0.6884469,0.7083814,4.09085,6.867989,1.568431,1.621124,3.948719,7832
2.14,58.64159,0,0,0.7635678,0.9130244,4.533598,10.00095,1.63591,1.712626,3.68209,7860
2.16,36.12778,0,0,1.09825,1.212064,20.47253,9.282546,1.63591,1.747287,3.817331,7836
2.18,16.17495,0,0,1.47287,1.505283,16.91528,5.354674,1.63591,1.761169,3.617941,7836
2.2,-5.094765,0,0,1.782956,1.707714,16.71681,-0.2789521,1.568431,1.70093,2.617729,7824
2.22,-97.50699,0,0,1.847913,1.672058,0.3503905,-6.544968,0.6237106,0.8785945,-2.557101,7828
2.24,-98.10156,0,0,1.706272,1.40665,-5.771749,-19.68382,0.5562305,0.5516435,-5.350011,7868
2.26,-37.79907,0,0,1.400479,0.937689,-16.04656,-27.5207,0.89363,0.7026821,-5.938984,7908
2.28,1.613647,0,0,0.7663182,0.32442,-36.53512,-24.68367,0.9611101,0.7518318,-7.29387,7876
2.3,51.76415,0,0,-0.1427643,-0.3335906,-50.15344,-15.99945,1.23103,0.9214976,-7.993385,7896
2.32,68.6155,0,0,-0.4085236,-0.5598942,-8.474041,-4.129491,1.23103,1.01761,-6.014665,7860
2.34,68.93618,0,0,-0.4274951,-0.4520922,-0.1686933,5.643581,1.23103,1.102251,-3.469459,7832
2.36,58.4968,0,0,-0.07668418,-0.05376087,24.31986,11.18376,1.23103,1.201942,-0.3427132,7864
2.38,16.58797,0,0,0.4638496,0.475035,26.50307,12.14278,0.9611101,1.075886,1.325274,7848
2.4,-8.495714,0,0,0.9570006,0.9391486,26.442,6.956924,0.89363,1.015204,2.17385,7876
2.42,-14.03449,0,0,1.386379,1.260623,18.70154,-0.4128235,0.9611101,1.06347,2.602563,7872
2.44,-18.56979,0,0,1.432899,1.287892,0.4877952,-6.146559,0.9611101,1.034237,1.063074,7888
2.46,-17.06437,0,0,1.282873,1.116739,-9.77175,-10.02877,0.9611101,0.9767924,-0.8839771,7884
2.48,-10.15969,0,0,1.055887,0.8599325,-12.50458,-11.77252,0.9611101,0.924517,-2.459001,7888
2.5,-0.007339478,0,0,0.7301268,0.5541544,-16.71832,-11.23179,0.9611101,0.877175,-3.758156,7888
2.52,4.391624,0,0,0.5164236,0.3290092,-8.748849,-9.136005,0.89363,0.8071803,-4.212635,7888
2.54,18.62589,0,0,0.3613084,0.195867,-6.077093,-6.764423,0.9611101,0.850847,-3.683619,7908
2.56,17.74696,0,0,0.3601918,0.190721,-0.7793808,-3.689202,0.89363,0.8349147,-2.889628,7880
2.58,24.23016,0,0,0.3372218,0.2294809,-0.0007547362,-1.650068,0.9611101,0.8971223,-1.998463,7876
2.6,17.36727,0,0,0.374628,0.3014769,2.808407,0.244678,0.89363,0.8726366,-1.531531,7888
2.62,20.04077,0,0,0.4751242,0.4148697,5.510697,0.5141569,0.9611101,0.9360677,-0.6444099,7876
2.64,5.028599,0,0,0.5340325,0.4929535,1.464895,0.7458965,0.8261509,0.8462651,-0.8817282,7872
2.66,8.007353,0,0,0.5953141,0.5533695,3.754972,-0.8139966,0.89363,0.877412,-0.6212348,7868
2.68,8.244846,0,0,0.6028681,0.5583529,-1.710679,-1.597042,0.89363,0.8798962,-0.7996618,7888
2.7,7.936882,0,0,0.6537343,0.5758792,2.335124,-2.240145,0.89363,0.8845173,-0.7529047,7896
2.72,13.63784,0,0,0.6454698,0.5701687,0.5488637,-2.678466,0.9611101,0.9353802,-0.7155201,7884
2.74,13.11487,0,0,0.6792549,0.5833779,0.6404669,-2.486891,0.9611101,0.95219,-0.6621676,7868
2.76,11.30888,0,0,0.6824028,0.5924268,0.8389403,-2.427014,0.9611101,0.9537278,-0.7831362,7852
2.78,4.014008,0,0,0.6678042,0.5840554,0.2435202,-2.539847,0.89363,0.8937594,-1.226546,7872
2.8,9.848415,0,0,0.6626696,0.5734568,-0.1228922,-3.330637,0.9611101,0.9296157,-1.139827,7872
2.82,5.083557,0,0,0.6566862,0.5545524,0.02977964,-3.253075,0.89363,0.8838821,-1.42553,7872
2.84,11.34584,0,0,0.6602313,0.5497677,-0.07709067,-3.680485,0.9611101,0.9275676,-1.19731,7876
2.86,12.17105,0,0,0.6604648,0.5457759,-0.2602969,-3.330289,0.9611101,0.9403884,-1.156388,7868
2.88,-0.6020012,0,0,0.6783954,0.5544531,-0.107625,-3.074312,0.8261509,0.8374063,-1.547602,7864
2.9,11.0769,0,0,0.6731303,0.5556938,-0.01602192,-4.172798,0.9611101,0.9168993,-1.175437,7860
2.92,13.09763,0,0,0.6543487,0.5367996,-0.7183124,-3.6707,0.9611101,0.9364115,-1.195957,7872
2.94,6.496616,0,0,0.6679307,0.5433933,0.5183294,-3.168478,0.89363,0.8905767,-1.326176,7872
2.96,11.58675,0,0,0.672115,0.5544641,0.4572606,-3.509815,0.9611101,0.9329219,-1.097691,7888
2.98,5.749237,0,0,0.677793,0.5572988,0.02977964,-3.248306,0.89363,0.8898708,-1.305991,7880
3,11.12067,0,0,0.6866556,0.5661516,0.3656577,-3.684676,0.9611101,0.9333258,-1.078537,7872
3.02,-551.0372,8,0,0.6816679,0.5608202,0.4572606,-3.427539,0.89363,0.8889406,-1.343378,7868
3.04,-413.3007,8,0,0.6947398,-0.03964482,0.07558119,-60.63768,0.89363,0.8682246,-2.988501,7872
3.06,-297.7109,8,0,0.3848555,-1.253618,-21.48168,-83.74402,0.9611101,0.8985867,-5.633081,7872
3.08,-221.5378,8,0,-0.4960204,-2.503309,-51.13054,-84.53142,0.89363,0.834056,-7.734205,7864
3.1,-130.3632,8,0,-1.803579,-3.656292,-70.76414,-73.17403,1.23103,1.046317,-7.944656,7860
3.12,-75.8866,8,0,-3.274201,-4.666244,-66.22978,-51.79676,1.298511,1.109445,-8.11009,7836
3.14,-53.0271,8,0,-4.096273,-5.129568,-29.45115,-29.32557,1.23103,1.121207,-5.362664,7832
3.16,-74.0383,8,0,-4.182824,-4.985041,2.121383,-11.60855,0.89363,0.9702263,-1.207375,7836
3.18,-21.22534,8,0,-3.70564,-4.353431,21.73971,-3.21758,1.568431,1.615443,7.065284,7864
3.2,-67.60632,8,0,-3.230636,-3.675865,19.3733,6.147645,1.23103,1.591802,10.00338,7816
3.22,-33.65674,8,0,-2.6228,-2.921817,30.54888,5.817657,1.97331,2.236703,15.1116,7820
3.24,-97.505,8,0,-2.176661,-2.378248,17.80078,7.46298,1.568431,2.080437,14.36016,7796
3.26,-120.8277,8,0,-2.102694,-2.146847,8.335126,1.678556,1.63591,2.024515,12.45262,7828
3.28,-162.3271,8,0,-1.852612,-2.046262,6.732071,-5.369423,1.298511,1.715034,10.04244,7816
3.3,-71.13263,8,0,-2.181216,-2.293048,-23.40534,-13.30878,2.31071,2.361463,10.21823,7836
3.32,-87.57843,8,0,-2.667005,-2.739599,-18.32137,-7.960733,1.97331,2.190965,6.641256,7792
3.34,-93.26691,8,0,-3.006192,-3.03618,-11.02366,-4.956147,1.90583,2.062688,5.111916,7796
3.36,-0.8655396,8,0,-2.839586,-2.972069,4.884743,-3.788978,2.918031,2.899928,9.985497,7800
3.38,-29.02863,8,0,-2.892966,-2.903393,-4.031291,6.443924,2.64811,2.906003,9.552918,7744
3.4,-89.4469,8,0,-2.655434,-2.621621,22.07559,9.685313,2.243231,2.601864,8.914252,7776
3.42,-56.41321,8,0,-2.037202,-2.134555,24.97635,3.948833,2.850551,3.068316,12.5456,7768
3.44,-62.58307,8,0,-1.884163,-1.926187,4.441995,2.856098,2.918031,3.217176,11.96819,7748
3.46,-107.165,8,0,-2.010277,-1.956852,-2.825183,1.733538,2.58063,2.917392,8.569216,7752
3.48,-144.9367,8,0,-1.919868,-1.987837,1.693902,-3.810544,2.243231,2.547805,6.233614,7748
3.5,-42.6347,8,0,-2.069066,-2.154131,-9.527475,-10.8094,3.32291,3.28463,8.284304,7784
3.52,-35.57916,8,0,-2.371356,-2.430087,-18.88626,-4.223,3.25543,3.392602,6.991278,7724
3.54,-70.4942,8,0,-2.751515,-2.657128,-5.87862,2.013301,2.918031,3.107628,4.521918,7724
3.56,-72.2356,8,0,-2.308525,-2.422832,17.48017,1.490928,2.985511,3.167676,6.918487,7768
3.58,6.725037,8,0,-2.192821,-2.234774,4.243522,0.6425656,3.93023,3.953607,10.54286,7744
3.6,-123.2416,8,0,-2.041197,-2.093605,5.251155,7.448469,2.58063,3.075647,6.270137,7684
3.62,-47.06134,8,0,-1.930207,-1.91799,11.35803,-1.440809,3.660311,3.697298,9.118672,7768
3.64,-57.28656,8,0,-1.551805,-1.73255,10.30459,-0.7955905,3.525351,3.789015,9.635205,7704
3.66,-55.92133,8,0,-1.958116,-1.881355,-25.1,-0.3314516,3.660311,3.829818,7.265534,7708
3.68,-65.1098,8,0,-2.080398,-2.005909,18.77788,0.5000886,3.592831,3.759691,5.955676,7712
3.7,-92.25946,8,0,-1.952605,-1.990619,-0.6419765,-0.2146407,3.32291,3.540521,5.192365,7700
3.72,-95.71924,8,0,-2.335598,-2.232462,-12.77939,-2.383604,3.25543,3.363216,2.894892,7736
3.74,-80.67078,8,0,-2.10128,-2.230275,2.151918,-4.736361,3.32291,3.422505,4.363916,7716
3.76,-78.45911,8,0,-2.322565,-2.380718,-14.82519,-4.167761,3.25543,3.360137,3.483753,7740
3.78,-73.52692,8,0,-2.243598,-2.383866,2.90001,-3.726028,3.25543,3.372527,4.334092,7716
3.8,-58.62253,8,0,-2.289111,-2.392513,-3.038924,-2.788209,3.39039,3.488393,5.045322,7716
3.82,-70.43558,8,0,-2.232615,-2.343647,3.403826,-0.8187283,3.25543,3.426162,5.221754,7720
3.84,-73.46527,8,0,-2.241722,-2.306192,2.716804,-0.6930484,3.25543,3.407586,5.280151,7720
3.86,-68.2995,8,0,-2.171367,-2.249167,2.167185,-1.119474,3.32291,3.466266,5.848145,7708
3.88,-68.57806,8,0,-2.221557,-2.25773,-1.954954,-0.7619464,3.32291,3.471007,5.607154,7732
3.9,-69.29199,8,0,-2.228083,-2.25945,-2.061824,-0.5307222,3.32291,3.470685,5.567683,7728
3.92,-75.86292,8,0,-2.227272,-2.259543,-0.7183124,-0.4568537,3.25543,3.41566,5.314136,7724
3.94,-69.96222,8,0,-2.2207,-2.256559,-0.6267089,-1.084965,3.32291,3.455895,5.531385,7724
3.96,-75.45367,8,0,-2.166139,-2.233604,1.129017,-1.066035,3.25543,3.420259,5.53204,7716
3.98,-76.42822,8,0,-2.135769,-2.211411,1.312223,-1.702969,3.25543,3.412711,5.566168,7716
4,-70.42407,8,0,-2.104848,-2.193488,0.8542075,-2.315094,3.32291,3.467219,5.837879,7716
4.02,-70.69934,8,0,-2.080369,-2.178487,1.296956,-2.191089,3.32291,3.483101,5.871392,7716
4.04,-78.12079,8,0,-2.088654,-2.178793,0.3961921,-2.125863,3.25543,3.428251,5.484946,7724
4.06,-84.85229,8,0,-2.086604,-2.185317,-0.1228922,-2.846185,3.18795,3.35662,5.119404,7708
4.08,-77.54831,8,0,-2.080449,-2.197833,-0.09235785,-4.0166,3.25543,3.392156,5.286791,7732
4.1,-69.09418,8,0,-2.091217,-2.219047,-0.6877776,-4.016428,3.32291,3.456396,5.511605,7720
4.12,-68.54712,8,0,-2.106778,-2.229974,-0.183961,-3.10905,3.32291,3.473864,5.538629,7728
4.14,-69.94171,8,0,-2.105024,-2.218582,-0.3671672,-2.449609,3.32291,3.479906,5.597731,7728
4.16,-77.74637,8,0,-2.076349,-2.191698,0.09084838,-2.241845,3.25543,3.429982,5.466035,7720
4.18,-66.98846,8,0,-2.066468,-2.172246,0.9610775,-2.919008,3.39039,3.524182,5.879739,7740
4.2,-79.71759,8,0,-1.981437,-2.126347,2.838941,-2.539132,3.25543,3.450532,5.720049,7728
4.22,-81.96143,8,0,-2.023148,-2.135134,-0.9778546,-3.476171,3.25543,3.418098,5.307635,7736
4.24,-80.92447,8,0,-1.998969,-2.141859,-0.3213652,-4.392933,3.25543,3.411037,5.286064,7732
4.26,-79.18036,8,0,-2.032622,-2.177128,0.01451245,-4.802916,3.25543,3.403966,5.087172,7716
4.28,-77.66479,8,0,-2.018433,-2.188277,-0.4587703,-4.926025,3.25543,3.406873,5.185451,7728
4.3,-76.93646,8,0,-2.011929,-2.189743,0.4267263,-4.868343,3.25543,3.410556,5.262911,7744
4.32,-64.63498,8,0,-2.022853,-2.189011,-0.2755641,-4.712463,3.39039,3.520291,5.739782,7740
4.34,-77.21997,8,0,-2.018671,-2.180972,-0.06182348,-3.387612,3.25543,3.441975,5.371891,7744
4.36,-73.83984,8,0,-2.013718,-2.160344,0.1519171,-3.789307,3.32291,3.474422,5.558929,7752
4.38,-80.16611,8,0,-1.98509,-2.143249,0.8542075,-3.809032,3.25543,3.430696,5.397666,7708
4.4,-80.74969,8,0,-1.997149,-2.148283,-0.2908313,-4.435722,3.25543,3.414402,5.236062,7732
4.42,-73.73541,8,0,-1.992534,-2.155191,-0.2297625,-4.917614,3.32291,3.464918,5.448445,7732
4.44,-72.84601,8,0,-2.0069,-2.168563,-0.1381594,-4.486236,3.32291,3.477137,5.413982,7724
4.46,-79.6022,8,0,-1.990849,-2.160421,-0.01602192,-4.154797,3.25543,3.428869,5.260406,7736
4.48,-74.43735,8,0,-1.97892,-2.1473,0.4114593,-4.648038,3.32291,3.4712,5.49642,7732
4.5,-74.11804,8,0,-1.979317,-2.146533,0.02977964,-4.457977,3.32291,3.48152,5.482952,7712
4.52,-80.72385,8,0,-1.991077,-2.152625,0.02977964,-4.27291,3.25543,3.427037,5.166924,7724
4.54,-80.99005,8,0,-1.983482,-2.152659,0.02977964,-4.837311,3.25543,3.413021,5.147184,7732
4.56,16.13727,8,0,-1.970428,-2.107852,0.2587874,-5.178031,4.335111,4.286602,9.046508,7724
4.58,-84.05396,8,0,-1.991554,-2.085517,-0.3213652,4.368252,3.25543,3.643472,5.553698,7680
4.6,-103.3481,8,0,-1.971578,-1.988149,0.8694746,0.5223092,3.25543,3.457319,4.896362,7740
4.62,-12.7926,8,0,-1.593842,-1.770996,26.07559,-4.994877,4.267631,4.270162,9.524267,7728
4.64,-9.194824,8,0,-1.461706,-1.633589,0.04504682,0.04543477,4.335111,4.544698,10.06596,7660
4.66,-122.5993,8,0,-1.908183,-1.796805,-21.31374,4.857736,3.25543,3.648321,3.533449,7708
4.68,-49.34705,8,0,-1.539668,-1.622608,25.15956,-4.301176,4.20015,4.215254,7.383834,7728
4.7,-31.64142,8,0,-1.306661,-1.512352,7.541233,-3.698549,4.335111,4.497408,8.450613,7668
4.72,-46.39194,8,0,-1.548606,-1.587716,-18.04656,-0.882984,4.267631,4.461228,6.527589,7680
4.74,-53.53696,8,0,-1.774463,-1.71214,-1.771747,0.1536187,4.267631,4.406949,5.025719,7700
4.76,-80.76434,8,0,-1.625496,-1.680067,6.396194,-0.2762264,3.99771,4.19562,4.434966,7676
4.78,-88.72943,8,0,-1.542099,-1.651039,4.243522,-3.571893,3.93023,4.088661,4.080105,7692
4.8,-84.16818,8,0,-1.575543,-1.716488,-3.802283,-6.493709,3.93023,4.049052,3.596913,7700
4.82,-70.22455,8,0,-1.72649,-1.866241,-8.229766,-7.527499,3.99771,4.075036,3.189586,7688
4.84,-61.98663,8,0,-1.902995,-2.028984,-7.588544,-6.254507,3.99771,4.071375,2.846109,7668
4.86,-62.69519,8,0,-1.978453,-2.110362,-3.099992,-4.303239,3.93023,4.025033,2.919099,7688
4.88,-54.24408,8,0,-1.972977,-2.104147,0.4572606,-3.048752,3.99771,4.084447,3.776695,7676
4.9,-59.37125,8,0,-1.963856,-2.071992,-0.04655629,-1.387354,3.93023,4.056403,4.065857,7680
