Tiempo,ControlPWM,ReferenciaPosicion,ReferenciaTheta,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado,TiempoTranscurrido
1.1,-11.6659,0,0,0.023244,-0.185546,0.2129859,-6.042349,-0.6584091,-0.6318935,0.9333249,7956
1.12,-18.36481,0,0,0.01751664,-0.1832679,0.1213828,-5.223126,-0.7258892,-0.6696858,0.697521,7948
1.14,-26.21531,0,0,0.02764807,-0.1716742,0.9763447,-5.390827,-0.7933693,-0.7345064,0.4404009,7948
1.16,-26.09851,0,0,0.01503325,-0.1824745,-0.4740371,-6.266571,-0.7933693,-0.7557202,0.2941009,7952
1.18,-18.16182,0,0,0.02163818,-0.193795,-0.3824344,-6.846614,-0.7258892,-0.7049081,0.5551726,7956
1.2,-16.8265,0,0,0.0299933,-0.1969605,0.7015356,-6.448729,-0.7258892,-0.6879589,0.6614961,7956
1.22,-17.31655,0,0,0.0177469,-0.1977545,-0.0007547362,-6.012852,-0.7258892,-0.6844701,0.6478747,7940
1.24,-24.08839,0,0,0.0199433,-0.1932225,0.1519171,-5.783899,-0.7933693,-0.737832,0.4320922,7956
1.26,-18.49336,0,0,0.03047782,-0.183855,0.1977187,-6.341647,-0.7258892,-0.6966181,0.67852,7940
1.28,-17.77668,0,0,0.02955074,-0.1854753,-0.01602192,-6.147956,-0.7258892,-0.6859015,0.6883689,7952
1.3,-18.22892,0,0,0.02880892,-0.1830219,0.04504682,-5.943752,-0.7258892,-0.6832587,0.6855776,7952
1.32,-24.86565,0,0,0.03504784,-0.1786738,0.09084838,-5.878089,-0.7933693,-0.7368895,0.4550662,7964
1.34,-19.11031,0,0,0.04384793,-0.1728976,0.06031401,-6.526254,-0.7258892,-0.6963621,0.6723251,7956
1.36,-24.28185,0,0,0.04751602,-0.1776394,0.1061156,-6.394369,-0.7933693,-0.7398187,0.4510251,7960
1.38,-24.35835,0,0,0.04645451,-0.1817377,0.1213828,-6.825278,-0.7933693,-0.7518542,0.4113706,7944
1.4,-17.28238,0,0,0.04183954,-0.1897864,0.02977964,-7.099516,-0.7258892,-0.7004886,0.6362846,7956
1.42,-16.51292,0,0,0.0335665,-0.1967574,0.1213828,-6.539773,-0.7258892,-0.6864012,0.667853,7948
1.44,-23.40515,0,0,0.04094861,-0.1889012,0.1213828,-6.112906,-0.7933693,-0.7354442,0.4957679,7956
1.46,-18.2379,0,0,0.04667809,-0.1778812,0.06031401,-6.538763,-0.7258892,-0.6940113,0.7224007,7952
1.48,-11.76631,0,0,0.03494428,-0.1802162,0.07558119,-6.264785,-0.6584091,-0.6304693,0.921996,7964
1.5,-24.55137,0,0,0.02502315,-0.1836774,0.1671843,-5.41111,-0.7933693,-0.724267,0.4289945,7960
1.52,-20.04614,0,0,0.03582708,-0.1718701,0.8389403,-6.159151,-0.7258892,-0.6943595,0.6357637,7940
1.54,-25.08917,0,0,0.033836,-0.1798505,-0.4129688,-6.206816,-0.7933693,-0.7419991,0.3742899,7948
1.56,-18.82701,0,0,0.04821225,-0.1764256,0.6251997,-6.78008,-0.7258892,-0.6978858,0.6431499,7940
1.58,-23.85977,0,0,0.03849006,-0.1879475,-0.07709067,-6.508561,-0.7933693,-0.7417468,0.3880311,7956
1.6,-17.94334,0,0,0.04530736,-0.1850398,0.2282531,-6.845489,-0.7258892,-0.6972047,0.6513562,7948
1.62,-17.37815,0,0,0.04440733,-0.185423,0.2587874,-6.469621,-0.7258892,-0.6847466,0.6893287,7944
1.64,-12.09111,0,0,0.04206617,-0.1776585,0.07558119,-6.149051,-0.6584091,-0.6270258,0.9342987,7940
1.66,-19.19124,0,0,0.03784119,-0.1711617,0.04504682,-5.397708,-0.7258892,-0.6675279,0.691967,7960
1.68,-20.91219,0,0,0.03232363,-0.1650859,0.1519171,-5.603,-0.7258892,-0.6811446,0.5981125,7944
1.7,-20.89418,0,0,0.03125936,-0.1678794,-0.107625,-5.913611,-0.7258892,-0.6862782,0.5399977,7948
1.72,-20.46292,0,0,0.0376178,-0.1703953,0.1366499,-6.135711,-0.7258892,-0.6869574,0.5408464,7952
1.74,-20.05995,0,0,0.03594454,-0.1755437,0.1213828,-6.23456,-0.7258892,-0.6873113,0.5232433,7956
1.76,-19.80869,0,0,0.04119188,-0.1759177,0.1061156,-6.272395,-0.7258892,-0.6862328,0.5487778,7956
1.78,-19.73339,0,0,0.04345635,-0.1752108,0.1213828,-6.278345,-0.7258892,-0.6854622,0.5608157,7960
1.8,-25.75139,0,0,0.04430953,-0.1774086,0.2282531,-6.283508,-0.7933693,-0.7398571,0.3230289,7956
1.82,-19.40264,0,0,0.03893591,-0.1826755,0.09084838,-6.874007,-0.7258892,-0.7006333,0.5123882,7948
1.84,-23.9369,0,0,0.01898173,-0.203437,-0.7183124,-6.573199,-0.7933693,-0.7463869,0.2436242,7948
1.86,-17.61933,0,0,0.03096874,-0.2003269,0.7778715,-6.850833,-0.7258892,-0.7001973,0.5733265,7940
1.88,-22.83015,0,0,0.02019931,-0.207686,-0.183961,-6.373241,-0.7933693,-0.7427083,0.3636945,7948
1.9,-17.1427,0,0,0.02577448,-0.2005976,0.09084838,-6.588674,-0.7258892,-0.6977257,0.6501422,7936
1.92,-16.74245,0,0,0.02247515,-0.1988563,0.1366499,-6.149722,-0.7258892,-0.6855225,0.6919459,7956
1.94,-23.54782,0,0,0.01898021,-0.1958106,0.01451245,-5.813644,-0.7933693,-0.7374657,0.457267,7940
1.96,-24.03266,0,0,0.0164777,-0.1955445,0.09084838,-6.272604,-0.7933693,-0.7524632,0.4119946,7956
1.98,-22.97774,0,0,0.01420693,-0.2041938,0.1519171,-6.621177,-0.7933693,-0.7565431,0.402908,7944
2,-15.8751,0,0,0.01649757,-0.2080085,0.04504682,-6.743436,-0.7258892,-0.7012392,0.6883632,7940
2.02,-15.53844,0,0,0.02324714,-0.2024995,0.1977187,-6.123158,-0.7258892,-0.6839374,0.7911166,7948
2.04,-10.89869,0,0,0.02950289,-0.1839369,0.3656577,-5.68901,-0.6584091,-0.6239744,1.073779,7948
2.06,-18.59639,0,0,0.02611785,-0.1714647,-0.07709067,-4.934003,-0.7258892,-0.6648942,0.8089722,7952
2.08,-26.91135,0,0,0.04895116,-0.1506382,0.6862684,-5.285164,-0.7933693,-0.7302043,0.557307,7960
2.1,-20.97416,0,0,0.03646462,-0.1581989,-0.4740371,-6.32817,-0.7258892,-0.6982912,0.5995107,7956
2.12,-25.27735,0,0,0.03435361,-0.1776041,-0.6419765,-6.42017,-0.7933693,-0.7446868,0.3308804,7956
2.14,-18.62554,0,0,0.0420319,-0.1825745,0.8236728,-6.92512,-0.7258892,-0.7002464,0.5856416,7952
2.16,-11.31001,0,0,0.01234451,-0.2012852,-0.8099151,-6.497258,-0.6584091,-0.6366283,0.7553006,7924
2.18,-23.87114,0,0,0.02815536,-0.1936611,0.7473372,-5.520977,-0.7933693,-0.7245163,0.4336347,7952
2.2,-19.4731,0,0,0.02054326,-0.1855431,0.8236728,-6.117085,-0.7258892,-0.6957343,0.5847191,7932
2.22,-24.63436,0,0,0.02806346,-0.1872868,-0.4282355,-6.09936,-0.7933693,-0.7417896,0.3880699,7956
2.24,-24.5438,0,0,0.04122713,-0.1840063,0.8389403,-6.646029,-0.7933693,-0.7523068,0.4160129,7960
2.26,-17.37942,0,0,0.03585225,-0.1912585,-0.2297625,-6.981105,-0.7258892,-0.7010067,0.6327052,7940
2.28,-16.68258,0,0,0.04696464,-0.1880194,0.3503905,-6.507415,-0.7258892,-0.6841861,0.7415534,7944
2.3,-17.59257,0,0,0.03556006,-0.1851518,0.1213828,-6.090522,-0.7258892,-0.68145,0.7088386,7940
2.32,-18.54745,0,0,0.03555122,-0.1781742,0.1061156,-5.905934,-0.7258892,-0.6813603,0.700131,7952
2.34,-19.27834,0,0,0.04177085,-0.1698326,0.2282531,-5.89973,-0.7258892,-0.6814698,0.6978974,7956
2.36,-19.7436,0,0,0.04304241,-0.1663941,0.1061156,-5.976516,-0.7258892,-0.6826065,0.6616962,7944
2.38,-26.00592,0,0,0.04936652,-0.1661073,0.1366499,-6.100202,-0.7933693,-0.7376689,0.407385,7960
2.4,-19.7568,0,0,0.04605524,-0.1714109,0.07558119,-6.80138,-0.7258892,-0.6991102,0.569598,7952
2.42,-18.31283,0,0,0.02943984,-0.1893316,-0.8709843,-6.587784,-0.7258892,-0.6903612,0.5282655,7968
2.44,-18.35376,0,0,0.04553592,-0.1829756,0.9000088,-6.337409,-0.7258892,-0.6840132,0.639706,7948
2.46,-18.8637,0,0,0.03895992,-0.1801977,-0.3366328,-6.158617,-0.7258892,-0.6834299,0.6196363,7944
2.48,-25.40925,0,0,0.05187645,-0.172394,0.1366499,-6.134398,-0.7933693,-0.7364799,0.427038,7948
2.5,-19.47348,0,0,0.04597314,-0.1740021,0.09084838,-6.761112,-0.7258892,-0.6980182,0.5867853,7948
2.52,-24.25682,0,0,0.03191575,-0.1909982,-0.550373,-6.544281,-0.7933693,-0.7439159,0.3141553,7952
2.54,-17.98865,0,0,0.03491328,-0.1930085,0.4572606,-6.879602,-0.7258892,-0.6998441,0.5770743,7936
2.56,-17.15866,0,0,0.03289029,-0.1956024,0.1061156,-6.461931,-0.7258892,-0.686927,0.6339451,7948
2.58,-17.80068,0,0,0.03677164,-0.1872298,0.1061156,-6.109259,-0.7258892,-0.6822847,0.6861687,7940
2.6,-18.62992,0,0,0.03333508,-0.1807609,0.3351234,-5.932717,-0.7258892,-0.6821893,0.6697654,7952
2.62,-13.15209,0,0,0.0261069,-0.1772002,0.04504682,-5.875161,-0.6584091,-0.6294107,0.862075,7944
2.64,-13.69215,0,0,0.02463832,-0.171921,0.1213828,-5.279782,-0.6584091,-0.6159089,0.8679169,7956
2.66,-27.40199,0,0,0.03197161,-0.1627931,0.8694746,-4.972829,-0.7933693,-0.7219957,0.3820255,7952
2.68,-22.43077,0,0,0.05922732,-0.1462121,0.7931387,-6.2297,-0.7258892,-0.6942912,0.6040289,7952
2.7,-26.55734,0,0,0.02701741,-0.1769012,-1.222129,-6.486896,-0.7933693,-0.7476622,0.1821141,7964
2.72,-19.31618,0,0,0.04320712,-0.1840035,0.9458106,-7.103548,-0.7258892,-0.7030806,0.4894187,7948
2.74,-23.66826,0,0,0.02281203,-0.2054566,-0.9015187,-6.727814,-0.7933693,-0.7467468,0.2360275,7952
2.76,-17.4553,0,0,0.03940614,-0.1987135,0.7626044,-6.949612,-0.7258892,-0.6990935,0.5958012,7944
2.78,-22.85175,0,0,0.0294138,-0.2034019,-0.1228922,-6.44891,-0.7933693,-0.7413181,0.3879283,7948
2.8,-17.29812,0,0,0.03416041,-0.1955115,0.02977964,-6.666451,-0.7258892,-0.6966939,0.6638234,7936
2.82,-22.95366,0,0,0.02949898,-0.1972775,0.1061156,-6.245172,-0.7933693,-0.7396939,0.4518538,7948
2.84,-11.43615,0,0,0.02923589,-0.1896325,-0.01602192,-6.522976,-0.6584091,-0.6419321,0.9224241,7936
2.86,-23.375,0,0,0.02869913,-0.1889183,0.1519171,-5.556013,-0.7933693,-0.7248476,0.5020335,7960
2.88,-31.12553,0,0,0.03188205,-0.1831381,0.7778715,-6.135485,-0.8608494,-0.8026979,0.2034645,7948
2.9,-23.93686,0,0,0.03927575,-0.1884269,-0.3519,-7.322782,-0.7933693,-0.7686203,0.408978,7948
2.92,-15.41437,0,0,0.03467966,-0.203585,-0.9167854,-7.365212,-0.7258892,-0.7038436,0.679591,7956
2.94,-14.70395,0,0,0.008110633,-0.2188159,0.02977964,-6.450685,-0.7258892,-0.6879626,0.6698612,7952
2.96,-16.04649,0,0,0.02989667,-0.1976678,0.4877952,-5.824152,-0.7258892,-0.6788398,0.8319049,7944
2.98,-17.69829,0,0,0.0253996,-0.1829669,0.3351234,-5.537823,-0.7258892,-0.6785967,0.7990024,7952
3,-18.68315,0,0,0.005434054,-0.1851178,-0.3366328,-5.464209,-0.7258892,-0.6835155,0.6686362,7948
3.02,-19.10472,0,0,0.0158896,-0.1798157,0.3809245,-5.543513,-0.7258892,-0.6840444,0.6806189,7952
3.04,-19.30865,0,0,0.01582843,-0.1794287,-0.09235785,-5.6411,-0.7258892,-0.6851214,0.6434461,7964
3.06,-13.30207,0,0,0.01106148,-0.1808061,0.06031401,-5.707665,-0.6584091,-0.6320023,0.8362743,7964
3.08,-25.58588,0,0,0.01716495,-0.1806577,0.1977187,-5.173158,-0.7933693,-0.7262725,0.3941813,7960
3.1,-20.53937,0,0,0.02294647,-0.1748966,0.4267263,-6.070521,-0.7258892,-0.6973881,0.569227,7944
3.12,-25.04151,0,0,0.01077405,-0.1928675,-0.06182348,-6.13218,-0.7933693,-0.7462544,0.2756386,7952
3.14,-12.30592,0,0,0.0189586,-0.1936623,0.2587874,-6.632648,-0.6584091,-0.647538,0.7911097,7940
3.16,-23.46989,0,0,0.0183364,-0.1988636,0.1213828,-5.68722,-0.7933693,-0.7289382,0.3988801,7952
3.18,-24.87885,0,0,0.02813059,-0.1884931,0.5488637,-6.212458,-0.7933693,-0.7496269,0.4035681,7952
3.2,-11.89489,0,0,0.02705267,-0.1883721,-0.1992282,-6.693488,-0.6584091,-0.6463292,0.865333,7944
3.22,-17.30763,0,0,0.0313989,-0.187124,0.4572606,-5.718163,-0.7258892,-0.6716387,0.7208583,7944
3.24,-19.20763,0,0,0.02712709,-0.1776094,0.304589,-5.604705,-0.7258892,-0.6799626,0.6737339,7940
3.26,-19.94098,0,0,0.04257573,-0.1649346,0.2282531,-5.768329,-0.7258892,-0.6813175,0.6960183,7952
3.28,-20.19429,0,0,0.0396203,-0.1648403,0.3198562,-5.948414,-0.7258892,-0.6837906,0.6282979,7964
3.3,-26.19437,0,0,0.04543396,-0.1676334,0.04504682,-6.116833,-0.7933693,-0.7390963,0.3722367,7944
3.32,-19.80787,0,0,0.04882509,-0.1709133,0.2282531,-6.838809,-0.7258892,-0.6992582,0.5697758,7964
3.34,-18.40002,0,0,0.03811328,-0.1849683,-0.8251827,-6.642391,-0.7258892,-0.689323,0.5535334,7956
3.36,-18.43176,0,0,0.04221585,-0.1840819,0.9152762,-6.375098,-0.7258892,-0.6847597,0.6076179,7956
3.38,-24.78135,0,0,0.0284213,-0.1901095,-0.1992282,-6.168058,-0.7933693,-0.740082,0.3239111,7944
3.4,-18.83154,0,0,0.04273911,-0.1827819,0.1366499,-6.704185,-0.7258892,-0.6978772,0.6099967,7948
3.42,-23.95936,0,0,0.04085541,-0.1879814,0.1519171,-6.462754,-0.7933693,-0.7411222,0.3963147,7952
3.44,-17.99875,0,0,0.03549938,-0.1898903,-0.07709067,-6.797684,-0.7258892,-0.698571,0.6056808,7940
3.46,-23.30252,0,0,0.03731417,-0.193481,0.1061156,-6.427918,-0.7933693,-0.7405711,0.4246333,7956
3.48,-17.55524,0,0,0.02827242,-0.1948991,-0.0007547362,-6.685391,-0.7258892,-0.6982194,0.6233355,7948
3.5,-17.04944,0,0,0.03600858,-0.1910177,0.02977964,-6.296136,-0.7258892,-0.6847665,0.7090673,7952
3.52,-17.85261,0,0,0.03271249,-0.1848353,0.3198562,-5.977722,-0.7258892,-0.6817931,0.7082053,7952
3.54,-12.69631,0,0,0.03300653,-0.1749458,-0.03128911,-5.843868,-0.6584091,-0.6270794,0.9364938,7948
3.56,-19.58705,0,0,0.02966687,-0.1701953,0.1824515,-5.233568,-0.7258892,-0.6686565,0.6794423,7964
3.58,-21.09157,0,0,0.02870673,-0.1643629,0.5641309,-5.523801,-0.7258892,-0.6818687,0.5976642,7952
3.6,-21.05288,0,0,0.04146462,-0.1607509,0.6099325,-5.907666,-0.7258892,-0.6848522,0.5924054,7956
3.62,-20.6022,0,0,0.03348001,-0.1699137,-0.1534266,-6.138915,-0.7258892,-0.6876582,0.5162825,7952
3.64,-14.10539,0,0,0.03780821,-0.1715706,0.2740546,-6.250041,-0.6584091,-0.6327057,0.7671624,7948
3.66,-26.05701,0,0,0.02905063,-0.1800963,0.2129859,-5.653862,-0.7933693,-0.7282068,0.2798514,7960
3.68,-32.64608,0,0,0.02081018,-0.1900847,0.06031401,-6.446252,-0.8608494,-0.810113,-0.0526253,7952
3.7,-18.21168,0,0,0.01164772,-0.2102345,-0.7335792,-7.599223,-0.7258892,-0.722792,0.3809177,7956
3.72,-21.04135,0,0,-0.006516424,-0.2387059,-0.9167854,-6.853795,-0.7933693,-0.7524556,0.2261409,7948
3.74,-14.72686,0,0,-0.02912692,-0.2494832,0.02977964,-6.562593,-0.7258892,-0.7052622,0.490605,7940
3.76,-20.50852,0,0,-0.008815324,-0.2358371,-0.1992282,-5.787353,-0.7933693,-0.7410311,0.4879186,7956
3.78,-15.68865,0,0,-0.001592293,-0.2151982,1.617566,-5.87443,-0.7258892,-0.6948819,0.7867168,7948
3.8,-9.689653,0,0,-0.03202455,-0.2189646,-1.359534,-5.360934,-0.6584091,-0.6330164,0.9342888,7948
3.82,-23.04563,0,0,-0.003801002,-0.1982415,1.11375,-4.501307,-0.7933693,-0.7213657,0.6214285,7944
3.84,-19.0144,0,0,-0.01609136,-0.1901409,0.6099325,-5.247796,-0.7258892,-0.6952187,0.6952744,7940
3.86,-12.27259,0,0,0.002254842,-0.1828188,-0.4282355,-5.385637,-0.6584091,-0.631844,0.984448,7948
3.88,-18.83979,0,0,0.01187011,-0.1750626,1.098482,-4.831276,-0.7258892,-0.6690224,0.7732681,7956
3.9,-20.42152,0,0,0.006989441,-0.1709473,-0.3060985,-5.116357,-0.7258892,-0.6820616,0.6575308,7948
3.92,-26.46912,0,0,0.01824831,-0.1717921,0.3351234,-5.506078,-0.7933693,-0.7401356,0.3926293,7964
3.94,-13.79607,0,0,0.01940485,-0.1762088,0.09084838,-6.368795,-0.6584091,-0.6470717,0.8007962,7956
3.96,-18.3346,0,0,0.0007517322,-0.1958549,-0.8404495,-5.613564,-0.7258892,-0.6785233,0.5347501,7972
3.98,-31.51632,0,0,0.03092674,-0.1839816,1.495429,-5.658947,-0.8608494,-0.7910423,0.1800027,7952
4,-25.19669,0,0,0.02183681,-0.1915058,-0.6419765,-6.996235,-0.7933693,-0.7692541,0.2915135,7936
4.02,-22.24566,0,0,0.01757343,-0.2132106,-0.519839,-7.232792,-0.7933693,-0.7622806,0.3233531,7952
4.04,-14.48168,0,0,-0.02454459,-0.2436579,-1.023656,-6.959288,-0.7258892,-0.7088214,0.4810449,7944
4.06,-19.9528,0,0,-0.001674022,-0.235634,0.9000088,-6.049056,-0.7933693,-0.7414162,0.5027419,7944
4.08,-21.26234,0,0,0.005193327,-0.2179692,1.541231,-6.017803,-0.7933693,-0.7486184,0.5701743,7936
4.1,-15.30741,0,0,-0.008465856,-0.2160193,-1.267931,-6.091509,-0.7258892,-0.6985984,0.761724,7940
4.12,-15.42315,0,0,0.01183018,-0.2008207,0.9305434,-5.595178,-0.7258892,-0.6817805,0.8945143,7960
4.14,-16.69981,0,0,-0.01446454,-0.2018519,-0.183961,-5.20851,-0.7258892,-0.6826075,0.7644105,7948
4.16,-23.70351,0,0,-0.008769807,-0.1969553,0.01451245,-5.101992,-0.7933693,-0.7375872,0.5221485,7944
4.18,-17.96809,0,0,-0.01627912,-0.199699,0.3656577,-5.714795,-0.7258892,-0.7000574,0.6624179,7952
4.2,-23.00371,0,0,-0.009787016,-0.2056652,0.01451245,-5.566038,-0.7933693,-0.7433185,0.4648051,7952
4.22,-17.09942,0,0,0.0006937282,-0.2005066,0.2587874,-5.997473,-0.7258892,-0.6985632,0.7244272,7964
4.24,-16.46487,0,0,-0.007585675,-0.2056665,0.07558119,-5.666174,-0.7258892,-0.6875845,0.7140679,7956
4.26,-17.15368,0,0,0.003245025,-0.1960377,0.1519171,-5.409531,-0.7258892,-0.6828552,0.7697122,7968
4.28,-24.03355,0,0,0.003023225,-0.1918242,0.06031401,-5.317532,-0.7933693,-0.7374195,0.5018373,7960
4.3,-24.34114,0,0,0.005975466,-0.1920592,0.04504682,-5.96261,-0.7933693,-0.7529383,0.4465157,7952
4.32,-23.07099,0,0,0.001860372,-0.2048129,0.06031401,-6.412121,-0.7933693,-0.757735,0.408049,7952
4.34,-15.72564,0,0,-0.001323048,-0.214767,0.09084838,-6.563136,-0.7258892,-0.7033237,0.6637808,7936
4.36,-21.12282,0,0,-0.003037297,-0.2195734,0.1977187,-5.917686,-0.7933693,-0.7417336,0.4979979,7960
4.38,-15.99734,0,0,0.009762012,-0.2050117,0.1824515,-6.061366,-0.7258892,-0.6949818,0.8009201,7944
4.4,-9.540018,0,0,-0.06115305,-0.2344421,-0.2908313,-5.439438,-0.6584091,-0.6386173,0.7739683,7956
4.42,170.1614,0,0,-0.06640098,-0.1471378,-1.496938,-4.160263,1.365991,1.01929,8.093006,7944
4.44,241.7462,0,0,0.01984367,0.1226491,0.07558119,14.69204,2.31071,2.243454,12.6977,7840
