Tiempo,ControlPWM,ReferenciaPosicion,ReferenciaTheta,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado,TiempoTranscurrido
0,-64.53762,0,0,-0.00961663,-0.03668474,0.1824515,-0.0395727,-0.7258892,-0.5898786,-2.63464,0
0.02,-66.84718,0,0,-0.01761669,-0.104511,0.1671843,-6.567566,-0.7933693,-0.8037789,-3.19728,7820
0.04,-49.30154,0,0,-0.02325081,-0.237016,0.2587874,-11.10775,-0.7933693,-0.8490139,-2.993795,7968
0.06,-32.10449,0,0,-0.1104078,-0.3941154,-7.893886,-12.05962,-0.7933693,-0.8503284,-2.684352,7956
0.08,-12.39997,0,0,-0.3675258,-0.5957649,-9.435872,-10.16362,-0.7258892,-0.8054184,-2.558519,7944
0.1,-9.077091,0,0,-0.4696041,-0.6871907,-3.573275,-6.543062,-0.7933693,-0.8289515,-1.981235,7940
0.12,-6.30681,0,0,-0.4230167,-0.6340216,3.403826,-3.881349,-0.7933693,-0.8021746,-0.7028608,7956
0.14,-6.96492,0,0,-0.3581405,-0.5300963,3.877109,-2.0215,-0.7933693,-0.7735505,0.2972584,7964
0.16,-10.22568,0,0,-0.2340734,-0.3895265,6.564133,-1.230023,-0.7933693,-0.7462348,1.173365,7960
0.18,-14.35797,0,0,-0.1635284,-0.2842413,3.922911,-1.280882,-0.7933693,-0.7359782,1.465922,7948
0.2,-17.86686,0,0,-0.09391218,-0.2081176,2.884742,-1.967508,-0.7933693,-0.7327688,1.556747,7960
0.22,-20.34875,0,0,-0.04161913,-0.1631536,2.793139,-2.956524,-0.7933693,-0.7340393,1.477689,7952
0.24,-21.08562,0,0,-0.09184189,-0.1917456,-1.680145,-3.745541,-0.7933693,-0.7501337,0.960465,7952
0.26,-20.63458,0,0,-0.06283212,-0.2005053,0.4572606,-4.417916,-0.7933693,-0.7522072,0.9155172,7952
0.28,-20.08803,0,0,-0.06538589,-0.2160905,0.2740546,-4.810979,-0.7933693,-0.7544237,0.7899857,7960
0.3,-13.54493,0,0,-0.0695452,-0.2277106,-0.09235785,-4.994641,-0.7258892,-0.7011405,0.9543004,7960
0.32,-19.57591,0,0,-0.05701861,-0.2266362,0.4267263,-4.491967,-0.7933693,-0.7392093,0.7722249,7956
0.34,-14.76654,0,0,-0.05751093,-0.2201385,0.1519171,-4.760624,-0.7258892,-0.696082,0.9428814,7944
0.36,-20.89895,0,0,-0.05696155,-0.2211671,0.1977187,-4.463383,-0.7933693,-0.7401153,0.6834784,7948
0.38,-21.5985,0,0,-0.0618894,-0.2241743,0.1366499,-4.872212,-0.7933693,-0.7539067,0.5927058,7960
0.4,-14.89742,0,0,-0.0579632,-0.227256,0.2740546,-5.219323,-0.7258892,-0.7025247,0.8207924,7964
0.42,-20.46729,0,0,-0.05300837,-0.2293562,0.1366499,-4.791339,-0.7933693,-0.7421433,0.6281636,7952
0.44,-21.18405,0,0,-0.05575453,-0.2289973,0.1366499,-5.061535,-0.7933693,-0.7536685,0.58078,7940
0.46,-20.66135,0,0,-0.05514336,-0.2332747,0.2587874,-5.316013,-0.7933693,-0.7567595,0.5706089,7952
0.48,-20.06727,0,0,-0.04737177,-0.2342195,0.09084838,-5.452739,-0.7933693,-0.7558813,0.6119121,7960
0.5,-19.72325,0,0,-0.04337408,-0.2340403,0.09084838,-5.494436,-0.7933693,-0.754614,0.6407824,7968
0.52,-19.52949,0,0,-0.0482363,-0.2370462,0.1061156,-5.473802,-0.7933693,-0.7547394,0.6310731,7968
0.54,-19.34592,0,0,-0.05550282,-0.2417655,0.1061156,-5.418916,-0.7933693,-0.7554058,0.6166335,7956
0.56,-19.1799,0,0,-0.05847404,-0.2442147,0.07558119,-5.353548,-0.7933693,-0.7553603,0.6270506,7960
0.58,-19.06865,0,0,-0.0614327,-0.2456027,-0.0007547362,-5.283834,-0.7933693,-0.7552132,0.6374543,7960
0.6,-13.01522,0,0,-0.06139818,-0.2419686,0.04504682,-5.219356,-0.7258892,-0.7000048,0.8993844,7964
0.62,-19.33607,0,0,-0.06407491,-0.2396082,0.07558119,-4.563674,-0.7933693,-0.7400309,0.6895025,7948
0.64,-14.60867,0,0,-0.06088168,-0.2282241,0.07558119,-4.770196,-0.7258892,-0.6965355,0.9065647,7964
0.66,-20.81131,0,0,-0.05821553,-0.2251461,0.1671843,-4.447392,-0.7933693,-0.7400832,0.6722295,7968
0.68,-21.65173,0,0,-0.05310296,-0.2205532,0.07558119,-4.875782,-0.7933693,-0.7523773,0.6287981,7948
0.7,-21.04594,0,0,-0.05759136,-0.2286607,0.1824515,-5.235722,-0.7933693,-0.7571107,0.5701575,7960
0.72,-20.20012,0,0,-0.05799762,-0.2373168,0.04504682,-5.410163,-0.7933693,-0.7578869,0.5675211,7956
0.74,-13.59677,0,0,-0.05279998,-0.2369972,0.1671843,-5.445798,-0.7258892,-0.7015922,0.8520267,7956
0.76,-19.63329,0,0,-0.05405138,-0.2363106,0.1824515,-4.80388,-0.7933693,-0.7406683,0.6559021,7960
0.78,-20.77738,0,0,-0.05346283,-0.2299352,0.1519171,-4.989013,-0.7933693,-0.7517052,0.6299732,7952
