Tiempo,ControlPWM,ThetaSimulado,ThetaObservado,OmegaSimulado,OmegaObservado,PosicionSimulado,PosicionObservado,VelocidadSimulado,VelocidadObservado
3.4351,0.54241149699118,0.0276594561439035,0.0276594561439035,-0.150494046422496,-0.150494046422496,0.137603077048516,0.137603077048516,-0.717437760692014,-0.717437760692014
3.4352,0.542116620019579,0.0276444108365592,0.0276444108365592,-0.150412107900075,-0.150412107900075,0.137531351672301,0.137531351672301,-0.717069794325468,-0.717069794325468
3.4353,0.54182190312798,0.0276293737208366,0.0276293737208366,-0.150330213985053,-0.150330213985053,0.137459663083511,0.137459663083511,-0.71670201217042,-0.71670201217042
3.4354,0.54152734622982,0.0276143447922761,0.0276143447922761,-0.150248364653441,-0.150248364653441,0.137388011263729,0.137388011263729,-0.716334414138088,-0.716334414138088
3.4355,0.54123294923858,0.0275993240464206,0.0275993240464206,-0.150166559881263,-0.150166559881263,0.137316396194549,0.137316396194549,-0.715967000139728,-0.715967000139728
3.4356,0.540938712067788,0.0275843114788153,0.0275843114788153,-0.150084799644552,-0.150084799644552,0.13724481785757,0.13724481785757,-0.715599770086636,-0.715599770086636
3.4357,0.540644634631025,0.027569307085008,0.027569307085008,-0.150003083919355,-0.150003083919355,0.137173276234403,0.137173276234403,-0.71523272389015,-0.71523272389015
3.4358,0.54035071684191,0.0275543108605485,0.0275543108605485,-0.149921412681733,-0.149921412681733,0.137101771306666,0.137101771306666,-0.714865861461647,-0.714865861461647
3.4359,0.540056958614114,0.0275393228009895,0.0275393228009895,-0.149839785907756,-0.149839785907756,0.137030303055988,0.137030303055988,-0.714499182712543,-0.714499182712543
3.436,0.539763359861356,0.0275243429018857,0.0275243429018857,-0.149758203573509,-0.149758203573509,0.136958871464004,0.136958871464004,-0.714132687554298,-0.714132687554298
3.4361,0.539469920497391,0.0275093711587943,0.0275093711587943,-0.149676665655086,-0.149676665655086,0.13688747651236,0.13688747651236,-0.713766375898407,-0.713766375898407
3.4362,0.539176640436036,0.0274944075672749,0.0274944075672749,-0.149595172128595,-0.149595172128595,0.136816118182711,0.136816118182711,-0.713400247656409,-0.713400247656409
3.4363,0.538883519591142,0.0274794521228896,0.0274794521228896,-0.149513722970157,-0.149513722970157,0.136744796456718,0.136744796456718,-0.713034302739882,-0.713034302739882
3.4364,0.538590557876619,0.0274645048212028,0.0274645048212028,-0.149432318155904,-0.149432318155904,0.136673511316055,0.136673511316055,-0.712668541060444,-0.712668541060444
3.4365,0.538297755206408,0.0274495656577811,0.0274495656577811,-0.149350957661979,-0.149350957661979,0.136602262742401,0.136602262742401,-0.712302962529753,-0.712302962529753
3.4366,0.538005111494506,0.0274346346281938,0.0274346346281938,-0.149269641464539,-0.149269641464539,0.136531050717447,0.136531050717447,-0.711937567059508,-0.711937567059508
3.4367,0.537712626654958,0.0274197117280124,0.0274197117280124,-0.149188369539753,-0.149188369539753,0.13645987522289,0.13645987522289,-0.711572354561445,-0.711572354561445
3.4368,0.537420300601854,0.0274047969528109,0.0274047969528109,-0.149107141863801,-0.149107141863801,0.136388736240438,0.136388736240438,-0.711207324947345,-0.711207324947345
3.4369,0.537128133249324,0.0273898902981655,0.0273898902981655,-0.149025958412875,-0.149025958412875,0.136317633751808,0.136317633751808,-0.710842478129024,-0.710842478129024
3.437,0.536836124511549,0.0273749917596549,0.0273749917596549,-0.14894481916318,-0.14894481916318,0.136246567738722,0.136246567738722,-0.710477814018342,-0.710477814018342
3.4371,0.536544274302763,0.0273601013328603,0.0273601013328603,-0.148863724090934,-0.148863724090934,0.136175538182917,0.136175538182917,-0.710113332527197,-0.710113332527197
3.4372,0.536252582537228,0.027345219013365,0.027345219013365,-0.148782673172364,-0.148782673172364,0.136104545066133,0.136104545066133,-0.709749033567526,-0.709749033567526
3.4373,0.535961049129277,0.0273303447967548,0.0273303447967548,-0.148701666383712,-0.148701666383712,0.136033588370122,0.136033588370122,-0.709384917051309,-0.709384917051309
3.4374,0.535669673993274,0.027315478678618,0.027315478678618,-0.148620703701231,-0.148620703701231,0.135962668076644,0.135962668076644,-0.709020982890564,-0.709020982890564
3.4375,0.535378457043629,0.0273006206545452,0.0273006206545452,-0.148539785101186,-0.148539785101186,0.135891784167468,0.135891784167468,-0.708657230997348,-0.708657230997348
3.4376,0.535087398194799,0.0272857707201292,0.0272857707201292,-0.148458910559853,-0.148458910559853,0.135820936624372,0.135820936624372,-0.70829366128376,-0.70829366128376
3.4377,0.534796497361292,0.0272709288709654,0.0272709288709654,-0.148378080053523,-0.148378080053523,0.135750125429141,0.135750125429141,-0.707930273661937,-0.707930273661937
3.4378,0.534505754457657,0.0272560951026514,0.0272560951026514,-0.148297293558497,-0.148297293558497,0.135679350563572,0.135679350563572,-0.707567068044058,-0.707567068044058
3.4379,0.534215169398495,0.0272412694107874,0.0272412694107874,-0.148216551051087,-0.148216551051087,0.135608612009469,0.135608612009469,-0.70720404434234,-0.70720404434234
3.438,0.533924742098451,0.0272264517909757,0.0272264517909757,-0.148135852507619,-0.148135852507619,0.135537909748643,0.135537909748643,-0.70684120246904,-0.70684120246904
3.4381,0.533634472472208,0.0272116422388212,0.0272116422388212,-0.14805519790443,-0.14805519790443,0.135467243762917,0.135467243762917,-0.706478542336456,-0.706478542336456
3.4382,0.533344360434505,0.027196840749931,0.027196840749931,-0.14797458721787,-0.14797458721787,0.135396614034121,0.135396614034121,-0.706116063856925,-0.706116063856925
3.4383,0.533054405900126,0.0271820473199145,0.0271820473199145,-0.1478940204243,-0.1478940204243,0.135326020544093,0.135326020544093,-0.705753766942824,-0.705753766942824
3.4384,0.532764608783895,0.0271672619443838,0.0271672619443838,-0.147813497500093,-0.147813497500093,0.135255463274683,0.135255463274683,-0.70539165150657,-0.70539165150657
3.4385,0.532474969000692,0.027152484618953,0.027152484618953,-0.147733018421636,-0.147733018421636,0.135184942207746,0.135184942207746,-0.705029717460619,-0.705029717460619
3.4386,0.53218548646543,0.0271377153392387,0.0271377153392387,-0.147652583165324,-0.147652583165324,0.135114457325147,0.135114457325147,-0.704667964717467,-0.704667964717467
3.4387,0.531896161093078,0.02712295410086,0.02712295410086,-0.147572191707569,-0.147572191707569,0.135044008608762,0.135044008608762,-0.704306393189651,-0.704306393189651
3.4388,0.531606992798649,0.027108200899438,0.027108200899438,-0.14749184402479,-0.14749184402479,0.134973596040472,0.134973596040472,-0.703945002789746,-0.703945002789746
3.4389,0.531317981497196,0.0270934557305966,0.0270934557305966,-0.147411540093423,-0.147411540093423,0.134903219602169,0.134903219602169,-0.703583793430367,-0.703583793430367
3.439,0.531029127103826,0.0270787185899618,0.0270787185899618,-0.147331279889911,-0.147331279889911,0.134832879275754,0.134832879275754,-0.70322276502417,-0.70322276502417
3.4391,0.530740429533688,0.0270639894731618,0.0270639894731618,-0.147251063390712,-0.147251063390712,0.134762575043135,0.134762575043135,-0.702861917483848,-0.702861917483848
3.4392,0.530451888701979,0.0270492683758276,0.0270492683758276,-0.147170890572296,-0.147170890572296,0.134692306886231,0.134692306886231,-0.702501250722137,-0.702501250722137
3.4393,0.530163504523935,0.0270345552935921,0.0270345552935921,-0.147090761411144,-0.147090761411144,0.134622074786968,0.134622074786968,-0.702140764651811,-0.702140764651811
3.4394,0.529875276914845,0.0270198502220909,0.0270198502220909,-0.14701067588375,-0.14701067588375,0.134551878727281,0.134551878727281,-0.701780459185682,-0.701780459185682
3.4395,0.52958720579004,0.0270051531569617,0.0270051531569617,-0.146930633966618,-0.146930633966618,0.134481718689113,0.134481718689113,-0.701420334236605,-0.701420334236605
3.4396,0.529299291064905,0.0269904640938447,0.0269904640938447,-0.146850635636265,-0.146850635636265,0.134411594654419,0.134411594654419,-0.701060389717472,-0.701060389717472
3.4397,0.529011532654852,0.0269757830283823,0.0269757830283823,-0.146770680869222,-0.146770680869222,0.134341506605159,0.134341506605159,-0.700700625541215,-0.700700625541215
3.4398,0.52872393047536,0.0269611099562195,0.0269611099562195,-0.146690769642028,-0.146690769642028,0.134271454523302,0.134271454523302,-0.700341041620806,-0.700341041620806
3.4399,0.528436484441938,0.0269464448730034,0.0269464448730034,-0.146610901931238,-0.146610901931238,0.134201438390829,0.134201438390829,-0.699981637869257,-0.699981637869257
3.44,0.528149194470153,0.0269317877743835,0.0269317877743835,-0.146531077713415,-0.146531077713415,0.134131458189726,0.134131458189726,-0.699622414199619,-0.699622414199619
3.4401,0.527862060475604,0.0269171386560117,0.0269171386560117,-0.146451296965137,-0.146451296965137,0.134061513901989,0.134061513901989,-0.699263370524982,-0.699263370524982
3.4402,0.52757508237395,0.0269024975135423,0.0269024975135423,-0.146371559662993,-0.146371559662993,0.133991605509624,0.133991605509624,-0.698904506758475,-0.698904506758475
3.4403,0.527288260080882,0.0268878643426317,0.0268878643426317,-0.146291865783582,-0.146291865783582,0.133921732994643,0.133921732994643,-0.698545822813269,-0.698545822813269
3.4404,0.527001593512146,0.0268732391389389,0.0268732391389389,-0.146212215303519,-0.146212215303519,0.13385189633907,0.13385189633907,-0.698187318602572,-0.698187318602572
3.4405,0.526715082583529,0.0268586218981251,0.0268586218981251,-0.146132608199428,-0.146132608199428,0.133782095524934,0.133782095524934,-0.697828994039632,-0.697828994039632
3.4406,0.526428727210867,0.0268440126158539,0.0268440126158539,-0.146053044447944,-0.146053044447944,0.133712330534277,0.133712330534277,-0.697470849037737,-0.697470849037737
3.4407,0.526142527310036,0.0268294112877912,0.0268294112877912,-0.145973524025716,-0.145973524025716,0.133642601349144,0.133642601349144,-0.697112883510214,-0.697112883510214
3.4408,0.525856482796959,0.0268148179096053,0.0268148179096053,-0.145894046909405,-0.145894046909405,0.133572907951595,0.133572907951595,-0.696755097370431,-0.696755097370431
3.4409,0.525570593587616,0.0268002324769666,0.0268002324769666,-0.145814613075682,-0.145814613075682,0.133503250323694,0.133503250323694,-0.696397490531791,-0.696397490531791
3.441,0.525284859598013,0.0267856549855482,0.0267856549855482,-0.145735222501232,-0.145735222501232,0.133433628447515,0.133433628447515,-0.696040062907741,-0.696040062907741
3.4411,0.524999280744213,0.0267710854310252,0.0267710854310252,-0.145655875162751,-0.145655875162751,0.133364042305141,0.133364042305141,-0.695682814411765,-0.695682814411765
3.4412,0.52471385694232,0.0267565238090752,0.0267565238090752,-0.145576571036945,-0.145576571036945,0.133294491878664,0.133294491878664,-0.695325744957388,-0.695325744957388
3.4413,0.524428588108488,0.0267419701153781,0.0267419701153781,-0.145497310100535,-0.145497310100535,0.133224977150184,0.133224977150184,-0.694968854458171,-0.694968854458171
3.4414,0.524143474158912,0.0267274243456162,0.0267274243456162,-0.145418092330253,-0.145418092330253,0.13315549810181,0.13315549810181,-0.694612142827718,-0.694612142827718
3.4415,0.523858515009833,0.026712886495474,0.026712886495474,-0.14533891770284,-0.14533891770284,0.13308605471566,0.13308605471566,-0.69425560997967,-0.69425560997967
3.4416,0.523573710577542,0.0266983565606383,0.0266983565606383,-0.145259786195054,-0.145259786195054,0.133016646973858,0.133016646973858,-0.693899255827709,-0.693899255827709
3.4417,0.523289060778367,0.0266838345367984,0.0266838345367984,-0.14518069778366,-0.14518069778366,0.13294727485854,0.13294727485854,-0.693543080285553,-0.693543080285553
3.4418,0.523004565528685,0.0266693204196458,0.0266693204196458,-0.145101652445438,-0.145101652445438,0.13287793835185,0.13287793835185,-0.693187083266964,-0.693187083266964
3.4419,0.522720224744919,0.0266548142048743,0.0266548142048743,-0.145022650157177,-0.145022650157177,0.132808637435939,0.132808637435939,-0.692831264685739,-0.692831264685739
3.442,0.522436038343537,0.0266403158881801,0.0266403158881801,-0.144943690895682,-0.144943690895682,0.132739372092968,0.132739372092968,-0.692475624455717,-0.692475624455717
3.4421,0.522152006241054,0.0266258254652617,0.0266258254652617,-0.144864774637765,-0.144864774637765,0.132670142305106,0.132670142305106,-0.692120162490773,-0.692120162490773
3.4422,0.521868128354024,0.0266113429318199,0.0266113429318199,-0.144785901360253,-0.144785901360253,0.13260094805453,0.13260094805453,-0.691764878704825,-0.691764878704825
3.4423,0.521584404599048,0.0265968682835578,0.0265968682835578,-0.144707071039985,-0.144707071039985,0.132531789323428,0.132531789323428,-0.691409773011828,-0.691409773011828
3.4424,0.521300834892779,0.0265824015161808,0.0265824015161808,-0.144628283653809,-0.144628283653809,0.132462666093995,0.132462666093995,-0.691054845325776,-0.691054845325776
3.4425,0.521017419151903,0.0265679426253967,0.0265679426253967,-0.144549539178588,-0.144549539178588,0.132393578348433,0.132393578348433,-0.690700095560702,-0.690700095560702
3.4426,0.520734157293163,0.0265534916069155,0.0265534916069155,-0.144470837591194,-0.144470837591194,0.132324526068955,0.132324526068955,-0.69034552363068,-0.69034552363068
3.4427,0.520451049233339,0.0265390484564496,0.0265390484564496,-0.144392178868513,-0.144392178868513,0.132255509237781,0.132255509237781,-0.689991129449821,-0.689991129449821
3.4428,0.520168094889256,0.0265246131697137,0.0265246131697137,-0.144313562987442,-0.144313562987442,0.132186527837143,0.132186527837143,-0.689636912932275,-0.689636912932275
3.4429,0.519885294177788,0.0265101857424248,0.0265101857424248,-0.14423498992489,-0.14423498992489,0.132117581849276,0.132117581849276,-0.689282873992233,-0.689282873992233
3.443,0.519602647015855,0.0264957661703022,0.0264957661703022,-0.144156459657777,-0.144156459657777,0.132048671256428,0.132048671256428,-0.688929012543923,-0.688929012543923
3.4431,0.519320153320413,0.0264813544490675,0.0264813544490675,-0.144077972163034,-0.144077972163034,0.131979796040853,0.131979796040853,-0.688575328501613,-0.688575328501613
3.4432,0.519037813008472,0.0264669505744446,0.0264669505744446,-0.143999527417608,-0.143999527417608,0.131910956184817,0.131910956184817,-0.68822182177961,-0.68822182177961
3.4433,0.518755625997084,0.0264525545421598,0.0264525545421598,-0.143921125398452,-0.143921125398452,0.13184215167059,0.13184215167059,-0.687868492292259,-0.687868492292259
3.4434,0.518473592203344,0.0264381663479415,0.0264381663479415,-0.143842766082535,-0.143842766082535,0.131773382480453,0.131773382480453,-0.687515339953946,-0.687515339953946
3.4435,0.518191711544393,0.0264237859875206,0.0264237859875206,-0.143764449446836,-0.143764449446836,0.131704648596697,0.131704648596697,-0.687162364679095,-0.687162364679095
3.4436,0.517909983937416,0.0264094134566302,0.0264094134566302,-0.143686175468345,-0.143686175468345,0.131635950001618,0.131635950001618,-0.686809566382167,-0.686809566382167
3.4437,0.517628409299645,0.0263950487510058,0.0263950487510058,-0.143607944124067,-0.143607944124067,0.131567286677524,0.131567286677524,-0.686456944977665,-0.686456944977665
3.4438,0.517346987548349,0.026380691866385,0.026380691866385,-0.143529755391015,-0.143529755391015,0.131498658606729,0.131498658606729,-0.686104500380128,-0.686104500380128
3.4439,0.517065718600854,0.026366342798508,0.026366342798508,-0.143451609246215,-0.143451609246215,0.131430065771557,0.131430065771557,-0.685752232504137,-0.685752232504137
