Tiempo,ControlPWM,ThetaMedido,ThetaEstimado,VelocidadMedida,VelocidadEstimada
9.24,0,-0.09750463,-0.0883555,-3.908398,1.403122
9.26,0,-0.1010678,-0.09542983,-3.938933,1.154215
9.28,0,-0.1003782,-0.08602282,-3.908398,1.830329
9.3,0,-0.102007,-0.09359659,-3.938933,1.377317
9.32,0,-0.09371772,-0.06638505,-3.923666,2.796889
9.34,0,-0.09004968,-0.07585633,-3.908398,1.744319
9.36,0,-0.09617491,-0.09713051,-3.908398,0.6045332
9.38,0,-0.09517498,-0.07963476,-3.969467,1.886237
9.4,0,-0.09604078,-0.08725627,-3.923666,1.364367
9.42,0,-0.09563507,-0.08312795,-3.9542,1.652396
9.44,0,-0.1027656,-0.1043586,-3.893131,0.6013396
9.46,0,-0.1140816,-0.1192062,-3.908398,0.4056733
9.48,0,-0.102075,-0.06374209,-3.908398,3.715405
9.5,0,-0.1033011,-0.09877504,-3.923666,1.082619
9.52,0,-0.1003836,-0.08156875,-3.847329,2.178719
9.54,0,-0.1005266,-0.09039393,-3.908398,1.501305
9.56,0,-0.1004748,-0.08823127,-3.893131,1.665971
9.58,0,-0.0997363,-0.08671178,-3.908398,1.721722
9.6,0,-0.08871546,-0.0578155,-3.9542,3.04011
9.62,0,-0.082811,-0.06610085,-3.862597,1.889705
9.64,0,-0.0816112,-0.07117735,-3.9542,1.391238
9.66,0,-0.07937681,-0.06601589,-3.847329,1.604201
9.68,0,-0.0839537,-0.08351199,-3.923666,0.6273563
9.7,0,-0.08496968,-0.07499392,-3.938933,1.379473
9.72,0,-0.08796979,-0.08326976,-3.908398,0.9884071
9.74,0,-0.08736637,-0.07482465,-3.816795,1.596757
9.76,0,-0.09189451,-0.09007059,-3.9542,0.7914336
9.78,0,-0.09693496,-0.09321503,-3.9542,0.9753312
9.8,0,-0.1011182,-0.09555286,-3.969467,1.148999
9.82,0,-0.107282,-0.1049922,-3.862597,0.9366517
9.84,0,-0.1075831,-0.09342039,-3.893131,1.866239
9.86,0,-0.096595,-0.06487022,-3.847329,3.160182
9.88,0,-0.08903264,-0.06845149,-3.847329,2.236009
9.9,0,-0.1068014,-0.1297305,-4.351147,-1.036868
9.92,0,-0.1034019,-0.07769568,-3.923666,2.738821
9.94,0,-0.09755626,-0.07781392,-4.015268,2.230812
9.96,0,-0.08582032,-0.05532735,-3.9542,2.987747
9.98,0,-0.07752486,-0.05692632,-3.862597,2.156093
10,0,-0.08154587,-0.08185292,-3.984734,0.5517306
10.02,200,-0.08479347,-0.07894599,-3.908398,44.73578
10.04,200,-0.1147763,0.7167346,-2.488551,109.4313
10.06,200,0.4587004,2.192154,35.78627,175.8164
10.08,200,1.741232,4.462133,64.16796,243.8698
10.1,200,3.16268,5.74784,65.69468,223.2076
10.12,200,4.208496,5.957243,50.00002,150.4892
10.14,200,5.278482,7.090933,48.4733,147.921
10.16,200,5.755852,6.35919,21.03818,50.10312
10.18,200,5.844858,5.93964,0.7328247,9.772408
10.2,200,5.907925,6.047428,2.809161,12.82915
10.22,200,5.974543,6.102556,0.6564888,11.46024
10.24,200,6.027936,6.125511,-0.2442749,8.70576
10.26,200,6.050539,6.092402,-1.068703,4.194931
10.28,200,6.081139,6.14517,-0.9770995,5.711258
10.3,200,6.060345,6.024939,-3.740459,-1.909314
10.32,200,6.091264,6.170077,-1.511451,6.795685
10.34,200,6.055236,5.98857,-4.106872,-4.315191
10.36,200,6.033494,6.026434,-4.625956,0.4969177
10.38,200,6.023424,6.028052,-3.816795,1.479888
10.4,200,6.016126,6.024685,-3.618322,1.838285
10.42,200,6.003214,6.002106,-3.984734,1.174299
10.44,200,5.985019,5.978364,-4.183208,0.8697269
10.46,200,5.975131,5.986822,-3.938933,2.372775
10.48,200,5.970161,5.988227,-3.832062,2.905464
10.5,200,5.977885,6.017751,-3.770993,4.553575
10.52,200,5.968232,5.971952,-3.893131,1.798001
10.54,200,5.951898,5.952483,-4.030536,1.669179
10.56,200,5.942379,5.95794,-3.923666,2.906232
10.58,200,5.937181,5.958688,-3.847329,3.407114
10.6,200,5.933235,5.956479,-3.938933,3.570597
10.62,200,5.92777,5.948538,-3.923666,3.415826
10.64,200,5.918978,5.935149,-3.893131,3.118922
10.66,200,5.911733,5.932806,-3.938933,3.552994
10.68,200,5.899658,5.912245,-3.908398,2.97541
10.7,200,5.899333,5.936066,-3.908398,4.863872
10.72,200,5.898835,5.930438,-3.969467,4.466201
10.74,200,5.888399,5.903566,-3.969467,3.256304
10.76,200,5.875395,5.890827,-3.923666,3.369161
10.78,200,5.872125,5.906517,-3.9542,4.87321
10.8,200,5.868483,5.898856,-3.9542,4.584679
10.82,200,5.86921,5.908607,-3.862597,5.284502
10.84,200,5.860233,5.880592,-3.908398,3.860648
10.86,200,5.856619,5.891542,-3.969467,5.024197
10.88,200,5.856711,5.895753,-4.015268,5.344961
10.9,200,5.856737,5.894812,-3.847329,5.269141
10.92,200,5.858155,5.898875,-3.984734,5.465788
10.94,200,5.854578,5.885755,-3.984734,4.74553
10.96,200,5.852386,5.888435,-3.923666,5.141751
10.98,200,5.855545,5.900362,-3.9542,5.804294
11,200,5.855775,5.893209,-3.923666,5.225811
11.02,200,5.847201,5.870559,-3.923666,4.187007
11.04,200,5.846026,5.886489,-3.832062,5.531683
11.06,200,5.845604,5.884116,-3.893131,5.381911
11.08,200,5.842673,5.877207,-3.969467,5.091935
11.1,200,5.83415,5.860036,-3.984734,4.476746
11.12,200,5.833039,5.874951,-3.923666,5.736535
11.14,200,5.824623,5.850575,-3.923666,4.549033
11.16,200,5.823842,5.867666,-3.923666,5.950835
11.18,200,5.825294,5.869567,-3.801528,5.975342
11.2,200,5.841158,5.910553,-3.160306,7.825493
11.22,200,5.828412,5.840025,-4.198475,3.401795
11.24,200,5.860082,5.963499,-2.839696,10.34991
11.26,200,5.845527,5.844422,-4.106872,2.286851
11.28,200,5.834102,5.861634,-4.16794,4.606296
11.3,200,5.835868,5.882544,-4.000001,6.088613
11.32,200,5.838723,5.883194,-3.801528,5.895929
11.34,200,5.840282,5.882504,-3.786261,5.709234
11.36,200,5.829648,5.850595,-4.000001,4.122596
11.38,200,5.830483,5.87746,-4.030536,6.150225
11.4,200,5.834291,5.881147,-3.969467,6.11349
11.42,200,5.832775,5.869715,-3.862597,5.349683
11.44,200,5.835464,5.882038,-3.877864,6.083402
11.46,200,5.834891,5.873391,-3.908398,5.456588
11.48,200,5.834014,5.873686,-3.908398,5.554391
11.5,200,5.839127,5.889253,-3.908398,6.334891
11.52,200,5.837676,5.873392,-3.923666,5.219355
11.54,200,5.843576,5.895369,-3.908398,6.433669
11.56,200,5.84972,5.897867,-3.969467,6.1053
11.58,200,5.851154,5.890859,-3.908398,5.435733
11.6,200,5.84626,5.876301,-3.893131,4.715715
11.62,200,5.850184,5.898428,-3.862597,6.109945
11.64,200,5.839436,5.857571,-3.923666,3.833752
11.66,200,5.844005,5.896748,-3.908398,6.505276
11.68,200,5.850541,5.899137,-3.877864,6.134539
11.7,200,5.848575,5.882074,-3.908398,4.96921
11.72,200,5.838643,5.861415,-3.908398,4.201794
11.74,200,5.846328,5.90375,-3.9542,6.854217
11.76,200,5.843316,5.873795,-3.938933,4.770265
11.78,200,5.844116,5.887169,-3.893131,5.747298
11.8,200,5.838974,5.868906,-3.908398,4.758456
11.82,200,5.840461,5.885455,-3.923666,5.924719
11.84,200,5.842183,5.884346,-3.923666,5.691164
11.86,200,5.836793,5.866734,-3.893131,4.774626
11.88,200,5.839949,5.888194,-3.893131,6.182304
11.9,200,5.853438,5.915776,-3.9542,7.187497
11.92,200,5.868231,5.928111,-3.877864,6.89074
11.94,200,5.870816,5.907564,-3.893131,5.065648
11.96,200,5.874692,5.918018,-3.877864,5.55256
11.98,200,5.870173,5.896823,-3.908398,4.281858
12,200,5.867282,5.900808,-3.893131,4.839575
12.02,0,5.874835,5.925809,-3.893131,-37.53098
12.04,0,5.889508,5.074852,-3.893131,-105.2405
12.06,0,5.724808,4.766519,-17.06871,-115.2809
12.08,0,5.025976,3.17804,-48.01528,-179.8321
12.1,0,3.696499,1.014418,-76.53437,-235.5796
12.12,0,2.341927,-0.02793956,-79.19086,-201.6081
12.14,0,0.8720278,-1.572591,-80.59544,-197.0685
12.16,0,-0.3753187,-2.204701,-42.03055,-140.1988
12.18,0,-0.002458587,1.078321,5.511452,84.47028
12.2,0,0.05799073,-0.05246544,-4.732826,-9.056778
12.22,0,-0.02190553,-0.1491334,-10.94657,-9.781101
12.24,0,-0.1831861,-0.4388772,-11.49619,-18.67576
12.26,0,-0.2232607,-0.2164285,-6.641223,2.115471
12.28,0,-0.2577502,-0.2883322,-7.328247,-0.5680175
12.3,0,-0.3059017,-0.3482547,-7.541987,-1.146617
12.32,0,-0.3056271,-0.2533644,-5.679391,6.24213
12.34,0,-0.3263367,-0.3302173,-6.152674,2.001363
12.36,0,-0.3437895,-0.3277035,-6.106872,3.685255
12.38,0,-0.3396516,-0.2870228,-3.923666,6.510045
12.4,0,-0.3140554,-0.2315399,-4.305345,8.663033
12.42,0,-0.2941481,-0.2313283,-3.725192,6.983426
12.44,0,-0.281695,-0.2308733,-3.816795,5.958621
12.46,0,-0.2671943,-0.2120922,-3.938933,6.190747
12.48,0,-0.2539396,-0.2039436,-4.000001,5.698193
12.5,0,-0.231575,-0.166353,-3.877864,6.729593
12.52,0,-0.2128112,-0.1601715,-3.847329,5.613954
12.54,0,-0.2091891,-0.183377,-3.938933,3.493073
12.56,0,-0.2071737,-0.1792897,-3.969467,3.641158
12.58,0,-0.1915176,-0.1402645,-3.877864,5.355886
12.6,0,-0.1772454,-0.135362,-3.984734,4.52277
12.62,0,-0.1729508,-0.1488021,-4.000001,3.107338
12.64,0,-0.160518,-0.1190383,-4.015268,4.373558
12.66,0,-0.1519453,-0.1225222,-3.755726,3.370933
12.68,0,-0.1493838,-0.1293491,-3.9542,2.61972
12.7,0,-0.1374568,-0.09936441,-4.000001,3.946126
12.72,0,-0.1146043,-0.06256492,-3.923666,4.873765
12.74,0,-0.1046031,-0.08128306,-3.877864,2.559577
12.76,0,-0.09814289,-0.07669209,-3.938933,2.368448
12.78,0,-0.09042818,-0.06728969,-3.938933,2.445807
12.8,0,-0.09106187,-0.08407985,-3.893131,1.188264
12.82,0,-0.09334373,-0.08591993,-3.893131,1.23918
12.84,0,-0.08938928,-0.07072561,-3.984734,2.089188
12.86,0,-0.08348786,-0.06421671,-3.908398,2.094747
12.88,0,-0.07562105,-0.05384338,-3.923666,2.234947
12.9,0,-0.06749339,-0.04687308,-3.832062,2.087082
12.92,0,-0.062193,-0.0474757,-3.9542,1.588571
12.94,0,-0.05811461,-0.04511024,-3.9542,1.426067
12.96,0,-0.05839787,-0.05331593,-3.984734,0.8092738
12.98,0,-0.06324629,-0.06457797,-3.908398,0.3426955
13,0,-0.06661498,-0.06335436,-3.893131,0.7253153
13.02,0,-0.07437131,-0.0792989,-3.908398,0.1404423
13.04,0,-0.05994812,-0.02300451,-3.9542,3.309277
13.06,0,-0.05519395,-0.04579058,-3.862597,1.123761
13.08,0,-0.05542746,-0.04995171,-3.877864,0.8191141
13.1,0,-0.06568667,-0.07706086,-3.908398,-0.4244971
13.12,0,-0.06342991,-0.04787485,-3.923666,1.663319
13.14,0,-0.06186904,-0.05328842,-3.862597,1.107033
13.16,0,-0.06129462,-0.05327687,-3.862597,1.059134
13.18,0,-0.0619171,-0.05597579,-3.923666,0.9013495
13.2,0,-0.05442624,-0.03366583,-3.9542,2.005995
13.22,0,-0.04920542,-0.03649737,-3.908398,1.339874
13.24,0,-0.04547381,-0.03451076,-3.923666,1.177352
13.26,0,-0.05042283,-0.05494468,-3.908398,0.002813578
13.28,0,-0.0457814,-0.02956112,-3.923666,1.590479
13.3,0,-0.04836707,-0.04973119,-3.923666,0.2348483
13.32,0,-0.04898867,-0.0429819,-3.969467,0.8152972
13.34,0,-0.05275046,-0.05367625,-3.908398,0.3002353
13.36,0,-0.05337094,-0.04682766,-3.938933,0.8881552
13.38,0,-0.05336055,-0.04712147,-3.908398,0.8641873
13.4,0,-0.04758048,-0.03110643,-3.923666,1.622818
13.42,0,-0.0402214,-0.02384385,-3.862597,1.563109
13.44,0,-0.03941481,-0.0356198,-3.908398,0.5745838
13.46,0,-0.04559594,-0.05170217,-3.908398,-0.1549157
13.48,0,-0.04359308,-0.03238695,-3.908398,1.183389
13.5,0,-0.02990004,-0.001845358,-3.923666,2.402395
13.52,0,-0.02813602,-0.02646486,-3.908398,0.3288009
13.54,0,-0.02327912,-0.01108344,-3.923666,1.117037
13.56,0,-0.02423366,-0.02508993,-3.938933,0.1040978
13.58,0,-0.02833084,-0.03196585,-3.923666,-0.08377367
13.6,0,-0.01915922,0.001756206,-3.923666,1.76913
13.62,0,-0.01784869,-0.01704914,-3.893131,0.1881721
13.64,0,-0.01660533,-0.012059,-3.938933,0.4724103
13.66,0,-0.01778551,-0.01843888,-3.877864,0.07453012
13.68,0,-0.0113635,0.00260807,-3.893131,1.171616
13.7,0,-0.01730667,-0.02900396,-3.832062,-0.7916677
13.72,0,-0.02703875,-0.03940548,-3.923666,-0.7747463
13.74,0,-0.02890226,-0.02586951,-3.908398,0.4412912
13.76,0,-0.03466015,-0.04134101,-3.893131,-0.2770424
13.78,0,-0.03771016,-0.03684618,-3.862597,0.3340093
13.8,0,-0.04081651,-0.04113998,-3.923666,0.2630672
13.82,0,-0.04315327,-0.04144338,-3.893131,0.4384233
13.84,0,-0.03533537,-0.01579238,-3.67939,1.77611
13.86,0,-0.04161704,-0.05164954,-4.458017,-0.4899888
13.88,0,-0.02817792,0.003426228,-3.511451,2.667859
13.9,0,-0.03940141,-0.06159218,-3.816795,-1.455545
13.92,0,-0.0342775,-0.0152053,-4.183208,1.732289
13.94,0,-0.04220687,-0.05519184,-3.984734,-0.7164328
13.96,0,-0.03640142,-0.01758377,-3.832062,1.727247
13.98,0,-0.03679526,-0.03613938,-3.908398,0.3108349
14,0,-0.04519243,-0.0549453,-3.969467,-0.4425512
14.02,0,-0.04519243,-0.0549453,-3.969467,-0.4425512
