Tiempo,ControlPWM,Plataforma,Posicion,Error,TiempoTranscurrido
0,-0.4603936,0.03705991,-4.977129,-0.02287102,0
0.02,0.8920341,0.07935219,-5.044609,0.04460907,7184
0.04,-0.4547417,0.1151054,-4.977129,-0.02287102,7204
0.06,-0.4606881,0.1400711,-4.977129,-0.02287102,7204
0.08,-0.4666346,0.176033,-4.977129,-0.02287102,7192
0.1,0.8857931,0.207834,-5.044609,0.04460907,7200
0.12,0.8973914,0.2288019,-5.044609,0.04460907,7200
0.14,-0.4493844,0.2469056,-4.977129,-0.02287102,7192
0.16,0.9030433,0.2678824,-5.044609,0.04460907,7200
0.18,0.9146417,0.2876769,-5.044609,0.04460907,7212
0.2,-0.4321341,0.3091079,-4.977129,-0.02287102,7192
0.22,-0.4380806,0.3335555,-4.977129,-0.02287102,7236
0.24,0.9143471,0.3579868,-5.044609,0.04460907,7200
0.26,-0.4324287,0.3820034,-4.977129,-0.02287102,7200
0.28,-1.796749,0.3848494,-4.909649,-0.0903511,7212
0.3,-0.4618664,0.3815532,-4.977129,-0.02287102,7200
0.32,-1.826187,0.3953654,-4.909649,-0.0903511,7200
0.34,-0.4913042,0.3994895,-4.977129,-0.02287102,7196
0.36,-0.4972506,0.404193,-4.977129,-0.02287102,7212
0.38,-0.5031971,0.4123793,-4.977129,-0.02287102,7188
0.4,-0.5091436,0.4253493,-4.977129,-0.02287102,7208
0.42,-0.51509,0.4357024,-4.977129,-0.02287102,7200
0.44,0.8373376,0.4503817,-5.044609,0.04460907,7192
0.46,-0.5094382,0.4537137,-4.977129,-0.02287102,7204
0.48,-0.5153846,0.4668806,-4.977129,-0.02287102,7200
0.5,200.7787,0.4848498,-4.977129,9.977129,7196
0.52,203.3727,0.4902617,-4.977129,9.977129,7212
0.54,204.6084,0.4057421,-4.909649,9.909649,7188
0.56,208.5433,0.04720914,-4.977129,9.977129,7200
0.58,211.1373,-0.9512188,-4.977129,9.977129,7188
0.6,234.107,-2.658777,-5.989328,10.98933,7172
0.62,236.9642,-4.208547,-5.989328,10.98933,7248
0.64,219.4458,-5.46461,-4.977129,9.977129,7256
0.66,228.8318,-6.189896,-5.314529,10.31453,7188
0.68,238.3054,-6.784993,-5.65193,10.65193,7212
0.7,222.0577,-7.257499,-4.707209,9.707209,7236
0.72,235.4485,-7.591891,-5.247049,10.24705,7180
0.74,227.2458,-7.567355,-4.707209,9.707209,7224
0.76,222.9778,-7.509832,-4.36981,9.36981,7180
0.78,211.8302,-7.537988,-3.695009,8.695009,7168
0.8,207.2991,-7.611936,-3.357609,8.357609,7156
0.82,202.6802,-7.694873,-3.02021,8.02021,7112
0.84,197.9736,-7.775896,-2.68281,7.68281,7092
0.86,193.1793,-7.784262,-2.345409,7.345409,7068
0.88,195.0891,-7.54241,-2.345409,7.345409,7048
0.9,191.5654,-7.589598,-2.075489,7.075489,7028
0.92,173.0294,-7.436687,-1.06329,6.06329,7048
0.94,175.9642,-7.353637,-1.13077,6.13077,6968
