Tiempo,ControlPWM,Plataforma,Posicion,Error,TiempoTranscurrido
0,28.16461,-0.008282609,-0.7933693,0.7933693,0
0.02,17.7891,-0.02629393,-0.5234499,0.5234499,6928
0.04,28.43453,-0.07178345,-0.7933693,0.7933693,6940
0.06,27.10132,-0.08406964,-0.7933693,0.7933693,6952
0.08,26.03899,-0.1218762,-0.7258892,0.7258892,6944
0.1,17.58666,-0.1177922,-0.5234499,0.5234499,6956
0.12,28.63697,-0.1470598,-0.7933693,0.7933693,6928
0.14,24.50334,-0.1620371,-0.7258892,0.7258892,6952
0.16,19.12231,-0.1934137,-0.5234499,0.5234499,6956
0.18,17.51918,-0.1818694,-0.5234499,0.5234499,6940
0.2,28.70445,-0.1855952,-0.7933693,0.7933693,6920
0.22,26.8314,-0.2221322,-0.7933693,0.7933693,6968
0.24,28.70445,-0.2293878,-0.7933693,0.7933693,6960
0.26,26.8314,-0.2353812,-0.7933693,0.7933693,6952
0.28,16.72677,-0.2548085,-0.4559698,0.4559698,6944
0.3,27.1688,-0.2397332,-0.7933693,0.7933693,6936
0.32,28.36705,-0.2617897,-0.7933693,0.7933693,6936
0.34,27.1688,-0.292818,-0.7933693,0.7933693,6940
0.36,18.78491,-0.2748564,-0.5234499,0.5234499,6956
0.38,15.46104,-0.2797325,-0.4559698,0.4559698,6932
0.4,16.45685,-0.2996632,-0.4559698,0.4559698,6936
0.42,25.04318,-0.3226431,-0.7258892,0.7258892,6928
0.44,28.16461,-0.3180417,-0.7933693,0.7933693,6952
0.46,24.9757,-0.3145086,-0.7258892,0.7258892,6956
0.48,28.23209,-0.3152305,-0.7933693,0.7933693,6976
0.5,27.30376,-0.3153949,-0.7933693,0.7933693,6956
0.52,35.41872,-0.3380463,-0.9958096,0.9958096,6948
0.54,27.10132,-0.3260574,-0.7933693,0.7933693,6956
0.56,28.43453,-0.3618163,-0.7933693,0.7933693,6960
0.58,27.10132,-0.3641967,-0.7933693,0.7933693,6944
0.6,28.43453,-0.3819277,-0.7933693,0.7933693,6948
0.62,15.12364,-0.3722827,-0.4559698,0.4559698,6948
0.64,26.37639,-0.3839528,-0.7258892,0.7258892,6932
0.66,17.24926,-0.384751,-0.5234499,0.5234499,6952
0.68,16.99669,-0.3635573,-0.4559698,0.4559698,6936
0.7,24.50334,-0.365649,-0.7258892,0.7258892,6940
0.72,26.30891,-0.3761538,-0.7258892,0.7258892,6956
0.74,12.52566,-0.3696906,-0.3884897,0.3884897,6968
0.76,19.45971,-0.3685918,-0.5234499,0.5234499,6948
0.78,14.78624,-0.3593735,-0.4559698,0.4559698,6940
0.8,26.71379,-0.3605941,-0.7258892,0.7258892,6932
0.82,12.12078,-0.3558368,-0.3884897,0.3884897,6960
0.84,17.46905,-0.3592744,-0.4559698,0.4559698,6924
0.86,26.42652,-0.3561859,-0.7933693,0.7933693,6948
0.88,19.52719,-0.3534909,-0.5234499,0.5234499,6960
0.9,12.32322,-0.3512689,-0.3884897,0.3884897,6936
0.92,17.26661,-0.35823,-0.4559698,0.4559698,6944
0.94,17.04682,-0.3557745,-0.5234499,0.5234499,6944
0.96,19.59467,-0.3540554,-0.5234499,0.5234499,6936
0.98,26.62896,-0.3531851,-0.7933693,0.7933693,6932
1,28.90689,-0.3606517,-0.7933693,0.7933693,6956
1.02,14.65128,-0.3598668,-0.4559698,0.4559698,6948
1.04,17.26661,-0.3588364,-0.4559698,0.4559698,6948
1.06,17.04682,-0.3653375,-0.5234499,0.5234499,6928
1.08,17.19913,-0.3720296,-0.4559698,0.4559698,6944
1.1,17.1143,-0.3634536,-0.5234499,0.5234499,6936
1.12,19.52719,-0.3559454,-0.5234499,0.5234499,6936
1.14,14.71876,-0.3532478,-0.4559698,0.4559698,6924
1.16,14.80359,-0.3603937,-0.3884897,0.3884897,6932
1.18,14.78624,-0.3559631,-0.4559698,0.4559698,6932
1.2,17.13165,-0.3449257,-0.4559698,0.4559698,6940
1.22,14.78624,-0.3359965,-0.4559698,0.4559698,6920
1.24,17.13165,-0.3476072,-0.4559698,0.4559698,6920
1.26,26.76392,-0.3548045,-0.7933693,0.7933693,6928
1.28,26.37639,-0.3446931,-0.7258892,0.7258892,6952
1.3,26.8314,-0.3482256,-0.7933693,0.7933693,6952
1.32,16.72677,-0.3553599,-0.4559698,0.4559698,6964
1.34,17.58666,-0.3534608,-0.5234499,0.5234499,6940
1.36,28.63697,-0.3493018,-0.7933693,0.7933693,6940
1.38,26.89888,-0.3569778,-0.7933693,0.7933693,6968
1.4,16.65929,-0.3765086,-0.4559698,0.4559698,6956
1.42,29.63182,-0.3800213,-0.8608494,0.8608494,6948
1.44,28.23209,-0.3871723,-0.7933693,0.7933693,6948
1.46,27.30376,-0.386906,-0.7933693,0.7933693,6960
1.48,16.25441,-0.3716274,-0.4559698,0.4559698,6936
1.5,15.66348,-0.3807703,-0.4559698,0.4559698,6932
1.52,28.23209,-0.3713423,-0.7933693,0.7933693,6932
