Tiempo,ControlPWM,Plataforma,Posicion,Error,TiempoTranscurrido
0,6.331477,-0.1433519,-5.314529,0.3145294,0
0.02,5.054881,-0.2738451,-5.247049,0.2470493,7200
0.04,6.477488,-0.4065197,-5.314529,0.3145294,7208
0.06,7.91764,-0.5063002,-5.38201,0.3820095,7212
0.08,5.300214,-0.2083514,-5.247049,0.2470493,7204
0.1,5.364447,0.189942,-5.247049,0.2470493,7216
0.12,25.80425,0.4357005,-6.259249,1.259249,7232
0.14,26.13166,0.7287204,-6.259249,1.259249,7268
0.16,27.81744,0.9391186,-6.326729,1.326729,7268
0.18,26.80401,0.8754241,-6.259249,1.259249,7276
0.2,21.69792,0.7274485,-5.989328,0.9893284,7280
0.22,21.95514,0.7044755,-5.989328,0.9893284,7264
0.24,22.21237,0.5857431,-5.989328,0.9893284,7260
0.26,22.4696,0.5107142,-5.989328,0.9893284,7252
0.28,20.01011,0.4466699,-5.85437,0.8543701,7252
0.3,21.59062,0.3826963,-5.92185,0.9218502,7260
0.32,23.18864,0.3293528,-5.989328,0.9893284,7256
0.34,23.44586,0.2780992,-5.989328,0.9893284,7260
0.36,23.70309,0.2376029,-5.989328,0.9893284,7252
0.38,23.96032,0.1825391,-5.989328,0.9893284,7260
0.4,22.8592,0.1363743,-5.92185,0.9218502,7256
0.42,23.09888,0.09333321,-5.92185,0.9218502,7284
0.44,24.6969,0.05408975,-5.989328,0.9893284,7240
0.46,24.95413,0.02169349,-5.989328,0.9893284,7260
0.48,25.21135,-0.01542444,-5.989328,0.9893284,7244
0.5,226.7686,-0.0528036,-5.989328,10.98933,7256
0.52,228.2675,-0.04773075,-5.92185,10.92185,7268
0.54,231.1072,-0.2593319,-5.92185,10.92185,7272
0.56,233.9468,-0.6874983,-5.92185,10.92185,7256
0.58,229.9946,-1.735083,-5.58445,10.58445,7248
0.6,234.105,-3.426336,-5.65193,10.65193,7248
0.62,236.8745,-5.079895,-5.65193,10.65193,7228
0.64,220.6267,-6.449473,-4.707209,9.707209,7216
0.66,228.5841,-7.101694,-4.977129,9.977129,7188
0.68,224.3863,-6.936409,-4.639729,9.639729,7212
0.7,235.0429,-6.886552,-5.044609,10.04461,7168
0.72,249.8798,-6.926949,-5.65193,10.65193,7200
0.74,239.0656,-7.08528,-4.977129,9.977129,7244
0.76,234.8678,-7.226357,-4.639729,9.639729,7204
0.78,225.1488,-7.534004,-4.03241,9.03241,7180
0.8,215.2718,-7.848609,-3.425089,8.425089,7152
0.82,235.1212,-8.076136,-4.30233,9.30233,7124
0.84,232.1063,-7.977432,-4.03241,9.03241,7172
0.86,208.6457,-7.878531,-2.75029,7.75029,7168
0.88,203.8689,-7.903785,-2.412889,7.412889,7084
