Tiempo,ControlPWM,ReferenciaPosicion,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado
44.06,-55.13147,5,-0.6913182,-1.589813,-12.68778,-13.59631,4.94243,4.909268
44.08,-64.8844,5,-0.8083663,-1.612247,0.5793981,-12.39874,4.87495,4.86415
44.1,-118.6233,5,-0.6988558,-1.622917,3.434361,-13.08048,4.53755,4.663423
44.12,-79.40417,5,-0.6839708,-1.664474,2.30459,-18.97164,4.60503,4.616597
44.14,-73.31372,5,-0.7151796,-1.75135,-1.390068,-18.79522,4.60503,4.594908
44.16,-80.44629,5,-0.8602555,-1.847096,-7.420605,-17.60334,4.53755,4.535753
44.18,-55.02856,5,-1.156864,-1.967752,-12.32137,-16.50506,4.60503,4.525577
44.2,-54.51733,5,-1.17224,-2.008466,-1.787015,-13.15377,4.60503,4.543548
44.22,-54.40369,5,-1.250384,-2.004034,-1.878618,-10.61394,4.60503,4.560095
44.24,-67.22095,5,-1.215544,-1.959048,1.037414,-9.053462,4.53755,4.544665
44.26,-52.41785,5,-1.156343,-1.889981,2.6252,-9.476339,4.60503,4.592129
44.28,-69.17346,5,-1.105351,-1.832598,1.129017,-8.44666,4.53755,4.580754
44.3,-54.87561,5,-1.067139,-1.77426,2.014513,-9.553035,4.60503,4.620267
44.32,-60.00696,5,-1.008831,-1.725322,0.8694746,-9.031178,4.60503,4.643427
44.34,-73.69995,5,-0.9986966,-1.696235,0.9152762,-9.261289,4.53755,4.611515
44.36,-57.08691,5,-0.9920667,-1.681298,-0.3519,-10.78971,4.60503,4.635737
44.38,-61.04724,5,-0.9565401,-1.671346,0.4572606,-10.2421,4.60503,4.650352
44.4,-86.16772,5,-0.9559038,-1.677096,0.6404669,-10.33561,4.47007,4.574768
44.42,-53.21826,5,-0.9430972,-1.681695,0.5793981,-12.92718,4.60503,4.621963
44.44,-60.09619,5,-0.952046,-1.700019,-0.9320526,-11.28617,4.60503,4.641809
44.46,-64.07837,5,-0.9323784,-1.689921,1.281688,-10.97018,4.60503,4.654839
44.48,-66.15881,5,-0.9252825,-1.681607,0.3809245,-11.19156,4.60503,4.659662
44.5,-67.64417,5,-0.8993992,-1.675262,0.4877952,-11.63926,4.60503,4.662656
44.52,-79.37793,5,-0.9217958,-1.694334,0.01451245,-12.03863,4.53755,4.617625
44.54,-62.67139,5,-0.9112059,-1.710804,-0.1381594,-13.50155,4.60503,4.638537
44.56,-66.08459,5,-0.9269651,-1.735078,-0.8404495,-12.73351,4.60503,4.646001
44.58,-79.54944,5,-0.9310321,-1.752794,0.3961921,-12.58904,4.53755,4.60954
44.6,-63.59802,5,-0.9351691,-1.76623,-0.2144953,-13.81794,4.60503,4.633122
44.62,-67.82861,5,-0.9265726,-1.778984,-0.4129688,-13.05345,4.60503,4.645156
44.64,-70.18188,5,-0.9273664,-1.781373,0.4267263,-12.97929,4.60503,4.650681
44.66,-71.23022,5,-0.9331158,-1.786583,-0.4282355,-13.15298,4.60503,4.651338
44.68,-72.1499,5,-0.9187784,-1.790365,0.2740546,-13.42632,4.60503,4.652635
44.7,-72.85852,5,-0.9175122,-1.798325,-0.04655629,-13.70862,4.60503,4.652134
44.72,-73.61584,5,-0.9088247,-1.806855,0.01451245,-14.001,4.60503,4.652034
44.74,-74.37903,5,-0.9041496,-1.817146,0.1671843,-14.29176,4.60503,4.651508
44.76,-74.92126,5,-0.9083573,-1.831019,0.01451245,-14.55217,4.60503,4.649694
44.78,-75.57275,5,-0.9037175,-1.844055,-0.01602192,-14.80028,4.60503,4.648908
44.8,-64.81689,5,-0.8984737,-1.848444,0.07558119,-15.02829,4.67251,4.689198
44.82,-82.70459,5,-0.892839,-1.854694,-0.0007547362,-14.14395,4.60503,4.666625
44.84,-80.25928,5,-0.8881459,-1.859879,-0.04655629,-15.38697,4.60503,4.655349
44.86,-67.41394,5,-0.9015341,-1.875834,-0.7030448,-15.8947,4.67251,4.687093
44.88,-83.41394,5,-0.9332501,-1.901687,-1.54274,-14.85716,4.60503,4.657093
44.9,-91.1615,5,-0.9530939,-1.929639,-1.008389,-15.7495,4.53755,4.601949
44.92,-61.521,5,-0.9433227,-1.947198,-0.1534266,-17.10578,4.67251,4.661032
44.94,-81.16333,5,-0.9799579,-1.974527,-2.24503,-14.91584,4.60503,4.644455
44.96,-78.66614,5,-1.017293,-1.986779,-1.695411,-15.33037,4.60503,4.635274
44.98,-78.36597,5,-0.9896429,-1.990773,0.7015356,-15.44636,4.60503,4.636865
45,-79.02563,5,-0.9820652,-1.993248,0.01451245,-15.52063,4.60503,4.639314
45.02,-79.54175,5,-0.9859486,-1.998264,-0.2908313,-15.62596,4.60503,4.639879
45.04,-80.12622,5,-0.9791567,-2.002254,0.1671843,-15.7736,4.60503,4.641098
45.06,-80.61255,5,-0.9806766,-2.008663,0.2129859,-15.92826,4.60503,4.641242
45.08,-80.93787,5,-0.9852697,-2.017472,-0.1228922,-16.06738,4.60503,4.640635
45.1,-69.78821,5,-0.9842206,-2.01794,0.2129859,-16.17398,4.67251,4.681351
45.12,-98.64514,5,-0.9922252,-2.030755,-0.1534266,-15.14635,4.53755,4.617606
45.14,-90.26221,5,-0.9927604,-2.046636,0.1213828,-17.38128,4.53755,4.588552
45.16,-63.51624,5,-1.004843,-2.069607,-1.527473,-17.92156,4.67251,4.655125
45.18,-82.56445,5,-1.109454,-2.109796,-6.336635,-15.25494,4.60503,4.634207
45.2,-78.14954,5,-1.19641,-2.135483,-2.290832,-15.12354,4.60503,4.620234
45.22,-77.59998,5,-1.142494,-2.129882,1.693902,-14.76997,4.60503,4.628122
45.24,-78.46423,5,-1.135794,-2.118631,-0.107625,-14.50183,4.60503,4.635546
45.26,-78.98718,5,-1.138394,-2.108915,0.2435202,-14.40177,4.60503,4.639629
45.28,-67.21033,5,-1.154349,-2.098008,-0.2144953,-14.30779,4.67251,4.680912
45.3,-83.72546,5,-1.167543,-2.092484,0.1671843,-13.03649,4.60503,4.658906
45.32,-80.28711,5,-1.166306,-2.082612,-0.2908313,-13.86622,4.60503,4.650674
45.34,-79.0238,5,-1.15501,-2.081735,0.07558119,-14.10266,4.60503,4.649086
45.36,-78.22705,5,-1.174992,-2.088961,-0.2450293,-14.06311,4.60503,4.646987
45.38,-77.8446,5,-1.181717,-2.094038,-0.3366328,-13.93367,4.60503,4.647412
45.4,-66.45105,5,-1.178708,-2.086281,0.07558119,-13.79464,4.67251,4.690768
45.42,-83.67749,5,-1.183596,-2.080578,-0.01602192,-12.56214,4.60503,4.670449
45.44,-80.63696,5,-1.182219,-2.07216,0.1977187,-13.49144,4.60503,4.661933
45.46,-79.69434,5,-1.164044,-2.072457,0.3961921,-13.85864,4.60503,4.660172
45.48,-91.01196,5,-1.169076,-2.086837,0.1366499,-14.01544,4.53755,4.618262
45.5,-85.72083,5,-1.167317,-2.106303,-0.06182348,-15.26897,4.53755,4.600251
45.52,-72.51404,5,-1.162241,-2.123378,0.04504682,-15.55735,4.60503,4.634575
45.54,-77.02368,5,-1.201334,-2.140363,-2.260297,-14.28731,4.60503,4.646856
45.56,-78.06262,5,-1.246844,-2.149877,-1.802282,-13.75309,4.60503,4.64917
45.58,-79.2644,5,-1.215723,-2.140484,1.037414,-13.61112,4.60503,4.656973
45.6,-79.74207,5,-1.231881,-2.138273,-0.2908313,-13.58441,4.60503,4.658582
45.62,-80.25391,5,-1.21791,-2.133181,0.1671843,-13.66275,4.60503,4.661656
45.64,-80.50146,5,-1.223129,-2.133301,0.07558119,-13.7494,4.60503,4.66234
45.66,-80.57483,5,-1.227225,-2.136294,-0.1228922,-13.81896,4.60503,4.662434
45.68,-69.12048,5,-1.229561,-2.132314,0.06031401,-13.84058,4.67251,4.703454
45.7,-86.23401,5,-1.234957,-2.131691,-0.04655629,-12.70765,4.60503,4.681383
45.72,-83.13721,5,-1.23575,-2.12871,0.1213828,-13.6853,4.60503,4.671511
45.74,-93.70105,5,-1.221598,-2.142393,0.5335966,-14.09156,4.53755,4.627883
45.76,-75.68262,5,-1.258384,-2.167113,-1.222129,-15.27795,4.60503,4.644351
45.78,-78.29553,5,-1.27484,-2.190753,-0.5045714,-14.18941,4.60503,4.652658
45.8,-79.13818,5,-1.311032,-2.202805,-2.03129,-13.6149,4.60503,4.655528
45.82,-80.26587,5,-1.288911,-2.196818,0.9610775,-13.3963,4.60503,4.662744
45.84,-69.32532,5,-1.29835,-2.185769,-0.519839,-13.30908,4.67251,4.706053
45.86,-98.84216,5,-1.272262,-2.178585,0.4877952,-12.28696,4.53755,4.648198
45.88,-78.91699,5,-1.280375,-2.176253,0.07558119,-14.53884,4.60503,4.660203
45.9,-81.01636,5,-1.268233,-2.188399,0.1366499,-14.05619,4.60503,4.666638
45.92,-92.86096,5,-1.312572,-2.211928,-2.809916,-13.82806,4.53755,4.62434
45.94,-87.64453,5,-1.310182,-2.231701,0.7168028,-14.88249,4.53755,4.607787
45.96,-85.88843,5,-1.313557,-2.256191,-0.4587703,-15.04259,4.53755,4.601927
45.98,-74.37854,5,-1.310257,-2.26437,0.06031401,-14.96069,4.60503,4.642863
46,-68.90649,5,-1.310807,-2.253181,0.2435202,-13.72208,4.67251,4.703451
46.02,-111.7383,5,-1.31634,-2.251381,-0.01602192,-12.41262,4.47007,4.608304
46.04,-75.76746,5,-1.30146,-2.24388,1.144284,-15.87119,4.60503,4.646713
46.06,-81.3103,5,-1.299404,-2.26087,0.9458106,-14.53228,4.60503,4.662965
46.08,-82.45703,5,-1.369823,-2.277657,-5.344268,-13.97434,4.60503,4.662828
46.1,-81.16223,5,-1.433032,-2.298575,-1.206862,-13.50816,4.60503,4.657718
46.12,-81.13818,5,-1.412294,-2.297641,0.6557342,-13.13854,4.60503,4.663239
46.14,-82.15454,5,-1.39348,-2.286332,0.4114593,-12.95477,4.60503,4.670761
46.16,-82.51514,5,-1.406871,-2.281109,-0.3060985,-12.88999,4.60503,4.672838
46.18,-82.42847,5,-1.412799,-2.278676,-0.4435031,-12.86275,4.60503,4.67382
46.2,-82.15588,5,-1.4229,-2.279327,-0.0007547362,-12.80112,4.60503,4.67414
46.22,-82.14209,5,-1.421702,-2.278168,-0.5809073,-12.73648,4.60503,4.675989
46.24,-93.95703,5,-1.418305,-2.283502,0.1366499,-12.72903,4.53755,4.637827
46.26,-77.2749,5,-1.416056,-2.286889,-0.3824344,-13.89896,4.60503,4.662209
46.28,-80.94873,5,-1.412486,-2.292379,-0.1228922,-13.00108,4.60503,4.674744
46.3,-83.55933,5,-1.387096,-2.279806,0.6099325,-12.86817,4.60503,4.684838
46.32,-96.3385,5,-1.390551,-2.281803,-0.2755641,-13.05962,4.53755,4.64677
46.34,-79.9856,5,-1.381032,-2.285247,0.2587874,-14.4847,4.60503,4.670106
46.36,-83.31921,5,-1.394075,-2.299795,-0.8251827,-13.73414,4.60503,4.678513
46.38,-97.24158,5,-1.369945,-2.303366,0.7473372,-13.68677,4.53755,4.645827
46.4,-81.32788,5,-1.379114,-2.310934,-0.3977011,-15.00783,4.60503,4.669101
46.42,-84.72815,5,-1.394518,-2.32773,-0.4587703,-14.2256,4.60503,4.677284
46.44,-85.93286,5,-1.417551,-2.33736,-0.6877776,-13.97899,4.60503,4.679311
46.46,-86.84961,5,-1.406751,-2.338531,-0.04655629,-13.97705,4.60503,4.682663
46.48,-87.20459,5,-1.419636,-2.34423,-0.107625,-14.02709,4.60503,4.682463
46.5,-87.36328,5,-1.423404,-2.350403,-0.3671672,-14.08538,4.60503,4.682299
46.52,-87.78528,5,-1.417291,-2.354125,0.1519171,-14.16285,4.60503,4.683588
46.54,-87.81201,5,-1.434216,-2.363235,-0.2297625,-14.20167,4.60503,4.682132
46.56,-99.70386,5,-1.426921,-2.375987,0.2129859,-14.2822,4.53755,4.64265
46.58,-82.87427,5,-1.437814,-2.389499,0.02977964,-15.47562,4.60503,4.664399
46.6,-86.35645,5,-1.441726,-2.403972,-1.420603,-14.55467,4.60503,4.675043
46.62,-99.21631,5,-1.469452,-2.419292,0.1213828,-14.2333,4.53755,4.637414
46.64,-83.35828,5,-1.449255,-2.420672,0.04504682,-15.36382,4.60503,4.664998
46.66,-87.16333,5,-1.460912,-2.429563,-0.3824344,-14.47263,4.60503,4.676287
46.68,-100.6299,5,-1.461688,-2.434556,0.8389403,-14.29438,4.53755,4.641791
46.7,-83.83179,5,-1.489437,-2.445317,-0.9167854,-15.41806,4.60503,4.663142
46.72,-75.55615,5,-1.491206,-2.448191,-0.3977011,-14.43489,4.67251,4.714871
46.74,-105.7472,5,-1.500574,-2.449392,0.4572606,-12.97227,4.53755,4.657865
46.76,-86.25073,5,-1.499899,-2.443986,0.3503905,-15.03092,4.60503,4.672947
46.78,-76.76001,5,-1.499625,-2.446939,-1.008389,-14.39766,4.67251,4.720263
46.8,-105.969,5,-1.524875,-2.456506,-0.3671672,-12.98937,4.53755,4.658816
46.82,-86.33289,5,-1.511795,-2.45281,0.3961921,-15.02681,4.60503,4.67446
46.84,-77.05945,5,-1.50847,-2.455673,-1.222129,-14.37615,4.67251,4.722641
46.86,-117.6422,5,-1.547281,-2.476879,-0.8709843,-12.95787,4.47007,4.619026
46.88,-80.70813,5,-1.539846,-2.482105,-0.2144953,-16.0919,4.60503,4.655994
46.9,-86.20825,5,-1.536757,-2.501026,-1.313733,-14.44414,4.60503,4.674458
46.92,-86.67603,5,-1.64177,-2.523716,-3.069458,-13.55928,4.60503,4.672363
46.94,-88.35962,5,-1.570208,-2.505418,2.732071,-13.26387,4.60503,4.685887
46.96,-77.19897,5,-1.609737,-2.494155,-1.16106,-13.07895,4.67251,4.727615
46.98,-94.7301,5,-1.584992,-2.477207,0.2282531,-11.93864,4.60503,4.710167
47,-92.03076,5,-1.574796,-2.460784,1.205353,-12.98869,4.60503,4.702972
47.02,-91.0907,5,-1.557406,-2.45828,-0.1534266,-13.46712,4.60503,4.700442
47.04,-114.2797,5,-1.54427,-2.475438,0.4114593,-13.78442,4.47007,4.61916
47.06,-80.4585,5,-1.546845,-2.493092,-0.550373,-16.27716,4.60503,4.662821
47.08,-75.36157,5,-1.563908,-2.511741,-0.9320526,-14.43051,4.67251,4.722172
47.1,-93.55566,5,-1.653578,-2.527956,-2.855718,-12.42416,4.60503,4.699894
47.12,-103.5485,5,-1.596649,-2.515428,1.785506,-13.15394,4.53755,4.660158
47.14,-75.16223,5,-1.575923,-2.503506,1.037414,-14.6629,4.67251,4.724888
47.16,-94.8501,5,-1.608721,-2.513923,-1.069457,-12.71032,4.60503,4.708488
47.18,-92.57288,5,-1.617821,-2.510736,0.3198562,-13.37962,4.60503,4.701359
47.2,-92.54102,5,-1.576779,-2.505073,1.006879,-13.73049,4.60503,4.703586
47.22,-127.3875,5,-1.586288,-2.533614,-0.03128911,-14.00447,4.402591,4.580408
47.24,-76.89624,5,-1.571128,-2.553398,-0.3977011,-17.67989,4.60503,4.648331
47.26,-86.58838,5,-1.601606,-2.589466,-1.817549,-14.91228,4.60503,4.676359
47.28,-87.26953,5,-1.772344,-2.629145,-7.787018,-13.49156,4.60503,4.671398
47.3,-89.39868,5,-1.675754,-2.606766,3.861842,-12.9482,4.60503,4.68969
47.32,-90.91553,5,-1.690038,-2.59063,-0.107625,-12.75468,4.60503,4.696704
47.34,-91.86194,5,-1.670296,-2.573311,0.6404669,-12.84551,4.60503,4.702132
47.36,-92.4801,5,-1.658097,-2.561148,0.6251997,-13.04165,4.60503,4.705238
47.38,-92.96265,5,-1.646696,-2.553892,-0.0007547362,-13.27247,4.60503,4.707088
47.4,-93.37585,5,-1.638679,-2.551242,0.7168028,-13.50196,4.60503,4.708008
47.42,-93.43103,5,-1.646186,-2.555827,-0.1381594,-13.67165,4.60503,4.706697
47.44,-82.35034,5,-1.630628,-2.549526,0.3656577,-13.819,4.67251,4.748775
47.46,-99.69812,5,-1.636142,-2.549944,0.2129859,-12.80761,4.60503,4.725926
47.48,-96.58362,5,-1.639621,-2.550599,0.1061156,-13.88124,4.60503,4.714388
47.5,-95.73242,5,-1.618063,-2.558212,0.6557342,-14.35011,4.60503,4.711085
47.52,-95.55334,5,-1.626942,-2.572381,-0.1228922,-14.54725,4.60503,4.70798
47.54,-95.8772,5,-1.622156,-2.583595,-0.07709067,-14.67957,4.60503,4.707479
47.56,-84.88647,5,-1.620021,-2.58533,0.1213828,-14.78584,4.67251,4.748164
47.58,-114.0796,5,-1.617878,-2.596406,0.1366499,-13.809,4.53755,4.68527
47.6,-94.38098,5,-1.615012,-2.603523,0.07558119,-16.09834,4.60503,4.696753
47.62,-85.41357,5,-1.598646,-2.613926,-0.183961,-15.65524,4.67251,4.743709
47.64,-102.6565,5,-1.659227,-2.634075,-1.985488,-14.28405,4.60503,4.716772
47.66,-99.50781,5,-1.657708,-2.640465,0.3809245,-15.12717,4.60503,4.706414
47.68,-98.63586,5,-1.646912,-2.651277,0.09084838,-15.40391,4.60503,4.703547
47.7,-98.32935,5,-1.662628,-2.666375,-0.03128911,-15.44831,4.60503,4.700783
47.72,-98.71008,5,-1.653683,-2.674462,-0.2144953,-15.48005,4.60503,4.701896
47.74,-99.50757,5,-1.644937,-2.678739,0.4114593,-15.57236,4.60503,4.703885
47.76,-99.97168,5,-1.652502,-2.686408,-0.1534266,-15.69159,4.60503,4.70338
47.78,-100.6364,5,-1.640575,-2.690877,0.07558119,-15.86097,4.60503,4.704589
47.8,-89.69043,5,-1.639195,-2.689333,-0.1228922,-16.02306,4.67251,4.745315
47.82,-106.9543,5,-1.648085,-2.694203,-0.0007547362,-15.02455,4.60503,4.721348
47.84,-103.9287,5,-1.648212,-2.697015,0.1366499,-16.11038,4.60503,4.709905
47.86,-102.7869,5,-1.643304,-2.710993,-0.1992282,-16.54053,4.60503,4.704435
47.88,-136.6936,5,-1.669806,-2.756994,-1.267931,-16.69885,4.402591,4.576905
47.9,-85.14099,5,-1.689431,-2.794947,-1.222129,-20.08595,4.60503,4.6404
47.92,-94.33582,5,-1.726642,-2.838987,-1.374801,-16.99765,4.60503,4.66851
47.94,-95.99487,5,-1.860027,-2.868106,-9.954956,-15.44085,4.60503,4.670556
47.96,-94.62292,5,-1.930481,-2.883793,0.3961921,-14.33884,4.60503,4.670098
47.98,-95.11255,5,-1.889891,-2.863715,0.8389403,-13.60419,4.60503,4.683254
48,-107.4819,5,-1.887745,-2.847049,0.5641309,-13.19528,4.53755,4.652174
48.02,129.0723,-5,-1.897765,-2.714278,-0.2602969,-13.73019,5.61723,5.288555
48.04,47.67627,-5,-1.883594,-2.444733,-0.2450293,9.794573,5.61723,5.581353
48.06,7.937134,-5,-1.880171,-1.99778,0.7320697,17.13772,5.54975,5.66535
48.08,4.643066,-5,-1.508374,-1.517653,29.54124,16.81515,5.54975,5.721383
48.1,-8.604858,-5,-0.6073598,-0.9538163,44.10613,13.30943,5.54975,5.820075
48.12,-74.29199,-5,0.2412574,-0.4467478,38.67102,6.743993,5.27983,5.739056
48.14,-67.30139,-5,0.8510348,-0.09935486,30.07559,-6.251942,5.27983,5.688492
48.16,-237.9677,-5,1.220216,-0.07869065,17.05269,-15.74591,4.267631,5.014165
48.18,89.15454,-5,0.9877675,-0.2332022,-8.626713,-37.95079,5.61723,5.421933
48.2,-134.3583,-5,0.4515939,-0.6664839,-35.64962,-18.16878,4.60503,4.906084
48.22,-48.51025,-5,-0.01500225,-0.9408658,-4.275566,-26.06237,4.67251,4.675389
48.24,-31.66577,-5,-0.005387418,-1.146626,-4.779382,-22.62378,4.60503,4.556566
48.26,46.92834,-5,-0.6908572,-1.355803,-33.95496,-16.18825,4.87495,4.602837
48.28,-3.925049,-5,-0.6906842,-1.345558,7.006881,-4.04308,4.60503,4.507268
48.3,12.53418,-5,-0.510801,-1.131814,14.04505,-1.686624,4.60503,4.514325
48.32,178.6889,-5,0.2052269,-0.6124143,30.80842,-0.4320025,5.61723,5.217722
48.34,43.40228,-5,0.5090751,-0.08226386,12.79314,16.09897,5.34731,5.373929
48.36,8.633484,-5,1.24106,0.5861579,48.93056,10.91565,5.27983,5.442385
48.38,-76.87286,-5,2.203427,1.133261,45.93819,0.6356325,4.87495,5.263675
48.4,21.81317,-5,2.461305,1.387928,7.495431,-15.47126,5.27983,5.354838
48.42,7.227112,-5,2.206029,1.315952,-15.60382,-15.29315,5.21235,5.248147
48.44,-126.707,-5,1.597933,0.9880561,-25.1,-14.92936,4.267631,4.528005
48.46,199.3674,-5,1.605883,0.8668307,-0.7641136,-27.68993,5.61723,5.030445
48.48,136.2897,-5,1.31947,0.7884644,-21.16107,-2.199271,5.61723,5.24159
48.5,-44.3172,-5,0.5875628,0.7440513,-29.03893,10.40924,4.60503,4.661923
48.52,192.3793,-5,1.14929,1.059062,34.28933,-0.9390818,5.54975,5.069772
48.54,147.5582,-5,1.684395,1.453112,18.25879,13.76293,5.61723,5.358725
48.56,112.1139,-5,1.611542,1.859311,10.97635,19.2343,5.54975,5.412001
48.58,98.77527,-5,2.473798,2.422775,48.1214,16.434,5.54975,5.51328
48.6,-134.4018,-5,3.094236,2.759334,37.06796,10.72617,4.267631,4.800128
48.62,-56.285,-5,3.795096,2.911941,29.17483,-18.92716,4.20015,4.449548
48.64,227.3317,-5,3.64359,2.769218,-11.16106,-29.58539,5.54975,5.011955
48.66,56.10345,-5,2.966909,2.479257,-40.50459,-5.950981,4.94243,4.799111
48.68,99.9305,-5,2.235626,2.308885,-26.76412,-5.137595,4.94243,4.630979
48.7,-56.23808,-5,2.56506,2.243004,15.34276,-1.602126,3.93023,4.020466
48.72,275.4444,-5,2.537359,2.316973,1.144284,-14.33681,5.34731,4.604456
48.74,-0.463974,-5,2.703657,2.359823,-0.1686933,9.797974,4.20015,4.209774
48.76,80.9582,-5,2.353128,2.447986,-15.57328,-0.8456523,4.267631,4.028567
48.78,106.3618,-5,2.667866,2.52861,17.02215,-0.6302623,4.267631,3.989072
48.8,182.0908,-5,2.439015,2.597327,-15.22214,3.044769,4.60503,4.147953
48.82,157.843,-5,2.827711,2.876072,21.93818,11.86547,4.60503,4.282039
48.84,83.13103,-5,3.223416,3.242023,24.71681,13.84034,4.267631,4.175869
48.86,74.62395,-5,4.179258,3.713323,48.83895,4.403059,4.20015,4.168287
48.88,146.2456,-5,4.560029,4.026783,15.66337,-3.7865,4.60503,4.381373
48.9,125.5392,-5,4.439092,4.127812,-4.672512,-1.539156,4.60503,4.396183
48.92,127.4864,-5,4.381871,4.19513,-0.1686933,-1.934182,4.60503,4.359652
48.94,132.61,-5,4.49423,4.272397,3.144284,-2.349688,4.60503,4.334136
48.96,-34.8721,-5,4.527736,4.217726,3.693903,-2.566961,3.592831,3.695877
48.98,270.5105,-5,4.659782,4.256038,5.296957,-19.54357,4.87495,4.178535
49,45.56973,-5,4.559474,4.137907,-6.016024,0.0826813,3.93023,3.804762
49.02,106.6009,-5,4.192034,4.080203,-21.60382,-8.392552,3.93023,3.59147
49.04,177.4701,-5,4.494431,4.105708,16.21299,-8.691947,4.20015,3.702899
49.06,183.3723,-5,4.242582,4.12138,-15.48168,-0.816353,4.267631,3.763427
49.08,-3.113342,-5,4.166797,4.11444,6.716805,4.884486,3.18795,3.140014
49.1,320.2173,-5,4.613639,4.363658,22.3962,-11.08718,4.60503,3.771941
49.12,59.04742,-5,4.948584,4.521542,14.02979,9.538268,3.592831,3.476127
49.14,102.3293,-5,4.661253,4.637018,-14.80992,-2.218811,3.525351,3.240268
49.16,143.3482,-5,5.044262,4.70965,19.54124,-6.817621,3.592831,3.205602
49.18,222.1124,-5,4.55172,4.63717,-19.75649,-3.875384,3.93023,3.317407
49.2,262.4254,-5,4.28363,4.666654,-6.596177,7.076959,4.20015,3.514843
49.22,84.91791,-5,4.563199,4.862801,15.83131,17.16601,3.32291,3.13658
49.24,120.6271,-5,5.191608,5.181545,35.38857,3.833364,3.25543,2.99701
49.26,185.0214,-5,6.09174,5.522661,41.93819,-4.228605,3.592831,3.211157
49.28,39.03723,-5,5.916438,5.534778,-9.481673,-2.719331,2.850551,2.777828
49.3,181.3328,-5,5.423151,5.372832,-24.44351,-14.61209,3.25543,2.729383
49.32,17.92517,-5,5.67401,5.181497,8.426728,-9.273205,2.31071,2.179385
49.34,191.1611,-5,5.37595,5.006257,-25.60382,-21.00672,2.850551,2.223864
49.36,88.71155,-5,4.981597,4.694063,-7.390069,-10.12577,2.243231,1.845533
49.38,25.75549,-5,4.853897,4.476977,-12.76412,-13.06523,1.568431,1.292504
49.4,157.8561,-5,4.923125,4.333024,6.823675,-21.41205,1.90583,1.284149
49.42,92.06995,-5,4.817131,4.162924,-6.336635,-13.33988,1.500951,1.049197
49.44,22.39368,-5,4.283802,3.909609,-31.0084,-13.05465,0.8261509,0.4969044
49.46,3.753296,-5,4.388238,3.693115,9.434362,-20.38932,0.2863102,-0.0229537
49.48,122.0609,-5,4.359535,3.486223,-3.237398,-26.8574,0.5562305,-0.06498571
49.5,263.9674,-5,3.94904,3.344173,-30.06183,-17.47778,1.298511,0.3477371
49.52,156.9371,-5,3.256368,3.269914,-35.74122,5.277383,0.89363,0.2532718
49.54,47.23096,-5,3.394563,3.441144,11.02215,8.834962,0.15135,-0.1618846
49.56,169.6594,-5,4.07721,3.782812,37.57178,-1.94614,0.5562305,0.0006551221
49.58,28.01611,-5,4.705015,4.047327,26.28933,0.9837532,-0.1185694,-0.2671091
49.6,147.8419,-5,4.492658,4.145977,-10.55038,-10.46602,0.2863102,-0.2060713
49.62,21.14563,-5,4.308403,4.009814,0.304589,-5.542171,-0.4559698,-0.6605752
49.64,-34.42419,-5,4.423467,3.864909,-0.7335792,-15.68607,-1.13077,-1.242929
49.66,179.6434,-5,4.117091,3.607675,-10.97786,-26.63729,-0.3884897,-1.089793
49.68,86.86597,-5,4.03927,3.39382,-2.916786,-12.12943,-0.7933693,-1.236994
49.7,-1.525513,-5,3.690545,3.227823,-24.38244,-10.96798,-1.46817,-1.717924
49.72,200.7134,-5,2.920733,2.961011,-41.78703,-16.20681,-0.7933693,-1.597302
49.74,70.14661,-5,2.864149,2.800304,1.006879,0.748628,-1.46817,-1.888474
49.76,224.0768,-5,3.086062,3.002571,5.953446,-1.67488,-0.7933693,-1.528186
49.78,66.22766,-5,3.643296,3.308795,25.83131,10.20859,-1.40069,-1.642763
49.8,-31.13354,-5,3.976551,3.571662,11.5107,0.7865522,-2.075489,-2.077609
49.82,-79.12439,-5,4.447117,3.600096,27.87712,-17.03643,-2.68281,-2.6186
49.84,100.226,-5,4.392884,3.392114,-7.191597,-33.22305,-2.075489,-2.537339
49.86,35.1449,-5,3.937069,3.000607,-33.75649,-24.4072,-2.412889,-2.759329
49.88,34.80347,-5,2.97755,2.536396,-51.48169,-22.01757,-2.68281,-3.108691
49.9,-31.24915,-5,2.208504,1.997257,-26.51985,-18.11309,-3.425089,-3.744212
49.92,159.3246,-5,2.500814,1.85087,17.4191,-22.88748,-2.75029,-3.496846
49.94,18.14478,-5,2.642432,1.815907,3.800773,-7.475183,-3.357609,-3.677024
49.96,-57.68433,-5,2.634718,1.841377,-5.145795,-11.72059,-3.96493,-4.098637
49.98,-129.7047,-5,2.913806,1.744799,13.4191,-23.35498,-4.707209,-4.694025
50,67.49548,-5,2.888316,1.548942,0.8847416,-37.94215,-4.03241,-4.557391
50.02,-51.61511,-5,2.522445,1.198166,-17.72595,-26.66017,-4.639729,-4.886468
50.04,-110.0721,-5,1.791744,0.7719288,-45.7565,-29.01212,-5.314529,-5.492122
50.06,94.97705,-5,0.8734105,0.2651923,-42.79466,-33.08809,-4.707209,-5.456145
50.08,-65.62866,-5,0.4061186,-0.1736419,-8.53511,-13.80658,-5.65193,-5.965331
50.1,106.9208,-5,0.4143905,-0.1989435,-8.840453,-17.03171,-5.044609,-5.727515
