Tiempo,ControlPWM,ReferenciaPosicion,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado
149.02,28.2666,-5,0.04365808,-0.4798916,-19.13053,-4.602521,-4.977129,-5.19676
149.04,22.16638,-5,-0.3845198,-0.4574956,-23.97023,1.069002,-4.977129,-5.177543
149.06,24.05457,-5,-0.3797178,-0.3554803,11.00688,4.219529,-4.977129,-5.145589
149.08,-212.4465,-5,0.3612734,-0.1821068,28.22826,3.536895,-6.259249,-5.792812
149.1,37.85889,-5,1.046703,0.0522179,35.3275,-22.70873,-5.247049,-5.415982
149.12,-34.05591,-5,1.862194,0.2305603,34.53361,-17.5618,-5.247049,-5.18768
149.14,-78.53821,-5,1.79481,0.3079772,-8.825185,-21.29336,-5.314529,-5.192976
149.16,-18.12122,-5,1.094538,0.09186888,-37.86336,-25.82381,-5.044609,-5.174366
149.18,-157.4419,-5,0.2507569,-0.4037124,-41.90916,-20.21436,-5.92185,-5.798935
149.2,-66.22998,-5,-0.3347917,-0.8924693,-27.71069,-28.58768,-5.92185,-6.104386
149.22,-45.81946,-5,-0.2695985,-1.224833,6.304591,-25.13988,-5.989328,-6.203125
149.24,135.9233,-5,-0.2932678,-1.25147,-4.870985,-20.34536,-4.977129,-5.583922
149.26,58.41663,-5,-0.5826629,-1.144705,-16.04656,2.144624,-4.977129,-5.306762
149.28,-186.9742,-5,-0.819508,-1.030278,-12.84045,9.51767,-6.259249,-5.9608
149.3,44.69543,-5,-0.126261,-0.7257544,34.22826,-12.34107,-5.38201,-5.63236
149.32,-61.23462,-5,0.7338989,-0.4601128,37.75499,-6.37946,-5.65193,-5.556875
149.34,90.61194,-5,0.8480396,-0.1589772,7.098485,-13.1946,-4.707209,-4.983244
149.36,26.37854,-5,0.8477237,0.04218255,1.067948,-2.366622,-4.639729,-4.729466
149.38,-15.03137,-5,0.7503634,0.2268001,0.6557342,-1.419392,-4.707209,-4.700719
149.4,-28.05188,-5,1.250549,0.4589505,23.11376,-6.67164,-4.707209,-4.653502
149.42,-30.65601,-5,1.657102,0.6321969,22.76261,-12.82204,-4.639729,-4.584061
149.44,-42.66492,-5,1.735495,0.6606452,6.548866,-17.44464,-4.639729,-4.592001
149.46,-44.50159,-5,1.700979,0.5820791,-5.191597,-21.63151,-4.639729,-4.635937
149.48,-215.0522,-5,1.59534,0.313381,-7.695413,-24.64112,-5.65193,-5.299192
149.5,-124.7312,-5,1.276444,-0.1175962,-15.78702,-42.79208,-5.65193,-5.646294
149.52,-7.815552,-5,0.7693579,-0.6693908,-25.57328,-43.81891,-5.247049,-5.602457
149.54,-13.14941,-5,0.1701204,-1.110706,-32.2145,-30.70448,-5.247049,-5.600329
149.56,-5.029785,-5,-0.5032582,-1.389337,-34.94733,-20.31437,-5.247049,-5.618184
149.58,-162.9377,-5,-1.08707,-1.678002,-30.9626,-11.00465,-6.259249,-6.243454
149.6,90.8324,-5,-0.8224072,-1.630269,25.90765,-21.25529,-5.247049,-5.814072
149.62,-35.37646,-5,-0.2631763,-1.428121,26.54887,-4.389752,-5.58445,-5.712481
149.64,-57.67139,-5,-0.1186792,-1.12596,5.587033,-6.494391,-5.65193,-5.688435
149.66,107.733,-5,-0.05437011,-0.8499259,4.014514,-9.969881,-4.707209,-5.125329
149.68,35.5304,-5,0.4606551,-0.4536139,24.31986,2.720417,-4.639729,-4.77951
149.7,-18.97363,-5,0.6246532,-0.0508348,9.06795,3.228796,-4.707209,-4.680996
149.72,-18.12744,-5,0.4122953,0.1075426,-5.664879,-1.20121,-4.707209,-4.71388
149.74,-87.07812,-5,1.203373,0.3255331,40.42674,-6.834197,-5.044609,-4.852665
149.76,-70.47937,-5,1.852323,0.5100592,29.66338,-19.70245,-4.977129,-4.837294
149.78,-7.452271,-5,1.945992,0.5139408,4.777873,-26.73302,-4.572248,-4.63599
149.8,-198.735,-5,1.300081,0.1489446,-40.51985,-23.26085,-5.58445,-5.277026
149.82,-46.37805,-5,0.1745788,-0.4555597,-58.93207,-36.38844,-5.314529,-5.541642
149.84,2.716797,-5,-0.8305885,-1.17046,-41.80229,-26.26561,-5.314529,-5.71981
149.86,10.87366,-5,-1.08557,-1.501136,-7.405338,-13.77304,-5.38201,-5.756253
149.88,35.04883,-5,-0.9872315,-1.466986,13.86185,-4.948935,-5.247049,-5.591475
149.9,-6.100098,-5,-0.475799,-1.157881,26.73208,1.600137,-5.314529,-5.450502
149.92,-83.42065,-5,-0.07019512,-0.8250751,22.22826,0.3043687,-5.65193,-5.545904
149.94,-74.72681,-5,0.4570409,-0.5445505,27.43437,-10.11686,-5.65193,-5.555326
149.96,80.50574,-5,0.9552795,-0.2649594,22.28933,-17.45597,-4.707209,-4.97193
149.98,23.23254,-5,1.028448,-0.0568158,0.06031401,-6.866403,-4.572248,-4.664082
150,-189.6057,-5,0.5141122,-0.1033619,-29.35954,-4.349167,-5.65193,-5.280355
150.02,-90.24548,-5,-0.07987768,-0.4156583,-25.39008,-22.1452,-5.65193,-5.648878
150.04,-43.62903,-5,0.3096788,-0.6611025,32.38094,-25.14454,-5.58445,-5.692401
150.06,-63.0083,-5,0.580862,-0.758693,8.594668,-23.38801,-5.65193,-5.691072
150.08,2.840942,-5,0.06773322,-0.9192556,-35.29847,-22.34863,-5.314529,-5.551679
150.1,14.96887,-5,-0.8746381,-1.208142,-48.84047,-11.80495,-5.247049,-5.547874
150.12,26.49585,-5,-1.44409,-1.376562,-22.06183,-1.664797,-5.247049,-5.557653
150.14,5.496582,-5,-0.8981706,-1.169733,33.93819,4.368102,-5.314529,-5.466143
150.16,-68.33667,-5,0.05150405,-0.731639,42.06033,2.952022,-5.58445,-5.452973
150.18,82.87213,-5,0.7966988,-0.2183376,40.44201,-7.593613,-4.639729,-4.830712
150.2,-8.049927,-5,1.30073,0.1916889,23.5107,-1.02409,-4.639729,-4.556806
150.22,-34.71008,-5,1.503384,0.5169797,6.350392,-6.566474,-4.572248,-4.442272
150.24,-58.28052,-5,1.45969,0.5879787,-5.329,-12.82424,-4.639729,-4.509234
150.26,-209.3154,-5,1.296145,0.3596648,-4.870985,-19.16517,-5.58445,-5.172406
150.28,-137.3363,-5,1.280598,-0.002226889,-2.672511,-38.59636,-5.65193,-5.528834
150.3,-85.61365,-5,1.128178,-0.4888121,-9.2832,-43.65894,-5.58445,-5.66324
150.32,-18.63586,-5,0.877869,-0.8666313,-19.78702,-40.8677,-5.247049,-5.524287
150.34,-23.79602,-5,-0.1501995,-1.307079,-60.45879,-28.82947,-5.247049,-5.560549
150.36,-164.958,-5,-1.551701,-1.916737,-68.47406,-17.03197,-6.259249,-6.300785
150.38,-50.40625,-5,-2.71724,-2.537051,-33.1916,-19.49989,-6.326729,-6.716036
150.4,137.9365,-5,-1.60972,-2.419729,46.94583,-12.87929,-5.38201,-6.051857
150.42,-12.97705,-5,-0.7889494,-1.908744,33.83132,7.654489,-5.65193,-5.753852
150.44,106.5858,-5,-0.1736269,-1.133777,33.52597,4.268691,-4.707209,-5.000271
150.46,-51.91931,-5,0.8500078,-0.3630367,49.63285,10.54929,-4.977129,-4.766089
150.48,-83.63293,-5,1.407796,0.2277868,26.24353,-3.202202,-4.977129,-4.696314
150.5,-88.24426,-5,1.539343,0.4022384,10.12139,-15.94496,-4.977129,-4.75738
150.52,-82.62622,-5,1.580065,0.3250094,-1.954954,-25.00116,-4.977129,-4.84713
150.54,-82.51367,-5,1.307311,0.05530778,-16.56565,-29.56631,-5.044609,-4.997542
150.56,16.60681,-5,0.5315354,-0.354287,-41.1916,-29.83486,-4.639729,-4.923289
150.58,-141.7335,-5,-0.4295129,-0.9176785,-50.33665,-17.12741,-5.58445,-5.539446
150.6,164.2291,-5,-1.28761,-1.289128,-45.8023,-21.33861,-4.36981,-5.118847
150.62,-121.2316,-5,-1.084335,-1.42794,19.3275,5.636158,-5.65193,-5.578074
150.64,119.4011,-5,-1.09785,-1.217882,5.556499,-4.899105,-4.639729,-5.121593
150.66,-171.3024,-5,-0.8622465,-1.13319,12.71681,11.18927,-5.989328,-5.677399
150.68,78.62811,-5,-0.5893052,-0.8647918,8.426728,-8.034253,-4.977129,-5.276128
150.7,10.15723,-5,-0.234328,-0.6837072,16.06032,3.30608,-5.044609,-5.101341
150.72,-0.3708496,-5,-0.1317841,-0.4291908,3.312223,3.559219,-4.977129,-4.98126
150.74,-13.36328,-5,-0.02860502,-0.2460089,12.30459,2.326239,-4.977129,-4.940042
150.76,-28.20959,-5,0.5000722,-0.01375969,24.04505,-1.585759,-4.977129,-4.876954
150.78,-46.53369,-5,1.002131,0.196156,20.10612,-7.38218,-4.977129,-4.824602
150.8,-64.30322,-5,1.436863,0.3383784,20.88475,-14.56605,-4.977129,-4.798467
150.82,-83.80518,-5,1.498211,0.3041774,1.144284,-21.38588,-5.044609,-4.876551
150.84,-14.49573,-5,1.201121,0.1136296,-15.86336,-26.77811,-4.707209,-4.786667
150.86,-175.2511,-5,0.7672405,-0.2649809,-24.00076,-22.24937,-5.58445,-5.337503
150.88,-96.22534,-5,0.235193,-0.707984,-26.41298,-33.71009,-5.58445,-5.636184
150.9,-7.776489,-5,-0.2292092,-1.179295,-14.84046,-31.63467,-5.314529,-5.625654
150.92,-40.854,-5,-0.2892004,-1.408636,-5.145795,-21.19919,-5.44949,-5.64415
150.94,-11.32251,-5,-0.5908852,-1.49496,-15.2374,-16.57805,-5.314529,-5.566278
150.96,-12.97534,-5,-0.9229043,-1.546057,-18.48931,-9.401152,-5.314529,-5.540806
150.98,-67.72693,-5,-1.06359,-1.545406,-0.2755641,-4.444622,-5.65193,-5.714692
151,-49.51636,-5,-0.6467807,-1.3877,24.16719,-8.068119,-5.65193,-5.711679
151.02,-112.3673,-5,-0.23787,-1.246792,25.4191,-10.1063,-5.989328,-5.861479
151.04,61.74945,-5,0.2220872,-0.9966768,20.91528,-18.99614,-5.044609,-5.319818
151.06,-0.3415527,-5,0.2891163,-0.8188362,-2.412969,-7.512976,-4.977129,-5.057948
151.08,-24.90869,-5,-0.07971225,-0.7045388,-19.37481,-4.971319,-4.977129,-5.014029
151.1,-34.6521,-5,-0.2658722,-0.6740255,1.846574,-5.15824,-5.044609,-5.071578
151.12,-23.85413,-5,0.1645906,-0.533987,23.22063,-7.684277,-4.977129,-4.999687
151.14,-50.80566,-5,0.4844814,-0.3959145,13.05269,-9.372399,-5.044609,-4.983264
151.16,-59.2793,-5,0.7784708,-0.2790155,13.57177,-14.21831,-5.044609,-4.966906
151.18,-50.79321,-5,0.7905642,-0.2783242,-2.107625,-18.31254,-4.977129,-4.952058
151.2,-50.2691,-5,0.5638095,-0.4003822,-14.27557,-19.41838,-4.977129,-4.996451
151.22,-203.2746,-5,0.2667451,-0.6899657,-16.90152,-19.46397,-5.92185,-5.624362
151.24,89.10834,-5,0.08719125,-0.8902741,-5.939688,-33.88184,-4.707209,-5.183966
151.26,23.71027,-5,0.03259673,-1.016787,-4.275566,-13.72099,-4.707209,-4.962885
151.28,-1.916138,-5,-0.2629389,-0.948088,-16.59618,-6.031199,-4.707209,-4.874319
151.3,-3.690125,-5,-0.519291,-0.8814504,-7.313733,-2.650661,-4.707209,-4.857633
151.32,-68.92511,-5,0.3420998,-0.5789255,42.53361,-3.587258,-4.977129,-4.889107
151.34,-80.3653,-5,0.7775447,-0.3408635,26.2588,-12.28087,-5.044609,-4.921854
151.36,-65.91412,-5,0.9561546,-0.2719172,11.49543,-19.76443,-4.977129,-4.920548
151.38,-67.51904,-5,0.9332537,-0.3390031,-6.489306,-23.19611,-4.977129,-4.956568
151.4,-61.27582,-5,0.6904801,-0.5064047,-18.84046,-24.83311,-4.977129,-5.019953
151.42,-218.3157,-5,0.1520536,-0.9017953,-29.54275,-23.86064,-5.989328,-5.723257
151.44,109.588,-5,-0.625191,-1.309795,-36.82519,-35.95441,-4.707209,-5.336607
151.46,-154.8737,-5,-1.263067,-1.807203,-26.0771,-9.149714,-5.989328,-5.942999
151.48,-70.5929,-5,-1.490938,-1.98597,-16.13817,-17.34647,-5.989328,-6.157896
151.5,182.5392,-5,-1.58168,-2.002838,-7.878621,-13.40561,-4.707209,-5.435781
151.52,-109.4357,-5,-1.58383,-1.894142,0.2740546,14.35667,-5.85437,-5.743701
151.54,94.91492,-5,-1.677486,-1.56228,-2.932054,3.913648,-4.977129,-5.340298
151.56,219.2356,-5,-1.419505,-1.140999,15.98398,17.22125,-3.96493,-4.508672
151.58,94.14258,-5,-0.9044891,-0.4578269,15.75498,36.82436,-4.03241,-4.105507
151.6,-6.181519,-5,-0.6332046,0.1916729,21.3275,36.14595,-4.36981,-4.135836
151.62,-56.52448,-5,0.4262697,0.7831533,66.47255,21.94135,-4.639729,-4.239285
151.64,-112.2601,-5,1.381803,1.136642,54.77789,4.135653,-4.977129,-4.45403
151.66,-100.0255,-5,2.134752,1.256957,34.90002,-15.83402,-4.977129,-4.548773
151.68,-113.1548,-5,2.413987,1.102023,9.312226,-28.83852,-5.044609,-4.68383
151.7,-23.85577,-5,1.773945,0.6528866,-42.44352,-36.53467,-4.639729,-4.644816
151.72,-144.2482,-5,0.5570412,-0.1139196,-61.13054,-28.84595,-5.38201,-5.233634
151.74,6.430054,-5,-0.6649126,-0.8742882,-65.4817,-31.69611,-5.044609,-5.391091
151.76,41.26923,-5,-1.30811,-1.434017,-14.06183,-16.16112,-4.977129,-5.398008
151.78,32.57355,-5,-1.213249,-1.499324,7.571767,-2.691723,-4.977129,-5.279383
151.8,4.06134,-5,-0.5811521,-1.171409,32.94582,3.214883,-4.977129,-5.091074
151.82,-78.66272,-5,0.232858,-0.7082523,41.44964,1.404444,-5.247049,-5.076465
151.84,-107.8552,-5,0.7769687,-0.3760431,30.12139,-10.02649,-5.38201,-5.14097
151.86,-93.78705,-5,1.185144,-0.2399975,16.5336,-21.89347,-5.314529,-5.145102
151.88,-34.39984,-5,1.039707,-0.3269738,-7.55801,-27.73174,-4.977129,-5.018151
151.9,-208.2917,-5,0.08354811,-0.8153175,-58.18398,-22.77663,-5.989328,-5.714329
151.92,-22.66345,-5,-1.156141,-1.470654,-65.69543,-32.71262,-5.58445,-5.907176
151.94,238.9226,-5,-2.204929,-2.0012,-29.42061,-16.47515,-4.30233,-5.258201
151.96,145.6402,-5,-2.230874,-1.898127,-1.451137,20.76919,-4.30233,-4.832108
151.98,33.59424,-5,-1.922961,-1.315858,18.3504,34.84009,-4.639729,-4.730619
152,-43.85358,-5,-0.8042522,-0.5462466,53.1901,29.0036,-4.977129,-4.74966
152.02,-92.43475,5,0.2467645,0.09586571,47.48018,13.84268,-4.977129,-4.691068
152.04,-161.8396,5,1.208624,0.4610903,47.92292,-4.465877,-5.247049,-4.795452
152.06,-178.0619,5,1.874245,0.5214819,28.18246,-25.93298,-5.314529,-4.894198
152.08,-125.0408,5,1.629634,0.1659105,-22.48931,-40.95058,-5.044609,-4.8912
152.1,-58.12665,5,0.3808776,-0.5745128,-70.15345,-41.30605,-4.707209,-4.875705
152.12,22.1662,5,-1.13467,-1.389779,-78.56567,-29.62006,-4.30233,-4.765597
152.14,-152.0259,5,-2.496963,-2.178404,-67.45116,-9.626921,-5.314529,-5.385617
152.16,83.84381,5,-2.545584,-2.411847,17.31223,-13.4941,-4.36981,-4.966549
152.18,-209.5024,5,-2.00873,-2.434087,36.57941,5.463857,-5.65193,-5.389071
152.2,-195.7502,5,-1.588644,-2.313275,16.82368,-13.14339,-5.85437,-5.617903
152.22,-16.0802,5,-1.503642,-2.369921,2.594666,-24.01941,-4.977129,-5.195215
152.24,-83.10266,5,-1.417889,-2.420295,-2.993122,-13.42245,-4.977129,-4.985851
152.26,-135.6577,5,-1.635985,-2.452564,-15.69542,-12.5792,-5.112089,-4.996007
152.28,-92.0827,5,-2.112637,-2.623663,-27.77176,-15.68756,-4.909649,-4.939206
152.3,-102.9926,5,-2.701123,-2.922128,-17.22214,-11.41255,-4.977129,-5.002814
152.32,56.9393,5,-2.558159,-2.912073,6.197721,-9.855803,-4.03241,-4.39067
152.34,-240.8286,5,-2.414812,-2.880849,2.487796,6.333693,-5.247049,-4.796697
152.36,-44.85657,5,-2.020291,-2.655692,23.61757,-14.07645,-4.36981,-4.400381
152.38,-103.2403,5,-1.411143,-2.49689,26.77788,-9.856311,-4.30233,-4.129349
152.4,-366.1452,5,-1.32937,-2.540698,-3.252664,-13.80864,-5.58445,-4.805691
152.42,-283.1481,5,-1.701928,-2.953128,-27.20687,-41.79034,-5.65193,-5.240286
152.44,-212.3052,5,-2.364326,-3.735059,-37.13054,-49.69562,-5.58445,-5.475662
152.46,38.84009,5,-3.290616,-4.405966,-53.64962,-44.24492,-4.30233,-4.859775
152.48,-90.03378,5,-4.58117,-4.97258,-64.65726,-11.13097,-4.639729,-4.847682
152.5,-69.59627,5,-5.806274,-5.292954,-63.83284,1.858771,-4.639729,-4.879506
152.52,-103.7774,5,-6.500008,-5.503098,-3.542741,14.78237,-4.977129,-5.065813
152.54,11.02316,5,-5.66407,-5.14917,32.74735,17.33474,-4.36981,-4.561044
152.56,45.05182,5,-4.654939,-4.440347,45.69392,27.48245,-3.695009,-3.759129
152.58,36.91217,5,-3.467139,-3.4336,55.20538,33.84187,-3.02021,-2.872904
152.6,-213.4566,5,-2.212181,-2.479474,56.71682,32.68191,-3.695009,-2.821331
152.62,-172.6279,5,-0.8097829,-1.684586,69.28172,1.985454,-3.290129,-2.526078
152.64,-140.5992,5,0.101989,-1.320268,52.38094,-17.15966,-2.75029,-2.123343
152.66,-276.7025,5,0.5895287,-1.304172,22.5336,-28.52359,-3.08769,-2.227088
152.68,-338.3164,5,0.5544859,-1.666726,-15.64962,-49.9678,-3.425089,-2.601703
152.7,-113.4203,5,-0.5104468,-2.469211,-59.86337,-66.54608,-2.412889,-2.375303
152.72,-132.6628,5,-1.842441,-3.43889,-70.90154,-50.42971,-2.345409,-2.385925
152.74,-133.4841,5,-3.377095,-4.291185,-78.06184,-36.68729,-2.412889,-2.542756
152.76,-145.3956,5,-4.644445,-5.014907,-31.37481,-23.54993,-2.68281,-2.821118
152.78,-203.7403,5,-4.001353,-5.15,18.67101,-18.4075,-3.08769,-2.974431
152.8,-75.57123,5,-3.709985,-5.044557,11.31223,-21.63855,-2.412889,-2.545629
152.82,-41.94324,5,-3.211158,-4.728022,20.01452,-12.32163,-1.805569,-1.909302
152.84,-185.9261,5,-3.103649,-4.402689,-1.145793,-3.309696,-2.142969,-1.831598
152.86,-66.71484,5,-3.45993,-4.211866,-12.94732,-10.45675,-1.46817,-1.473222
152.88,-170.1885,5,-3.031321,-4.025028,25.80078,-4.711529,-1.738089,-1.431547
152.9,-65.25427,5,-2.765956,-3.765749,16.86948,-12.04335,-1.06329,-0.9944617
152.92,-236.5363,5,-2.885867,-3.757206,-10.84045,-6.178049,-1.738089,-1.252639
152.94,-85.11407,5,-2.999628,-3.7618,-0.8862511,-18.99486,-1.06329,-0.993906
152.96,-188.657,5,-2.750463,-3.814695,2.671002,-13.18291,-1.40069,-1.052323
152.98,-78.72614,5,-2.874968,-3.823394,-14.24503,-19.20428,-0.7933693,-0.7357815
153,-163.3508,5,-3.258021,-3.983576,-17.89389,-10.93409,-1.06329,-0.8093561
153.02,-46.55841,5,-3.118584,-3.923213,11.35803,-14.27631,-0.3884897,-0.4021274
153.04,-176.2859,5,-3.012861,-3.876314,3.922911,-5.241599,-0.7933693,-0.4486195
153.06,-121.3777,5,-3.155634,-3.837008,4.319858,-11.82267,-0.5234499,-0.3355795
153.08,-20.71851,5,-2.781982,-3.682853,15.4191,-11.64258,0.2188301,0.2028611
153.1,-153.0012,5,-2.799462,-3.571348,-10.22977,-1.480353,-0.1185694,0.2231506
153.12,-38.16699,5,-2.886975,-3.416463,9.541233,-7.612752,0.5562305,0.6056262
153.14,-219.0112,5,-2.364312,-3.267146,23.5107,-2.125246,-0.1185694,0.4201842
153.16,-88.47205,5,-2.421933,-3.192014,-1.939687,-16.37598,0.4887505,0.6573329
153.18,-11.146,5,-1.866541,-3.022794,20.97635,-14.26003,1.23103,1.254718
153.2,-211.056,5,-1.908496,-2.947452,-8.916789,-5.245554,0.5562305,1.075857
153.22,-63.16333,5,-2.330171,-2.978348,-17.2832,-17.84461,1.23103,1.308144
153.24,2.211914,5,-1.785834,-2.846683,36.51834,-12.86825,1.90583,1.877959
153.26,11.36658,5,-1.695457,-2.580556,-4.122893,-3.156187,2.44567,2.447092
153.28,-138.9094,5,-2.449809,-2.562181,-9.252666,6.486144,1.90583,2.242977
153.3,0.1165771,5,-1.769156,-2.255288,48.28934,-4.353623,2.64811,2.67769
153.32,-197.1028,5,-1.219604,-2.059157,25.12902,0.3599217,1.90583,2.460243
153.34,-44.4248,5,-1.042751,-1.898397,4.441995,-16.80017,2.64811,2.777668
153.36,-174.4077,5,-0.9382005,-1.969822,5.098484,-13.30047,2.175751,2.600865
153.38,-26.64648,5,-1.075572,-2.032211,-22.26031,-23.43107,2.918031,2.920651
153.4,-127.6987,5,-1.385395,-2.244847,-7.17633,-14.33706,2.58063,2.806004
153.42,0.8024902,5,-1.577953,-2.311129,-15.11526,-17.67566,3.25543,3.142355
153.44,-116.7823,5,-1.658349,-2.381794,3.999247,-6.818853,2.850551,3.04701
153.46,9.535645,5,-1.657325,-2.287732,-0.03128911,-11.29313,3.525351,3.415535
153.48,-107.0607,5,-1.30882,-2.146918,19.11375,-2.819104,3.18795,3.417779
153.5,22.84766,5,-1.369471,-1.96525,-4.336633,-8.530961,3.93023,3.834831
153.52,69.97607,5,-0.8445463,-1.618708,25.12902,-0.7334681,4.60503,4.47436
153.54,-83.81372,5,-0.8047233,-1.309956,-6.19923,8.851658,4.20015,4.483513
153.56,30.08203,5,-0.5649214,-0.960458,21.44963,-0.915923,4.87495,4.875389
153.58,-76.83252,5,0.3603969,-0.5729216,40.97636,0.9033751,4.67251,4.996793
153.6,-175.256,5,0.5173162,-0.4174993,0.304589,-9.440724,4.20015,4.708737
153.62,43.85974,5,0.6452165,-0.3926372,7.464897,-26.27709,5.27983,5.174841
153.64,-82.55225,5,0.544633,-0.5383289,-3.92442,-15.12742,4.94243,5.128351
153.66,-71.18811,5,0.01647799,-0.7310373,-31.37481,-18.79973,4.94243,5.021341
153.68,101.1514,5,-0.08159593,-0.816237,10.30459,-19.41928,5.887151,5.530576
153.7,53.64673,5,-0.2256891,-0.7814806,-9.145797,-1.924351,6.02211,5.834585
153.72,-56.95007,5,-0.6685361,-0.7314838,-14.71832,6.144468,5.54975,5.636171
153.74,-14.45203,5,-0.1757951,-0.5091807,30.01452,-1.281534,5.684711,5.695974
153.76,-114.631,5,0.4816566,-0.3146585,31.09849,-4.281934,5.21235,5.501686
153.78,-69.54492,5,0.758968,-0.2240223,5.678637,-17.27475,5.34731,5.487131
153.8,84.45728,5,0.6090283,-0.2638878,-4.51984,-20.49198,6.22455,5.948503
153.82,-187.0844,5,0.4171602,-0.4269714,-20.1229,-6.916414,5.009911,5.390439
153.84,-98.28333,5,-0.2274242,-0.7211317,-24.73359,-23.19147,5.009911,5.053347
153.86,-84.8103,5,-0.0771333,-1.033312,20.83895,-25.52162,4.87495,4.86525
153.88,-52.98865,5,-0.1619238,-1.266716,-14.22977,-25.40335,4.94243,4.842436
153.9,-36.13953,5,-0.9424284,-1.602892,-45.61909,-19.48029,4.94243,4.758852
153.92,-27.07947,5,-1.498339,-1.869534,-13.97022,-11.99762,4.87495,4.664385
153.94,168.9658,5,-1.457082,-1.770844,2.609933,-5.843958,5.95463,5.34198
153.96,73.74561,5,-1.124833,-1.375761,14.54887,16.91363,5.95463,5.730252
153.98,-45.12854,5,-0.7454783,-0.817569,12.70154,20.92831,5.54975,5.705227
154,-26.14233,5,-0.2508704,-0.3473203,41.37331,9.986162,5.61723,5.751185
154.02,-118.743,5,0.872918,0.07232928,52.93056,0.7493014,5.21235,5.616706
154.04,-92.65918,5,1.245077,0.2347071,9.342759,-15.94864,5.27983,5.56238
154.06,-21.70728,5,0.9111713,0.05319007,-23.28321,-23.12398,5.61723,5.630052
154.08,-23.29163,5,0.2385345,-0.3065567,-27.87863,-18.46986,5.61723,5.559227
154.1,3.543091,5,-0.3590093,-0.6276639,-31.84809,-13.53499,5.684711,5.520032
154.12,-6.143921,5,-0.4476956,-0.766646,0.3503905,-7.293378,5.61723,5.496916
154.14,-7.403442,5,-0.310447,-0.7296084,6.304591,-4.604364,5.61723,5.536417
154.16,-26.92712,5,-0.1160131,-0.6200446,11.43436,-3.626247,5.54975,5.546638
154.18,-77.32495,5,0.1194624,-0.5176252,10.15192,-5.839851,5.27983,5.410311
154.2,-61.48474,5,0.3162157,-0.46832,7.922912,-13.05103,5.27983,5.354726
154.22,-48.54175,5,0.0864034,-0.5929608,-8.657246,-15.44019,5.27983,5.281065
154.24,-37.08997,5,-0.1106109,-0.7501448,-9.069461,-15.05279,5.27983,5.227481
154.26,-29.22644,5,-0.2700896,-0.8775149,-9.939689,-13.10544,5.27983,5.200169
154.28,-26.1322,5,-0.3294104,-0.9379174,-0.962587,-10.8237,5.27983,5.200025
154.3,-26.95557,5,-0.3107219,-0.9334037,-1.756481,-9.062432,5.27983,5.216996
154.32,-40.6908,5,-0.2764492,-0.9025015,1.312223,-8.116102,5.21235,5.195002
154.34,-25.01013,5,-0.2600195,-0.8653198,0.5946653,-8.899093,5.27983,5.228655
154.36,-28.70166,5,-0.2417001,-0.8344303,-0.3366328,-7.887624,5.27983,5.245886
154.38,-43.01709,5,-0.1781252,-0.792822,2.197719,-7.827661,5.21235,5.220825
154.4,-51.36426,5,-0.1195922,-0.767541,2.121383,-9.4517,5.144871,5.17222
154.42,-21.16125,5,-0.1142373,-0.7629958,-0.107625,-11.33155,5.27983,5.226925
154.44,-29.01196,5,-0.109923,-0.7634181,-0.7793808,-9.540503,5.27983,5.250569
154.46,-33.59692,5,-0.06294024,-0.7324549,2.197719,-9.312931,5.27983,5.26669
154.48,-35.3363,5,-0.06251325,-0.714,0.1977187,-9.627897,5.27983,5.269059
154.5,-35.78259,5,-0.04799033,-0.7046352,0.8847416,-10.06118,5.27983,5.267787
154.52,-35.17969,5,-0.06465289,-0.7102357,-0.5809073,-10.33675,5.27983,5.261909
154.54,-46.58118,5,-0.04878624,-0.7209304,0.1519171,-10.53782,5.21235,5.219619
154.56,-41.28918,5,-0.04289371,-0.7374931,0.1213828,-11.84239,5.21235,5.200072
154.58,-38.89819,5,-0.05653397,-0.7662857,-0.7946484,-12.12514,5.21235,5.188858
154.6,-38.80371,5,-0.03450329,-0.7809659,0.06031401,-12.1484,5.21235,5.187897
154.62,-39.3479,5,-0.03319552,-0.790947,-0.06182348,-12.16227,5.21235,5.187391
154.64,-16.61218,5,-0.03512124,-0.783277,-0.2450293,-12.17251,5.34731,5.267293
154.66,-51.38489,5,-0.01426969,-0.7729539,0.2740546,-10.00897,5.21235,5.223899
154.68,-34.71252,5,0.02752402,-0.7432638,2.060315,-12.20828,5.27983,5.247055
154.7,-38.17297,5,0.0505483,-0.7374565,-1.069457,-12.05624,5.27983,5.254683
154.72,-50.56494,5,0.03117554,-0.7488176,0.3809245,-12.26842,5.21235,5.211312
154.74,-33.31396,5,0.02327017,-0.7628191,-1.176328,-13.60916,5.27983,5.229287
154.76,-36.46899,5,0.02531362,-0.7775414,-0.1534266,-12.76263,5.27983,5.237446
154.78,-38.19568,5,0.02724321,-0.777561,0.4267263,-12.53224,5.27983,5.24171
154.8,-38.83887,5,0.02337233,-0.7771933,-0.4893047,-12.54287,5.27983,5.24194
154.82,-39.27808,5,0.03585996,-0.7744217,0.4267263,-12.65799,5.27983,5.242455
154.84,-51.04529,5,0.03853821,-0.7821534,0.5030622,-12.81353,5.21235,5.20086
