Tiempo,ControlPWM,ReferenciaPosicion,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado,TiempoTranscurrido
49.3,-68.36243,-5,-0.1810878,-0.988043,-21.80229,-6.35103,-6.93405,-7.11892,-12.87268,8424
49.32,122.1387,-5,-1.227591,-1.09134,-57.71069,-6.964188,-6.191769,-6.863292,-11.58312,8432
49.34,-51.7948,-5,-1.897363,-1.290391,-9.77175,13.85948,-7.13649,-7.325,-10.68013,8412
49.36,30.35193,-5,-0.9620179,-0.9378055,41.2817,7.051088,-6.93405,-7.197528,-4.402597,8472
49.38,5.149658,-5,-0.1030511,-0.4968528,40.13667,8.009768,-6.93405,-7.015156,-1.082318,8456
49.4,-163.111,-5,0.5265834,-0.1471703,27.90765,3.686552,-7.743809,-7.370326,-1.457381,8448
49.42,96.28528,-5,0.7023399,0.07301471,2.548864,-16.28633,-6.529169,-6.832561,-0.7810423,8472
49.44,-86.05786,-5,0.4503506,-0.03515763,-18.1229,-2.710639,-7.20397,-7.063864,-3.187398,8428
49.46,-45.36938,-5,-0.04572203,-0.1919707,-26.41298,-10.49762,-7.20397,-7.231874,-4.582716,8456
49.48,42.30823,-5,-0.439834,-0.4339931,-20.13817,-10.06485,-6.86657,-7.136085,-4.426972,8452
49.5,27.21326,-5,-0.5308102,-0.5352363,-3.741214,-0.6215223,-6.86657,-7.058831,-2.96375,8420
49.52,11.57007,-5,-0.3446801,-0.4232458,5.205354,3.462011,-6.86657,-6.964943,-1.076071,8428
49.54,-4.006592,-5,-0.08921245,-0.2360242,12.85421,3.722121,-6.86657,-6.885285,0.07024866,8436
49.56,-19.9729,-5,0.2785181,-0.02762303,17.81604,1.077641,-6.86657,-6.817431,0.736235,8448
49.58,-34.20007,-5,0.5933277,0.1337348,13.80078,-3.358083,-6.86657,-6.776339,0.5738891,8444
49.6,-43.80298,-5,0.7714617,0.200397,5.678637,-8.351778,-6.86657,-6.77035,-0.3277401,8456
49.62,-58.70056,-5,0.7762331,0.1459491,-1.558007,-12.69497,-6.93405,-6.838365,-1.828461,8480
49.64,-51.73718,-5,0.6686245,-0.00150086,-7.588544,-16.74101,-6.93405,-6.90095,-3.260003,8464
49.66,-33.48303,-5,0.4734956,-0.201327,-13.78702,-18.06232,-6.86657,-6.916956,-4.316073,8456
49.68,-29.42957,-5,0.1138426,-0.4384245,-18.13817,-15.90849,-6.86657,-6.959735,-5.264197,8444
49.7,-31.32874,-5,-0.288938,-0.6757439,-22.97786,-12.75944,-6.93405,-7.046029,-5.782466,8436
49.72,-13.30969,-5,-0.715124,-0.8965405,-23.31374,-9.431641,-6.93405,-7.103272,-5.700522,8440
49.74,14.10291,-5,-1.136026,-1.075284,-21.9855,-3.951522,-6.86657,-7.096359,-4.880468,8448
49.76,8.226318,-5,-1.407102,-1.161355,-16.47404,3.353222,-6.93405,-7.115639,-3.429595,8444
49.78,-25.44373,-5,-1.228629,-1.078853,12.76261,6.938347,-7.13649,-7.175581,-1.309541,8436
49.8,-44.63391,-5,-0.8363442,-0.9002519,23.96872,4.560876,-7.27145,-7.213231,0.3644193,8476
49.82,-83.09277,-5,-0.2687956,-0.7007937,27.19009,-0.9277383,-7.473888,-7.286629,1.169944,8480
49.84,-85.36572,-5,0.3334605,-0.5219456,27.19009,-10.48472,-7.473888,-7.273626,1.234036,8500
49.86,-95.27856,-5,0.622055,-0.4815579,12.50307,-18.04155,-7.473888,-7.278236,-0.1960542,8524
49.88,-97.09143,-5,0.5063987,-0.6208636,-15.11526,-23.69814,-7.473888,-7.337256,-2.559312,8492
49.9,-24.25537,-5,-0.5737484,-1.070322,-60.39772,-23.90907,-7.20397,-7.357931,-5.75398,8468
49.92,-4.132324,-5,-1.705238,-1.613373,-55.64963,-12.88763,-7.20397,-7.464924,-6.943777,8484
49.94,16.59778,-5,-2.723751,-2.059125,-44.871,-0.1383963,-7.27145,-7.589407,-6.090748,8408
49.96,44.65625,-5,-2.310459,-1.99013,40.62521,9.072887,-7.13649,-7.399626,-0.7238474,8452
49.98,-53.2439,-5,-1.457169,-1.587296,45.26643,15.01485,-7.473888,-7.35689,3.066981,8472
50,104.6937,-5,-0.6230794,-0.9737407,39.95346,6.634473,-6.461689,-6.643104,6.896321,8472
50.02,-81.89246,-5,0.1244517,-0.4506582,37.43438,14.32627,-6.93405,-6.573741,6.959905,8404
50.04,-88.2417,-5,0.7704382,0.01294509,27.43437,-1.624979,-6.86657,-6.504634,6.03276,8432
50.06,-156.6648,-5,0.9603868,0.06677006,7.174821,-13.60807,-7.20397,-6.751132,2.259115,8424
50.08,-75.88745,-5,0.6863347,-0.1835098,-20.36718,-27.45924,-6.93405,-6.79956,-1.11356,8464
50.1,13.31873,-5,-0.3352456,-0.7252364,-59.42062,-24.90271,-6.529169,-6.724376,-4.147678,8436
50.12,64.9939,-5,-1.541889,-1.268589,-64.21451,-10.06567,-6.259249,-6.629609,-4.915644,8420
50.14,77.68872,-5,-2.906053,-1.727381,-57.8481,9.576174,-6.259249,-6.665457,-4.320718,8396
50.16,35.1228,-5,-2.872184,-1.723789,45.86186,23.67483,-6.529169,-6.716637,0.2793429,8404
50.18,-32.29944,-5,-1.820833,-1.27945,52.1214,25.07825,-6.86657,-6.73539,5.293216,8428
50.2,-90.16663,-5,-0.6811008,-0.7391241,53.75499,15.29057,-7.13649,-6.774246,7.475186,8444
50.22,48.20532,-5,0.4314877,-0.1777011,50.88476,-0.4476762,-6.259249,-6.191407,9.47242,8468
50.24,-255.0709,-5,1.230467,0.1081041,31.93819,-0.08651543,-7.473888,-6.654145,6.04068,8420
50.26,26.89954,-5,0.7346272,0.04353504,-35.28321,-28.39883,-6.259249,-6.30044,2.500226,8484
50.28,-174.6178,-5,-0.02380572,-0.5244727,-44.35191,-16.48097,-7.20397,-6.850151,-2.900907,8396
50.3,-91.77515,-5,-0.9525235,-1.129227,-49.9855,-25.86518,-7.20397,-7.186936,-5.551274,8468
50.32,-41.04565,-5,-1.681653,-1.773754,-29.89389,-21.24291,-7.20397,-7.367096,-6.228542,8428
50.34,-29.13354,-5,-1.667194,-2.063184,0.5793981,-13.13025,-7.20397,-7.352301,-3.831216,8448
50.36,121.0881,-5,-1.473283,-1.953641,1.938177,-6.880337,-6.259249,-6.691552,0.2993027,8460
50.38,37.7384,-5,-1.653125,-1.737584,-9.481673,13.01493,-6.259249,-6.396637,1.880278,8416
50.4,-34.43152,-5,-1.919336,-1.487928,-12.51984,18.55815,-6.529169,-6.454832,2.407835,8400
50.42,-85.52087,-5,-1.453269,-1.20676,30.54888,13.27881,-6.86657,-6.625164,3.712963,8420
50.44,76.91052,-5,-0.207292,-0.6827555,59.99926,0.7980254,-5.92185,-5.994739,7.809705,8456
50.46,-20.80859,-5,0.5139731,-0.226667,34.213,6.481189,-5.92185,-5.685851,7.908863,8380
50.48,-74.25,-5,0.6499054,0.0701679,-6.077093,-0.1717935,-5.989328,-5.656652,5.576416,8396
50.5,-36.46045,-5,-0.05686089,-0.07387261,-38.45878,-7.552087,-5.85437,-5.730228,1.613052,8372
50.52,-37.01355,-5,-0.7909531,-0.4632389,-34.77939,-6.19721,-5.989328,-5.948339,-0.8917115,8392
50.54,-11.84705,-5,-0.4710605,-0.5898725,13.92291,-6.430573,-5.92185,-5.922634,0.7274659,8384
50.56,-33.48145,-5,-0.3690683,-0.6371021,7.159553,-4.43371,-5.989328,-5.921756,0.9147804,8380
50.58,-37.60767,-5,-0.3110843,-0.6444567,-2.13816,-5.516009,-5.989328,-5.914082,0.7722099,8404
50.6,-251.7555,-5,-0.1883775,-0.7821563,4.441995,-7.535977,-7.20397,-6.633956,-1.910009,8404
50.62,-170.5232,-5,-0.1300007,-1.051362,3.846575,-30.72404,-7.27145,-7.004789,-3.980362,8500
50.64,-127.0897,-5,-0.2347284,-1.519177,-4.260297,-37.51078,-7.27145,-7.18659,-5.921535,8468
50.66,118.5327,-5,-0.4205939,-1.779337,-12.97786,-36.53523,-5.92185,-6.452902,-4.19671,8444
50.68,5.394043,-5,-0.8108651,-1.877205,-29.52748,-9.867702,-5.989328,-6.18118,-3.755761,8396
50.7,-169.7537,-5,-1.858001,-2.055606,-52.8252,-0.5118825,-6.93405,-6.737608,-6.434409,8380
50.72,78.83252,-5,-2.192132,-2.129526,-6.703048,-10.47879,-5.989328,-6.421634,-3.931952,8416
50.74,-42.5636,-5,-1.271364,-1.900221,45.95346,4.829959,-6.326729,-6.310321,0.1153706,8372
50.76,-55.1712,-5,-0.6466033,-1.453567,30.56414,0.598845,-6.259249,-6.141577,2.04252,8400
50.78,-283.0184,-5,-0.4311565,-1.331785,5.77024,-4.646114,-7.473888,-6.822337,-1.134755,8400
50.8,-21.58301,-5,-0.6200764,-1.442933,-10.3061,-30.11494,-6.529169,-6.631016,-2.267534,8456
50.82,-58.97083,-5,-0.8829477,-1.760371,-16.90152,-19.69827,-6.596649,-6.622733,-3.400112,8404
50.84,-57.87469,-5,-1.325791,-1.970409,-24.44351,-15.13379,-6.596649,-6.644131,-3.698445,8416
50.86,-46.61945,-5,-1.821068,-2.172123,-24.2145,-10.33685,-6.596649,-6.684234,-3.755922,8412
50.88,-32.367,-5,-2.242243,-2.330665,-16.09236,-4.590572,-6.596649,-6.711635,-2.996182,8392
50.9,-90.2796,-5,-2.062992,-2.31702,9.617569,-0.0626592,-6.93405,-6.853549,-1.214965,8420
50.92,102.2966,-5,-1.901527,-2.115504,12.65574,-3.058,-5.92185,-6.263388,2.136644,8444
50.94,27.16693,-5,-1.451617,-1.754295,19.48017,12.9166,-5.85437,-5.892046,4.8405,8380
50.96,128.3097,-5,-1.171075,-1.184496,10.671,15.25998,-4.977129,-5.18339,7.750638,8384
50.98,-193.7894,-5,-0.4671501,-0.6822163,36.19773,24.16027,-6.259249,-5.594814,6.996167,8324
51,21.4787,-5,0.538852,-0.09416792,46.51835,-5.503509,-5.247049,-5.121794,8.437126,8388
51.02,-136.0972,-5,1.69412,0.2684931,54.85423,-7.463386,-5.65193,-5.110072,6.839001,8336
51.04,-141.8246,-5,2.209888,0.4635441,28.73208,-26.48409,-5.58445,-5.113505,3.259799,8360
51.06,-83.00934,-5,1.857591,0.2204869,-27.1916,-38.40514,-5.247049,-5.068329,-1.936969,8348
51.08,-191.3806,-5,0.6731803,-0.4907162,-61.35955,-36.683,-5.92185,-5.652663,-8.786771,8344
51.1,-274.2304,-5,-0.54516,-1.456744,-64.642,-42.79828,-6.93405,-6.647221,-14.37606,8396
51.12,-60.61145,-5,-1.68638,-2.465482,-60.19925,-51.19383,-6.529169,-6.90579,-15.64023,8484
51.14,27.39502,-5,-2.725183,-3.293406,-51.0084,-31.55236,-6.259249,-6.851758,-13.98434,8424
51.16,53.42725,-5,-3.604713,-3.676683,-44.42825,-6.648378,-6.124289,-6.700063,-10.2335,8412
51.18,199.0464,-5,-4.150843,-3.564959,-20.06183,14.67627,-5.247049,-6.039224,-3.797214,8372
51.2,-153.8325,-5,-3.690024,-3.109416,35.2359,41.42138,-6.799089,-6.517426,0.3835307,8348
51.22,216.1357,-5,-2.449136,-2.123778,59.54125,20.06138,-4.977129,-5.454304,8.912901,8452
51.24,-42.16516,-5,-1.089912,-1.216968,74.56416,38.54969,-5.58445,-5.221891,11.84149,8320
51.26,79.87335,-5,0.04622133,-0.1682431,52.83896,21.20152,-4.639729,-4.503495,14.46908,8376
51.28,-59.90289,-5,0.5756722,0.4319871,28.3046,20.16696,-4.909649,-4.417492,12.04809,8340
51.3,-141.8141,-5,0.9136429,0.713329,15.06795,4.042761,-5.314529,-4.697114,8.415208,8356
51.32,-96.17218,-5,1.071664,0.6357009,1.693902,-15.42268,-5.247049,-4.857024,4.769543,8356
51.34,-83.69592,-5,1.053822,0.3226052,0.6862684,-23.67575,-5.247049,-4.985421,1.465663,8372
51.36,-88.20471,-5,0.8724353,-0.06012478,-12.39771,-27.3626,-5.314529,-5.127509,-1.392936,8372
51.38,-14.24817,-5,0.3914009,-0.4666625,-32.90153,-28.57478,-4.977129,-5.052431,-3.407788,8368
51.4,-170.9628,-5,-0.7692292,-1.125734,-60.0313,-18.38692,-5.92185,-5.714106,-7.951567,8320
51.42,-75.24536,-5,-1.937063,-1.833772,-57.37482,-23.5519,-5.989328,-6.133288,-9.683656,8372
51.44,158.7058,-5,-2.020908,-2.152421,9.205355,-16.58056,-4.909649,-5.573564,-4.918853,8360
51.46,64.01569,-5,-1.901689,-2.044034,5.052682,11.22276,-4.977129,-5.253277,-0.8070496,8324
51.48,-33.87842,-5,-1.750869,-1.646816,4.869476,19.41478,-5.314529,-5.254147,1.533813,8320
51.5,-89.88739,-5,-0.7890258,-1.110501,49.2359,11.64039,-5.58445,-5.306127,3.813005,8352
51.52,66.48181,-5,0.2217828,-0.534831,53.52599,-2.188008,-4.639729,-4.691128,6.324326,8360
51.54,-69.5434,-5,0.7469793,-0.1555412,24.19773,2.560395,-4.909649,-4.592685,5.048586,8292
51.56,-89.81653,-5,0.6787859,-0.00025177,-4.321367,-7.873672,-4.977129,-4.680753,2.08321,8328
51.58,-72.7702,-5,0.4336029,-0.1446294,-15.74122,-16.00873,-4.977129,-4.811578,-0.8753912,8336
51.6,-52.92529,-5,0.080761,-0.4422947,-18.77939,-18.4975,-4.977129,-4.931597,-2.947187,8332
51.62,-20.65582,-5,-0.4412175,-0.7890893,-24.87099,-16.37206,-4.909649,-4.995431,-4.170311,8328
51.64,-8.285767,-5,-0.8927708,-1.075107,-13.46641,-10.19363,-4.909649,-5.041697,-4.24431,8328
51.66,-76.07227,-5,-0.87541,-1.194702,2.212986,-5.070989,-5.314529,-5.255568,-3.533271,8316
51.68,-51.64868,-5,-0.6929146,-1.191192,8.85421,-9.134346,-5.314529,-5.301734,-2.55353,8340
51.7,-39.06207,-5,-0.4489458,-1.149402,8.838943,-10.14344,-5.247049,-5.24462,-1.813625,8336
51.72,118.5306,-5,-0.5775819,-1.05433,-4.382436,-8.753996,-4.30233,-4.671434,-0.3206416,8340
51.74,42.59302,-5,-0.6245324,-0.8742083,-0.8099151,8.222463,-4.30233,-4.416767,0.7738076,8284
51.76,13.76294,-5,-0.6435048,-0.5856014,0.7015356,11.83797,-4.30233,-4.309116,1.623694,8284
51.78,0.1908569,-5,-0.3368562,-0.2857525,36.213,10.30765,-4.30233,-4.240533,2.553761,8280
51.8,-241.1196,-5,0.4596919,-0.05890597,43.2359,4.769277,-5.58445,-4.9095,1.219462,8284
51.82,59.3764,-5,1.03845,0.1317633,24.68628,-24.72679,-4.30233,-4.424536,1.801367,8388
51.84,-26.07147,-5,1.209011,0.08326611,4.762606,-14.51874,-4.36981,-4.281455,-0.01061678,8312
51.86,-35.3728,-5,0.964909,0.05027966,-16.35191,-15.62586,-4.30233,-4.24083,-1.956902,8316
51.88,-192.8929,-5,0.3779098,-0.2777272,-29.37481,-15.69832,-5.247049,-4.892448,-6.390905,8312
51.9,-40.21283,-5,-0.1503738,-0.7059162,-21.11526,-29.73969,-4.909649,-5.040083,-7.91097,8348
51.92,-82.11664,-5,0.08837453,-1.018301,12.28933,-24.51715,-5.179569,-5.193392,-7.359201,8308
51.94,-35.91577,-5,0.1413556,-1.137299,-1.481671,-25.43122,-4.977129,-5.101686,-6.734757,8356
51.96,-40.13696,-5,-0.3644025,-1.333925,-30.93206,-19.67682,-4.977129,-5.115086,-7.774046,8348
51.98,-17.74585,-5,-1.319038,-1.63915,-50.7794,-13.06651,-4.977129,-5.214705,-8.819766,8372
52,5.94751,-5,-2.242831,-1.965793,-48.76413,-3.295596,-5.044609,-5.352686,-8.371514,8328
52.02,-23.42224,-5,-2.102251,-1.981201,23.90765,5.038775,-5.314529,-5.465914,-4.861642,8340
52.04,-79.6662,-5,-1.251442,-1.678915,34.3962,4.635265,-5.65193,-5.554714,-1.255366,8344
52.06,91.81921,-5,-0.7411089,-1.276081,21.15956,-2.639307,-4.707209,-4.969984,1.804008,8372
52.08,187.8651,-5,-0.5105446,-0.8176779,10.94581,9.477015,-3.695009,-4.098889,4.670474,8324
52.1,-141.1198,-5,-0.5280797,-0.4526908,2.594666,26.74887,-4.977129,-4.513994,3.105217,8244
52.12,85.38208,-5,0.07364294,0.06134262,49.78552,3.315666,-3.96493,-4.059177,5.344968,8320
52.14,-54.78333,-5,1.24842,0.5037384,58.67102,6.612169,-4.30233,-3.970423,5.947221,8276
52.16,-85.73352,-5,1.707795,0.8197858,22.60994,-6.986017,-4.36981,-4.000651,3.702386,8292
52.18,-13.95404,-5,1.313931,0.7148166,-22.15343,-17.67311,-4.03241,-3.954805,-0.1737189,8284
52.2,-169.7144,-5,0.501456,0.2038874,-43.69542,-15.13151,-4.977129,-4.639426,-5.502089,8260
52.22,141.6596,-5,-0.3561888,-0.2888783,-47.75649,-25.83573,-3.762489,-4.297834,-5.596581,8328
52.24,-44.16272,-5,-1.225741,-0.8504727,-45.35955,1.143934,-4.639729,-4.709643,-6.741082,8228
52.26,33.80542,-5,-1.863089,-1.112325,-20.22977,2.413041,-4.572248,-4.837923,-5.021027,8304
52.28,34.36694,-5,-1.557741,-1.097028,26.83895,10.13212,-4.639729,-4.814167,-1.34303,8312
52.3,27.06183,-5,-1.138005,-0.8456025,15.12902,13.91799,-4.639729,-4.704141,1.714081,8324
52.32,168.4142,-5,-0.5409842,-0.3548906,26.85421,14.05387,-3.695009,-4.007495,5.826282,8336
52.34,-163.8784,-5,0.1376732,0.08629733,31.46491,25.6252,-5.044609,-4.452142,5.198308,8256
52.36,69.94855,-5,0.574819,0.5133482,20.67101,-1.365199,-4.03241,-4.05526,5.787141,8320
52.38,3.254456,-5,1.739321,0.8960744,56.62522,0.486187,-3.96493,-3.758006,6.511169,8256
52.4,-32.46539,-5,2.027139,1.171129,23.75498,-6.042897,-3.897449,-3.63542,4.147814,8308
52.42,-232.5782,-5,1.888326,1.035048,-12.61145,-13.95607,-4.977129,-4.337537,-1.737458,8284
52.44,-74.54303,-5,1.379334,0.5746114,-30.32137,-37.57888,-4.639729,-4.569253,-5.936176,8328
52.46,-51.64636,-5,0.6370957,-0.1482127,-38.97787,-34.78344,-4.707209,-4.802843,-9.183464,8300
52.48,54.099,-5,-0.2770881,-0.7529123,-49.69543,-27.42676,-4.30233,-4.717255,-9.669902,8348
52.5,-105.4002,-5,-1.320733,-1.341704,-57.51223,-8.722539,-5.247049,-5.293315,-11.21385,8312
52.52,-23.68225,-5,-2.118077,-1.771408,-30.15343,-9.751539,-5.314529,-5.592813,-10.20424,8352
52.54,174.7468,-5,-1.505046,-1.675024,42.85423,-3.807353,-4.30233,-4.93462,-3.314529,8364
52.56,17.13232,-5,-0.8602913,-1.23423,26.47253,17.87262,-4.639729,-4.707495,0.5802937,8304
52.58,-6.913574,-5,-0.6004174,-0.6962966,5.709171,15.4311,-4.639729,-4.5894,1.959146,8344
52.6,-7.339539,-5,-0.6354343,-0.4138201,-6.565642,11.56304,-4.639729,-4.587792,1.571791,8348
52.62,-66.25946,-5,-0.2461976,-0.2160458,35.81605,7.560397,-4.977129,-4.764126,1.713223,8328
52.64,-45.22852,-5,0.5453248,0.03590356,36.18246,-3.670395,-4.909649,-4.727775,2.603216,8340
52.66,-67.28522,-5,0.8514389,0.1186361,10.90001,-10.04257,-4.977129,-4.763629,1.109775,8312
52.68,-61.49133,-5,0.7002187,0.009034321,-9.725948,-16.0027,-4.977129,-4.844099,-1.297076,8324
52.7,-2.185669,-5,0.3609091,-0.2111751,-21.42061,-18.14054,-4.707209,-4.780499,-2.836703,8332
52.72,-5.223572,-5,-0.166175,-0.4864863,-30.80993,-11.81087,-4.707209,-4.809476,-4.048325,8320
52.74,10.32037,-5,-0.858791,-0.7617894,-31.90916,-5.600174,-4.707209,-4.877683,-4.610385,8308
52.76,9.675842,-5,-0.5713989,-0.7458114,18.65574,-0.886802,-4.707209,-4.819078,-2.149218,8308
52.78,-6.679565,-5,-0.139098,-0.5457448,18.62521,0.7117019,-4.707209,-4.717965,-0.3568292,8312
52.8,-68.90961,-5,0.1371211,-0.3664265,11.31223,-0.9125047,-4.977129,-4.816217,-0.5285299,8332
52.82,-57.53253,-5,0.3568135,-0.2651474,10.22826,-9.008723,-4.977129,-4.862625,-1.125949,8348
52.84,17.49329,-5,0.3956302,-0.253207,-1.145793,-13.19533,-4.572248,-4.663321,-1.44167,8344
52.86,-18.30688,-5,0.1792431,-0.3233897,-14.96259,-7.700946,-4.639729,-4.6554,-2.45076,8312
52.88,-12.60638,-5,-0.1835735,-0.4201202,-15.75649,-6.470555,-4.639729,-4.696694,-3.21429,8296
52.9,-14.06903,-5,0.05150556,-0.3912684,10.15192,-5.875143,-4.639729,-4.670789,-2.227368,8300
52.92,-6.663818,-5,0.1021933,-0.3442242,4.808407,-5.775406,-4.572248,-4.612662,-2.02861,8312
52.94,-15.83582,-5,0.1822209,-0.286842,3.693903,-5.23436,-4.572248,-4.582417,-1.947545,8288
52.96,119.0965,-5,0.2055013,-0.1500361,0.2435202,-5.580945,-3.762489,-4.087585,-0.4921465,8308
52.98,64.67603,-5,0.2164606,0.03854966,1.022146,7.792345,-3.695009,-3.830589,0.3247822,8264
53,-185.4315,-5,0.2214817,0.1521567,2.243521,10.63543,-4.977129,-4.499119,-1.802192,8256
53.02,-98.70355,-5,0.6153107,0.1923475,34.88475,-14.03794,-4.977129,-4.774793,-2.476509,8320
53.04,154.6683,-5,1.203629,0.2575576,31.03743,-23.05961,-3.627529,-4.037534,-0.3248994,8324
53.06,31.72192,-5,1.420656,0.3935757,4.228254,-4.260767,-3.695009,-3.740819,-0.3922112,8260
53.08,-147.0538,-5,0.8877017,0.3818076,-42.56565,-2.832971,-4.572248,-4.240198,-4.227372,8260
53.1,-6.305481,-5,-0.1522118,0.008460835,-48.1687,-16.30125,-4.30233,-4.45875,-7.300422,8280
53.12,-44.08374,-5,0.01403797,-0.2888642,49.54125,-11.65101,-4.639729,-4.691381,-6.420095,8288
53.14,21.59406,-5,0.773266,-0.1837967,25.38857,-14.84106,-4.30233,-4.450871,-3.368276,8320
53.16,5.132751,-5,0.1259744,-0.2980412,-52.64199,-8.136523,-4.30233,-4.437525,-5.203743,8272
53.18,-70.10065,-5,-1.143127,-0.7044668,-68.7794,-1.2873,-4.909649,-4.942651,-8.238899,8292
53.2,-55.77191,-5,-1.787869,-1.119043,-9.848086,-2.265317,-5.314529,-5.421957,-8.07321,8348
53.22,148.7883,-5,-0.4423785,-0.8629035,64.30461,-5.57839,-4.30233,-4.763178,-0.3896159,8384
53.24,37.92993,-5,0.6201957,-0.3042915,37.31224,9.289341,-4.30233,-4.322356,3.056968,8320
53.26,-162.647,-5,0.1641951,-0.07919747,-35.13054,9.094237,-5.247049,-4.815991,-0.9017975,8292
53.28,-75.7063,-5,-0.8027875,-0.3595018,-52.9626,-7.996266,-5.314529,-5.247995,-4.671315,8336
53.3,-26.31982,-5,-0.5203094,-0.6143939,24.22826,-11.4205,-5.314529,-5.371621,-3.394753,8352
53.32,-21.19287,-5,-0.2354115,-0.7014483,9.129019,-9.659246,-5.314529,-5.350434,-2.076511,8320
53.34,-24.40326,-5,-0.3215775,-0.7530463,-4.443504,-7.69738,-5.314529,-5.338462,-2.092388,8360
53.36,-9.500977,-5,-0.5692512,-0.821043,-13.90916,-5.865478,-5.247049,-5.316843,-2.261985,8348
53.38,155.4835,-5,-0.8317174,-0.7848499,-9.344269,-1.90229,-4.30233,-4.756223,-0.2151469,8348
53.4,72.87042,-5,-0.5127864,-0.4930856,14.94582,16.29497,-4.30233,-4.4387,2.552896,8288
53.42,-44.40973,-5,0.001725465,-0.02305482,30.3962,18.08818,-4.707209,-4.483576,3.70738,8304
53.44,-44.74109,-5,1.171037,0.5381368,56.51835,3.516764,-4.639729,-4.368651,5.029126,8312
53.46,-71.02539,-5,1.899317,0.8707396,34.38094,-8.623631,-4.639729,-4.320133,3.351971,8328
53.48,-81.68079,-5,2.04023,0.9040218,7.159553,-19.8278,-4.639729,-4.375718,-0.1135533,8308
53.5,-66.54956,-5,1.447983,0.5739425,-40.90153,-26.36204,-4.639729,-4.54202,-4.591793,8320
53.52,33.48578,-5,0.175338,-0.03595344,-62.65726,-24.7622,-4.30233,-4.582654,-7.973493,8288
53.54,-44.60486,-5,-1.170052,-0.7581726,-66.47406,-9.291242,-4.909649,-5.069559,-10.2654,8296
53.56,-47.00232,-5,-2.001644,-1.312838,-16.15343,-4.279477,-5.38201,-5.562509,-9.670439,8324
53.58,12.77429,-5,-0.8888197,-1.237878,42.0756,-4.865532,-5.247049,-5.4426,-3.499721,8352
53.6,151.241,-5,-0.4216435,-0.9056565,21.90765,-0.4171927,-4.30233,-4.729494,0.5634594,8348
53.62,52.04303,-5,-0.06461291,-0.4371426,10.06032,15.29074,-4.30233,-4.375064,2.49904,8288
53.64,14.44,-5,-0.05441633,0.001133613,3.281689,15.62524,-4.30233,-4.256212,2.548863,8304
53.66,-58.20312,-5,0.3374545,0.3230222,41.35804,10.62686,-4.639729,-4.402112,2.219146,8312
53.68,-49.77368,-5,1.0862,0.6062607,40.85422,-2.528006,-4.639729,-4.419902,2.318302,8304
53.7,-57.57446,-5,1.590112,0.7335157,22.12139,-12.08971,-4.639729,-4.425381,0.9266472,8328
53.72,-62.92078,-5,1.697021,0.6844832,0.8236728,-19.60334,-4.639729,-4.473419,-1.563689,8316
53.74,-145.8767,-5,1.279414,0.3478327,-27.23741,-23.94895,-5.179569,-4.915009,-5.891003,8300
53.76,-39.80969,-5,0.3928125,-0.2148076,-47.43589,-32.15354,-4.977129,-5.109076,-9.049787,8328
53.78,-1.106689,-5,-0.6350498,-0.8839274,-52.64199,-23.40126,-4.977129,-5.275806,-10.56836,8344
53.8,93.21295,-5,-1.644291,-1.377244,-53.89391,-10.16412,-4.639729,-5.178197,-9.263727,8332
53.82,30.5144,-5,-2.131719,-1.581402,-13.1,9.66758,-4.977129,-5.285117,-6.547756,8328
53.84,36.90308,-5,-1.587781,-1.300508,35.17483,14.66398,-4.977129,-5.171574,-1.446409,8340
53.86,128.2269,-5,-0.7132618,-0.7105578,46.22827,15.96908,-4.30233,-4.579328,3.711083,8356
53.88,-33.71887,-5,0.3523921,-0.006280482,53.1443,22.32209,-4.707209,-4.454139,5.857824,8296
53.9,-53.94019,-5,1.070678,0.5927399,37.2359,7.746115,-4.707209,-4.393361,5.384278,8328
53.92,-62.79761,-5,1.920426,0.9774014,34.77789,-6.783549,-4.639729,-4.320727,4.094136,8332
53.94,-82.01807,-5,2.315965,1.092976,18.99162,-18.66665,-4.639729,-4.33816,1.047563,8288
53.96,-82.28015,-5,2.15578,0.9131675,-10.27557,-27.98831,-4.639729,-4.447353,-3.063056,8308
53.98,-10.26819,-5,1.702183,0.5619844,-28.47404,-32.58504,-4.30233,-4.392295,-6.066393,8296
54,-180.7527,-5,0.7344224,-0.06976286,-49.9397,-25.51569,-5.314529,-5.098875,-11.11687,8276
54.02,-0.8375244,-5,-0.3751568,-0.7487945,-58.21452,-34.1669,-4.909649,-5.265952,-12.78257,8356
54.04,36.69171,-5,-1.452342,-1.442269,-50.61146,-18.05245,-4.909649,-5.383361,-12.63136,8340
54.06,46.79333,-5,-2.005914,-1.760223,-9.634345,-1.738436,-4.977129,-5.416017,-9.537533,8312
54.08,0.6483154,-5,-1.73758,-1.653257,22.3962,9.111303,-5.247049,-5.451678,-5.204126,8344
54.1,158.0512,-5,-0.9467506,-1.117477,38.94582,9.363862,-4.30233,-4.750521,0.8971964,8356
54.12,-15.08496,-5,-0.0381699,-0.452108,39.95346,22.23323,-4.707209,-4.577461,3.548555,8280
54.14,-97.47046,-5,0.6356409,0.1583862,35.2817,10.8674,-5.044609,-4.684003,3.314624,8324
