Tiempo,ControlPWM,ReferenciaPosicion,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado,TiempoTranscurrido
57.42,-194.007,5,-2.100339,-2.082994,36.22827,20.26486,0.5562305,1.298032,15.09857,7960
57.44,-114.7629,5,-1.236819,-1.696216,39.44964,-2.72471,0.9611101,1.481519,14.69999,7992
57.46,-34.93469,5,-0.8443494,-1.558153,14.38093,-11.05187,1.63591,1.924118,13.1787,7972
57.48,20.45618,5,-1.18506,-1.579793,-24.18397,-7.192717,2.31071,2.414902,11.1288,7948
57.5,79.04504,5,-1.944596,-1.656873,-29.43588,3.679993,2.985511,2.910766,9.890129,7916
57.52,-136.673,5,-1.3406,-1.446344,23.28169,14.38927,2.243231,2.766953,10.48065,7848
57.54,-13.63354,5,-0.7999872,-1.113245,31.98399,-1.935251,2.918031,3.132881,11.07239,7916
57.56,-193.4742,5,0.2348259,-0.8504722,43.2817,-4.083182,2.31071,2.993538,9.714211,7860
57.58,-72.20276,5,0.1554168,-0.8337108,-8.764117,-23.24781,2.918031,3.190705,6.378079,7904
57.6,-147.9779,5,-0.5983099,-1.277369,-41.35955,-21.3197,2.58063,2.915368,1.12614,7876
57.62,10.01636,5,-1.404795,-1.744296,-36.39771,-24.78468,3.25543,3.100354,-0.3955824,7876
57.64,150.2847,5,-1.627268,-1.916925,-11.43587,-10.04035,4.267631,3.81219,2.304784,7832
57.66,1.388916,5,-2.095208,-1.890846,-21.46641,15.27519,3.93023,3.913582,3.04616,7776
57.68,-135.8499,5,-1.630162,-1.578774,29.29697,15.1413,3.25543,3.637228,4.437379,7812
57.7,2.399414,5,-0.6597818,-1.136514,47.46491,-1.806733,3.93023,4.014747,6.974461,7828
57.72,57.69592,5,-0.08576776,-0.7686862,26.16719,-0.7508829,4.60503,4.601476,7.887266,7800
57.74,-84.03101,5,-0.3225916,-0.6176991,-16.61145,6.126793,4.20015,4.526574,5.170668,7768
57.76,53.95898,5,-0.7797812,-0.5902836,12.86948,-1.862789,4.87495,4.796048,4.109122,7788
57.78,-54.40417,5,0.1800639,-0.3542229,35.49544,3.421109,4.60503,4.868321,5.716528,7740
57.8,-123.4332,5,-0.1816054,-0.3761502,-16.58091,-2.990507,4.20015,4.56275,2.236517,7748
57.82,32.4679,5,-0.229607,-0.4706549,20.3962,-13.79415,4.87495,4.796859,1.876225,7764
57.84,8.546509,5,-0.3149713,-0.5886676,-11.13053,-4.906868,4.94243,4.929087,1.546863,7740
57.86,178.2805,5,-1.070329,-0.6523979,-46.19925,1.455427,5.95463,5.508594,2.190924,7728
57.88,41.38794,5,-1.09363,-0.5205237,24.07559,22.74328,5.61723,5.595182,3.833419,7584
57.9,27.41541,5,-0.7415806,-0.1387582,10.77787,21.81167,5.61723,5.691252,5.898684,7704
57.92,-59.31812,5,0.3177509,0.3341868,56.77789,16.10473,5.27983,5.637927,7.311728,7716
57.94,-119.0635,5,1.024602,0.6329265,29.06796,1.060211,4.94243,5.428483,5.681452,7712
57.96,-83.5647,5,0.8067061,0.4902304,-4.321367,-14.19251,4.94243,5.223756,1.645662,7748
57.98,116.3701,5,0.5300102,0.2443377,-22.39771,-19.40779,5.95463,5.674496,0.9484897,7736
58,-94.07471,5,-0.4109186,-0.2167841,-51.90917,0.1128435,5.009911,5.199359,-2.709189,7664
58.02,-31.71545,5,-1.095625,-0.5809672,-28.44351,-5.954548,4.94243,4.905812,-3.484107,7732
58.04,163.4877,5,-0.5376592,-0.5596262,23.28169,-5.150561,5.95463,5.513689,1.192588,7736
58.06,87.0249,5,-0.7945986,-0.4609576,-18.27557,15.95234,5.95463,5.779914,2.276911,7704
58.08,8.886841,5,-1.23193,-0.3165196,-12.27557,23.5409,5.61723,5.654919,2.334451,7696
58.1,-34.37927,5,-0.3113815,0.05947236,46.56415,17.49861,5.34731,5.564902,4.94609,7708
58.12,120.1003,5,0.4048714,0.4825473,33.40384,7.074827,6.22455,6.107327,7.18434,7732
58.14,45.80896,5,0.6524535,0.7748063,7.66337,14.93643,6.22455,6.327384,6.735825,7660
58.16,34.41638,5,0.5230481,0.9734374,-13.02366,13.07098,6.29203,6.399395,5.447323,7660
58.18,11.14014,5,0.7224537,1.105894,33.12903,9.985074,6.22455,6.378484,4.771077,7668
58.2,6.106079,5,1.085431,1.223001,9.953446,4.35812,6.22455,6.382471,4.300228,7660
58.22,38.21606,5,1.143141,1.244446,4.228254,-0.006977528,6.426991,6.475022,3.174504,7680
58.24,1.716309,5,1.0527,1.170299,-3.054191,0.579306,6.29203,6.396708,1.53364,7684
58.26,6.620728,5,1.125561,1.118111,-0.1228922,-2.990315,6.29203,6.356978,0.7261366,7708
58.28,7.957764,5,1.143476,1.037662,1.083215,-4.935419,6.29203,6.327165,-0.251014,7688
58.3,8.443237,5,1.119227,0.9479867,-2.504572,-6.026736,6.29203,6.300511,-1.151175,7692
58.32,-164.2032,5,1.071138,0.7392024,-3.161061,-6.93542,5.27983,5.66638,-3.996005,7680
58.34,81.22449,5,0.9841284,0.5535027,-6.47404,-24.32544,6.22455,5.934202,-3.921567,7752
58.36,63.8031,5,0.8487443,0.3507525,-4.382436,-10.54812,6.35951,6.129378,-3.924352,7684
58.38,-156.1694,5,0.4829644,0.1618323,-30.22977,-2.430862,5.21235,5.501976,-6.286989,7688
58.4,119.8823,5,-0.2528298,-0.08242638,-4.428237,-16.38549,6.22455,5.749306,-6.249051,7708
58.42,67.45593,5,0.8207684,0.09017584,40.57941,-1.326778,6.29203,6.089016,-1.750518,7664
58.44,18.07617,5,0.5924678,0.292073,-11.20687,4.057539,6.22455,6.165263,-2.196399,7656
58.46,40.78076,5,-0.04030896,0.2931701,-33.87862,4.817333,6.29203,6.138589,-3.405596,7688
58.48,-33.93933,5,0.9256668,0.5592648,33.20536,4.24501,5.95463,6.062267,-0.925933,7676
58.5,-13.15662,5,0.7559625,0.6152808,-5.832818,-3.08529,5.95463,5.975157,-2.440125,7668
58.52,0.9068604,5,0.7223678,0.5561411,-2.458771,-5.702642,5.95463,5.915532,-3.080258,7700
58.54,15.91296,5,0.3973575,0.4050556,-15.61908,-4.9067,5.95463,5.849369,-3.893719,7692
58.56,12.23914,5,0.3588903,0.3192416,-0.8099151,-2.75358,5.887151,5.795255,-3.505328,7700
58.58,32.45923,5,0.291354,0.2873228,-3.374801,-1.43723,5.95463,5.820933,-2.983963,7680
58.6,17.03369,5,0.3380127,0.3108752,2.701536,1.303662,5.887151,5.811749,-2.394413,7700
58.62,19.20679,5,0.3822893,0.3690796,4.945812,1.421055,5.887151,5.819074,-1.94385,7704
58.64,30.39185,5,0.4579159,0.4414988,3.11375,1.502239,5.95463,5.872227,-1.461332,7680
58.66,23.50134,5,0.5386495,0.5210422,3.907644,2.422669,5.95463,5.902894,-1.161419,7684
58.68,8.997925,5,0.5830601,0.5845324,2.396193,2.16834,5.887151,5.874865,-1.229511,7696
58.7,23.95386,5,0.6780034,0.6457481,2.441994,0.2487663,5.95463,5.907127,-1.078345,7708
58.72,20.65283,5,0.6866739,0.6711634,0.8847416,0.4663202,5.95463,5.914009,-1.272972,7700
58.74,20.34534,5,0.6855227,0.6876607,0.4267263,0.2829962,5.95463,5.911694,-1.409122,7700
58.76,8.865356,5,0.7147748,0.69606,0.4419934,0.009754248,5.887151,5.870116,-1.592842,7704
58.78,26.06311,5,0.7293558,0.7016737,0.5488637,-1.350574,5.95463,5.890109,-1.630494,7696
58.8,24.04846,5,0.702468,0.6919944,-0.3366328,-0.4198863,5.95463,5.893086,-1.779141,7704
58.82,34.94104,5,0.7109285,0.7084405,0.6710012,-0.01058616,6.02211,5.936324,-1.612168,7708
58.84,18.08484,5,0.7082546,0.724721,0.2129859,1.34625,5.95463,5.913638,-1.703039,7712
58.86,21.59521,5,0.7251093,0.7474488,0.5488637,0.4889364,5.95463,5.903571,-1.707378,7712
58.88,23.4176,5,0.7421725,0.7586479,0.9916119,0.2259145,5.95463,5.898295,-1.748605,7700
58.9,25.13,5,0.7242195,0.7597287,-0.2602969,0.3019495,5.95463,5.89181,-1.834628,7704
58.92,26.39624,5,0.7256771,0.7647642,-0.2602969,0.5252254,5.95463,5.889056,-1.812439,7684
58.94,27.27795,5,0.7269857,0.7740164,-0.03128911,0.8015438,5.95463,5.888078,-1.779059,7704
58.96,28.16418,5,0.7236049,0.7851578,-0.183961,1.090459,5.95463,5.887043,-1.749644,7704
58.98,28.7771,5,0.7351549,0.8019179,0.3351234,1.338067,5.95463,5.887942,-1.67581,7704
59,28.66028,5,0.7695627,0.8276202,1.724437,1.453319,5.95463,5.891989,-1.571148,7692
59.02,17.13208,5,0.7845747,0.8429078,0.2129859,1.447489,5.887151,5.852707,-1.701312,7692
59.04,34.29785,5,0.8058493,0.85924,0.1977187,0.2391906,5.95463,5.87571,-1.630032,7696
59.06,31.91302,5,0.796909,0.8640344,-0.01602192,1.208975,5.95463,5.88287,-1.672968,7688
59.08,31.42047,5,0.7949679,0.8794742,0.1977187,1.618992,5.95463,5.885551,-1.638121,7704
59.1,20.11926,5,0.800996,0.8898339,0.1519171,1.800143,5.887151,5.845888,-1.740726,7700
59.12,37.48364,5,0.8158265,0.9043812,0.7473372,0.7606906,5.95463,5.869186,-1.634599,7700
59.14,45.9248,5,0.8374974,0.9272427,0.2435202,1.784273,6.02211,5.922061,-1.427672,7692
59.16,16.46814,5,0.83227,0.94572,0.6404669,3.283092,5.887151,5.862785,-1.617794,7700
59.18,35.01129,5,0.9184687,0.9898462,4.838942,1.039162,5.95463,5.88519,-1.39553,7704
59.2,30.12915,5,1.030791,1.031495,3.159552,1.053067,5.95463,5.903426,-1.33378,7688
59.22,29.16278,5,0.9930503,1.042782,1.22062,0.6966363,5.95463,5.898208,-1.701885,7712
59.24,29.88513,5,0.9991583,1.045922,-0.5656406,0.344023,5.95463,5.891631,-1.864076,7704
59.26,29.48584,5,1.051751,1.058212,1.235887,0.006734477,5.95463,5.892281,-1.896702,7716
59.28,29.85925,5,1.03641,1.056418,0.8084057,-0.2043213,5.95463,5.885989,-2.132783,7700
59.3,30.83026,5,1.027815,1.050466,-0.1381594,-0.276213,5.95463,5.879288,-2.282044,7704
59.32,31.51013,5,1.033538,1.048563,0.4572606,-0.2437005,5.95463,5.875666,-2.352527,7696
59.34,32.17841,5,1.028198,1.047487,0.3961921,-0.1336211,5.95463,5.872055,-2.434383,7688
59.36,44.66443,5,1.01679,1.054532,-0.183961,0.07316427,6.02211,5.908686,-2.3622,7696
59.38,16.64935,5,1.026648,1.058947,-0.04655629,1.389413,5.887151,5.844967,-2.54482,7692
59.4,26.18018,5,1.017775,1.05842,0.2740546,-0.5338714,5.887151,5.813562,-2.67988,7596
59.42,41.98853,5,1.032946,1.052306,-0.03128911,-0.8616155,5.95463,5.841131,-2.591931,7716
59.44,38.31647,5,1.029335,1.055605,0.1671843,0.5324506,5.95463,5.854104,-2.539273,7728
59.46,37.2959,5,1.015393,1.071676,-0.2144953,1.132894,5.95463,5.858594,-2.500807,7704
59.48,37.09521,5,1.03296,1.095942,1.342757,1.372975,5.95463,5.862282,-2.410036,7696
59.5,35.55029,5,1.114383,1.138383,3.81604,1.241464,5.95463,5.872623,-2.227362,7696
59.52,23.13525,5,1.13641,1.160798,1.159551,0.9032661,5.887151,5.834021,-2.451391,7708
59.54,39.55725,5,1.179916,1.181598,1.938177,-0.6915125,5.95463,5.857548,-2.438529,7740
59.56,36.82593,5,1.172648,1.182663,0.01451245,-0.06059814,5.95463,5.862498,-2.605735,7712
59.58,36.34509,5,1.165883,1.18846,0.06031401,0.1038163,5.95463,5.861737,-2.689824,7708
59.6,35.81964,5,1.201391,1.204494,1.800773,0.04586976,5.95463,5.864033,-2.676657,7708
59.62,35.98352,5,1.198888,1.213112,0.02977964,-0.03458785,5.95463,5.861404,-2.79597,7700
59.64,24.83099,5,1.209417,1.213182,0.304589,-0.1293681,5.887151,5.81843,-2.993,7712
59.66,42.66345,5,1.201739,1.21041,0.1061156,-1.263102,5.95463,5.836509,-3.023635,7724
59.68,40.29224,5,1.198077,1.205958,-0.03128911,-0.1965979,5.95463,5.843706,-3.041118,7692
59.7,27.90961,5,1.196319,1.208722,0.3351234,0.2511411,5.887151,5.806528,-3.148906,7704
59.72,43.72443,5,1.247057,1.230795,2.365658,-0.8453488,5.95463,5.8359,-2.9759,7696
59.74,39.56976,5,1.273077,1.248777,0.8236728,-0.05825658,5.95463,5.849371,-2.988504,7696
59.76,37.85181,5,1.286116,1.271756,0.5793981,-0.0006476194,5.95463,5.853793,-3.036142,7652
59.78,37.36957,5,1.305843,1.291643,2.380925,-0.1999907,5.95463,5.854266,-3.100956,7724
59.8,37.62555,5,1.314262,1.303837,0.8236728,-0.4059345,5.95463,5.851641,-3.201385,7720
59.82,38.26056,5,1.318265,1.310551,0.1519171,-0.5268505,5.95463,5.847971,-3.291607,7716
59.84,39.16644,5,1.313653,1.313056,0.07558119,-0.5240694,5.95463,5.843655,-3.374316,7704
59.86,17.00256,5,1.309298,1.299263,0.1671843,-0.4631882,5.819671,5.758779,-3.695956,7728
59.88,52.0163,5,1.301497,1.290321,0.2435202,-2.578612,5.95463,5.800159,-3.601883,7728
59.9,46.23907,5,1.300264,1.281931,0.1519171,-0.4339585,5.95463,5.819899,-3.53691,7720
59.92,32.53522,5,1.281293,1.289956,-1.038923,0.4395867,5.887151,5.787679,-3.59989,7724
59.94,47.13,5,1.364843,1.329703,2.823674,-0.6190133,5.95463,5.82411,-3.293175,7716
59.96,42.31757,5,1.395858,1.359767,2.121383,0.05399901,5.95463,5.839941,-3.311958,7696
59.98,28.83234,5,1.415409,1.382075,-1.16106,-0.07677822,5.887151,5.804188,-3.506909,7716
60,45.40649,5,1.436174,1.398514,0.07558119,-1.565973,5.95463,5.826201,-3.536256,7716
60.02,44.16162,5,1.377414,1.384549,-0.9931214,-0.6746842,5.95463,5.824861,-3.768665,7716
60.04,44.89307,5,1.354798,1.382271,-1.54274,-0.132393,5.95463,5.822653,-3.750827,7712
60.06,45.19507,5,1.37169,1.395371,-0.09235785,0.2475135,5.95463,5.825355,-3.630849,7696
60.08,46.50769,5,1.334654,1.400614,-0.3060985,0.6604544,5.95463,5.821681,-3.664701,7708
60.1,36.42664,5,1.326069,1.402669,-0.6725109,1.077036,5.887151,5.779655,-3.703205,7684
60.12,42.85944,5,1.331202,1.406382,-0.2450293,0.3258012,5.887151,5.762872,-3.640189,7684
60.14,57.32147,5,1.33491,1.414418,-0.2602969,0.4998966,5.95463,5.797767,-3.43319,7708
60.16,53.14716,5,1.337772,1.43529,-0.2450293,2.071023,5.95463,5.815747,-3.25519,7676
60.18,50.61432,5,1.384313,1.481901,2.045048,2.535923,5.95463,5.830312,-3.015086,7676
60.2,36.18213,5,1.481083,1.535999,3.419094,2.241222,5.887151,5.805089,-2.947843,7688
60.22,51.24115,5,1.535752,1.578756,2.594666,0.4351797,5.95463,5.833467,-2.950082,7716
60.24,36.43146,5,1.541345,1.585057,-1.16106,0.7209247,5.887151,5.798774,-3.282279,7704
60.26,40.39984,5,1.576941,1.591877,0.6251997,-0.7052407,5.887151,5.783281,-3.419041,7692
60.28,54.9173,5,1.54157,1.577331,-0.1381594,-1.100586,5.95463,5.807898,-3.592651,7708
60.3,39.7149,5,1.534631,1.563763,-0.8709843,0.1015545,5.887151,5.777253,-3.753024,7700
60.32,55.02911,5,1.54646,1.572544,0.304589,-0.6530351,5.95463,5.805558,-3.658395,7712
60.34,15.72083,5,1.584806,1.566136,1.510696,0.1908246,5.752191,5.699755,-4.014759,7692
60.36,64.48834,5,1.602292,1.573965,1.205353,-3.20126,5.95463,5.772914,-3.872486,7704
60.38,55.40442,5,1.557396,1.555285,-2.962588,-0.3658437,5.95463,5.797677,-4.010535,7692
60.4,38.61975,5,1.617977,1.58524,3.174819,0.3572465,5.887151,5.777915,-3.902237,7700
60.42,52.8797,5,1.650192,1.618804,3.464895,-0.9407358,5.95463,5.808968,-3.877274,7692
60.44,36.29303,5,1.705952,1.639722,1.754971,-0.570762,5.887151,5.783676,-4.039902,7684
60.46,52.32361,5,1.678854,1.64579,0.9305434,-1.88343,5.95463,5.803244,-4.225854,7696
60.48,38.66022,5,1.656432,1.629282,-0.8099151,-1.080081,5.887151,5.765449,-4.503769,7696
60.5,54.23193,5,1.694512,1.639118,1.098482,-2.031441,5.95463,5.793787,-4.364998,7704
60.52,62.34686,5,1.68257,1.648427,0.2282531,-1.020849,6.02211,5.843478,-4.319619,7704
60.54,44.20233,5,1.684028,1.667089,0.6710012,0.4361429,5.95463,5.824421,-4.388062,7688
60.56,46.5097,5,1.726474,1.698308,3.281689,-0.5733085,5.95463,5.818675,-4.361131,7696
60.58,46.63068,5,1.786408,1.722789,2.182452,-1.205705,5.95463,5.818844,-4.3906,7684
60.6,47.51556,5,1.767961,1.724316,0.4419934,-1.54696,5.95463,5.811093,-4.628929,7684
60.62,37.06519,5,1.767699,1.713579,-0.1686933,-1.705797,5.887151,5.76434,-4.875468,7696
60.64,54.16821,5,1.796809,1.713543,0.5335966,-2.937086,5.95463,5.786259,-4.827983,7708
60.66,51.35315,5,1.783233,1.705407,0.4267263,-1.977238,5.95463,5.792678,-4.93763,7684
60.68,38.87604,5,1.778929,1.70276,0.4114593,-1.638101,5.887151,5.754081,-5.097595,7692
60.7,55.77716,5,1.78327,1.706641,0.2282531,-2.66014,5.95463,5.776629,-5.057003,7696
60.72,52.79156,5,1.785379,1.708692,0.1671843,-1.633514,5.95463,5.786174,-5.061192,7688
60.74,63.14105,5,1.790964,1.732238,0.5793981,-1.248743,6.02211,5.831487,-4.893121,7688
60.76,34.71161,5,1.784563,1.743237,0.2435202,0.02482009,5.887151,5.768162,-5.121171,7688
60.78,44.04816,5,1.789504,1.749848,0.6862684,-2.01459,5.887151,5.738286,-5.211802,7712
60.8,48.12811,5,1.808978,1.739603,0.09084838,-2.478295,5.887151,5.725855,-5.262007,7708
60.82,61.88647,5,1.786818,1.732584,0.2893218,-2.269536,5.95463,5.758505,-5.200361,7708
60.84,58.09326,5,1.762226,1.735581,-0.5656406,-0.6569331,5.95463,5.771911,-5.131439,7696
60.86,56.75598,5,1.764868,1.759427,-0.1534266,0.02064096,5.95463,5.780029,-4.983204,7692
60.88,56.39575,5,1.779436,1.788766,0.4572606,0.2908432,5.95463,5.785103,-4.869298,7688
60.9,45.7854,5,1.762569,1.800025,0.4114593,0.4725811,5.887151,5.743117,-4.995326,7692
60.92,63.33423,5,1.791108,1.819986,1.342757,-0.5414438,5.95463,5.768277,-4.787223,7684
60.94,60.50421,5,1.800353,1.83566,0.04504682,0.5356491,5.95463,5.780342,-4.701708,7684
60.96,48.5993,5,1.780529,1.84652,0.5183294,1.008508,5.887151,5.742434,-4.800258,7692
60.98,64.19922,5,1.86212,1.883675,3.968712,-0.1248237,5.95463,5.77619,-4.480734,7700
61,60.1214,5,1.879758,1.908448,1.190086,0.6465293,5.95463,5.790051,-4.491467,7688
61.02,59.31445,5,1.866188,1.928619,0.6099325,0.7934763,5.95463,5.791371,-4.555648,7704
61.04,68.46088,5,1.985747,1.984679,5.327491,0.4333871,6.02211,5.84551,-4.188137,7696
61.06,108.1022,5,1.996747,2.055885,0.8389403,1.183976,6.29203,6.026423,-3.771332,7684
61.08,83.2901,5,2.051605,2.154544,2.457261,5.494689,6.29203,6.108339,-3.498849,7652
61.1,16.67474,5,2.052444,2.218305,2.579399,5.710763,5.95463,5.931743,-4.219748,7700
61.12,33.10339,5,2.446776,2.322341,20.31986,-2.197254,5.95463,5.890014,-3.94779,7704
61.14,37.04169,5,2.54978,2.314218,2.90001,-6.113102,5.95463,5.859478,-4.876863,7708
61.16,100.7463,5,2.389038,2.247168,-10.53511,-7.647077,6.29203,6.011379,-5.464309,7684
61.18,69.03064,5,2.237818,2.177377,-6.153429,-1.759302,6.22455,6.01922,-5.940516,7688
61.2,80.53656,5,2.130708,2.169871,-5.619077,-0.6923404,6.29203,6.05529,-5.877885,7672
61.22,-117.2745,5,2.45654,2.152899,13.5107,-0.3311305,5.21235,5.466139,-7.1855,7672
61.24,-12.69843,5,2.421057,2.007328,-2.718313,-19.88365,5.34731,5.260703,-8.695666,7716
61.26,55.37823,5,2.46745,1.764552,4.518331,-22.30061,5.61723,5.33323,-9.106498,7716
61.28,58.28748,5,2.088246,1.525914,-34.1229,-15.74894,5.684711,5.373158,-9.866589,7720
61.3,105.1992,5,1.152363,1.235247,-43.29848,-7.897368,5.887151,5.420103,-10.73167,7684
61.32,24.06952,5,1.707634,1.322077,14.67101,0.02978086,5.54975,5.366567,-7.92873,7700
61.34,47.63531,5,1.68534,1.43357,1.235887,-2.805226,5.61723,5.388204,-7.510915,7700
61.36,52.92401,5,1.978883,1.575206,30.73208,-3.246078,5.684711,5.471953,-6.529952,7724
61.38,29.68646,5,2.120574,1.692779,1.617566,-3.501497,5.61723,5.474129,-6.525296,7708
61.4,20.04407,5,2.128167,1.738585,4.274056,-6.063674,5.54975,5.418092,-7.109218,7708
61.42,99.32092,5,2.06986,1.755561,-2.550374,-8.377325,5.95463,5.617668,-6.85901,7732
61.44,71.08209,5,2.099202,1.79977,0.1519171,-2.005566,5.95463,5.710792,-6.505886,7692
61.46,60.93341,5,2.040451,1.878321,-4.229764,-0.4516732,5.95463,5.742857,-6.435144,7696
61.48,57.46265,5,2.10386,1.961063,12.5794,-0.6551137,5.95463,5.759449,-6.225871,7716
61.5,53.63049,5,2.261613,2.052482,7.571767,-1.665264,5.95463,5.779257,-5.97159,7680
61.52,50.59729,5,2.351684,2.11722,3.953445,-3.020486,5.95463,5.786992,-6.117661,7700
61.54,39.26727,5,2.340057,2.12425,0.8236728,-4.207208,5.887151,5.735548,-6.693748,7728
61.56,57.26099,5,2.35831,2.116091,1.037414,-6.171884,5.95463,5.748133,-6.881546,7708
61.58,54.69,5,2.36338,2.097337,1.525963,-5.673297,5.95463,5.750686,-7.087151,7700
61.6,43.14874,5,2.315458,2.068456,-1.222129,-5.470757,5.887151,5.703208,-7.474432,7696
61.62,37.27112,5,2.320471,2.038272,0.3961921,-6.544966,5.819671,5.641671,-7.739762,7700
61.64,69.08173,5,2.280596,2.005338,-1.481671,-7.66161,5.95463,5.690028,-7.74406,7692
61.66,50.83789,5,2.247382,1.975895,-0.9931214,-5.101787,5.887151,5.670305,-7.838455,7696
61.68,64.35547,5,2.262727,1.992571,1.358024,-5.279503,5.95463,5.707751,-7.576404,7696
61.7,59.15289,5,2.288555,2.018554,1.373291,-4.116523,5.95463,5.727444,-7.460029,7688
61.72,45.21021,5,2.308714,2.045452,1.174818,-3.964228,5.887151,5.69593,-7.54753,7688
61.74,51.27167,5,2.275736,2.046112,-0.519839,-5.153995,5.887151,5.673533,-7.748758,7700
61.76,66.46545,5,2.267583,2.041767,-0.519839,-5.269294,5.95463,5.702545,-7.652429,7696
61.78,63.19159,5,2.24724,2.044394,0.3961921,-3.73919,5.95463,5.715062,-7.564651,7684
61.8,50.7005,5,2.23891,2.056343,0.4572606,-3.051501,5.887151,5.6811,-7.563929,7700
61.82,68.43597,5,2.216597,2.068256,-0.1228922,-3.749381,5.95463,5.704024,-7.430736,7704
61.84,66.52325,5,2.20293,2.077791,-0.1534266,-2.365431,5.95463,5.714396,-7.286092,7688
61.86,77.72827,5,2.199368,2.111015,0.4114593,-1.599663,6.02211,5.761969,-6.944902,7684
61.88,72.68195,5,2.201363,2.153876,0.4572606,0.03947145,6.02211,5.784827,-6.693564,7680
61.9,59.59863,5,2.212124,2.197588,2.014513,0.5611249,5.95463,5.755706,-6.607572,7692
61.92,65.10571,5,2.229963,2.230595,1.098482,-0.4631488,5.95463,5.743117,-6.514324,7688
61.94,67.36487,5,2.268545,2.254508,1.907643,-0.703473,5.95463,5.741121,-6.387072,7684
61.96,80.32727,5,2.26637,2.27712,0.6251997,-0.5939312,6.02211,5.779572,-6.222141,7676
61.98,64.31647,5,2.273059,2.298079,0.1213828,0.7453514,5.95463,5.757081,-6.205584,7700
62,67.03149,5,2.332072,2.3362,2.762605,-0.1794563,5.95463,5.75371,-6.048249,7680
62.02,67.77271,5,2.368392,2.360564,1.525963,-0.6325646,5.95463,5.752803,-6.064098,7696
62.04,68.61774,5,2.367795,2.370673,0.2740546,-0.8509721,5.95463,5.748611,-6.164159,7692
62.06,69.68939,5,2.364293,2.374506,-0.03128911,-0.8946016,5.95463,5.744244,-6.226222,7684
62.08,82.17896,5,2.363714,2.385896,-0.06182348,-0.7845861,6.02211,5.782014,-6.109389,7692
62.1,54.45703,5,2.359339,2.387687,0.02977964,0.5164084,5.887151,5.716875,-6.316893,7688
62.12,74.94745,5,2.380896,2.401846,1.846574,-1.465439,5.95463,5.730081,-6.218424,7700
62.14,72.08496,5,2.442034,2.416266,1.907643,-0.9083657,5.95463,5.742187,-6.127442,7688
62.16,71.4295,5,2.414362,2.423379,1.296956,-0.7348309,5.95463,5.74138,-6.268005,7680
62.18,71.46686,5,2.430656,2.435029,0.3809245,-0.7388762,5.95463,5.741436,-6.265236,7708
62.2,71.02921,5,2.464502,2.452336,1.403826,-0.8496561,5.95463,5.743865,-6.246825,7684
62.22,70.91748,5,2.473537,2.464199,0.5335966,-0.9953644,5.95463,5.742964,-6.326758,7688
62.24,71.56964,5,2.465776,2.467858,0.1977187,-1.074317,5.95463,5.738794,-6.432003,7680
62.26,60.97458,5,2.459019,2.460496,0.2435202,-1.060307,5.887151,5.694016,-6.630244,7704
62.28,78.85056,5,2.455823,2.456428,0.2435202,-2.080971,5.95463,5.713547,-6.589736,7688
62.3,76.45496,5,2.445826,2.451095,-0.06182348,-0.9138284,5.95463,5.721587,-6.579438,7696
62.32,75.51483,5,2.445655,2.463163,0.4572606,-0.382026,5.95463,5.726496,-6.503521,7696
62.34,75.64511,5,2.439167,2.476967,-0.3060985,-0.09913307,5.95463,5.727532,-6.477438,7708
62.36,76.38791,5,2.433815,2.489777,0.07558119,0.1246575,5.95463,5.726903,-6.442357,7684
62.38,65.91815,5,2.424773,2.492831,0.1061156,0.3591024,5.887151,5.684828,-6.537689,7704
62.4,84.40347,5,2.405396,2.495021,-0.09235785,-0.4447654,5.95463,5.70455,-6.433282,7700
62.42,70.67221,5,2.40607,2.493247,0.02977964,0.8695443,5.887151,5.675056,-6.420301,7684
62.44,98.59451,5,2.399982,2.516554,0.1061156,0.4287699,6.02211,5.744365,-6.07357,7700
62.46,67.20004,5,2.391481,2.529418,-0.1686933,2.941471,5.887151,5.694546,-6.135845,7688
62.48,63.7919,5,2.384909,2.54197,0.7320697,1.437036,5.819671,5.631454,-6.215763,7696
62.5,92.3255,5,2.555031,2.59189,7.113751,-0.4165106,5.95463,5.705782,-5.622751,7688
62.52,97.07684,5,2.45537,2.598669,-2.306099,1.604791,6.02211,5.761474,-5.803512,7680
62.54,77.25305,5,2.499029,2.639537,0.3198562,3.247884,5.95463,5.752133,-5.63951,7684
62.56,77.89493,5,2.579567,2.696688,5.190087,2.064359,5.95463,5.754601,-5.516413,7684
62.58,77.45499,5,2.638403,2.733166,2.243521,1.153217,5.95463,5.755335,-5.609687,7684
62.6,78.30908,5,2.626725,2.739556,-0.3519,0.5484116,5.95463,5.746805,-5.878315,7700
62.62,80.19656,5,2.600856,2.728797,-1.16106,0.324068,5.95463,5.73596,-6.081249,7704
62.64,70.04108,5,2.597221,2.71202,-0.4129688,0.35502,5.887151,5.68954,-6.27707,7672
62.66,87.93909,5,2.590303,2.701362,-0.1381594,-0.5987065,5.95463,5.708536,-6.25208,7716
62.68,85.28525,5,2.585028,2.693955,-0.1534266,0.5978404,5.95463,5.717356,-6.236143,7712
62.7,84.15952,5,2.583199,2.704248,-0.0007547362,1.127743,5.95463,5.72227,-6.181399,7680
