Tiempo,ControlPWM,ReferenciaPosicion,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado,TiempoTranscurrido
23.34,-48.237,-5,-0.8316696,-1.293867,1.449628,-7.450764,-5.38201,-5.336181,-0.7092993,8352
23.36,-23.6792,-5,-0.8729091,-1.300951,-1.848083,-7.244606,-5.247049,-5.260635,-0.4976588,8368
23.38,-34.71698,-5,-0.8546446,-1.279598,0.7931387,-4.693583,-5.247049,-5.220567,-0.2007959,8372
23.4,-51.04047,-5,-0.8596899,-1.248531,-0.1534266,-4.13217,-5.314529,-5.243324,-0.1989242,8368
23.42,-48.02563,-5,-0.8162997,-1.220899,2.762605,-5.552926,-5.314529,-5.250407,-0.132105,8376
23.44,-46.9082,-5,-0.798861,-1.216438,0.9152762,-6.244164,-5.314529,-5.254701,-0.1964438,8352
23.46,-46.36469,-5,-0.801033,-1.223688,-0.2602969,-6.58198,-5.314529,-5.258471,-0.2734684,8364
23.48,-46.74481,-5,-0.7809677,-1.227784,0.2893218,-6.820951,-5.314529,-5.257814,-0.2741558,8360
23.5,-47.33759,-5,-0.7776411,-1.234166,0.1977187,-7.032069,-5.314529,-5.257946,-0.3406598,8368
23.52,-47.88062,-5,-0.7748088,-1.241942,-0.04655629,-7.244894,-5.314529,-5.258524,-0.4090052,8368
23.54,-48.09808,-5,-0.7840697,-1.253919,0.1519171,-7.412919,-5.314529,-5.260731,-0.5029737,8368
23.56,-48.40674,-5,-0.7830466,-1.264699,-0.09235785,-7.553213,-5.314529,-5.261694,-0.553186,8356
23.58,-48.81049,-5,-0.7840776,-1.274999,-0.01602192,-7.67745,-5.314529,-5.262369,-0.6090158,8360
23.6,-49.27979,-5,-0.7834818,-1.284392,-0.07709067,-7.806163,-5.314529,-5.26275,-0.6600486,8364
23.62,-61.52429,-5,-0.7753515,-1.299209,0.02977964,-7.995244,-5.38201,-5.302781,-0.8355182,8352
23.64,-45.14612,-5,-0.7738851,-1.312887,0.01451245,-9.339493,-5.314529,-5.280776,-0.8435726,8356
23.66,-60.13599,-5,-0.789393,-1.341612,-0.8404495,-8.551397,-5.38201,-5.31353,-1.060162,8348
23.68,-44.52966,-5,-0.8091283,-1.358363,0.2893218,-9.457042,-5.314529,-5.28898,-1.036351,8352
23.7,-60.05737,-5,-0.814218,-1.380226,-0.8099151,-8.491702,-5.38201,-5.317816,-1.15936,8364
23.72,-56.22681,-5,-0.8363928,-1.398936,0.04504682,-9.350359,-5.38201,-5.332303,-1.247716,8360
23.74,-43.3335,-5,-0.8346199,-1.411846,-0.7793808,-9.513745,-5.314529,-5.296628,-1.130743,8360
23.76,-48.59137,-5,-0.8435346,-1.416106,-0.3671672,-8.294039,-5.314529,-5.279897,-1.07736,8344
23.78,-50.79822,-5,-0.856365,-1.410027,-0.6419765,-7.979088,-5.314529,-5.273015,-1.04537,8356
23.8,-63.62311,-5,-0.8397167,-1.407179,0.5030622,-8.076477,-5.38201,-5.308545,-1.122032,8352
23.82,-46.86115,-5,-0.8524712,-1.412156,-0.09235785,-9.367377,-5.314529,-5.28674,-1.110974,8360
23.84,-38.43707,-5,-0.8593308,-1.415284,-0.5351062,-8.48101,-5.247049,-5.236595,-0.9592868,8356
23.86,-44.14795,-5,-0.9147712,-1.414662,-2.290832,-6.860494,-5.247049,-5.219324,-0.9355524,8348
23.88,-46.53064,-5,-0.9042329,-1.392708,0.9763447,-6.402161,-5.247049,-5.207804,-0.7368941,8340
23.9,-59.23236,-5,-0.892519,-1.378574,0.1519171,-6.402447,-5.314529,-5.241821,-0.7678225,8340
23.92,-54.12219,-5,-0.8888707,-1.37761,0.2893218,-7.694406,-5.314529,-5.257668,-0.7984241,8348
23.94,-52.12146,-5,-0.8799003,-1.388493,-0.4740371,-8.060806,-5.314529,-5.263609,-0.8013579,8348
23.96,-51.08075,-5,-0.902341,-1.40538,-0.8099151,-8.02601,-5.314529,-5.267916,-0.8408399,8332
23.98,-62.45679,-5,-0.9028878,-1.422948,0.04504682,-7.922803,-5.38201,-5.308247,-0.9243166,8344
24,-45.81561,-5,-0.9008884,-1.432556,-0.1534266,-8.985531,-5.314529,-5.283916,-0.8181845,8372
24.02,-107.3463,5,-0.8955484,-1.448069,0.1061156,-8.053052,-5.38201,-5.311452,-0.8982091,8360
24.04,-95.38293,5,-0.921688,-1.506287,-1.466404,-13.587,-5.314529,-5.28635,-0.9867449,8368
24.06,-104.2114,5,-0.9348358,-1.631952,-0.6114421,-16.04512,-5.314529,-5.27428,-1.223113,8364
24.08,-98.40619,5,-1.078654,-1.802258,-9.222133,-18.11268,-5.247049,-5.238916,-1.580312,8344
24.1,-103.8375,5,-1.3983,-2.039918,-17.54275,-17.8749,-5.247049,-5.249588,-2.20736,8348
24.12,-112.214,5,-1.829008,-2.331159,-24.00076,-16.89136,-5.314529,-5.322896,-2.761518,8356
24.14,-87.57474,5,-2.302623,-2.63886,-24.74886,-15.50444,-5.247049,-5.334514,-2.652294,8352
24.16,-109.0246,5,-2.625001,-2.904988,-7.954957,-11.09637,-5.38201,-5.407949,-1.977104,8348
24.18,-83.82117,5,-2.555839,-2.996097,2.045048,-10.56589,-5.247049,-5.296745,0.08590716,8368
24.2,33.8786,5,-2.468003,-2.916761,3.938178,-7.701279,-4.43729,-4.715456,3.091532,8352
24.22,-95.64389,5,-2.372514,-2.760168,1.602299,5.59936,-4.707209,-4.588076,4.300074,8320
24.24,-99.16205,5,-2.404485,-2.5878,-0.9778546,1.402228,-4.639729,-4.499127,4.798602,8320
24.26,-176.1139,5,-2.06597,-2.499287,20.86948,-3.025279,-4.977129,-4.632231,4.791284,8308
24.28,-171.941,5,-1.590984,-2.449411,22.91528,-15.3749,-4.977129,-4.651586,4.707661,8316
24.3,-18.69916,5,-1.389657,-2.446653,0.3503905,-23.5129,-4.03241,-4.097419,5.224701,8324
24.32,-250.7358,5,-1.994487,-2.754942,-35.81756,-11.82366,-4.977129,-4.516294,1.307392,8276
24.34,-177.8767,5,-3.064013,-3.270747,-55.54276,-23.97636,-4.977129,-4.831113,-1.674883,8332
24.36,-123.4698,5,-4.031106,-3.97821,-26.41298,-21.39947,-4.977129,-5.036156,-2.671765,8320
24.38,54.01099,5,-4.11922,-4.255214,-14.85572,-13.58436,-4.03241,-4.460155,2.067475,8328
24.4,-27.02013,5,-4.281842,-4.236605,-10.90152,10.00905,-4.03241,-4.136969,5.3445,8276
24.42,-116.2164,5,-4.2382,-3.97831,2.014513,17.14539,-4.30233,-4.101291,7.719061,8280
24.44,-243.0313,5,-3.667931,-3.705442,39.98399,10.68091,-4.977129,-4.412544,8.721787,8312
24.46,-54.0674,5,-2.838243,-3.386696,41.63285,-8.853203,-4.03241,-3.904888,11.30989,8324
24.48,-185.9117,5,-2.209431,-3.203555,18.07559,-4.972394,-4.30233,-3.805384,10.8708,8264
24.5,-267.3551,5,-2.461361,-3.284113,-29.1458,-15.11413,-4.707209,-4.093575,7.189633,8300
24.52,-45.47079,5,-3.189199,-3.64318,-41.68016,-27.26427,-3.695009,-3.74158,5.395604,8316
24.54,-141.1043,5,-4.178613,-4.204086,-44.00077,-9.740376,-4.03241,-3.882869,3.382618,8248
24.56,58.78238,5,-4.988206,-4.492057,-34.53511,-4.752559,-3.02021,-3.36268,5.893741,8272
24.58,-149.7063,5,-4.332191,-4.352154,22.64047,16.22265,-3.695009,-3.367244,9.751688,8220
24.6,-41.97968,5,-3.84674,-3.921295,21.20536,7.613312,-3.02021,-2.887059,12.97161,8280
24.62,-232.7856,5,-3.212421,-3.610547,40.31987,10.37744,-3.695009,-3.032845,12.78896,8212
24.64,-103.9547,5,-2.852608,-3.362007,18.13666,-8.074313,-3.02021,-2.702477,12.83563,8244
24.66,-51.29395,5,-2.704905,-3.282715,6.090851,-7.595264,-2.412889,-2.225166,12.53565,8204
24.68,-6.945984,5,-2.738233,-3.148437,-7.130528,-1.694689,-1.738089,-1.642244,12.90833,8168
24.7,-197.6953,5,-3.095366,-3.155027,-18.87099,7.551291,-2.412889,-1.861792,10.42497,8164
24.72,-67.05298,5,-3.097393,-3.117083,22.80841,-5.415286,-1.805569,-1.613412,10.70267,8164
24.74,-71.53705,5,-2.137538,-2.890372,43.72445,-3.969566,-1.46817,-1.189963,12.91717,8144
24.76,-247.0707,5,-1.747271,-2.728574,8.701538,-5.111721,-2.075489,-1.365866,10.73389,8136
24.78,-100.7188,5,-2.213008,-2.85396,-21.54275,-21.84051,-1.40069,-1.169143,7.784383,8188
24.8,-26.18744,5,-2.545672,-3.101888,-18.77939,-16.83988,-0.7933693,-0.7808526,7.013892,8112
24.82,-202.8525,5,-2.708416,-3.279182,-10.51984,-5.804378,-1.46817,-1.018574,5.684592,8072
24.84,-56.71265,5,-2.92403,-3.362896,-12.48931,-15.42579,-0.7933693,-0.7421308,5.959003,8116
24.86,-49.37476,5,-2.659706,-3.3419,6.167187,-7.843863,-0.4559698,-0.3746191,7.405252,8072
24.88,-155.2124,5,-2.916653,-3.346881,-8.077094,-1.413418,-0.7933693,-0.4499075,6.271153,8064
24.9,-114.5243,5,-2.382784,-3.172005,22.90001,-9.598637,-0.5234499,-0.260242,7.599289,8068
24.92,-79.00995,5,-2.120946,-3.045347,7.999248,-11.68064,-0.1185694,0.06802434,7.69362,8048
24.94,-5.349548,5,-2.382293,-2.984324,-20.01603,-8.398351,0.5562305,0.5533692,7.437201,8044
24.96,-17.69366,5,-2.833388,-2.956335,2.6252,2.777669,0.8261509,0.8617706,7.198915,8000
24.98,-1.888428,5,-2.420236,-2.640475,24.42673,7.627949,1.23103,1.300855,9.796992,7988
25,-16.15771,5,-1.768039,-2.157348,33.81605,10.31246,1.568431,1.755612,11.78308,7968
25.02,-25.2887,5,-1.334947,-1.688864,24.442,9.263741,1.90583,2.153631,12.11369,7908
25.04,-29.71411,5,-0.8351221,-1.261912,26.06032,6.034912,2.243231,2.522971,12.03312,7916
25.06,30.32788,5,-0.532141,-0.9056295,14.22826,2.623521,2.918031,3.052346,11.74828,7900
25.08,-146.7202,5,-0.4991543,-0.7747498,3.129017,6.026139,2.31071,2.854998,8.685501,7864
25.1,-78.49176,5,-0.3985303,-0.737787,12.25879,-9.894686,2.58063,2.882494,6.867692,7900
25.12,35.17444,5,-0.241631,-0.7750014,0.5641309,-13.83022,3.32291,3.31681,6.46692,7864
25.14,-76.78357,5,-0.7879212,-0.9827674,-38.41298,-3.307346,2.985511,3.213277,3.579759,7844
25.16,-175.1176,5,-1.677317,-1.392682,1.724437,-4.969762,2.243231,2.607907,-0.231701,7864
25.18,0.3288574,5,-1.077699,-1.496411,21.72444,-17.77882,2.918031,2.855808,2.46438,7904
25.2,69.34973,5,-1.268833,-1.599908,-24.15343,-7.684355,3.525351,3.319283,3.167474,7872
25.22,-26.91699,5,-1.99561,-1.714354,-32.77939,8.270255,3.25543,3.289673,2.221513,7824
25.24,71.47693,5,-1.155505,-1.320767,41.03743,6.492137,3.93023,3.819839,6.826941,7836
25.26,119.7227,5,-0.6160063,-0.797843,26.76261,13.69298,4.67251,4.543952,9.434248,7788
25.28,128.1075,5,-0.4161263,-0.2226496,14.82368,22.84316,5.27983,5.202809,10.76122,7752
25.3,-87.81726,5,0.400887,0.4036107,46.41148,26.69255,4.60503,5.130291,10.67196,7708
25.32,24.81042,5,1.343794,1.012462,48.90003,4.479157,5.27983,5.521529,10.86061,7760
25.34,-108.2223,5,1.951578,1.261103,25.15956,-1.077398,4.87495,5.411606,7.504436,7720
25.36,94.01355,5,1.710574,1.270305,-23.42061,-17.03409,5.95463,5.879465,4.773731,7732
25.38,32.6084,5,1.244416,1.049342,-17.13053,-5.655699,5.95463,5.976898,1.765624,7652
25.4,-202.9609,5,0.4956463,0.6429344,-33.69542,-2.372225,4.60503,5.104925,-3.254808,7688
25.42,52.59998,5,1.17198,0.5584599,25.06796,-25.93555,5.54975,5.384499,-1.166732,7752
25.44,25.46851,5,0.8925699,0.2856794,-14.41297,-14.76401,5.61723,5.505327,-2.770917,7680
25.46,20.73254,5,0.04788733,0.006962717,-45.8023,-7.314278,5.61723,5.465837,-4.453432,7708
25.48,-4.715576,5,0.6129071,0.08378668,24.65574,-4.821498,5.54975,5.516339,-2.235266,7708
25.5,-57.70557,5,0.6463547,0.1221356,-0.6572433,-5.964821,5.27983,5.373617,-3.106663,7716
25.52,-28.38147,5,0.7251608,0.1183778,9.87711,-12.31389,5.34731,5.344049,-3.621488,7744
25.54,-46.48999,5,0.6241423,0.002296358,-2.672511,-13.26285,5.21235,5.225045,-4.800081,7716
25.56,27.51123,5,0.485691,-0.09779932,-11.68015,-15.13431,5.54975,5.359137,-4.787638,7736
25.58,23.5199,5,0.2510599,-0.1897512,-11.75648,-8.089973,5.61723,5.441137,-4.785881,7716
25.6,-51.46936,5,-0.02376837,-0.2734708,-4.703047,-3.062207,5.21235,5.217375,-5.371268,7716
25.62,-15.75549,5,0.2642161,-0.216529,14.67101,-8.243646,5.27983,5.212592,-4.11152,7716
25.64,-14.58118,5,0.3191183,-0.2085768,0.7931387,-8.232656,5.27983,5.216665,-4.055258,7728
25.66,47.81775,5,0.1285943,-0.2145847,-11.46641,-7.331739,5.61723,5.397239,-3.738554,7736
25.68,10.34583,5,0.196917,-0.1463618,0.8084057,-0.6900538,5.54975,5.456568,-2.951591,7712
25.7,6.598267,5,0.1300625,-0.05499087,1.11375,0.1487777,5.54975,5.476127,-2.693707,7696
25.72,-46.98181,5,0.4566076,0.0735279,15.95345,-0.866014,5.27983,5.36164,-2.27454,7712
25.74,-26.99146,5,0.4142953,0.08928965,0.2587874,-6.790026,5.27983,5.287517,-3.023179,7748
25.76,-19.08765,5,0.5134979,0.05957694,-0.7641136,-9.01483,5.27983,5.259175,-3.199018,7724
25.78,49.43909,5,0.1872271,-0.03565511,-12.76412,-8.458438,5.61723,5.405712,-3.49344,7728
25.8,29.87952,5,0.09473497,-0.06038992,-6.535108,-0.8613135,5.61723,5.476534,-2.871455,7704
25.82,11.47559,5,0.01620509,-0.01055546,0.7473372,2.429059,5.54975,5.472645,-2.363732,7704
25.84,-40.80139,5,0.4022187,0.1329564,20.51833,1.353298,5.27983,5.363855,-1.570379,7704
25.86,-24.03857,5,0.4778614,0.1911471,7.235888,-4.877276,5.27983,5.307731,-2.041335,7748
25.88,-18.59924,5,0.6016219,0.1868362,2.579399,-7.715164,5.27983,5.284372,-2.362484,7724
25.9,-14.01562,5,0.4962386,0.1165754,-6.031292,-8.691401,5.27983,5.251826,-3.105758,7724
25.92,48.28259,5,0.4028978,0.07464686,-7.832818,-8.439471,5.61723,5.429626,-2.790875,7740
25.94,-32.74841,5,0.2982002,0.02830169,-4.168695,-1.763572,5.27983,5.300224,-3.268777,7720
25.96,-13.22278,5,0.2213943,0.01295075,-2.672511,-5.271669,5.27983,5.238426,-3.331241,7744
25.98,-11.34229,5,0.5013037,0.04930227,15.64811,-6.555779,5.27983,5.250673,-2.663075,7736
26,-6.750977,5,0.2625861,-0.0115957,-9.558009,-6.406411,5.27983,5.219456,-3.479937,7760
26.02,-6.669067,5,0.3892208,-0.007949814,4.380926,-6.272653,5.27983,5.228043,-3.007769,7728
26.04,64.82153,5,0.2574989,0.007418491,-3.329,-5.578428,5.684711,5.459008,-2.510811,7740
26.06,19.45789,5,0.3611374,0.1006591,1.632834,1.71952,5.61723,5.54107,-1.773128,7704
26.08,-56.70618,5,0.2922677,0.1608109,-0.4587703,2.04541,5.21235,5.320681,-2.539609,7712
26.1,-18.03491,5,0.5246385,0.2225057,16.73207,-6.172684,5.27983,5.283582,-2.286881,7716
26.12,-17.0741,5,0.7241643,0.2300055,6.884743,-8.367286,5.27983,5.280319,-2.447884,7736
26.14,-10.54871,5,0.429237,0.119446,-17.06946,-8.731177,5.27983,5.230107,-3.67824,7748
26.16,-13.22778,5,0.2415962,-0.009498201,-8.382438,-7.707066,5.21235,5.150525,-4.126564,7768
26.18,-3.566162,5,0.2014269,-0.08638575,-2.916786,-7.163821,5.21235,5.126471,-3.849765,7752
26.2,12.27734,5,0.120555,-0.1315038,-1.817549,-5.526509,5.27983,5.159909,-3.506532,7752
26.22,6.141602,5,0.1771906,-0.106776,1.251154,-3.032647,5.27983,5.195,-2.846647,7720
26.24,3.4375,5,0.1472055,-0.06729314,0.3656577,-1.89665,5.27983,5.211092,-2.601295,7732
26.26,1.470337,5,0.2109586,-0.008472458,1.953444,-1.625403,5.27983,5.227837,-2.20994,7760
26.28,0.3508301,5,0.2438037,0.04165814,1.373291,-1.747081,5.27983,5.237151,-2.048513,7740
26.3,-23.20361,5,0.2748934,0.06469262,0.1061156,-2.088901,5.144871,5.160798,-2.22637,7744
26.32,11.48059,5,0.2696144,0.0727549,0.1366499,-4.617355,5.27983,5.203813,-2.122777,7776
26.34,5.647217,5,0.276523,0.07097122,-1.130526,-2.80613,5.27983,5.224301,-2.02725,7744
26.36,3.546631,5,0.2536119,0.08474921,-1.54274,-2.121078,5.27983,5.232347,-1.953267,7756
26.38,2.338257,5,0.2842754,0.1108238,1.831307,-1.981045,5.27983,5.240244,-1.796609,7752
26.4,2.80542,5,0.2561972,0.1212745,-1.115259,-1.911445,5.27983,5.238579,-1.842922,7740
26.42,2.906738,5,0.2850579,0.1382772,0.8084057,-1.911901,5.27983,5.241699,-1.712012,7728
26.44,3.448486,5,0.2713638,0.14604,-0.107625,-1.852038,5.27983,5.240598,-1.722675,7728
26.46,15.52515,5,0.2753397,0.1621554,-0.2755641,-1.742571,5.34731,5.281438,-1.524894,7728
26.48,-1.214478,5,0.281733,0.1772867,0.3961921,-0.4953067,5.27983,5.260349,-1.525286,7720
26.5,1.507446,5,0.3168405,0.2023391,1.43436,-1.476846,5.27983,5.254598,-1.443036,7744
26.52,14.12891,5,0.3343714,0.2197871,0.1824515,-1.880688,5.34731,5.292074,-1.344444,7728
26.54,-13.43945,5,0.3216462,0.2151414,0.2893218,-0.8795942,5.21235,5.224384,-1.625196,7728
26.56,6.979126,5,0.3447849,0.2207667,0.7320697,-3.052327,5.27983,5.236685,-1.547583,7732
26.58,-5.485352,5,0.3151765,0.1933461,-1.023656,-2.349117,5.21235,5.196563,-1.804609,7720
26.6,-0.980957,5,0.3347815,0.1825423,0.9916119,-3.209587,5.21235,5.183102,-1.774199,7740
26.62,12.60547,5,0.3161481,0.1701027,-0.2908313,-3.234436,5.27983,5.215773,-1.730252,7728
26.64,7.539551,5,0.3260058,0.1747155,-0.1992282,-1.913935,5.27983,5.233601,-1.617017,7724
26.66,-6.922852,5,0.3502074,0.1908985,1.266421,-1.661098,5.21235,5.204213,-1.657863,7736
26.68,9.679199,5,0.3278231,0.1958275,-0.5809073,-2.851062,5.27983,5.225898,-1.692207,7732
26.7,6.649048,5,0.3350233,0.1969894,-0.3060985,-1.983868,5.27983,5.236018,-1.654388,7728
26.72,-6.489014,5,0.3463611,0.2028607,0.5183294,-1.780644,5.21235,5.20164,-1.73173,7744
26.74,10.25415,5,0.3382227,0.2057537,-0.3977011,-2.917895,5.27983,5.22428,-1.704195,7752
26.76,7.229858,5,0.3375049,0.2042522,-0.2297625,-1.975079,5.27983,5.234196,-1.68058,7732
26.78,5.710205,5,0.3460222,0.216728,0.4725278,-1.686535,5.27983,5.240405,-1.612069,7736
26.8,-6.046753,5,0.3356301,0.2169893,-0.1992282,-1.637692,5.21235,5.200228,-1.77154,7736
26.82,11.30713,5,0.3335716,0.2172854,-0.03128911,-2.757182,5.27983,5.221926,-1.699057,7740
26.84,8.411377,5,0.3328473,0.2150534,-0.04655629,-1.740502,5.27983,5.232199,-1.651405,7728
26.86,7.01709,5,0.3357667,0.2268131,0.4572606,-1.370794,5.27983,5.238329,-1.573462,7728
26.88,6.701538,5,0.3327504,0.2380277,-0.1534266,-1.254895,5.27983,5.240232,-1.552595,7736
26.9,6.552002,5,0.3468161,0.2510039,0.04504682,-1.255147,5.27983,5.242359,-1.498745,7732
26.92,6.698853,5,0.3474239,0.259742,0.07558119,-1.270003,5.27983,5.242424,-1.497915,7736
26.94,7.297852,5,0.3375458,0.2629949,-0.07709067,-1.22912,5.27983,5.240571,-1.511741,7732
26.96,7.885376,5,0.3354459,0.2662211,0.07558119,-1.132003,5.27983,5.239731,-1.482645,7740
26.98,-3.422363,5,0.3413939,0.2644972,0.09084838,-1.051422,5.21235,5.199956,-1.56797,7728
27,13.54407,5,0.3513778,0.2676845,0.04504682,-2.145443,5.27983,5.22394,-1.45951,7744
27.02,10.34729,5,0.3512232,0.2673432,0.04504682,-1.153295,5.27983,5.234873,-1.426446,7736
27.04,-2.366333,5,0.341209,0.2681211,0.2129859,-0.811747,5.21235,5.19853,-1.529276,7728
27.06,14.43152,5,0.3419607,0.2729085,0.4725278,-1.844053,5.27983,5.222687,-1.429227,7748
27.08,22.36157,5,0.3620404,0.2879745,0.7931387,-0.8709875,5.34731,5.277059,-1.19755,7732
27.1,3.497192,5,0.3706755,0.3112153,0.9305434,0.5174598,5.27983,5.261862,-1.207451,7724
27.12,4.582275,5,0.4403602,0.3506923,3.190086,-0.70398,5.27983,5.261428,-1.106099,7740
27.14,4.31543,5,0.4840879,0.370984,1.770238,-1.54752,5.27983,5.260758,-1.211504,7728
27.16,-6.522339,5,0.4641389,0.357434,0.4572606,-2.090379,5.21235,5.211868,-1.599606,7744
27.18,11.56616,5,0.4518358,0.3375666,-0.596175,-3.477143,5.27983,5.226768,-1.681306,7740
27.2,8.268921,5,0.4719279,0.3242339,0.4877952,-2.637623,5.27983,5.236506,-1.677258,7720
27.22,-5.299316,5,0.4754785,0.3172272,0.5946653,-2.457381,5.21235,5.200647,-1.853762,7736
27.24,11.31213,5,0.4575925,0.3078545,-0.4740371,-3.623623,5.27983,5.221009,-1.913991,7744
27.26,7.886108,5,0.4653586,0.299824,0.02977964,-2.744819,5.27983,5.230939,-1.920945,7728
27.28,-5.305908,5,0.4628629,0.295323,0.3656577,-2.529599,5.21235,5.194475,-2.07722,7740
27.3,11.03064,5,0.467142,0.2948177,-0.2144953,-3.708469,5.27983,5.217979,-2.048553,7740
27.32,7.346558,5,0.4775902,0.292786,-0.06182348,-2.874092,5.27983,5.229111,-2.052965,7724
27.34,5.532837,5,0.4820759,0.3011304,0.5946653,-2.712236,5.27983,5.234107,-2.063217,7740
27.36,5.108276,5,0.4763076,0.3054545,-0.1228922,-2.769173,5.27983,5.233799,-2.131044,7744
27.38,5.139282,5,0.4799724,0.3080831,0.02977964,-2.861728,5.27983,5.232845,-2.164871,7740
27.4,5.392212,5,0.4769903,0.3076977,0.07558119,-2.909244,5.27983,5.231076,-2.209243,7736
27.42,5.833618,5,0.4693314,0.3050281,-0.1992282,-2.888627,5.27983,5.228848,-2.246825,7756
27.44,5.90979,5,0.4783929,0.3067453,-0.03128911,-2.86046,5.27983,5.229117,-2.227942,7748
27.46,17.53162,5,0.4774781,0.3161397,0.07558119,-2.805176,5.34731,5.269391,-2.10707,7744
27.48,-10.69525,5,0.4693695,0.3133793,-0.09235785,-1.618068,5.21235,5.20495,-2.330651,7744
27.5,9.771545,5,0.4755493,0.3176527,0.3351234,-3.676785,5.27983,5.216761,-2.272099,7732
27.52,19.59399,5,0.484256,0.3176652,-0.183961,-2.972292,5.34731,5.263281,-2.134608,7732
27.54,1.723022,5,0.4796996,0.3253929,0.4877952,-1.526517,5.27983,5.243918,-2.177783,7744
27.56,5.234314,5,0.4611663,0.3324841,-0.1992282,-2.311238,5.27983,5.232102,-2.23134,7728
27.58,6.808228,5,0.4785728,0.3343565,0.6862684,-2.530293,5.27983,5.228537,-2.199477,7760
27.6,-15.28876,5,0.4635544,0.3141646,0.304589,-2.51375,5.144871,5.14378,-2.506434,7736
27.62,-3.291626,5,0.4412739,0.2802728,-0.2908313,-4.655005,5.144871,5.103622,-2.666155,7744
27.64,24.39722,5,0.4516419,0.2577669,-0.2602969,-4.84081,5.27983,5.171226,-2.392103,7752
27.66,15.35645,5,0.4157145,0.251434,-1.176328,-2.049381,5.27983,5.20126,-2.279111,7736
27.68,-0.3335571,5,0.4202794,0.2732967,0.8084057,-1.159759,5.21235,5.177915,-2.203764,7744
27.7,24.76184,5,0.5047146,0.327871,2.732071,-2.38768,5.34731,5.258348,-1.753688,7744
27.72,2.299438,5,0.5422462,0.3654954,1.693902,-0.8164542,5.27983,5.253628,-1.826163,7736
27.74,-6.801697,5,0.5027024,0.3749668,-0.09235785,-1.937206,5.21235,5.200062,-2.188056,7744
27.76,11.4613,5,0.54303,0.3783144,1.11375,-3.703933,5.27983,5.218572,-2.124326,7728
27.78,8.18103,5,0.5661299,0.3753485,0.8236728,-3.105984,5.27983,5.228222,-2.152557,7736
27.8,7.00116,5,0.5476082,0.3734359,-0.1381594,-2.9825,5.27983,5.228868,-2.259297,7752
27.82,6.378357,5,0.5627853,0.3769565,0.1213828,-3.072633,5.27983,5.230006,-2.277277,7748
27.84,17.03748,5,0.5901425,0.3925182,0.9763447,-3.263583,5.34731,5.272942,-2.160522,7728
27.86,-0.04547119,5,0.5787097,0.3956109,0.4572606,-2.302104,5.27983,5.247525,-2.362772,7744
27.88,-7.859192,5,0.5706216,0.3879508,-0.1228922,-3.389763,5.21235,5.192309,-2.61783,7724
27.9,10.78406,5,0.5838255,0.3741466,0.1061156,-4.914824,5.27983,5.208273,-2.617905,7744
27.92,8.165771,5,0.578149,0.3561402,0.304589,-4.02242,5.27983,5.214965,-2.668268,7728
27.94,7.185059,5,0.5586544,0.3494956,-0.2144953,-3.63417,5.27983,5.216643,-2.699605,7748
27.96,-4.664795,5,0.55528,0.3412078,-0.3213652,-3.490895,5.21235,5.176836,-2.833486,7752
27.98,11.88214,5,0.5706768,0.3417848,0.4419934,-4.618426,5.27983,5.20146,-2.737985,7764
28,8.420471,5,0.5693591,0.3382291,0.07558119,-3.68845,5.27983,5.212053,-2.745629,7756
28.02,7.765808,5,0.5334133,0.3363352,-0.4587703,-3.302903,5.27983,5.212472,-2.798473,7756
28.04,7.314514,5,0.5547009,0.3464878,0.02977964,-3.184971,5.27983,5.216228,-2.697237,7760
28.06,7.158936,5,0.5542108,0.35441,0.3809245,-3.149252,5.27983,5.217265,-2.696082,7752
28.08,-15.43689,5,0.5397155,0.3403549,-0.0007547362,-3.14078,5.144871,5.134,-2.996747,7752
28.1,19.08685,5,0.5393324,0.3317332,-0.183961,-5.361164,5.27983,5.177989,-2.839956,7764
28.12,24.17725,5,0.5457695,0.3310218,0.1366499,-3.338356,5.34731,5.241076,-2.60096,7760
28.14,4.796204,5,0.5123541,0.3451155,-1.451137,-1.402653,5.27983,5.226732,-2.619729,7764
28.16,6.654297,5,0.5466624,0.3769828,1.953444,-2.193649,5.27983,5.224683,-2.48039,7752
28.18,18.80975,5,0.572419,0.40319,1.541231,-2.585792,5.34731,5.264912,-2.334063,7748
28.2,1.782349,5,0.5952067,0.4216387,0.2893218,-1.718513,5.27983,5.243098,-2.397446,7744
28.22,5.602783,5,0.5835507,0.4296493,0.3809245,-2.823407,5.27983,5.228966,-2.513334,7744
28.24,8.076843,5,0.5731387,0.4198371,-0.0007547362,-3.12932,5.27983,5.219625,-2.599473,7736
28.26,9.8172,5,0.5498216,0.40537,-0.519839,-3.001279,5.27983,5.213365,-2.63859,7752
28.28,10.51239,5,0.55049,0.400286,-0.107625,-2.741904,5.27983,5.212919,-2.56994,7760
28.3,10.59253,5,0.5523642,0.4023893,0.2587874,-2.505174,5.27983,5.214509,-2.508761,7740
28.32,-0.8778687,5,0.5490896,0.3988398,-0.09235785,-2.352932,5.21235,5.174817,-2.61087,7736
28.34,16.17249,5,0.553966,0.4003657,-0.183961,-3.398822,5.27983,5.198501,-2.499549,7752
28.36,24.41107,5,0.5601605,0.4094744,-0.04655629,-2.362604,5.34731,5.25121,-2.296857,7736
