Tiempo (0.02),Señal de control,Theta
1.0600000000000005,30.0,-8.706655766994313
1.0800000000000005,30.0,-7.384507675802675
1.1000000000000005,30.0,-5.647648884685875
1.1200000000000006,30.0,-3.70114747444869
1.1400000000000006,30.0,-1.431954719686687
1.1600000000000006,30.0,0.3516656517390754
1.1800000000000006,30.0,2.4818137420193462
1.2000000000000006,30.0,4.561848443345665
1.2200000000000006,30.0,6.340372715274425
1.2400000000000007,30.0,8.109821746888214
1.2600000000000007,30.0,9.275612802635388
1.2800000000000007,30.0,9.959971104393734
1.3000000000000007,30.0,10.038529071839196
1.3200000000000007,30.0,9.881886726282838
1.3400000000000007,30.0,9.957557657869504
1.3600000000000008,30.0,9.850264024999277
1.3800000000000008,30.0,9.907663488189398
1.4000000000000008,30.0,9.889164878074496
1.4200000000000008,30.0,9.862568331043816
1.4400000000000008,30.0,9.818393925699068
1.4600000000000009,30.0,9.78041731063014
1.4800000000000009,30.0,9.767434121910984
1.5000000000000009,30.0,9.70787682469923
1.520000000000001,30.0,9.669901341929931
1.540000000000001,30.0,9.611660375922188
1.560000000000001,30.0,9.564521987006133
1.580000000000001,30.0,9.501805004760005
1.600000000000001,30.0,9.48424237974007
1.620000000000001,30.0,9.443493200218086
1.640000000000001,30.0,9.429588792206877
1.660000000000001,30.0,9.409751443832214
1.680000000000001,30.0,9.396791028633254
1.700000000000001,30.0,9.383893882267058
1.720000000000001,30.0,9.365697273696654
1.740000000000001,30.0,9.350549637395433
1.7600000000000011,30.0,9.35153817710259
1.7800000000000011,30.0,9.348488292044888
1.8000000000000012,30.0,9.34668711319411
1.8200000000000012,30.0,9.343172335921349
1.8400000000000012,30.0,9.352367202121302
1.8600000000000012,30.0,9.339583923913569
1.8800000000000012,30.0,9.324770859206685
1.9000000000000012,30.0,9.340133412116844
1.9200000000000013,30.0,9.338649738445937
1.9400000000000013,30.0,9.327005446374802
1.9600000000000013,30.0,9.31950691897257
1.9800000000000013,30.0,9.297096485006392
2.0000000000000013,30.0,9.284368852852447
2.0200000000000014,-30.0,9.301435446293267
2.0400000000000014,-30.0,9.254230811558244
2.0600000000000014,-30.0,9.056732866344536
2.0800000000000014,-30.0,7.636100127654231
2.1000000000000014,-30.0,5.986664099172203
2.1200000000000014,-30.0,4.225971477443698
2.1400000000000015,-30.0,2.477567564526454
2.1600000000000015,-30.0,0.8069155917531995
2.1800000000000015,-30.0,-1.1002347096827845
2.2000000000000015,-30.0,-2.8872508639179704
2.2200000000000015,-30.0,-4.725603524994374
2.2400000000000015,-30.0,-7.001244286516648
2.2600000000000016,-30.0,-8.34146539463641
2.2800000000000016,-30.0,-9.915562107469066
2.3000000000000016,-30.0,-10.070459250969865
2.3200000000000016,-30.0,-10.224214938891786
2.3400000000000016,-30.0,-10.2612183779705
2.3600000000000017,-30.0,-10.458333655887703
2.3800000000000017,-30.0,-10.411876789745659
2.4000000000000017,-30.0,-10.503727103566547
2.4200000000000017,-30.0,-10.544942911295681
2.4400000000000017,-30.0,-10.47439145879629
2.4600000000000017,-30.0,-10.504215243749806
2.4800000000000018,-30.0,-10.395661687925589
2.5000000000000018,-30.0,-10.345464882480677
2.520000000000002,-30.0,-10.31568455141136
2.540000000000002,-30.0,-10.30384573873148
2.560000000000002,-30.0,-10.240408255059853
2.580000000000002,-30.0,-10.209425099808453
2.600000000000002,-30.0,-10.177371692164249
2.620000000000002,-30.0,-10.152038503289562
2.640000000000002,-30.0,-10.133204897079839
2.660000000000002,-30.0,-10.120041913763067
2.680000000000002,-30.0,-10.096651908971726
2.700000000000002,-30.0,-10.096038053204957
2.720000000000002,-30.0,-10.082802741416879
2.740000000000002,-30.0,-10.067118426400032
2.760000000000002,-30.0,-10.04978350941705
2.780000000000002,-30.0,-10.025689262240181
2.800000000000002,-30.0,-10.010622214988246
2.820000000000002,-30.0,-10.013497403142834
2.840000000000002,-30.0,-10.024889618982579
2.860000000000002,-30.0,-10.01208474903748
2.880000000000002,-30.0,-10.006113944129133
2.900000000000002,-30.0,-9.996270375282371
2.920000000000002,-30.0,-9.97428227469722
2.940000000000002,-30.0,-9.98956159621415
2.960000000000002,-30.0,-9.981530449001262
2.980000000000002,-30.0,-9.990533199453921
3.000000000000002,30.0,-9.982513959968184
3.0200000000000022,30.0,-10.094581454258229
3.0400000000000023,30.0,-9.433762426891722
3.0600000000000023,30.0,-8.397633237533835
3.0800000000000023,30.0,-6.743470884671375
3.1000000000000023,30.0,-5.05860027131753
3.1200000000000023,30.0,-3.600174248681987
3.1400000000000023,30.0,-1.2815587938100683
3.1600000000000024,30.0,0.49951207798634
3.1800000000000024,30.0,2.61901476472654
3.2000000000000024,30.0,4.664491427819195
3.2200000000000024,30.0,6.423472748763133
3.2400000000000024,30.0,7.920089910221637
3.2600000000000025,30.0,9.32634693246544
3.2800000000000025,30.0,9.694650573154068
3.3000000000000025,30.0,9.481544489413073
3.3200000000000025,30.0,9.841592444770821
3.3400000000000025,30.0,9.787816685485641
3.3600000000000025,30.0,9.788871765987068
3.3800000000000026,30.0,9.738557862652371
3.4000000000000026,30.0,9.695208898508962
3.4200000000000026,30.0,9.687772615216183
3.4400000000000026,30.0,9.617267940094488
3.4600000000000026,30.0,9.576638764584791
3.4800000000000026,30.0,9.510822950020335
3.5000000000000027,30.0,9.488310290282481
3.5200000000000027,30.0,9.460856351231698
3.5400000000000027,30.0,9.43271795524664
3.5600000000000027,30.0,9.40806674712756
3.5800000000000027,30.0,9.39145690275981
3.6000000000000028,30.0,9.3879380099799
3.6200000000000028,30.0,9.375431553953948
3.640000000000003,30.0,9.370867123146665
3.660000000000003,30.0,9.361924733772547
3.680000000000003,30.0,9.338951901502956
3.700000000000003,30.0,9.345766638610158
3.720000000000003,30.0,9.337773007496343
3.740000000000003,30.0,9.33198437188434
3.760000000000003,30.0,9.352106793073196
3.780000000000003,30.0,9.346720513919372
3.800000000000003,30.0,9.356548798295872
3.820000000000003,30.0,9.360672168315345
3.840000000000003,30.0,9.361010473405061
3.860000000000003,30.0,9.360842162643277
3.880000000000003,30.0,9.353110908645489
3.900000000000003,30.0,9.353770475918562
3.920000000000003,30.0,9.352968924855158
3.940000000000003,30.0,9.361521799919363
3.960000000000003,30.0,9.328078519480306
3.980000000000003,30.0,9.325095352693936
4.000000000000003,30.0,9.31931356592193
4.020000000000002,-30.0,9.305483403826276
4.040000000000002,-30.0,9.29773757091839
4.060000000000001,-30.0,9.360007993678838
4.080000000000001,-30.0,8.60283316839085
4.1000000000000005,-30.0,7.397554929315149
4.12,-30.0,5.63098506519157
4.14,-30.0,3.761386573811462
4.159999999999999,-30.0,2.1863807674996862
4.179999999999999,-30.0,0.44105675897764407
4.199999999999998,-30.0,-1.6113733851534335
4.219999999999998,-30.0,-3.5913843069571016
4.2399999999999975,-30.0,-5.43986042592033
4.259999999999997,-30.0,-7.029000966243171
4.279999999999997,-30.0,-8.89999489874295
4.299999999999996,-30.0,-9.712081888388772
4.319999999999996,-30.0,-10.412299920358695
4.339999999999995,-30.0,-10.457156200322498
4.359999999999995,-30.0,-10.551312483473943
4.379999999999995,-30.0,-10.473654902977103
4.399999999999994,-30.0,-10.55179919231953
4.419999999999994,-30.0,-10.63130452658157
4.439999999999993,-30.0,-10.593010365828551
4.459999999999993,-30.0,-10.542318801474504
4.479999999999992,-30.0,-10.508643206245548
4.499999999999992,-30.0,-10.43871866518555
4.519999999999992,-30.0,-10.384574019200539
4.539999999999991,-30.0,-10.2991827617567
4.559999999999991,-30.0,-10.287371793803517
4.57999999999999,-30.0,-10.248244162995828
4.59999999999999,-30.0,-10.235288547125798
4.6199999999999894,-30.0,-10.201440865687587
4.639999999999989,-30.0,-10.172145826021962
4.659999999999989,-30.0,-10.152709840736582
4.679999999999988,-30.0,-10.130373213685447
4.699999999999988,-30.0,-10.123229252491928
4.719999999999987,-30.0,-10.104090846409783
4.739999999999987,-30.0,-10.090918819321205
4.7599999999999865,-30.0,-10.082074955483257
4.779999999999986,-30.0,-10.089089775421785
4.799999999999986,-30.0,-10.081945626819905
4.819999999999985,-30.0,-10.081048986313958
4.839999999999985,-30.0,-10.061212412405016
4.859999999999984,-30.0,-10.049883697744779
4.879999999999984,-30.0,-10.04211004785266
4.8999999999999835,-30.0,-10.031747946559074
4.919999999999983,-30.0,-10.048372537420718
4.939999999999983,-30.0,-10.031824927115256
4.959999999999982,-30.0,-10.009858679846465
4.979999999999982,-30.0,-10.010300172449913
4.999999999999981,30.0,-9.999784175740963
5.019999999999981,30.0,-9.996795828489303
5.0399999999999805,30.0,-10.358187069670873
5.05999999999998,30.0,-8.88530963373088
5.07999999999998,30.0,-7.856040522804774
5.099999999999979,30.0,-6.375543958047082
5.119999999999979,30.0,-4.918400426633112
5.139999999999978,30.0,-3.140330428661459
5.159999999999978,30.0,-0.9869091828201636
5.1799999999999775,30.0,1.1663920809297759
5.199999999999977,30.0,2.934610567282843
5.219999999999977,30.0,5.062998853187462
5.239999999999976,30.0,6.8912753156270465
5.259999999999976,30.0,8.55016350424716
5.279999999999975,30.0,9.539022938393213
5.299999999999975,30.0,9.743026270719051
5.3199999999999745,30.0,9.741088668523764
5.339999999999974,30.0,9.85995704354077
5.359999999999974,30.0,9.760224338065814
5.379999999999973,30.0,9.877522009762064
5.399999999999973,30.0,9.845152757174366
5.419999999999972,30.0,9.751548124535777
5.439999999999972,30.0,9.783534362980882
5.4599999999999715,30.0,9.725591676608897
5.479999999999971,30.0,9.680298673476733
5.499999999999971,30.0,9.64044083072043
5.51999999999997,30.0,9.605365929094882
5.53999999999997,30.0,9.5745000156644
