Tiempo,ControlPWM,Plataforma,Posicion,Error
0,1471.218,-0.01212728,0.01663017,-0.01663017
0.02,1471.218,-0.02471061,0.01663017,-0.01663017
0.04,1471.218,-0.03660744,0.01663017,-0.01663017
0.06,1468.047,-0.06115669,0.08411026,-0.08411026
0.08,1471.218,-0.07472621,0.01663017,-0.01663017
0.1,1471.218,-0.0862352,0.01663017,-0.01663017
0.12,1471.218,-0.09745563,0.01663017,-0.01663017
0.14,1471.218,-0.08140305,0.01663017,-0.01663017
0.16,1471.218,-0.09154125,0.01663017,-0.01663017
0.18,1471.218,-0.09978338,0.01663017,-0.01663017
0.2,1471.218,-0.1071377,0.01663017,-0.01663017
0.22,1471.218,-0.1108217,0.01663017,-0.01663017
0.24,1471.218,-0.1143435,0.01663017,-0.01663017
0.26,1471.218,-0.1132038,0.01663017,-0.01663017
0.28,1471.218,-0.1216117,0.01663017,-0.01663017
0.3,1471.218,-0.1212503,0.01663017,-0.01663017
0.32,1471.218,-0.1318125,0.01663017,-0.01663017
0.34,1471.218,-0.1375554,0.01663017,-0.01663017
0.36,1471.218,-0.1405494,0.01663017,-0.01663017
0.38,1471.218,-0.1555475,0.01663017,-0.01663017
0.4,1468.047,-0.1693271,0.08411026,-0.08411026
0.42,1468.047,-0.1708031,0.08411026,-0.08411026
0.44,1471.218,-0.1670484,0.01663017,-0.01663017
0.46,1471.218,-0.1747764,0.01663017,-0.01663017
0.48,1471.218,-0.1738214,0.01663017,-0.01663017
0.5,1471.218,-0.166289,0.01663017,-0.01663017
0.52,1471.218,-0.1719981,0.01663017,-0.01663017
0.54,1471.218,-0.1792935,0.01663017,-0.01663017
0.56,1471.218,-0.1772553,0.01663017,-0.01663017
0.58,1471.218,-0.1745466,0.01663017,-0.01663017
0.6,1471.218,-0.1711569,0.01663017,-0.01663017
0.62,1471.218,-0.1803499,0.01663017,-0.01663017
0.64,1471.218,-0.1926999,0.01663017,-0.01663017
0.66,1471.218,-0.1878657,0.01663017,-0.01663017
0.68,1471.218,-0.1972386,0.01663017,-0.01663017
0.7,1471.218,-0.1943701,0.01663017,-0.01663017
0.72,1471.218,-0.2071272,0.01663017,-0.01663017
0.74,1471.218,-0.2102304,0.01663017,-0.01663017
0.76,1471.218,-0.2113617,0.01663017,-0.01663017
0.78,1471.218,-0.2189953,0.01663017,-0.01663017
0.8,1471.218,-0.2218139,0.01663017,-0.01663017
0.82,1471.218,-0.2301128,0.01663017,-0.01663017
0.84,1471.218,-0.2222948,0.01663017,-0.01663017
0.86,1471.218,-0.2285243,0.01663017,-0.01663017
0.88,1464.875,-0.2175159,0.1515903,-0.1515903
0.9,1471.218,-0.2186961,0.01663017,-0.01663017
0.92,1471.218,-0.2249229,0.01663017,-0.01663017
0.94,1471.218,-0.2450684,0.01663017,-0.01663017
0.96,1468.047,-0.2213328,0.08411026,-0.08411026
0.98,1468.047,-0.2225287,0.08411026,-0.08411026
1,1471.218,-0.2125637,0.01663017,-0.01663017
1.02,1464.875,-0.2125883,0.1515903,-0.1515903
1.04,1468.047,-0.2124909,0.08411026,-0.08411026
1.06,1471.218,-0.1985836,0.01663017,-0.01663017
1.08,1468.047,-0.1965087,0.08411026,-0.08411026
1.1,1471.218,-0.1823069,0.01663017,-0.01663017
1.12,1471.218,-0.1849553,0.01663017,-0.01663017
1.14,1471.218,-0.1886734,0.01663017,-0.01663017
1.16,1468.047,-0.1811499,0.08411026,-0.08411026
1.18,1471.218,-0.1887566,0.01663017,-0.01663017
1.2,1471.218,-0.1911079,0.01663017,-0.01663017
1.22,1468.047,-0.1879733,0.08411026,-0.08411026
1.24,1471.218,-0.1834342,0.01663017,-0.01663017
1.26,1471.218,-0.1864064,0.01663017,-0.01663017
1.28,1471.218,-0.1829239,0.01663017,-0.01663017
1.3,1471.218,-0.190615,0.01663017,-0.01663017
1.32,1471.218,-0.1896229,0.01663017,-0.01663017
1.34,1471.218,-0.1963149,0.01663017,-0.01663017
1.36,1471.218,-0.1932052,0.01663017,-0.01663017
1.38,1471.218,-0.1938689,0.01663017,-0.01663017
1.4,1471.218,-0.2046594,0.01663017,-0.01663017
1.42,1471.218,-0.207509,0.01663017,-0.01663017
1.44,1471.218,-0.2078197,0.01663017,-0.01663017
1.46,1471.218,-0.2067063,0.01663017,-0.01663017
1.48,1471.218,-0.2135312,0.01663017,-0.01663017
1.5,1471.218,-0.2090711,0.01663017,-0.01663017
1.52,1471.218,-0.2095665,0.01663017,-0.01663017
1.54,1471.218,-0.2218857,0.01663017,-0.01663017
1.56,1471.218,-0.2247974,0.01663017,-0.01663017
1.58,1471.218,-0.2222662,0.01663017,-0.01663017
1.6,1471.218,-0.2196835,0.01663017,-0.01663017
1.62,1471.218,-0.2271504,0.01663017,-0.01663017
1.64,1471.218,-0.2270271,0.01663017,-0.01663017
1.66,1468.047,-0.2280163,0.08411026,-0.08411026
1.68,1468.047,-0.2246764,0.08411026,-0.08411026
1.7,1471.218,-0.2202143,0.01663017,-0.01663017
1.72,1464.875,-0.2171659,0.1515903,-0.1515903
1.74,1471.218,-0.2111103,0.01663017,-0.01663017
1.76,1471.218,-0.2110383,0.01663017,-0.01663017
1.78,1471.218,-0.2217855,0.01663017,-0.01663017
1.8,1471.218,-0.2124302,0.01663017,-0.01663017
1.82,1471.218,-0.2171676,0.01663017,-0.01663017
1.84,1471.218,-0.2252697,0.01663017,-0.01663017
1.86,1471.218,-0.2160425,0.01663017,-0.01663017
1.88,1471.218,-0.2099958,0.01663017,-0.01663017
1.9,1471.218,-0.2116611,0.01663017,-0.01663017
1.92,1471.218,-0.2158592,0.01663017,-0.01663017
1.94,1471.218,-0.216103,0.01663017,-0.01663017
1.96,1471.218,-0.2054731,0.01663017,-0.01663017
1.98,1471.218,-0.2042109,0.01663017,-0.01663017
2,1471.218,-0.2129593,0.01663017,-0.01663017
2.02,1471.218,-0.2118194,0.01663017,-0.01663017
2.04,1471.218,-0.2119246,0.01663017,-0.01663017
2.06,1471.218,-0.2170124,0.01663017,-0.01663017
2.08,1471.218,-0.2143444,0.01663017,-0.01663017
2.1,1471.218,-0.2153884,0.01663017,-0.01663017
2.12,1471.218,-0.2131877,0.01663017,-0.01663017
2.14,1468.047,-0.2138725,0.08411026,-0.08411026
2.16,1471.218,-0.2245899,0.01663017,-0.01663017
2.18,1471.218,-0.2193643,0.01663017,-0.01663017
2.2,1471.218,-0.2163361,0.01663017,-0.01663017
2.22,1471.218,-0.2192833,0.01663017,-0.01663017
2.24,1471.218,-0.2175292,0.01663017,-0.01663017
2.26,1471.218,-0.2174819,0.01663017,-0.01663017
2.28,1471.218,-0.2143408,0.01663017,-0.01663017
2.3,1471.218,-0.2125555,0.01663017,-0.01663017
2.32,1471.218,-0.2188987,0.01663017,-0.01663017
2.34,1471.218,-0.2157171,0.01663017,-0.01663017
2.36,1471.218,-0.2157077,0.01663017,-0.01663017
2.38,1471.218,-0.2154017,0.01663017,-0.01663017
2.4,1471.218,-0.2108909,0.01663017,-0.01663017
2.42,1468.047,-0.2051711,0.08411026,-0.08411026
2.44,1471.218,-0.2164,0.01663017,-0.01663017
2.46,1471.218,-0.2207374,0.01663017,-0.01663017
2.48,1471.218,-0.2159589,0.01663017,-0.01663017
2.5,1471.218,-0.2213148,0.01663017,-0.01663017
2.52,1471.218,-0.2253681,0.01663017,-0.01663017
2.54,1471.218,-0.2258438,0.01663017,-0.01663017
2.56,1471.218,-0.2304171,0.01663017,-0.01663017
2.58,1471.218,-0.2305013,0.01663017,-0.01663017
2.6,1471.218,-0.229899,0.01663017,-0.01663017
2.62,1471.218,-0.2355358,0.01663017,-0.01663017
2.64,1471.218,-0.2454919,0.01663017,-0.01663017
2.66,1471.218,-0.2410313,0.01663017,-0.01663017
2.68,1468.047,-0.2518369,0.08411026,-0.08411026
2.7,1471.218,-0.2440008,0.01663017,-0.01663017
2.72,1471.218,-0.2417865,0.01663017,-0.01663017
2.74,1471.218,-0.204367,0.01663017,-0.01663017
2.76,1468.047,-0.2196507,0.08411026,-0.08411026
2.78,1468.047,-0.228732,0.08411026,-0.08411026
2.8,1464.875,-0.2081834,0.1515903,-0.1515903
2.82,1471.218,-0.2153974,0.01663017,-0.01663017
2.84,1471.218,-0.2060826,0.01663017,-0.01663017
2.86,1471.218,-0.2086447,0.01663017,-0.01663017
2.88,1471.218,-0.2108209,0.01663017,-0.01663017
2.9,1471.218,-0.202409,0.01663017,-0.01663017
2.92,1471.218,-0.1917006,0.01663017,-0.01663017
2.94,1471.218,-0.1943759,0.01663017,-0.01663017
2.96,1468.047,-0.190998,0.08411026,-0.08411026
2.98,1468.047,-0.1919272,0.08411026,-0.08411026
3,1471.218,-0.1981361,0.01663017,-0.01663017
3.02,1471.218,-0.2003737,0.01663017,-0.01663017
3.04,1471.218,-0.2027538,0.01663017,-0.01663017
3.06,1471.218,-0.2000395,0.01663017,-0.01663017
3.08,1471.218,-0.2039253,0.01663017,-0.01663017
3.1,1468.047,-0.200759,0.08411026,-0.08411026
3.12,1471.218,-0.1975309,0.01663017,-0.01663017
3.14,1471.218,-0.1970564,0.01663017,-0.01663017
3.16,1471.218,-0.2002172,0.01663017,-0.01663017
3.18,1468.047,-0.2038826,0.08411026,-0.08411026
3.2,1471.218,-0.2213658,0.01663017,-0.01663017
3.22,1471.218,-0.2171071,0.01663017,-0.01663017
3.24,1471.218,-0.2148888,0.01663017,-0.01663017
3.26,1471.218,-0.2181129,0.01663017,-0.01663017
3.28,1471.218,-0.2238452,0.01663017,-0.01663017
3.3,1471.218,-0.2284001,0.01663017,-0.01663017
3.32,1471.218,-0.2301833,0.01663017,-0.01663017
3.34,1468.047,-0.2257275,0.08411026,-0.08411026
3.36,1471.218,-0.2257565,0.01663017,-0.01663017
3.38,1471.218,-0.2259358,0.01663017,-0.01663017
3.4,1471.218,-0.2275165,0.01663017,-0.01663017
3.42,1471.218,-0.2290521,0.01663017,-0.01663017
3.44,1471.218,-0.2225844,0.01663017,-0.01663017
3.46,1471.218,-0.2179949,0.01663017,-0.01663017
3.48,1471.218,-0.2171391,0.01663017,-0.01663017
3.5,1471.218,-0.2259916,0.01663017,-0.01663017
3.52,1471.218,-0.2274671,0.01663017,-0.01663017
3.54,1471.218,-0.2309902,0.01663017,-0.01663017
3.56,1471.218,-0.2372262,0.01663017,-0.01663017
