Tiempo,ControlPWM,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado
5.92,-100,-1.681439,-1.860998,0.3809245,-11.69708,-2.412889,-7.173678,1209.292
5.94,-100,-1.675099,-1.85855,0.1824515,-11.84577,-2.68281,1.240231,-864.4699
5.96,-100,-1.660171,-1.843206,-0.3213652,-11.88861,-2.75029,-2.034459,-156.3148
5.98,-100,-1.653102,-1.839241,-0.1686933,-12.01484,-3.02021,-1.698797,-325.7194
6,-100,-1.622215,-1.803568,-0.5351062,-11.97772,-3.425089,-2.150447,-344.2769
6.02,0,-1.620407,-1.810215,0.1519171,0.04413545,-2.48037,-7.877297,1326.029
6.04,0,-1.66066,-1.619158,0.1671843,7.602095,-2.75029,0.6372414,-754.9509
6.06,0,-1.592175,-1.432805,9.159554,11.11555,-3.08769,-1.379816,-418.366
6.08,0,-1.01974,-0.6852401,31.06796,14.56826,-2.075489,-7.303932,1319.348
6.1,0,-0.4785472,-0.1310442,23.43437,12.93757,-2.345409,1.668694,-872.6349
6.12,0,-0.04679528,0.2348381,25.69391,9.196037,-2.75029,-0.264534,-589.2065
6.14,0,0.4752425,0.724457,24.02979,6.189438,-1.805569,-6.636551,1215.924
6.16,0,0.8234503,0.9741256,16.96108,1.716965,-2.075489,1.663471,-825.6046
6.18,0,1.176173,1.265388,17.93818,-1.581106,-2.008009,-1.954383,9.300554
6.2,0,1.350957,1.342575,7.495431,-5.368132,-2.142969,-1.106057,-243.6693
6.22,0,1.450246,1.372127,5.693904,-7.975672,-2.345409,-1.626837,-194.5099
6.24,0,1.440063,1.299001,-0.01602192,-9.95332,-2.075489,-3.941368,438.9941
6.26,0,1.475934,1.324923,0.8542075,-10.40549,-2.075489,-1.714453,-78.98483
6.28,0,1.416576,1.233359,0.01451245,-11.21403,-2.142969,-1.789202,-94.2717
6.3,0,1.430274,1.259475,0.1519171,-10.86632,-2.075489,-2.669196,132.814
6.32,0,1.420228,1.246563,0.8694746,-10.92082,-2.142969,-1.861024,-78.12035
6.34,0,1.391916,1.212978,-0.1992282,-10.983,-2.008009,-2.907219,209.5538
6.36,0,1.395213,1.225049,0.4419934,-10.71389,-2.075489,-1.637182,-110.0517
6.38,0,1.371865,1.197463,-0.1686933,-10.76202,-2.142969,-2.06189,-36.66126
6.4,0,1.368599,1.199839,0.01451245,-10.5686,-2.142969,-2.510366,71.21474
6.42,0,1.343672,1.171365,0.07558119,-10.58852,-2.008009,-2.850349,198.0067
6.44,0,1.327978,1.158744,-0.0007547362,-10.43065,-2.142969,-1.374533,-193.1655
6.46,0,1.320536,1.155865,0.2893218,-10.25633,-2.142969,-2.539096,77.26999
6.48,0,1.31013,1.146901,0.2435202,-10.17099,-2.142969,-2.384895,45.21462
6.5,0,1.306586,1.146537,0.2893218,-10.05572,-2.075489,-2.567238,111.6692
6.52,0,1.306586,1.146537,0.2893218,-10.05572,-2.075489,-2.567238,111.6692
