0,0,0.01195461
0.02,0,0.006494582
0.04,0,0.002720982
0.06,0,0.01187129
0.08,0,0.03237335
0.1,0,0.0341094
0.12,0,0.03011974
0.14,0,0.00219737
0.16,0,0.008305728
0.18,0,-0.01192838
0.2,0,-0.00816033
0.22,0,-0.003550418
0.24,0,-0.003499165
0.26,0,-0.008880086
0.28,0,-0.01560785
0.3,0,-0.009049125
0.32,0,-0.0008851141
0.34,0,-0.005417228
0.36,0,-0.004556999
0.38,0,0.004279651
0.4,0,0.00902161
0.42,0,0.005481068
0.44,0,0.008367471
0.46,0,0.01285525
0.48,0,-0.001806702
0.5,0,-0.002982572
0.52,0,-0.02182705
0.54,0,-0.02460013
0.56,0,-0.02601562
0.58,0,-0.02509543
0.6,0,-0.009351
0.62,0,-0.01309917
0.64,0,-0.0139219
0.66,0,-0.0190236
0.68,0,-0.0163496
0.7,0,-0.001502462
0.72,0,-0.005048469
0.74,0,-0.001628578
0.76,0,-0.02192054
0.78,0,-0.01689297
0.8,0,-0.03788487
0.82,0,-0.03461742
0.84,0,-0.01048215
0.86,0,0.006124921
0.88,0,-0.008651409
0.9,0,-0.02242328
0.92,0,-0.005529031
0.94,0,0.01060858
0.96,0,0.008344069
0.98,0,0.01005506
1,0,0.009980898
1.02,0,0.002086699
1.04,0,-0.0255899
1.06,0,0.007105887
1.08,0,0.005832732
1.1,0,0.008217737
1.12,0,0.002538491
1.14,0,0.01227006
1.16,0,0.01225548
1.18,0,-0.0001969002
1.2,0,0.02466656
1.22,0,0.02553639
1.24,0,0.003058761
1.26,0,0.001966335
1.28,0,0.004774213
1.3,0,0.00386744
1.32,0,0.005519316
1.34,0,0.0203962
1.36,0,0.01025196
1.38,0,0.001793541
1.4,0,-0.005906783
1.42,0,-0.01132644
1.44,0,-0.01455704
1.46,0,-0.008437127
1.48,0,0.01054784
1.5,0,-0.002569187
1.52,0,-0.001086913
1.54,0,0.02787684
1.56,0,0.01253226
1.58,0,-0.02977343
1.6,0,-0.02409407
1.62,0,-0.02460024
1.64,0,-0.04115318
1.66,0,-0.03605725
1.68,0,-0.03967994
1.7,0,-0.0519012
1.72,0,-0.05658417
1.74,0,-0.05110069
1.76,0,-0.04090202
1.78,0,-0.04215142
1.8,0,-0.03647426
1.82,0,-0.03136004
1.84,0,-0.005543701
1.86,0,-0.02740227
1.88,0,-0.03577257
1.9,0,-0.02873781
1.92,0,-0.02490362
1.94,0,-0.01985592
1.96,0,-0.007985942
1.98,0,-0.02366278
2,0,-0.01531051
2.02,10,-0.01250669
2.04,10,-0.01651552
2.06,10,-0.06552823
2.08,10,0.256216
2.1,10,0.9050467
2.12,10,1.964614
2.14,10,3.324346
2.16,10,3.209199
2.18,10,2.193927
2.2,10,1.562412
2.22,10,2.046688
2.24,10,2.894873
2.26,10,4.041774
2.28,10,3.711904
2.3,10,2.436704
2.32,10,1.190936
2.34,10,1.58689
2.36,10,2.407439
2.38,10,4.012984
2.4,10,3.301715
2.42,10,1.981179
2.44,10,0.3580076
2.46,10,0.530126
2.48,10,1.982347
2.5,10,2.644843
2.52,10,2.335989
2.54,10,1.208208
2.56,10,0.4288425
2.58,10,1.095174
2.6,10,2.400501
2.62,10,2.127101
2.64,10,1.35262
2.66,10,0.3825164
2.68,10,0.4821593
2.7,10,1.412771
2.72,10,2.91699
2.74,10,3.153064
2.76,10,2.138066
2.78,10,1.27726
2.8,10,1.839677
2.82,10,2.759074
2.84,10,4.259865
2.86,10,4.937911
2.88,10,3.371694
2.9,10,2.213506
2.92,10,2.961043
2.94,10,4.008095
2.96,10,5.552181
2.98,10,5.871628
3,10,4.081086
3.02,10,2.793966
3.04,10,3.490853
3.06,10,4.325497
3.08,10,5.410038
3.1,10,5.231183
3.12,10,3.605188
3.14,10,2.458449
3.16,10,2.40435
3.18,10,3.581085
3.2,10,3.613951
3.22,10,3.269361
3.24,10,1.970415
3.26,10,1.331487
3.28,10,1.828628
3.3,10,3.066453
3.32,10,2.3723
3.34,10,1.423977
3.36,10,0.379258
3.38,10,0.1377528
3.4,10,1.212891
3.42,10,2.603931
3.44,10,1.631505
3.46,10,0.6773253
3.48,10,-0.007936954
3.5,10,1.079605
3.52,10,2.241187
3.54,10,4.020251
3.56,10,5.338771
3.58,10,3.992686
3.6,10,2.63821
3.62,10,3.057192
3.64,10,4.066513
3.66,10,5.696357
3.68,10,5.659827
3.7,10,3.696338
3.72,10,1.80763
3.74,10,3.106777
3.76,10,4.205666
3.78,10,4.83909
3.8,10,4.38407
3.82,10,3.086733
3.84,10,2.212773
3.86,10,2.673887
3.88,10,3.244601
3.9,10,3.138818
3.92,10,2.367636
3.94,10,1.484213
3.96,10,1.795089
3.98,10,2.845728
4,10,4.279841
4.02,20,1.414613
4.04,20,0.7879896
4.06,20,0.07597651
4.08,20,2.235524
4.1,20,4.469765
4.12,20,6.632391
4.14,20,5.544773
4.16,20,4.766421
4.18,20,3.776197
4.2,20,4.252589
4.22,20,5.348364
4.24,20,6.529299
4.26,20,6.39187
4.28,20,5.348571
4.3,20,3.979491
4.32,20,4.279753
4.34,20,5.395101
4.36,20,3.188454
4.38,20,3.596783
4.4,20,2.89579
4.42,20,2.795171
4.44,20,4.228397
4.46,20,5.500968
4.48,20,5.881612
4.5,20,4.408473
4.52,20,3.987586
4.54,20,4.789915
4.56,20,5.672958
4.58,20,7.535923
4.6,20,7.302207
4.62,20,6.17189
4.64,20,5.149826
4.66,20,5.979761
4.68,20,6.805227
4.7,20,6.942804
4.72,20,6.714384
4.74,20,5.520166
4.76,20,4.31546
4.78,20,4.686399
4.8,20,5.540201
4.82,20,5.382652
4.84,20,5.472486
4.86,20,4.464904
4.88,20,5.18105
4.9,20,5.936979
4.92,20,7.066144
4.94,20,7.388134
4.96,20,5.798168
4.98,20,5.552693
5,20,6.287823
5.02,20,7.083708
5.04,20,8.877648
5.06,20,7.871213
5.08,20,6.483268
5.1,20,5.527055
5.12,20,6.362277
5.14,20,7.159735
5.16,20,7.479341
5.18,20,7.295835
5.2,20,6.113034
5.22,20,5.196226
5.24,20,5.946037
5.26,20,6.902954
5.28,20,6.382368
5.3,20,6.175097
5.32,20,5.462462
5.34,20,5.195962
5.36,20,6.110535
5.38,20,6.879511
5.4,20,6.852464
5.42,20,6.005279
5.44,20,5.579202
5.46,20,5.835029
5.48,20,6.176476
5.5,20,6.496592
5.52,20,6.171274
5.54,20,6.226772
5.56,20,6.298936
5.58,20,6.248861
5.6,20,6.389792
5.62,20,6.409348
5.64,20,6.318418
5.66,20,6.286968
5.68,20,6.327047
5.7,20,6.301242
5.72,20,6.307286
5.74,20,6.326173
5.76,20,6.379449
5.78,20,6.410343
5.8,20,6.41623
5.82,20,6.374491
5.84,20,6.376995
5.86,20,6.395516
5.88,20,6.406575
5.9,20,6.389846
5.92,20,6.405502
5.94,20,6.396069
5.96,20,6.402409
5.98,20,6.402598
6,20,6.410109
6.02,10,6.416016
6.04,10,6.41039
6.06,10,6.452229
6.08,10,5.833098
6.1,10,4.750815
6.12,10,4.072662
6.14,10,3.757969
6.16,10,3.728512
6.18,10,3.64912
6.2,10,3.19291
6.22,10,2.778573
6.24,10,3.206705
6.26,10,3.281068
6.28,10,3.108341
6.3,10,3.021993
6.32,10,3.317335
6.34,10,3.229689
6.36,10,3.131965
6.38,10,3.16362
6.4,10,3.318097
6.42,10,3.132896
6.44,10,3.11219
6.46,10,3.23504
6.48,10,3.272179
6.5,10,3.111778
6.52,10,3.182786
6.54,10,3.254646
6.56,10,3.191228
6.58,10,3.122481
6.6,10,3.240755
6.62,10,3.236965
6.64,10,3.180446
6.66,10,3.216361
6.68,10,3.274747
6.7,10,3.218323
6.72,10,3.177978
6.74,10,3.20612
6.76,10,3.236452
6.78,10,3.205396
6.8,10,3.199291
6.82,10,3.229687
6.84,10,3.222156
6.86,10,3.16621
6.88,10,3.19316
6.9,10,3.208085
6.92,10,3.202057
6.94,10,3.18735
6.96,10,3.220469
6.98,10,3.19677
7,10,3.171534
7.02,10,3.206685
7.04,10,3.203004
7.06,10,3.209687
7.08,10,3.240527
7.1,10,3.24612
7.12,10,3.22202
7.14,10,3.230359
7.16,10,3.254901
7.18,10,3.258645
7.2,10,3.239181
7.22,10,3.226053
7.24,10,3.230749
7.26,10,3.209536
7.28,10,3.200688
7.3,10,3.234454
7.32,10,3.216495
7.34,10,3.168024
7.36,10,3.191683
7.38,10,3.225462
7.4,10,3.180965
7.42,10,3.183538
7.44,10,3.21885
7.46,10,3.215112
7.48,10,3.187834
7.5,10,3.231601
7.52,10,3.259412
7.54,10,3.240077
7.56,10,3.231992
7.58,10,3.261206
7.6,10,3.251632
7.62,10,3.235888
7.64,10,3.258699
7.66,10,3.258588
7.68,10,3.228617
7.7,10,3.220553
7.72,10,3.226554
7.74,10,3.22807
7.76,10,3.22376
7.78,10,3.223046
7.8,10,3.236819
7.82,10,3.242142
7.84,10,3.248085
7.86,10,3.255055
7.88,10,3.261839
7.9,10,3.250486
7.92,10,3.258435
7.94,10,3.267925
7.96,10,3.260629
7.98,10,3.253483
8,10,3.269207
8.02,0,3.256241
8.04,0,3.304625
8.06,0,2.960324
8.08,0,1.994217
8.1,0,1.042935
8.12,0,0.4581496
8.14,0,0.3598051
8.16,0,0.3399099
8.18,0,-0.06976199
8.2,0,-0.4140118
8.22,0,-0.3723874
8.24,0,-0.1212483
8.26,0,-0.1072125
8.28,0,-0.2509089
8.3,0,-0.1603459
8.32,0,-0.05215366
8.34,0,-0.09280125
8.36,0,-0.1507587
8.38,0,-0.08167692
8.4,0,-0.04773477
8.42,0,-0.1043063
8.44,0,-0.1036317
8.46,0,-0.04946901
8.48,0,-0.03822278
8.5,0,-0.08612587
8.52,0,-0.05651887
8.54,0,-0.02866786
8.56,0,-0.06136996
8.58,0,-0.06645834
8.6,0,-0.03653669
8.62,0,-0.04305243
8.64,0,-0.06720555
8.66,0,-0.04785242
8.68,0,-0.03547492
8.7,0,-0.05988585
8.72,0,-0.0650539
8.74,0,-0.05470798
8.76,0,-0.05972497
8.78,0,-0.04057697
8.8,0,-0.03803254
8.82,0,-0.04436632
8.84,0,-0.03374285
8.86,0,-0.04276057
8.88,0,-0.03163408
8.9,0,-0.02818836
8.92,0,-0.02964904
8.94,0,-0.02582394
8.96,0,-0.03104307
8.98,0,-0.04304655
9,0,-0.05157548
9.02,0,-0.05887648
9.04,0,-0.05888775
9.06,0,-0.05107066
9.08,0,-0.05164306
